date,MITT-PB_Open,MITT-PB_High,MITT-PB_Low,MITT-PB_Close,MITT-PB_Volume,MITT-PB_Dividends,MITT-PB_Stock Splits
2012-09-21 00:00:00+00:00,24.799999237060547,25.049999237060547,24.76000022888184,8.885254859924316,283270,0.0,
2012-09-24 00:00:00+00:00,25.0,25.100000381469727,24.899999618530277,8.849713325500488,185515,0.0,
2012-09-25 00:00:00+00:00,24.899999618530277,25.100000381469727,24.86000061035156,8.920794486999512,92529,0.0,
2012-09-26 00:00:00+00:00,25.100000381469727,25.100000381469727,24.8799991607666,8.920794486999512,9419,0.0,
2012-09-27 00:00:00+00:00,25.09000015258789,25.100000381469727,24.8799991607666,8.85682201385498,97145,0.0,
2012-09-28 00:00:00+00:00,24.75,25.0,24.75,8.871038436889648,129565,0.0,
2012-10-01 00:00:00+00:00,25.0,25.09000015258789,24.979999542236328,8.892363548278809,110900,0.0,
2012-10-02 00:00:00+00:00,25.049999237060547,25.07999992370605,25.020000457763672,8.895915031433105,87935,0.0,
2012-10-03 00:00:00+00:00,25.030000686645508,25.049999237060547,24.979999542236328,8.878146171569824,40229,0.0,
2012-10-04 00:00:00+00:00,25.040000915527344,25.049999237060547,24.989999771118164,8.881696701049805,71357,0.0,
2012-10-05 00:00:00+00:00,25.040000915527344,25.040000915527344,24.959999084472656,8.881696701049805,83392,0.0,
2012-10-08 00:00:00+00:00,25.0,25.07999992370605,24.959999084472656,8.913684844970703,31475,0.0,
2012-10-09 00:00:00+00:00,25.020099639892575,25.049999237060547,25.0,8.8923978805542,15130,0.0,
2012-10-10 00:00:00+00:00,25.09000015258789,25.100000381469727,25.0,8.906578063964844,22122,0.0,
2012-10-11 00:00:00+00:00,25.07999992370605,25.09000015258789,25.0,8.885254859924316,38721,0.0,
2012-10-12 00:00:00+00:00,25.020000457763672,25.06999969482422,25.020000457763672,8.903023719787598,21680,0.0,
2012-10-15 00:00:00+00:00,25.059999465942383,25.059999465942383,25.01000022888184,8.903023719787598,17068,0.0,
2012-10-16 00:00:00+00:00,25.059999465942383,25.059999465942383,25.01000022888184,8.903023719787598,5480,0.0,
2012-10-17 00:00:00+00:00,25.049999237060547,25.100000381469727,25.020000457763672,8.920794486999512,40234,0.0,
2012-10-18 00:00:00+00:00,25.100000381469727,25.149999618530277,25.07999992370605,8.938532829284668,23208,0.0,
2012-10-19 00:00:00+00:00,25.149999618530277,25.25,25.100000381469727,8.93856430053711,28707,0.0,
2012-10-22 00:00:00+00:00,25.17009925842285,25.17009925842285,25.07999992370605,8.935007095336914,11873,0.0,
2012-10-23 00:00:00+00:00,25.13999938964844,25.13999938964844,25.020000457763672,8.920794486999512,14595,0.0,
2012-10-24 00:00:00+00:00,25.13999938964844,25.13999938964844,25.100000381469727,8.931455612182617,10500,0.0,
2012-10-25 00:00:00+00:00,25.13999938964844,25.13999938964844,25.040000915527344,8.920757293701172,30940,0.0,
2012-10-26 00:00:00+00:00,25.100000381469727,25.100000381469727,25.040000915527344,8.913684844970703,4715,0.0,
2012-10-31 00:00:00+00:00,25.200000762939453,25.200000762939453,25.049999237060547,8.93856430053711,12016,0.0,
2012-11-01 00:00:00+00:00,25.200000762939453,25.200000762939453,25.1299991607666,8.931455612182617,17005,0.0,
2012-11-02 00:00:00+00:00,25.200000762939453,25.200000762939453,25.09000015258789,8.952781677246094,26515,0.0,
2012-11-05 00:00:00+00:00,25.190000534057617,25.200000762939453,25.059999465942383,8.945672988891602,13270,0.0,
2012-11-06 00:00:00+00:00,25.11000061035156,25.170000076293945,25.11000061035156,8.94140911102295,10200,0.0,
2012-11-07 00:00:00+00:00,25.11000061035156,25.13999938964844,24.989999771118164,8.903023719787598,19885,0.0,
2012-11-08 00:00:00+00:00,25.13999938964844,25.13999938964844,25.030000686645508,8.903023719787598,5722,0.0,
2012-11-09 00:00:00+00:00,25.100000381469727,25.18000030517578,25.0,8.906578063964844,38335,0.0,
2012-11-12 00:00:00+00:00,25.059999465942383,25.149999618530277,25.049999237060547,8.920829772949219,13100,0.0,
2012-11-13 00:00:00+00:00,25.100099563598636,25.100099563598636,24.88010025024414,8.85682201385498,36435,0.0,
2012-11-14 00:00:00+00:00,24.76000022888184,24.920000076293945,23.06999969482422,8.622251510620117,95040,0.0,
2012-11-15 00:00:00+00:00,24.01000022888184,24.399999618530277,24.01000022888184,8.608033180236816,14537,0.0,
2012-11-16 00:00:00+00:00,24.487499237060547,24.81999969482422,24.350000381469727,8.814170837402344,22518,0.0,
2012-11-19 00:00:00+00:00,24.850000381469727,24.940000534057617,24.799999237060547,8.849713325500488,20381,0.0,
2012-11-20 00:00:00+00:00,25.049999237060547,25.18899917602539,24.524999618530277,8.885254859924316,23126,0.0,
2012-11-21 00:00:00+00:00,25.020000457763672,25.020000457763672,24.899999618530277,8.888668060302734,26883,0.0,
2012-11-23 00:00:00+00:00,25.11000061035156,25.11000061035156,24.799999237060547,8.867483139038086,9350,0.0,
2012-11-26 00:00:00+00:00,24.959999084472656,25.020000457763672,24.950000762939453,8.885254859924316,11360,0.0,
2012-11-27 00:00:00+00:00,25.049999237060547,25.07010078430176,25.0,8.885254859924316,26945,0.0,
2012-11-28 00:00:00+00:00,24.799999237060547,24.91990089416504,24.700000762939453,9.004642486572266,147798,0.44,
2012-11-29 00:00:00+00:00,24.88999938964844,24.920000076293945,24.79450035095215,9.004642486572266,26531,0.0,
2012-11-30 00:00:00+00:00,24.88999938964844,24.96999931335449,24.88999938964844,9.004642486572266,8565,0.0,
2012-12-03 00:00:00+00:00,24.950000762939453,24.96999931335449,24.86000061035156,9.008258819580078,3575,0.0,
2012-12-04 00:00:00+00:00,24.899999618530277,24.899999618530277,24.78009986877441,8.969040870666504,7512,0.0,
2012-12-05 00:00:00+00:00,24.790000915527344,24.88999938964844,24.76000022888184,8.972079277038574,6342,0.0,
2012-12-06 00:00:00+00:00,24.846099853515625,24.86000061035156,24.76000022888184,8.96484375,37668,0.0,
2012-12-07 00:00:00+00:00,24.770000457763672,24.799999237060547,24.770000457763672,8.972079277038574,4750,0.0,
2012-12-10 00:00:00+00:00,24.770000457763672,24.770000457763672,24.740100860595703,8.961225509643555,12477,0.0,
2012-12-11 00:00:00+00:00,24.75,24.899999618530277,24.75,9.004642486572266,102987,0.0,
2012-12-12 00:00:00+00:00,24.790000915527344,24.850000381469727,24.770000457763672,8.961225509643555,6320,0.0,
2012-12-13 00:00:00+00:00,24.770000457763672,24.84000015258789,24.770000457763672,8.96509838104248,4600,0.0,
2012-12-14 00:00:00+00:00,24.790000915527344,24.790000915527344,24.700000762939453,8.953991889953613,5135,0.0,
2012-12-17 00:00:00+00:00,24.780000686645508,24.790000915527344,24.6299991607666,8.941689491271973,7381,0.0,
2012-12-18 00:00:00+00:00,24.770000457763672,24.899999618530277,24.770000457763672,9.008258819580078,11965,0.0,
2012-12-19 00:00:00+00:00,24.899999618530277,24.899999618530277,24.780000686645508,8.975695610046387,7007,0.0,
2012-12-20 00:00:00+00:00,24.88999938964844,24.940000534057617,24.84000015258789,9.008296012878418,8339,0.0,
2012-12-21 00:00:00+00:00,24.899999618530277,24.93000030517578,24.790000915527344,8.968462944030762,9451,0.0,
2012-12-24 00:00:00+00:00,24.790000915527344,24.790000915527344,24.75,8.968462944030762,1024,0.0,
2012-12-26 00:00:00+00:00,24.8799991607666,24.8799991607666,24.75,8.953991889953613,5267,0.0,
2012-12-27 00:00:00+00:00,24.61000061035156,24.899999618530277,24.61000061035156,9.004642486572266,6300,0.0,
2012-12-28 00:00:00+00:00,24.8700008392334,24.899999618530277,24.75,8.953991889953613,4817,0.0,
2012-12-31 00:00:00+00:00,24.850000381469727,24.950000762939453,24.789899826049805,9.026347160339355,8750,0.0,
2013-01-02 00:00:00+00:00,25.0,25.01000022888184,24.940000534057617,9.040817260742188,17246,0.0,
2013-01-03 00:00:00+00:00,25.0,25.07200050354004,24.979999542236328,9.069034576416016,12106,0.0,
2013-01-04 00:00:00+00:00,25.21999931335449,25.21999931335449,24.989999771118164,9.048053741455078,8200,0.0,
2013-01-07 00:00:00+00:00,25.059999465942383,25.11000061035156,25.040000915527344,9.066140174865724,3550,0.0,
2013-01-08 00:00:00+00:00,25.059999465942383,25.06999969482422,25.020000457763672,9.055291175842283,7892,0.0,
2013-01-09 00:00:00+00:00,24.979999542236328,25.1299991607666,24.979999542236328,9.080615043640137,14996,0.0,
2013-01-10 00:00:00+00:00,24.989999771118164,25.08300018310547,24.979999542236328,9.051671028137209,9677,0.0,
2013-01-11 00:00:00+00:00,25.040000915527344,25.09000015258789,24.979999542236328,9.048053741455078,26952,0.0,
2013-01-14 00:00:00+00:00,25.01000022888184,25.07999992370605,24.809999465942383,9.073376655578612,13161,0.0,
2013-01-15 00:00:00+00:00,25.049999237060547,25.17989921569824,24.93000030517578,9.062560081481934,16445,0.0,
2013-01-16 00:00:00+00:00,25.049999237060547,25.09000015258789,25.026599884033203,9.06252384185791,7917,0.0,
2013-01-17 00:00:00+00:00,25.049999237060547,25.100000381469727,25.0,9.051671028137209,25324,0.0,
2013-01-18 00:00:00+00:00,25.019899368286133,25.09000015258789,25.0,9.07695770263672,16395,0.0,
2013-01-22 00:00:00+00:00,25.100000381469727,25.25,25.09980010986328,9.131227493286133,5108,0.0,
2013-01-23 00:00:00+00:00,25.239999771118164,25.239999771118164,25.100000381469727,9.12040901184082,8130,0.0,
2013-01-24 00:00:00+00:00,25.1200008392334,25.209999084472656,25.100000381469727,9.12040901184082,9450,0.0,
