date,ROM_Open,ROM_High,ROM_Low,ROM_Close,ROM_Volume,ROM_Dividends,ROM_Stock Splits
2007-02-01 00:00:00+00:00,2.1875,2.1878130435943604,2.1875,2.079730033874512,6400,0.0,
2007-02-02 00:00:00+00:00,2.212500095367432,2.212500095367432,2.196563005447388,2.093097448348999,320000,0.0,
2007-02-05 00:00:00+00:00,2.2065629959106445,2.2115631103515625,2.2065629959106445,2.099038600921631,326400,0.0,
2007-02-06 00:00:00+00:00,2.197187900543213,2.197187900543213,2.173125028610229,2.0856716632843018,198400,0.0,
2007-02-07 00:00:00+00:00,2.2146880626678467,2.2406249046325684,2.2146880626678467,2.1141891479492188,224000,0.0,
2007-02-08 00:00:00+00:00,2.2146880626678467,2.239063024520874,2.2146880626678467,2.128448486328125,428800,0.0,
2007-02-09 00:00:00+00:00,2.2409379482269287,2.2409379482269287,2.171250104904175,2.063985824584961,300800,0.0,
2007-02-12 00:00:00+00:00,2.1546878814697266,2.163438081741333,2.1524999141693115,2.056559801101685,224000,0.0,
2007-02-13 00:00:00+00:00,2.166563034057617,2.166563034057617,2.1515629291534424,2.0571534633636475,32000,0.0,
2007-02-14 00:00:00+00:00,2.200000047683716,2.234375,2.200000047683716,2.1171603202819824,208000,0.0,
2007-02-15 00:00:00+00:00,2.228749990463257,2.244062900543213,2.228749990463257,2.1308248043060303,262400,0.0,
2007-02-16 00:00:00+00:00,2.212188005447388,2.212188005447388,2.212188005447388,2.1029012203216557,96000,0.0,
2007-02-20 00:00:00+00:00,2.2049999237060547,2.2459380626678467,2.1987500190734863,2.134685754776001,73600,0.0,
2007-02-21 00:00:00+00:00,2.228749990463257,2.2321879863739014,2.228749990463257,2.121912717819214,169600,0.0,
2007-02-22 00:00:00+00:00,2.282187938690185,2.282187938690185,2.250937938690185,2.1397359371185303,979200,0.0,
2007-02-23 00:00:00+00:00,2.257188081741333,2.258749961853028,2.246562957763672,2.1462719440460205,492800,0.0,
2007-02-26 00:00:00+00:00,2.2453129291534424,2.2453129291534424,2.228437900543213,2.118348360061645,646400,0.0,
2007-02-27 00:00:00+00:00,2.137500047683716,2.1671879291534424,2.0431249141693115,1.9481315612792969,3180800,0.0,
2007-02-28 00:00:00+00:00,2.043750047683716,2.090625047683716,2.043750047683716,1.987343668937683,41600,0.0,
2007-03-01 00:00:00+00:00,2.054063081741333,2.054063081741333,2.054063081741333,1.9525880813598635,6400,0.0,
2007-03-02 00:00:00+00:00,2.049999952316284,2.049999952316284,2.03406310081482,1.9335761070251465,9600,0.0,
2007-03-05 00:00:00+00:00,1.971874952316284,2.0062499046325684,1.9703129529953003,1.8729753494262693,54400,0.0,
2007-03-06 00:00:00+00:00,2.015625,2.032187938690185,2.015625,1.931793451309204,12800,0.0,
2007-03-07 00:00:00+00:00,2.03125,2.035938024520874,2.020937919616699,1.921099305152893,48000,0.0,
2007-03-08 00:00:00+00:00,2.020937919616699,2.020937919616699,2.020937919616699,1.921099305152893,0,0.0,
2007-03-09 00:00:00+00:00,2.020937919616699,2.020937919616699,2.020937919616699,1.921099305152893,0,0.0,
2007-03-12 00:00:00+00:00,2.065624952316284,2.070625066757202,2.065624952316284,1.968331217765808,9600,0.0,
2007-03-13 00:00:00+00:00,2.0512499809265137,2.063437938690185,2.0,1.9011955261230469,16000,0.0,
2007-03-14 00:00:00+00:00,2.034374952316284,2.0346879959106445,2.034374952316284,1.934169888496399,6400,0.0,
2007-03-15 00:00:00+00:00,2.0350000858306885,2.0350000858306885,2.030313014984131,1.930010676383972,19200,0.0,
2007-03-16 00:00:00+00:00,2.030313014984131,2.030313014984131,2.030313014984131,1.930010676383972,0,0.0,
2007-03-19 00:00:00+00:00,2.030313014984131,2.030313014984131,2.030313014984131,1.930010676383972,0,0.0,
2007-03-20 00:00:00+00:00,2.062187910079956,2.0890629291534424,2.062187910079956,1.970410943031311,51200,0.0,
2007-03-21 00:00:00+00:00,2.098438024520874,2.148124933242798,2.0821878910064697,2.0420026779174805,118400,0.0,
2007-03-22 00:00:00+00:00,2.1387500762939453,2.1387500762939453,2.127500057220459,2.02239727973938,38400,0.0,
2007-03-23 00:00:00+00:00,2.1390628814697266,2.1390628814697266,2.1390628814697266,2.033388137817383,6400,0.0,
2007-03-26 00:00:00+00:00,2.1312499046325684,2.1312499046325684,2.1312499046325684,2.025960922241211,9600,0.0,
2007-03-27 00:00:00+00:00,2.1312499046325684,2.1312499046325684,2.1312499046325684,2.025960922241211,0,0.0,
2007-03-28 00:00:00+00:00,2.101875066757202,2.101875066757202,2.101875066757202,1.9980376958847048,3200,0.0,
2007-03-29 00:00:00+00:00,2.101875066757202,2.101875066757202,2.101875066757202,1.9980376958847048,0,0.0,
2007-03-30 00:00:00+00:00,2.101875066757202,2.101875066757202,2.101875066757202,1.9980376958847048,0,0.0,
2007-04-02 00:00:00+00:00,2.101875066757202,2.101875066757202,2.101875066757202,1.9980376958847048,0,0.0,
2007-04-03 00:00:00+00:00,2.103125095367432,2.1203129291534424,2.103125095367432,2.015564441680908,22400,0.0,
