date,SXI_Open,SXI_High,SXI_Low,SXI_Close,SXI_Volume,SXI_Dividends,SXI_Stock Splits
1973-02-21 00:00:00+00:00,2.3125,2.3125,2.3125,1.0327304601669312,16000,0.0,
1973-02-22 00:00:00+00:00,2.28125,2.28125,2.28125,1.0187751054763794,4000,0.0,
1973-02-23 00:00:00+00:00,2.21875,2.21875,2.21875,0.9908626675605774,11200,0.0,
1973-02-26 00:00:00+00:00,2.21875,2.21875,2.21875,0.9908626675605774,1600,0.0,
1973-02-27 00:00:00+00:00,2.234375,2.234375,2.234375,0.997840940952301,10400,0.0,
1973-02-28 00:00:00+00:00,2.21875,2.21875,2.21875,0.9908626675605774,3200,0.0,
1973-03-01 00:00:00+00:00,2.203125,2.203125,2.203125,0.9838851690292358,10400,0.0,
1973-03-02 00:00:00+00:00,2.1875,2.1875,2.1875,0.9769074320793152,800,0.0,
1973-03-05 00:00:00+00:00,2.15625,2.15625,2.15625,0.962951958179474,4800,0.0,
1973-03-06 00:00:00+00:00,2.15625,2.15625,2.15625,0.962951958179474,4800,0.0,
1973-03-07 00:00:00+00:00,2.140625,2.140625,2.140625,0.955974280834198,2400,0.0,
1973-03-08 00:00:00+00:00,2.109375,2.109375,2.109375,0.9420176148414612,9600,0.0,
1973-03-09 00:00:00+00:00,2.140625,2.140625,2.140625,0.955974280834198,2400,0.0,
1973-03-12 00:00:00+00:00,2.140625,2.140625,2.140625,0.955974280834198,1600,0.0,
1973-03-13 00:00:00+00:00,2.140625,2.140625,2.140625,0.955974280834198,1600,0.0,
1973-03-14 00:00:00+00:00,2.140625,2.140625,2.140625,0.955974280834198,0,0.0,
1973-03-15 00:00:00+00:00,2.1875,2.1875,2.1875,0.9769074320793152,13600,0.0,
1973-03-16 00:00:00+00:00,2.21875,2.21875,2.21875,0.9908626675605774,1600,0.0,
1973-03-19 00:00:00+00:00,2.234375,2.234375,2.234375,0.997840940952301,2400,0.0,
1973-03-20 00:00:00+00:00,2.171875,2.171875,2.171875,0.9699295163154602,5600,0.0,
1973-03-21 00:00:00+00:00,2.140625,2.140625,2.140625,0.955974280834198,7200,0.0,
1973-03-22 00:00:00+00:00,2.125,2.125,2.125,0.9489955902099608,2400,0.0,
1973-03-23 00:00:00+00:00,2.125,2.125,2.125,0.9489955902099608,5600,0.0,
1973-03-26 00:00:00+00:00,2.09375,2.09375,2.09375,0.9350398182868958,800,0.0,
1973-03-27 00:00:00+00:00,2.0625,2.0625,2.0625,0.9210844039916992,7200,0.0,
1973-03-28 00:00:00+00:00,1.984375,1.984375,1.984375,0.8861938118934631,14400,0.0,
1973-03-29 00:00:00+00:00,2.03125,2.03125,2.03125,0.9071285724639891,3200,0.0,
1973-03-30 00:00:00+00:00,2.078125,2.078125,2.078125,0.9280617237091064,4000,0.0,
1973-04-02 00:00:00+00:00,2.078125,2.078125,2.078125,0.9280617237091064,0,0.0,
1973-04-03 00:00:00+00:00,2.09375,2.09375,2.09375,0.9350398182868958,4000,0.0,
1973-04-04 00:00:00+00:00,2.09375,2.09375,2.09375,0.9350398182868958,1600,0.0,
1973-04-05 00:00:00+00:00,2.09375,2.09375,2.09375,0.9350398182868958,3200,0.0,
1973-04-06 00:00:00+00:00,2.046875,2.046875,2.046875,0.9141066074371338,3200,0.0,
1973-04-09 00:00:00+00:00,2.03125,2.03125,2.03125,0.9071285724639891,3200,0.0,
1973-04-10 00:00:00+00:00,2.0625,2.0625,2.0625,0.9210844039916992,6400,0.0,
1973-04-11 00:00:00+00:00,2.03125,2.03125,2.03125,0.9071285724639891,26400,0.0,
1973-04-12 00:00:00+00:00,2.015625,2.015625,2.015625,0.900149941444397,1600,0.0,
1973-04-13 00:00:00+00:00,2.078125,2.078125,2.078125,0.9280617237091064,16000,0.0,
1973-04-16 00:00:00+00:00,2.078125,2.078125,2.078125,0.9280617237091064,0,0.0,
1973-04-17 00:00:00+00:00,2.078125,2.078125,2.078125,0.9280617237091064,3200,0.0,
1973-04-18 00:00:00+00:00,2.015625,2.015625,2.015625,0.900149941444397,4000,0.0,
1973-04-19 00:00:00+00:00,1.984375,1.984375,1.984375,0.8861938118934631,5600,0.0,
1973-04-23 00:00:00+00:00,2.09375,2.09375,2.09375,0.9350398182868958,20800,0.0,
1973-04-24 00:00:00+00:00,2.0625,2.0625,2.0625,0.9210844039916992,5600,0.0,
1973-04-25 00:00:00+00:00,2.0625,2.0625,2.0625,0.9210844039916992,0,0.0,
1973-04-26 00:00:00+00:00,2.046875,2.046875,2.046875,0.9141066074371338,2400,0.0,
1973-04-27 00:00:00+00:00,2.03125,2.03125,2.03125,0.9071285724639891,4000,0.0,
1973-04-30 00:00:00+00:00,2.03125,2.03125,2.03125,0.9071285724639891,1600,0.0,
1973-05-01 00:00:00+00:00,2.03125,2.03125,2.03125,0.9071285724639891,0,0.0,
1973-05-02 00:00:00+00:00,2.0625,2.0625,2.0625,0.9210844039916992,1600,0.0,
1973-05-03 00:00:00+00:00,0.0,2.0625,2.03125,0.9210844039916992,4800,0.0,
1973-05-04 00:00:00+00:00,0.0,2.09375,2.0625,0.9350398182868958,3200,0.0,
1973-05-07 00:00:00+00:00,0.0,2.125,2.09375,0.9489955902099608,5600,0.0,
1973-05-08 00:00:00+00:00,0.0,2.140625,2.09375,0.9489955902099608,11200,0.0,
1973-05-09 00:00:00+00:00,2.125,2.125,2.125,0.9489955902099608,0,0.0,
1973-05-10 00:00:00+00:00,0.0,2.09375,2.078125,0.9280617237091064,4800,0.0,
1973-05-11 00:00:00+00:00,0.0,2.0625,2.0625,0.9210844039916992,3200,0.0,
1973-05-14 00:00:00+00:00,0.0,2.09375,2.046875,0.9141066074371338,8800,0.0,
1973-05-15 00:00:00+00:00,0.0,2.0625,2.0625,0.9210844039916992,8800,0.0,
1973-05-16 00:00:00+00:00,0.0,2.0625,2.046875,0.9210844039916992,4800,0.0,
1973-05-17 00:00:00+00:00,0.0,2.09375,2.09375,0.9350398182868958,5600,0.0,
1973-05-18 00:00:00+00:00,0.0,2.0625,2.046875,0.9141066074371338,4000,0.0,
1973-05-21 00:00:00+00:00,0.0,2.03125,1.9375,0.8652605414390564,9600,0.0,
1973-05-22 00:00:00+00:00,0.0,1.9375,1.890625,0.8443270921707153,6400,0.0,
1973-05-23 00:00:00+00:00,0.0,1.921875,1.875,0.8373488187789917,4800,0.0,
1973-05-24 00:00:00+00:00,0.0,1.921875,1.828125,0.858282744884491,8000,0.0,
1973-05-25 00:00:00+00:00,0.0,1.921875,1.890625,0.858282744884491,4800,0.0,
1973-05-29 00:00:00+00:00,0.0,1.875,1.875,0.8373488187789917,8800,0.0,
1973-05-30 00:00:00+00:00,0.0,1.875,1.875,0.8373488187789917,1600,0.0,
1973-05-31 00:00:00+00:00,0.0,1.96875,1.875,0.8792166113853455,12800,0.0,
1973-06-01 00:00:00+00:00,0.0,1.96875,1.9375,0.8652605414390564,1600,0.0,
1973-06-04 00:00:00+00:00,0.0,1.96875,1.96875,0.8792166113853455,1600,0.0,
1973-06-05 00:00:00+00:00,0.0,1.9375,1.9375,0.8652605414390564,3200,0.0,
1973-06-06 00:00:00+00:00,0.0,1.96875,1.96875,0.8792166113853455,1600,0.0,
1973-06-07 00:00:00+00:00,0.0,1.9375,1.9375,0.8652605414390564,1600,0.0,
1973-06-08 00:00:00+00:00,0.0,1.9375,1.9375,0.8652605414390564,800,0.0,
1973-06-11 00:00:00+00:00,1.9375,1.9375,1.9375,0.8652605414390564,0,0.0,
1973-06-12 00:00:00+00:00,0.0,1.9375,1.90625,0.851304829120636,2400,0.0,
1973-06-13 00:00:00+00:00,0.0,1.875,1.828125,0.8303714394569397,12000,0.0,
1973-06-14 00:00:00+00:00,0.0,1.859375,1.859375,0.8303714394569397,800,0.0,
1973-06-15 00:00:00+00:00,0.0,1.859375,1.828125,0.8164161443710327,2400,0.0,
1973-06-18 00:00:00+00:00,1.828125,1.828125,1.828125,0.8164161443710327,0,0.0,
1973-06-19 00:00:00+00:00,0.0,1.828125,1.796875,0.8024598956108093,4800,0.0,
1973-06-20 00:00:00+00:00,0.0,1.8125,1.765625,0.8094377517700195,6400,0.0,
1973-06-21 00:00:00+00:00,0.0,1.8125,1.71875,0.7675700783729553,9600,0.0,
1973-06-22 00:00:00+00:00,0.0,1.75,1.71875,0.7675700783729553,3200,0.0,
1973-06-25 00:00:00+00:00,0.0,1.71875,1.6875,0.7536144256591797,3200,0.0,
1973-06-26 00:00:00+00:00,0.0,1.71875,1.71875,0.7675700783729553,800,0.0,
1973-06-27 00:00:00+00:00,0.0,1.75,1.75,0.7815256714820862,5600,0.0,
1973-06-28 00:00:00+00:00,0.0,1.71875,1.671875,0.7536144256591797,7200,0.0,
1973-06-29 00:00:00+00:00,0.0,1.734375,1.71875,0.7745479345321655,5600,0.0,
1973-07-02 00:00:00+00:00,0.0,1.703125,1.703125,0.7605924010276794,3200,0.0,
1973-07-03 00:00:00+00:00,1.703125,1.703125,1.703125,0.7605924010276794,0,0.0,
1973-07-05 00:00:00+00:00,0.0,1.703125,1.703125,0.7605924010276794,4000,0.0,
1973-07-06 00:00:00+00:00,0.0,1.703125,1.6875,0.7536144256591797,1600,0.0,
1973-07-09 00:00:00+00:00,0.0,1.6875,1.6875,0.7536144256591797,4800,0.0,
1973-07-10 00:00:00+00:00,0.0,1.703125,1.6875,0.7536144256591797,8800,0.0,
1973-07-11 00:00:00+00:00,0.0,1.6875,1.625,0.7536144256591797,15200,0.0,
1973-07-12 00:00:00+00:00,0.0,1.75,1.71875,0.7815256714820862,19200,0.0,
1973-07-13 00:00:00+00:00,0.0,1.765625,1.75,0.7885037660598755,20000,0.0,
1973-07-16 00:00:00+00:00,0.0,1.8125,1.78125,0.8094377517700195,25600,0.0,
1973-07-17 00:00:00+00:00,0.0,1.9375,1.8125,0.8652605414390564,38400,0.0,
1973-07-18 00:00:00+00:00,0.0,2.03125,1.96875,0.9071285724639891,5600,0.0,
1973-07-19 00:00:00+00:00,0.0,2.03125,1.9375,0.8652605414390564,5600,0.0,
1973-07-20 00:00:00+00:00,0.0,1.90625,1.84375,0.8233935236930847,24000,0.0,
1973-07-23 00:00:00+00:00,0.0,1.875,1.8125,0.8233935236930847,13600,0.0,
1973-07-24 00:00:00+00:00,0.0,1.859375,1.84375,0.8303714394569397,13600,0.0,
1973-07-25 00:00:00+00:00,0.0,1.90625,1.84375,0.851304829120636,16000,0.0,
1973-07-26 00:00:00+00:00,1.90625,1.90625,1.90625,0.851304829120636,0,0.0,
1973-07-27 00:00:00+00:00,0.0,1.875,1.859375,0.8373488187789917,4000,0.0,
1973-07-30 00:00:00+00:00,0.0,1.875,1.875,0.8373488187789917,800,0.0,
1973-07-31 00:00:00+00:00,0.0,1.875,1.875,0.8373488187789917,800,0.0,
1973-08-01 00:00:00+00:00,1.875,1.875,1.875,0.8373488187789917,0,0.0,
