date,HNRG_Open,HNRG_High,HNRG_Low,HNRG_Close,HNRG_Volume,HNRG_Dividends,HNRG_Stock Splits
1994-04-06 00:00:00+00:00,2.5,2.5,2.5,1.834636092185974,100,0.0,
1994-04-07 00:00:00+00:00,2.5,2.5,2.5,1.834636092185974,0,0.0,
1994-04-08 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,10,0.0,
1994-04-11 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-12 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-13 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,10,0.0,
1994-04-14 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-15 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-18 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,770,0.0,
1994-04-19 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-20 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-21 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-22 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-25 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-26 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-28 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-04-29 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-02 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-03 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-04 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-05 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-06 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-09 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-10 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-11 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-12 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-13 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-16 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-17 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-18 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-19 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-20 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-23 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-24 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-25 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-26 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-27 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-05-31 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-06-01 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-06-02 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-06-03 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,50,0.0,
1994-06-06 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-06-07 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-06-08 00:00:00+00:00,1.25,1.25,0.6299999952316284,0.4623284637928009,2520,0.0,
1994-06-09 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-10 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-13 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-14 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-15 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-16 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-17 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-20 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-21 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-22 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-23 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-24 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-27 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,50,0.0,
1994-06-28 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,150,0.0,
1994-06-29 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-06-30 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-01 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-05 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-06 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-07 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-08 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-11 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-12 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-13 00:00:00+00:00,0.6299999952316284,0.6299999952316284,0.6299999952316284,0.4623284637928009,0,0.0,
1994-07-14 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,200,0.0,
1994-07-15 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-07-18 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-07-19 00:00:00+00:00,1.25,1.25,1.25,0.9173180460929872,0,0.0,
1994-07-20 00:00:00+00:00,0.699999988079071,0.699999988079071,0.699999988079071,0.5136982798576355,20,0.0,
1994-07-21 00:00:00+00:00,0.699999988079071,0.699999988079071,0.699999988079071,0.5136982798576355,0,0.0,
1994-07-22 00:00:00+00:00,0.699999988079071,0.699999988079071,0.699999988079071,0.5136982798576355,0,0.0,
