date,TSI_Open,TSI_High,TSI_Low,TSI_Close,TSI_Volume,TSI_Dividends,TSI_Stock Splits
1987-02-26 00:00:00+00:00,0.0,9.875,9.75,0.3084151744842529,1424000,0.0,
1987-02-27 00:00:00+00:00,0.0,9.875,9.75,0.312369167804718,573500,0.0,
1987-03-02 00:00:00+00:00,0.0,9.875,9.75,0.3084151744842529,248500,0.0,
1987-03-03 00:00:00+00:00,0.0,9.75,9.625,0.3044610023498535,241800,0.0,
1987-03-04 00:00:00+00:00,0.0,9.75,9.625,0.3084151744842529,131600,0.0,
1987-03-05 00:00:00+00:00,0.0,9.75,9.625,0.3084151744842529,228000,0.0,
1987-03-06 00:00:00+00:00,0.0,9.75,9.625,0.3084151744842529,94500,0.0,
1987-03-09 00:00:00+00:00,0.0,9.75,9.625,0.3084151744842529,78000,0.0,
1987-03-10 00:00:00+00:00,0.0,10.0,9.625,0.312369167804718,236800,0.0,
1987-03-11 00:00:00+00:00,0.0,9.875,9.75,0.312369167804718,47000,0.0,
1987-03-12 00:00:00+00:00,0.0,9.875,9.75,0.312369167804718,56300,0.0,
1987-03-13 00:00:00+00:00,0.0,9.875,9.75,0.312369167804718,40000,0.0,
1987-03-16 00:00:00+00:00,0.0,9.875,9.75,0.312369167804718,93700,0.0,
1987-03-17 00:00:00+00:00,0.0,9.875,9.625,0.3084151744842529,95700,0.0,
1987-03-18 00:00:00+00:00,0.0,9.75,9.625,0.3084151744842529,59200,0.0,
1987-03-19 00:00:00+00:00,0.0,9.75,9.625,0.3084151744842529,32400,0.0,
1987-03-20 00:00:00+00:00,0.0,9.625,9.5,0.3044610023498535,63300,0.0,
1987-03-23 00:00:00+00:00,0.0,9.75,9.5,0.3044610023498535,59800,0.0,
1987-03-24 00:00:00+00:00,0.0,9.75,9.5,0.3044610023498535,83000,0.0,
1987-03-25 00:00:00+00:00,0.0,9.625,9.5,0.3044610023498535,167500,0.0,
1987-03-26 00:00:00+00:00,0.0,9.75,9.5,0.3044610023498535,20300,0.0,
1987-03-27 00:00:00+00:00,0.0,9.75,9.5,0.3044610023498535,27900,0.0,
1987-03-30 00:00:00+00:00,0.0,9.5,9.375,0.2965528964996338,34500,0.0,
1987-03-31 00:00:00+00:00,0.0,9.625,9.375,0.3044610023498535,29700,0.0,
1987-04-01 00:00:00+00:00,0.0,9.5,9.375,0.2965528964996338,19400,0.0,
1987-04-02 00:00:00+00:00,0.0,9.5,9.375,0.3005070090293884,20700,0.0,
1987-04-03 00:00:00+00:00,0.0,9.625,9.375,0.3044610023498535,40800,0.0,
1987-04-06 00:00:00+00:00,0.0,9.625,9.5,0.3005070090293884,19800,0.0,
1987-04-07 00:00:00+00:00,0.0,9.5,9.375,0.3005070090293884,45900,0.0,
1987-04-08 00:00:00+00:00,0.0,9.5,9.375,0.3005070090293884,56700,0.0,
1987-04-09 00:00:00+00:00,0.0,9.5,9.375,0.2965528964996338,10300,0.0,
1987-04-10 00:00:00+00:00,0.0,9.5,9.375,0.2975049912929535,23600,0.03,
1987-04-13 00:00:00+00:00,0.0,9.5,9.25,0.2975049912929535,18000,0.0,
1987-04-14 00:00:00+00:00,0.0,9.375,8.75,0.2776712477207184,95000,0.0,
1987-04-15 00:00:00+00:00,0.0,9.125,8.875,0.2856048345565796,27800,0.0,
1987-04-16 00:00:00+00:00,0.0,9.25,8.875,0.2816380262374878,14900,0.0,
1987-04-20 00:00:00+00:00,0.0,9.0,8.875,0.2816380262374878,30800,0.0,
1987-04-21 00:00:00+00:00,0.0,9.0,8.875,0.2856048345565796,49700,0.0,
1987-04-22 00:00:00+00:00,0.0,9.0,8.875,0.2816380262374878,17100,0.0,
1987-04-23 00:00:00+00:00,0.0,8.875,8.75,0.2776712477207184,29300,0.0,
1987-04-24 00:00:00+00:00,0.0,8.875,8.75,0.2776712477207184,20200,0.0,
1987-04-27 00:00:00+00:00,0.0,8.875,8.75,0.2776712477207184,12400,0.0,
1987-04-28 00:00:00+00:00,0.0,9.0,8.75,0.2856048345565796,63500,0.0,
1987-04-29 00:00:00+00:00,0.0,9.125,8.75,0.2776712477207184,16600,0.0,
1987-04-30 00:00:00+00:00,0.0,9.0,8.75,0.2816380262374878,40100,0.0,
1987-05-01 00:00:00+00:00,0.0,9.0,8.75,0.2776712477207184,14300,0.0,
1987-05-04 00:00:00+00:00,0.0,8.875,8.75,0.2776712477207184,76600,0.0,
1987-05-05 00:00:00+00:00,0.0,8.875,8.75,0.2776712477207184,27300,0.0,
1987-05-06 00:00:00+00:00,0.0,8.875,8.75,0.2816380262374878,11200,0.0,
1987-05-07 00:00:00+00:00,0.0,8.875,8.75,0.2776712477207184,26700,0.0,
1987-05-08 00:00:00+00:00,0.0,8.75,8.625,0.2737046480178833,146200,0.0,
1987-05-11 00:00:00+00:00,0.0,8.75,8.625,0.2776712477207184,82600,0.0,
1987-05-12 00:00:00+00:00,0.0,8.625,8.375,0.2657710909843445,55200,0.0,
1987-05-13 00:00:00+00:00,0.0,8.75,8.375,0.2737046480178833,61700,0.0,
1987-05-14 00:00:00+00:00,0.0,8.875,8.625,0.2776712477207184,40800,0.0,
1987-05-15 00:00:00+00:00,0.0,8.875,8.625,0.2776712477207184,49100,0.0,
1987-05-18 00:00:00+00:00,0.0,8.875,8.625,0.2776712477207184,46700,0.0,
1987-05-19 00:00:00+00:00,0.0,8.875,8.5,0.2737046480178833,40800,0.0,
1987-05-20 00:00:00+00:00,0.0,8.75,8.5,0.2737046480178833,35300,0.0,
1987-05-21 00:00:00+00:00,0.0,8.75,8.5,0.2697377502918243,46300,0.0,
1987-05-22 00:00:00+00:00,0.0,8.625,8.5,0.2697377502918243,6300,0.0,
1987-05-26 00:00:00+00:00,0.0,8.75,8.5,0.2737046480178833,23500,0.0,
1987-05-27 00:00:00+00:00,0.0,8.75,8.5,0.2776712477207184,41300,0.0,
1987-05-28 00:00:00+00:00,0.0,8.75,8.5,0.2737046480178833,62600,0.0,
1987-05-29 00:00:00+00:00,0.0,8.625,8.5,0.2697377502918243,22900,0.0,
1987-06-01 00:00:00+00:00,0.0,8.625,8.375,0.2657710909843445,20900,0.0,
1987-06-02 00:00:00+00:00,0.0,8.625,8.375,0.2737046480178833,37800,0.0,
1987-06-03 00:00:00+00:00,0.0,8.625,8.5,0.2697377502918243,44200,0.0,
1987-06-04 00:00:00+00:00,0.0,8.625,8.5,0.2697377502918243,16600,0.0,
1987-06-05 00:00:00+00:00,0.0,8.625,8.5,0.2737046480178833,14500,0.0,
1987-06-08 00:00:00+00:00,0.0,8.625,8.5,0.2737046480178833,33600,0.0,
1987-06-09 00:00:00+00:00,0.0,8.625,8.5,0.2697377502918243,26400,0.0,
1987-06-10 00:00:00+00:00,0.0,8.625,8.375,0.2779557704925537,89200,0.13,
1987-06-11 00:00:00+00:00,0.0,8.625,8.5,0.2739272117614746,32100,0.0,
1987-06-12 00:00:00+00:00,0.0,8.75,8.5,0.2819839119911194,34300,0.0,
1987-06-15 00:00:00+00:00,0.0,8.75,8.625,0.2779557704925537,43400,0.0,
1987-06-16 00:00:00+00:00,0.0,9.0,8.625,0.2900407612323761,124300,0.0,
1987-06-17 00:00:00+00:00,0.0,9.5,9.0,0.3021257221698761,104000,0.0,
1987-06-18 00:00:00+00:00,0.0,9.375,9.25,0.2980972826480865,43700,0.0,
1987-06-19 00:00:00+00:00,0.0,9.375,9.0,0.2980972826480865,25800,0.0,
1987-06-22 00:00:00+00:00,0.0,9.375,9.25,0.2980972826480865,34800,0.0,
1987-06-23 00:00:00+00:00,0.0,9.375,9.0,0.2980972826480865,49500,0.0,
1987-06-24 00:00:00+00:00,0.0,9.25,9.0,0.2900407612323761,42000,0.0,
1987-06-25 00:00:00+00:00,0.0,9.25,9.0,0.2980972826480865,22700,0.0,
1987-06-26 00:00:00+00:00,0.0,9.25,9.0,0.2940690219402313,23300,0.0,
1987-06-29 00:00:00+00:00,0.0,9.125,8.875,0.2860123515129089,22300,0.0,
1987-06-30 00:00:00+00:00,0.0,9.0,8.875,0.2860123515129089,9600,0.0,
1987-07-01 00:00:00+00:00,0.0,8.875,8.75,0.2860123515129089,6700,0.0,
1987-07-02 00:00:00+00:00,0.0,9.0,8.75,0.2819839119911194,17200,0.0,
1987-07-06 00:00:00+00:00,0.0,9.0,8.625,0.2779557704925537,27700,0.0,
1987-07-07 00:00:00+00:00,0.0,9.125,8.625,0.2900407612323761,37500,0.0,
1987-07-08 00:00:00+00:00,0.0,9.0,8.75,0.2819839119911194,27800,0.0,
1987-07-09 00:00:00+00:00,0.0,8.875,8.625,0.2779557704925537,10200,0.0,
1987-07-10 00:00:00+00:00,0.0,8.75,8.625,0.2819839119911194,14100,0.0,
1987-07-13 00:00:00+00:00,0.0,8.75,8.5,0.2819839119911194,28000,0.0,
