date,VBR_Open,VBR_High,VBR_Low,VBR_Close,VBR_Volume,VBR_Dividends,VBR_Stock Splits
2004-01-30 00:00:00+00:00,49.09000015258789,49.29999923706055,49.09000015258789,32.051353454589844,1000,0.0,
2004-02-02 00:00:00+00:00,49.45000076293945,49.70000076293945,49.0,32.057865142822266,3100,0.0,
2004-02-03 00:00:00+00:00,49.34999847412109,49.4900016784668,49.34999847412109,32.21421432495117,2100,0.0,
2004-02-04 00:00:00+00:00,49.150001525878906,49.18999862670898,48.400001525878906,31.530181884765625,3100,0.0,
2004-02-05 00:00:00+00:00,48.45000076293945,48.84999847412109,48.45000076293945,31.63443374633789,1700,0.0,
2004-02-06 00:00:00+00:00,49.2400016784668,49.79999923706055,49.2400016784668,32.44222640991211,2900,0.0,
2004-02-09 00:00:00+00:00,49.93000030517578,50.02000045776367,49.91999816894531,32.5203857421875,7100,0.0,
2004-02-10 00:00:00+00:00,49.95000076293945,50.20000076293945,49.84999847412109,32.70280456542969,26000,0.0,
2004-02-11 00:00:00+00:00,50.34999847412109,50.72999954223633,50.27000045776367,33.0480842590332,6400,0.0,
2004-02-12 00:00:00+00:00,50.650001525878906,50.84999847412109,50.54999923706055,32.93080520629883,3500,0.0,
2004-02-13 00:00:00+00:00,50.7400016784668,50.7400016784668,50.150001525878906,32.70280456542969,10300,0.0,
2004-02-17 00:00:00+00:00,50.54999923706055,50.75,50.40999984741211,33.06110382080078,1700,0.0,
2004-02-18 00:00:00+00:00,50.70000076293945,50.79999923706055,50.54999923706055,32.93080520629883,6200,0.0,
2004-02-19 00:00:00+00:00,50.77000045776367,50.790000915527344,50.0,32.5724983215332,3200,0.0,
2004-02-20 00:00:00+00:00,49.650001525878906,50.150001525878906,49.650001525878906,32.67022705078125,1300,0.0,
2004-02-23 00:00:00+00:00,50.0,50.0,49.33000183105469,32.285884857177734,2100,0.0,
2004-02-24 00:00:00+00:00,49.34999847412109,49.61000061035156,49.34999847412109,32.29238510131836,800,0.0,
2004-02-25 00:00:00+00:00,49.47999954223633,49.900001525878906,49.47999954223633,32.50736618041992,4800,0.0,
2004-02-26 00:00:00+00:00,50.290000915527344,50.290000915527344,50.18000030517578,32.68977737426758,700,0.0,
2004-02-27 00:00:00+00:00,50.290000915527344,50.68999862670898,50.290000915527344,32.963382720947266,19300,0.0,
2004-03-01 00:00:00+00:00,50.70000076293945,51.2599983215332,50.70000076293945,33.39332962036133,8000,0.0,
2004-03-02 00:00:00+00:00,51.33000183105469,51.40999984741211,51.13999938964844,33.31516647338867,1800,0.0,
2004-03-03 00:00:00+00:00,50.93000030517578,51.02000045776367,50.72999954223633,33.236995697021484,1200,0.0,
2004-03-04 00:00:00+00:00,51.25,51.45000076293945,51.119998931884766,33.51710510253906,3900,0.0,
2004-03-05 00:00:00+00:00,51.31999969482422,51.93999862670898,51.31999969482422,33.738609313964844,2400,0.0,
2004-03-08 00:00:00+00:00,51.91999816894531,51.93000030517578,51.369998931884766,33.543174743652344,11500,0.0,
2004-03-09 00:00:00+00:00,51.20000076293945,51.20000076293945,51.0,33.22397232055664,1600,0.0,
2004-03-10 00:00:00+00:00,51.0,51.0,50.209999084472656,32.709327697753906,4700,0.0,
2004-03-11 00:00:00+00:00,49.790000915527344,50.459999084472656,49.619998931884766,32.3249626159668,3900,0.0,
