date,SHEL_Open,SHEL_High,SHEL_Low,SHEL_Close,SHEL_Volume,SHEL_Dividends,SHEL_Stock Splits
1984-03-12 00:00:00+00:00,3.03125,3.047499895095825,3.007499933242798,0.4028462767601013,16396800,0.0,
1984-03-13 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-14 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-15 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-16 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-19 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-20 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-21 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-22 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-23 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-26 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-27 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-28 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-29 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-03-30 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-02 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-03 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-04 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-05 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-06 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-09 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-10 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-11 00:00:00+00:00,3.03125,3.03125,3.03125,0.4028462767601013,0,0.0,
1984-04-12 00:00:00+00:00,3.101249933242798,3.101249933242798,3.038749933242798,0.4121488630771637,24896000,0.0,
1984-04-13 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-16 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-17 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-18 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-19 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-23 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-24 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-25 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-26 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-27 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-04-30 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-01 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-02 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-03 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-04 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-07 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-08 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-09 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-10 00:00:00+00:00,3.101249933242798,3.101249933242798,3.101249933242798,0.4121488630771637,0,0.0,
1984-05-11 00:00:00+00:00,3.21875,3.234999895095825,3.1875,0.427764356136322,24409600,0.0,
1984-05-14 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-15 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-16 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-17 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-18 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-21 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-22 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-23 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-24 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-25 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-29 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-30 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-05-31 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-06-01 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-06-04 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-06-05 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
1984-06-06 00:00:00+00:00,3.21875,3.21875,3.21875,0.427764356136322,0,0.0,
