date,NBTB_Open,NBTB_High,NBTB_Low,NBTB_Close,NBTB_Volume,NBTB_Dividends,NBTB_Stock Splits
1992-03-17 00:00:00+00:00,5.710832118988037,6.218461990356445,5.710832118988037,2.1772491931915283,22654,0.0,
1992-03-18 00:00:00+00:00,5.710832118988037,6.218461990356445,5.710832118988037,2.222608089447021,10047,0.0,
1992-03-19 00:00:00+00:00,5.901193141937256,6.472276210784912,5.710832118988037,2.222608089447021,18517,0.0,
1992-03-20 00:00:00+00:00,6.218461990356445,6.218461990356445,6.218461990356445,2.222608089447021,0,0.0,
1992-03-23 00:00:00+00:00,5.710832118988037,5.710832118988037,5.710832118988037,2.041171073913574,1182,0.0,
1992-03-24 00:00:00+00:00,6.091554164886475,6.091554164886475,5.774285793304443,2.063850879669189,2561,0.0,
1992-03-25 00:00:00+00:00,6.3453688621521,6.3453688621521,5.710832118988037,2.041171073913574,4925,0.0,
1992-03-26 00:00:00+00:00,6.3453688621521,6.3453688621521,6.3453688621521,2.267967939376831,197,0.0,
1992-03-27 00:00:00+00:00,6.091554164886475,6.091554164886475,6.091554164886475,2.1772491931915283,2167,0.0,
1992-03-30 00:00:00+00:00,6.091554164886475,6.091554164886475,6.091554164886475,2.1772491931915283,1773,0.0,
1992-03-31 00:00:00+00:00,6.218461990356445,6.218461990356445,6.218461990356445,2.222608089447021,591,0.0,
1992-04-01 00:00:00+00:00,6.091554164886475,6.091554164886475,6.091554164886475,2.1772491931915283,788,0.0,
1992-04-02 00:00:00+00:00,5.710832118988037,6.091554164886475,5.710832118988037,2.1772491931915283,2364,0.0,
1992-04-03 00:00:00+00:00,6.218461990356445,6.218461990356445,5.710832118988037,2.041171073913574,3349,0.0,
1992-04-06 00:00:00+00:00,6.218461990356445,6.218461990356445,6.218461990356445,2.222608089447021,197,0.0,
1992-04-07 00:00:00+00:00,5.710832118988037,6.091554164886475,5.710832118988037,2.1772491931915283,1773,0.0,
1992-04-08 00:00:00+00:00,6.091554164886475,6.091554164886475,6.091554164886475,2.1772491931915283,591,0.0,
1992-04-09 00:00:00+00:00,6.091554164886475,6.091554164886475,6.028100967407227,2.1772491931915283,4531,0.0,
1992-04-10 00:00:00+00:00,6.091554164886475,6.091554164886475,6.091554164886475,2.1772491931915283,985,0.0,
1992-04-13 00:00:00+00:00,5.837738990783691,6.091554164886475,5.837738990783691,2.1772491931915283,4728,0.0,
1992-04-14 00:00:00+00:00,6.091554164886475,6.091554164886475,5.837738990783691,2.0865306854248047,4925,0.0,
1992-04-15 00:00:00+00:00,6.091554164886475,6.091554164886475,5.837738990783691,2.0865306854248047,1773,0.0,
1992-04-16 00:00:00+00:00,6.091554164886475,6.091554164886475,5.837738990783691,2.131890058517456,13987,0.0,
1992-04-20 00:00:00+00:00,5.964646816253662,5.964646816253662,5.964646816253662,2.131890058517456,788,0.0,
1992-04-21 00:00:00+00:00,5.964646816253662,5.964646816253662,5.964646816253662,2.131890058517456,2167,0.0,
1992-04-22 00:00:00+00:00,5.964646816253662,5.964646816253662,5.647377967834473,2.131890058517456,3546,0.0,
