date,XTL_Open,XTL_High,XTL_Low,XTL_Close,XTL_Volume,XTL_Dividends,XTL_Stock Splits
2011-01-27 00:00:00+00:00,51.119998931884766,51.34999847412109,51.11000061035156,43.3012809753418,19000,0.0,
2011-01-28 00:00:00+00:00,51.34999847412109,51.34999847412109,51.34999847412109,43.3012809753418,0,0.0,
2011-01-31 00:00:00+00:00,50.31999969482422,50.58000183105469,50.31999969482422,42.651981353759766,200,0.0,
2011-02-01 00:00:00+00:00,50.880001068115234,51.34000015258789,50.880001068115234,43.26753616333008,400,0.0,
2011-02-02 00:00:00+00:00,51.61000061035156,51.650001525878906,51.52000045776367,43.44462585449219,900,0.0,
2011-02-03 00:00:00+00:00,51.52000045776367,51.52000045776367,51.52000045776367,43.44462585449219,0,0.0,
2011-02-04 00:00:00+00:00,52.25,53.5,52.25,45.11427307128906,23500,0.0,
2011-02-07 00:00:00+00:00,53.709999084472656,54.20000076293945,53.709999084472656,45.57806015014648,6600,0.0,
2011-02-08 00:00:00+00:00,53.63999938964844,53.95000076293945,53.630001068115234,45.49374771118164,6100,0.0,
2011-02-09 00:00:00+00:00,54.02000045776367,54.34000015258789,53.810001373291016,45.51904296875,41000,0.0,
2011-02-10 00:00:00+00:00,53.790000915527344,54.56999969482422,53.7599983215332,45.80574798583984,17300,0.0,
2011-02-11 00:00:00+00:00,54.61000061035156,55.20000076293945,54.61000061035156,46.51408004760742,3700,0.0,
2011-02-14 00:00:00+00:00,55.38999938964844,55.40999984741211,55.18999862670898,46.539398193359375,5000,0.0,
2011-02-15 00:00:00+00:00,55.09999847412109,55.09999847412109,54.61000061035156,46.084022521972656,5500,0.0,
2011-02-16 00:00:00+00:00,54.84999847412109,55.119998931884766,54.68999862670898,46.40446472167969,16200,0.0,
2011-02-17 00:00:00+00:00,54.95000076293945,55.09000015258789,54.93000030517578,46.42976760864258,2800,0.0,
2011-02-18 00:00:00+00:00,55.11000061035156,55.380001068115234,54.90999984741211,46.30327987670898,7600,0.0,
2011-02-22 00:00:00+00:00,53.79999923706055,53.95000076293945,53.119998931884766,44.79384994506836,2300,0.0,
