date,FRD_Open,FRD_High,FRD_Low,FRD_Close,FRD_Volume,FRD_Dividends,FRD_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.386854887008667,2.3045499324798584,0.2698545157909393,3341,0.0,
1980-03-18 00:00:00+00:00,0.0,2.3457019329071045,2.3045499324798584,0.2698545157909393,2126,0.0,
1980-03-19 00:00:00+00:00,0.0,2.3457019329071045,2.3045499324798584,0.2698545157909393,3949,0.0,
1980-03-20 00:00:00+00:00,0.0,2.3457019329071045,2.263396978378296,0.2650355994701385,5771,0.0,
1980-03-21 00:00:00+00:00,0.0,2.3045499324798584,2.3045499324798584,0.2698545157909393,607,0.0,
1980-03-24 00:00:00+00:00,0.0,2.3045499324798584,2.2222440242767334,0.2602167725563049,5467,0.0,
1980-03-25 00:00:00+00:00,0.0,2.386854887008667,2.263396978378296,0.2794922292232513,5771,0.0,
1980-03-26 00:00:00+00:00,0.0,2.3457019329071045,2.3045499324798584,0.2698545157909393,1822,0.0,
1980-03-27 00:00:00+00:00,0.0,2.592617988586426,2.2222440242767334,0.2602167725563049,17617,0.0,
1980-03-28 00:00:00+00:00,0.0,2.353933095932007,2.263396978378296,0.2703361511230469,7732,0.0,
1980-03-31 00:00:00+00:00,0.0,2.353933095932007,2.353933095932007,0.275637149810791,276,0.0,
1980-04-01 00:00:00+00:00,2.353933095932007,2.353933095932007,2.353933095932007,0.275637149810791,0,0.0,
1980-04-02 00:00:00+00:00,2.353933095932007,2.353933095932007,2.353933095932007,0.275637149810791,0,0.0,
1980-04-03 00:00:00+00:00,0.0,2.308665037155152,2.263396978378296,0.2703361511230469,3314,0.0,
1980-04-07 00:00:00+00:00,0.0,2.353933095932007,2.263396978378296,0.2650355994701385,1933,0.0,
1980-04-08 00:00:00+00:00,0.0,2.2181289196014404,2.2181289196014404,0.2597348690032959,552,0.0,
1980-04-09 00:00:00+00:00,0.0,2.263396978378296,2.2181289196014404,0.2597348690032959,552,0.0,
