date,MRK_Open,MRK_High,MRK_Low,MRK_Close,MRK_Volume,MRK_Dividends,MRK_Stock Splits
1962-01-02 00:00:00+00:00,0.0,0.3970299959182739,0.3931649923324585,0.067611277103424,633830,0.0,
1962-01-03 00:00:00+00:00,0.0,0.3953740000724792,0.3754949867725372,0.0647784098982811,6564672,0.0,
1962-01-04 00:00:00+00:00,0.0,0.3821209967136383,0.3732860088348388,0.0641174763441085,1199750,0.0,
1962-01-05 00:00:00+00:00,0.0,0.3732860088348388,0.3600330054759979,0.0619455203413963,520646,0.0,
1962-01-08 00:00:00+00:00,0.0,0.3655549883842468,0.3611379861831665,0.0621343329548835,1380845,0.0,
1962-01-09 00:00:00+00:00,0.0,0.3694210052490234,0.364450991153717,0.0624176636338233,1177114,0.0,
1962-01-10 00:00:00+00:00,0.0,0.3732860088348388,0.3661069869995117,0.0634563714265823,882835,0.0,
1962-01-11 00:00:00+00:00,0.0,0.3732860088348388,0.3677639961242676,0.0636453256011009,588557,0.0,
1962-01-12 00:00:00+00:00,0.0,0.3754949867725372,0.3710770010948181,0.0634563714265823,407462,0.0,
1962-01-15 00:00:00+00:00,0.0,0.3732860088348388,0.3666599988937378,0.062889814376831,792288,0.0,
1962-01-16 00:00:00+00:00,0.0,0.3655549883842468,0.3622420132160187,0.0621343329548835,384826,0.0,
1962-01-17 00:00:00+00:00,0.0,0.364450991153717,0.3545109927654266,0.0606235042214393,498010,0.0,
1962-01-18 00:00:00+00:00,0.0,0.3611379861831665,0.3523020148277282,0.0617567375302314,1177114,0.0,
1962-01-19 00:00:00+00:00,0.0,0.3699730038642883,0.3622420132160187,0.062889814376831,633830,0.0,
1962-01-22 00:00:00+00:00,0.0,0.3688679933547973,0.3622420132160187,0.062323223799467,837562,0.0,
1962-01-23 00:00:00+00:00,0.0,0.3633460104465484,0.3600330054759979,0.0619455203413963,928109,0.0,
1962-01-24 00:00:00+00:00,0.0,0.3655549883842468,0.3578239977359772,0.0624176636338233,996019,0.0,
1962-01-25 00:00:00+00:00,0.0,0.3650029897689819,0.3622420132160187,0.0621343329548835,611194,0.0,
1962-01-26 00:00:00+00:00,0.0,0.3622420132160187,0.3545109927654266,0.0606235042214393,928109,0.0,
1962-01-29 00:00:00+00:00,0.0,0.3633460104465484,0.3561680018901825,0.0619455203413963,747014,0.0,
1962-01-30 00:00:00+00:00,0.0,0.3650029897689819,0.3616900146007538,0.0618511214852333,882835,0.0,
1962-01-31 00:00:00+00:00,0.0,0.3666599988937378,0.3611379861831665,0.0627010911703109,814925,0.0,
1962-02-01 00:00:00+00:00,0.0,0.3688679933547973,0.3655549883842468,0.0630786269903183,498010,0.0,
1962-02-02 00:00:00+00:00,0.0,0.3688679933547973,0.3666599988937378,0.0630786269903183,430099,0.0,
1962-02-05 00:00:00+00:00,0.0,0.3699730038642883,0.3655549883842468,0.062889814376831,928109,0.0,
1962-02-06 00:00:00+00:00,0.0,0.3721820116043091,0.3683159947395324,0.0636453256011009,1448755,0.0,
1962-02-07 00:00:00+00:00,0.0,0.372734010219574,0.3694210052490234,0.0637397468090057,588557,0.0,
1962-02-08 00:00:00+00:00,0.0,0.3732860088348388,0.3694210052490234,0.0637397468090057,475373,0.0,
