date,QLD_Open,QLD_High,QLD_Low,QLD_Close,QLD_Volume,QLD_Dividends,QLD_Stock Splits
2006-06-21 00:00:00+00:00,2.280313014984131,2.28125,2.254688024520874,1.973149418830872,761600,0.0,
2006-06-22 00:00:00+00:00,2.25,2.2540628910064697,2.180624961853028,1.9267224073410036,6806400,0.0,
2006-06-23 00:00:00+00:00,2.195312976837158,2.2362499237060547,2.171250104904175,1.920986533164978,1705600,0.0,
2006-06-26 00:00:00+00:00,2.203125,2.21875,2.1875,1.92808735370636,1811200,0.0,
2006-06-27 00:00:00+00:00,2.2093749046325684,2.2093749046325684,2.1237499713897705,1.855988621711731,3196800,0.0,
2006-06-28 00:00:00+00:00,2.132812976837158,2.1543750762939453,2.106874942779541,1.8786567449569704,3187200,0.0,
2006-06-29 00:00:00+00:00,2.176563024520874,2.2796878814697266,2.166563034057617,1.9922658205032349,5644800,0.0,
2006-06-30 00:00:00+00:00,2.296875,2.296875,2.255625009536743,1.973149418830872,7584000,0.0,
2006-07-03 00:00:00+00:00,2.275000095367432,2.285938024520874,2.270625114440918,1.9960899353027344,1190400,0.0,
2006-07-05 00:00:00+00:00,2.242187976837158,2.243124961853028,2.1878130435943604,1.9174367189407349,4950400,0.0,
2006-07-06 00:00:00+00:00,2.20468807220459,2.221874952316284,2.17343807220459,1.9062392711639404,2684800,0.0,
2006-07-07 00:00:00+00:00,2.14218807220459,2.184375047683716,2.1203129291534424,1.8644553422927856,2294400,0.0,
2006-07-10 00:00:00+00:00,2.153125047683716,2.161562919616699,2.079375028610229,1.8335946798324585,3993600,0.0,
2006-07-11 00:00:00+00:00,2.0824999809265137,2.1384379863739014,2.067500114440918,1.8636349439620967,5302400,0.0,
2006-07-12 00:00:00+00:00,2.119374990463257,2.125,2.0374999046325684,1.7898986339569092,7299200,0.0,
2006-07-13 00:00:00+00:00,2.0578129291534424,2.0578129291534424,1.978124976158142,1.732821345329285,13372800,0.0,
2006-07-14 00:00:00+00:00,1.975000023841858,1.979688048362732,1.921875,1.6973179578781128,6928000,0.0,
2006-07-17 00:00:00+00:00,1.957813024520874,1.96875,1.9262499809265137,1.7055110931396484,4934400,0.0,
2006-07-18 00:00:00+00:00,1.96875,1.975000023841858,1.896875023841858,1.7150691747665403,13027200,0.0,
2006-07-19 00:00:00+00:00,1.957813024520874,2.033437967300415,1.9565629959106443,1.7522108554840088,8470400,0.0,
2006-07-20 00:00:00+00:00,2.028125047683716,2.028125047683716,1.948438048362732,1.704418659210205,6009600,0.0,
2006-07-21 00:00:00+00:00,1.9165630340576167,1.9375,1.903749942779541,1.6659108400344849,9315200,0.0,
2006-07-24 00:00:00+00:00,1.9215630292892456,1.9831249713897705,1.9215630292892456,1.727359414100647,7667200,0.0,
2006-07-25 00:00:00+00:00,1.9859379529953003,2.018749952316284,1.961562991142273,1.7442911863327026,10841600,0.0,
2006-07-26 00:00:00+00:00,1.987499952316284,2.030937910079956,1.962499976158142,1.7478411197662354,11750400,0.0,
2006-07-27 00:00:00+00:00,2.0421879291534424,2.046875,1.962499976158142,1.7300899028778076,6019200,0.0,
2006-07-28 00:00:00+00:00,2.00156307220459,2.0587499141693115,1.989063024520874,1.7991840839385986,3376000,0.0,
2006-07-31 00:00:00+00:00,2.043750047683716,2.0765628814697266,2.0296878814697266,1.7956340312957764,4979200,0.0,
2006-08-01 00:00:00+00:00,2.01718807220459,2.01718807220459,1.962499976158142,1.7341862916946411,7804800,0.0,
