date,AWH_Open,AWH_High,AWH_Low,AWH_Close,AWH_Volume,AWH_Dividends,AWH_Stock Splits
2001-01-04 00:00:00+00:00,1931.25,1931.25,1762.5,1856.25,911,,
2001-01-05 00:00:00+00:00,1800.0,1846.875,1668.75,1781.25,103,,
2001-01-08 00:00:00+00:00,1350.0,1350.0,1143.75,1246.875,9705,,
2001-01-09 00:00:00+00:00,1275.0,1350.0,1204.6875,1307.8125,4622,,
2001-01-10 00:00:00+00:00,1312.5,1312.5,1200.0,1218.75,1352,,
2001-01-11 00:00:00+00:00,1275.0,1312.5,1218.75,1237.5,711,,
2001-01-12 00:00:00+00:00,1237.5,1387.5,1162.5,1162.5,1415,,
2001-01-16 00:00:00+00:00,1181.25,1200.0,1012.5,1050.0,1562,,
2001-01-17 00:00:00+00:00,1054.6875,1275.0,1050.0,1200.0,2047,,
2001-01-18 00:00:00+00:00,1237.5,1331.25,1162.5,1200.0,679,,
2001-01-19 00:00:00+00:00,1207.03125,1237.5,1125.0,1181.25,507,,
2001-01-22 00:00:00+00:00,1178.90625,1200.0,1087.5,1087.5,1059,,
2001-01-23 00:00:00+00:00,1162.5,1181.25,1031.25,1078.125,584,,
2001-01-24 00:00:00+00:00,1122.65625,1162.5,1068.75,1110.9375,849,,
2001-01-25 00:00:00+00:00,1125.0,1143.75,1068.75,1087.5,771,,
2001-01-26 00:00:00+00:00,1087.5,1106.25,1050.0,1068.75,1004,,
2001-01-29 00:00:00+00:00,1068.75,1153.125,1059.375,1106.25,787,,
2001-01-30 00:00:00+00:00,1125.0,1293.75,1087.5,1200.0,1120,,
2001-01-31 00:00:00+00:00,1237.5,1312.5,1200.0,1284.375,1082,,
2001-02-01 00:00:00+00:00,1296.09375,1312.5,1237.5,1275.0,299,,
2001-02-02 00:00:00+00:00,1256.25,1275.0,1200.0,1228.125,357,,
2001-02-05 00:00:00+00:00,1237.5,1256.25,1162.5,1181.25,93,,
2001-02-06 00:00:00+00:00,1232.8125,1237.5,1162.5,1218.75,250,,
2001-02-07 00:00:00+00:00,1265.625,1350.0,1223.4375,1228.125,234,,
2001-02-08 00:00:00+00:00,1256.25,1275.0,1237.5,1275.0,226,,
2001-02-09 00:00:00+00:00,1272.65625,1284.375,1218.75,1275.0,207,,
2001-02-12 00:00:00+00:00,1284.375,1284.375,1218.75,1275.0,59,,
2001-02-13 00:00:00+00:00,1237.5,1284.375,1237.5,1275.0,168,,
2001-02-14 00:00:00+00:00,1260.9375,1284.375,1218.75,1218.75,477,,
2001-02-15 00:00:00+00:00,1218.75,1293.75,1218.75,1256.25,973,,
2001-02-16 00:00:00+00:00,1237.5,1275.0,1200.0,1218.75,135,,
2001-02-20 00:00:00+00:00,1253.90625,1265.625,1087.5,1106.25,565,,
2001-02-21 00:00:00+00:00,1089.84375,1181.25,1087.5,1143.75,101,,
2001-02-22 00:00:00+00:00,1143.75,1143.75,825.0,881.25,225,,
2001-02-23 00:00:00+00:00,972.65625,1031.25,900.0,1021.875,1231,,
2001-02-26 00:00:00+00:00,1021.875,1190.625,1021.875,1181.25,362,,
2001-02-27 00:00:00+00:00,1209.375,1209.375,1087.5,1153.125,55,,
2001-02-28 00:00:00+00:00,1256.25,1256.25,946.875,946.875,227,,
2001-03-01 00:00:00+00:00,1012.5,1012.5,740.625,881.25,648,,
2001-03-02 00:00:00+00:00,918.75,918.75,881.25,890.625,473,,
2001-03-05 00:00:00+00:00,881.25,900.0,825.0,843.75,106,,
2001-03-06 00:00:00+00:00,862.5,900.0,637.5,712.5,1117,,
2001-03-07 00:00:00+00:00,792.1875,792.1875,703.125,717.1875,188,,
2001-03-08 00:00:00+00:00,731.25,731.25,675.0,712.5,177,,
2001-03-09 00:00:00+00:00,728.90625,750.0,675.0,750.0,1317,,
2001-03-12 00:00:00+00:00,726.5625,750.0,675.0,750.0,2272,,
2001-03-13 00:00:00+00:00,750.0,750.0,684.375,750.0,417,,
2001-03-14 00:00:00+00:00,750.0,956.25,712.5,932.8125,1197,,
2001-03-15 00:00:00+00:00,965.625,1003.125,900.0,900.0,399,,
2001-03-16 00:00:00+00:00,925.78125,928.125,806.25,810.9375,3513,,
2001-03-19 00:00:00+00:00,810.9375,881.25,787.5,815.625,297,,
2001-03-20 00:00:00+00:00,825.0,881.25,731.25,754.6875,138,,
2001-03-21 00:00:00+00:00,750.0,750.0,693.75,731.25,613,,
2001-03-22 00:00:00+00:00,696.09375,825.0,693.75,735.9375,306,,
2001-03-23 00:00:00+00:00,787.5,843.75,712.5,731.25,257,,
2001-03-26 00:00:00+00:00,815.625,862.5,750.0,796.875,364,,
2001-03-27 00:00:00+00:00,822.65625,825.0,750.0,754.6875,239,,
2001-03-28 00:00:00+00:00,775.78125,778.125,712.5,731.25,159,,
2001-03-29 00:00:00+00:00,712.5,750.0,562.5,750.0,2153,,
2001-03-30 00:00:00+00:00,747.65625,747.65625,646.875,665.625,1275,,
2001-04-02 00:00:00+00:00,665.625,731.25,665.625,731.25,3395,,
2001-04-03 00:00:00+00:00,693.75,787.5,693.75,745.3125,493,,
2001-04-04 00:00:00+00:00,750.0,787.5,731.25,731.25,1837,,
2001-04-05 00:00:00+00:00,768.75,768.75,740.625,759.375,2203,,
2001-04-06 00:00:00+00:00,738.28125,787.5,738.28125,787.5,66,,
2001-04-09 00:00:00+00:00,787.5,823.5,750.0,807.0,98,,
2001-04-10 00:00:00+00:00,817.5,817.5,742.5,748.5,2328,,
2001-04-11 00:00:00+00:00,739.5,757.5,675.0,682.5,953,,
2001-04-12 00:00:00+00:00,679.5,690.0,622.5,667.5,267,,
2001-04-16 00:00:00+00:00,645.0,802.5,622.5,747.0,489,,
2001-04-17 00:00:00+00:00,727.5,750.0,718.5,750.0,281,,
2001-04-18 00:00:00+00:00,765.0,864.0,757.5,840.0,228,,
2001-04-19 00:00:00+00:00,925.5,997.5,916.5,960.0,195,,
2001-04-20 00:00:00+00:00,969.0,1011.0,945.0,1011.0,301,,
2001-04-23 00:00:00+00:00,1021.5,1050.0,930.0,1005.0,154,,
2001-04-24 00:00:00+00:00,1032.0,1050.0,937.5,1035.0,109,,
2001-04-25 00:00:00+00:00,1035.0,1035.0,975.0,991.5,66,,
2001-04-26 00:00:00+00:00,976.5,1041.0,952.5,990.0,721,,
2001-04-27 00:00:00+00:00,1005.0,1020.0,907.5,973.5,610,,
2001-04-30 00:00:00+00:00,945.0,1200.0,945.0,1155.0,387,,
2001-05-01 00:00:00+00:00,1177.5,1177.5,1132.5,1132.5,197,,
2001-05-02 00:00:00+00:00,1186.5,1188.0,1027.5,1059.0,1054,,
2001-05-03 00:00:00+00:00,1032.0,1042.5,975.0,975.0,3207,,
2001-05-04 00:00:00+00:00,982.5,982.5,922.5,960.0,313,,
2001-05-07 00:00:00+00:00,975.0,1012.5,898.5,915.0,142,,
2001-05-08 00:00:00+00:00,903.0,915.0,870.0,892.5,213,,
2001-05-09 00:00:00+00:00,894.0,922.5,885.0,901.5,243,,
2001-05-10 00:00:00+00:00,904.5,928.5,885.0,900.0,529,,
2001-05-11 00:00:00+00:00,904.5,945.0,864.0,900.0,718,,
2001-05-14 00:00:00+00:00,900.0,900.0,870.0,885.0,959,,
2001-05-15 00:00:00+00:00,883.5,885.0,847.5,849.0,579,,
2001-05-16 00:00:00+00:00,849.0,862.5,795.0,831.0,345,,
2001-05-17 00:00:00+00:00,831.0,850.5,765.0,775.5,1093,,
2001-05-18 00:00:00+00:00,775.5,861.0,772.5,802.5,1362,,
2001-05-21 00:00:00+00:00,832.5,952.5,825.0,937.5,3003,,
2001-05-22 00:00:00+00:00,975.0,1080.0,973.5,1044.0,2832,,
2001-05-23 00:00:00+00:00,1050.0,1057.5,952.5,976.5,645,,
2001-05-24 00:00:00+00:00,976.5,976.5,939.0,960.0,324,,
2001-05-25 00:00:00+00:00,976.5,990.0,940.5,940.5,247,,
2001-05-29 00:00:00+00:00,937.5,972.0,922.5,960.0,299,,
2001-05-30 00:00:00+00:00,942.0,960.0,937.5,952.5,241,,
2001-05-31 00:00:00+00:00,960.0,1050.0,931.5,936.0,919,,
2001-06-01 00:00:00+00:00,937.5,1027.5,930.0,1003.5,1691,,
2001-06-04 00:00:00+00:00,1017.0,1048.5,961.5,1023.0,1030,,
2001-06-05 00:00:00+00:00,1035.0,1050.0,975.0,1014.0,689,,
2001-06-06 00:00:00+00:00,1005.0,1050.0,954.0,967.5,761,,
2001-06-07 00:00:00+00:00,990.0,1035.0,957.0,957.0,554,,
2001-06-08 00:00:00+00:00,1012.5,1020.0,960.0,1020.0,1855,,
2001-06-11 00:00:00+00:00,1026.0,1027.5,960.0,988.5,1184,,
2001-06-12 00:00:00+00:00,954.0,1029.0,900.0,1029.0,378,,
2001-06-13 00:00:00+00:00,1020.0,1048.5,990.0,1048.5,303,,
2001-06-14 00:00:00+00:00,1042.5,1042.5,960.0,997.5,581,,
2001-06-15 00:00:00+00:00,975.0,990.0,948.0,976.5,124,,
2001-06-18 00:00:00+00:00,960.0,1020.0,954.0,954.0,143,,
2001-06-19 00:00:00+00:00,1009.5,1009.5,885.0,906.0,153,,
2001-06-20 00:00:00+00:00,886.5,912.0,832.5,912.0,1434,,
2001-06-21 00:00:00+00:00,877.5,967.5,877.5,946.5,151,,
2001-06-22 00:00:00+00:00,943.5,981.0,907.5,931.5,169,,
2001-06-25 00:00:00+00:00,930.0,945.0,919.5,922.5,429,,
2001-06-26 00:00:00+00:00,933.0,945.0,919.5,930.0,327,,
2001-06-27 00:00:00+00:00,927.0,930.0,873.0,895.5,169,,
2001-06-28 00:00:00+00:00,906.0,915.0,886.5,889.5,213,,
2001-06-29 00:00:00+00:00,900.0,1050.0,892.5,1012.5,3113,,
2001-07-02 00:00:00+00:00,999.0,999.0,918.0,922.5,587,,
2001-07-03 00:00:00+00:00,937.5,937.5,909.0,912.0,395,,
2001-07-05 00:00:00+00:00,909.0,930.0,907.5,910.5,335,,
2001-07-06 00:00:00+00:00,910.5,912.0,885.0,900.0,129,,
2001-07-09 00:00:00+00:00,886.5,898.5,877.5,882.0,183,,
2001-07-10 00:00:00+00:00,892.5,900.0,877.5,891.0,467,,
2001-07-11 00:00:00+00:00,879.0,897.0,841.5,855.0,653,,
2001-07-12 00:00:00+00:00,882.0,922.5,720.0,763.5,311,,
2001-07-13 00:00:00+00:00,751.5,793.5,720.0,754.5,183,,
2001-07-16 00:00:00+00:00,772.5,774.0,723.0,727.5,382,,
2001-07-17 00:00:00+00:00,717.0,729.0,705.0,721.5,441,,
2001-07-18 00:00:00+00:00,727.5,744.0,675.0,682.5,329,,
2001-07-19 00:00:00+00:00,702.0,733.5,702.0,729.0,809,,
2001-07-20 00:00:00+00:00,726.0,730.5,688.5,688.5,225,,
2001-07-23 00:00:00+00:00,714.0,723.0,696.0,699.0,78,,
2001-07-24 00:00:00+00:00,717.0,720.0,673.5,703.5,290,,
2001-07-25 00:00:00+00:00,696.0,705.0,673.5,681.0,125,,
2001-07-26 00:00:00+00:00,675.0,705.0,648.0,648.0,163,,
2001-07-27 00:00:00+00:00,696.0,697.5,648.0,649.5,321,,
2001-07-30 00:00:00+00:00,655.5,696.0,616.5,636.0,274,,
2001-07-31 00:00:00+00:00,643.5,759.0,594.0,759.0,519,,
2001-08-01 00:00:00+00:00,667.5,750.0,630.0,705.0,127,,
2001-08-02 00:00:00+00:00,711.0,711.0,667.5,703.5,125,,
2001-08-03 00:00:00+00:00,712.5,712.5,637.5,660.0,157,,
2001-08-06 00:00:00+00:00,696.0,717.0,661.5,661.5,63,,
2001-08-07 00:00:00+00:00,667.5,675.0,616.5,616.5,411,,
2001-08-08 00:00:00+00:00,726.0,726.0,637.5,658.5,259,,
2001-08-09 00:00:00+00:00,651.0,660.0,628.5,652.5,50,,
2001-08-10 00:00:00+00:00,624.0,654.0,610.5,615.0,98,,
2001-08-13 00:00:00+00:00,642.0,648.0,616.5,637.5,142,,
2001-08-14 00:00:00+00:00,630.0,681.0,628.5,648.0,169,,
2001-08-15 00:00:00+00:00,673.5,684.0,631.5,660.0,151,,
2001-08-16 00:00:00+00:00,658.5,688.5,637.5,684.0,45,,
2001-08-17 00:00:00+00:00,645.0,706.5,625.5,625.5,87,,
2001-08-20 00:00:00+00:00,655.5,765.0,646.5,747.0,129,,
2001-08-21 00:00:00+00:00,750.0,762.0,721.5,747.0,41,,
2001-08-22 00:00:00+00:00,756.0,757.5,688.5,727.5,139,,
2001-08-23 00:00:00+00:00,729.0,744.0,700.5,729.0,162,,
2001-08-24 00:00:00+00:00,742.5,757.5,711.0,742.5,1025,,
2001-08-27 00:00:00+00:00,745.5,757.5,684.0,690.0,101,,
2001-08-28 00:00:00+00:00,705.0,705.0,654.0,678.0,290,,
2001-08-29 00:00:00+00:00,709.5,718.5,646.5,652.5,80,,
2001-08-30 00:00:00+00:00,697.5,697.5,630.0,637.5,49,,
2001-08-31 00:00:00+00:00,633.0,675.0,612.0,627.0,169,,
2001-09-04 00:00:00+00:00,621.0,664.5,609.0,624.0,963,,
2001-09-05 00:00:00+00:00,660.0,660.0,594.0,615.0,444,,
2001-09-06 00:00:00+00:00,592.5,600.0,457.5,501.0,3182,,
2001-09-07 00:00:00+00:00,516.0,517.5,451.5,487.5,391,,
2001-09-10 00:00:00+00:00,523.5,559.5,480.0,510.0,224,,
2001-09-17 00:00:00+00:00,487.5,574.5,487.5,561.0,169,,
2001-09-18 00:00:00+00:00,532.5,576.0,525.0,529.5,113,,
2001-09-19 00:00:00+00:00,574.5,577.5,472.5,504.0,2267,,
2001-09-20 00:00:00+00:00,472.5,517.5,382.5,451.5,294,,
2001-09-21 00:00:00+00:00,310.5,487.5,309.0,466.5,1028,,
2001-09-24 00:00:00+00:00,487.5,499.5,447.0,456.0,257,,
2001-09-25 00:00:00+00:00,465.0,465.0,445.5,450.0,272,,
2001-09-26 00:00:00+00:00,453.0,454.5,418.5,444.0,2851,,
2001-09-27 00:00:00+00:00,421.5,450.0,417.0,450.0,211,,
2001-09-28 00:00:00+00:00,435.0,525.0,435.0,457.5,791,,
2001-10-01 00:00:00+00:00,441.0,478.5,432.0,448.5,597,,
2001-10-02 00:00:00+00:00,438.0,459.0,438.0,450.0,695,,
2001-10-03 00:00:00+00:00,457.5,472.5,439.5,448.5,279,,
2001-10-04 00:00:00+00:00,459.0,468.0,441.0,450.0,1016,,
2001-10-05 00:00:00+00:00,465.0,465.0,424.5,426.0,713,,
2001-10-08 00:00:00+00:00,450.0,469.5,430.5,438.0,3313,,
2001-10-09 00:00:00+00:00,432.0,463.5,415.5,435.0,539,,
2001-10-10 00:00:00+00:00,441.0,450.0,408.0,450.0,745,,
2001-10-11 00:00:00+00:00,441.0,450.0,418.5,441.0,530,,
2001-10-12 00:00:00+00:00,444.0,457.5,427.5,429.0,683,,
2001-10-15 00:00:00+00:00,457.5,462.0,432.0,453.0,222,,
2001-10-16 00:00:00+00:00,456.0,486.0,445.5,472.5,629,,
2001-10-17 00:00:00+00:00,474.0,499.5,447.0,456.0,556,,
2001-10-18 00:00:00+00:00,457.5,484.5,450.0,450.0,155,,
2001-10-19 00:00:00+00:00,445.5,457.5,414.0,426.0,540,,
2001-10-22 00:00:00+00:00,426.0,433.5,399.0,420.0,2325,,
2001-10-23 00:00:00+00:00,412.5,432.0,412.5,420.0,297,,
2001-10-24 00:00:00+00:00,427.5,483.0,420.0,450.0,1305,,
2001-10-25 00:00:00+00:00,478.5,493.5,433.5,492.0,923,,
2001-10-26 00:00:00+00:00,525.0,655.5,510.0,547.5,831,,
2001-10-29 00:00:00+00:00,580.5,643.5,555.0,622.5,3659,,
2001-10-30 00:00:00+00:00,619.5,634.5,600.0,630.0,1122,,
2001-10-31 00:00:00+00:00,630.0,741.0,630.0,667.5,1105,,
2001-11-01 00:00:00+00:00,733.5,787.5,705.0,772.5,1058,,
2001-11-02 00:00:00+00:00,775.5,825.0,732.0,754.5,1893,,
2001-11-05 00:00:00+00:00,780.0,808.5,757.5,783.0,1931,,
2001-11-06 00:00:00+00:00,796.5,825.0,789.0,825.0,809,,
2001-11-07 00:00:00+00:00,840.0,892.5,832.5,862.5,1320,,
2001-11-08 00:00:00+00:00,880.5,885.0,832.5,840.0,798,,
2001-11-09 00:00:00+00:00,834.0,855.0,754.5,795.0,909,,
2001-11-12 00:00:00+00:00,793.5,802.5,735.0,765.0,463,,
2001-11-13 00:00:00+00:00,772.5,778.5,732.0,747.0,802,,
2001-11-14 00:00:00+00:00,750.0,756.0,703.5,723.0,1189,,
2001-11-15 00:00:00+00:00,714.0,735.0,693.0,693.0,199,,
2001-11-16 00:00:00+00:00,727.5,750.0,697.5,742.5,737,,
2001-11-19 00:00:00+00:00,739.5,823.5,727.5,750.0,1041,,
2001-11-20 00:00:00+00:00,757.5,772.5,736.5,753.0,1809,,
2001-11-21 00:00:00+00:00,736.5,772.5,736.5,751.5,1071,,
2001-11-23 00:00:00+00:00,750.0,787.5,739.5,768.0,1449,,
2001-11-26 00:00:00+00:00,786.0,795.0,763.5,769.5,420,,
2001-11-27 00:00:00+00:00,765.0,810.0,750.0,771.0,291,,
2001-11-28 00:00:00+00:00,795.0,795.0,744.0,750.0,235,,
2001-11-29 00:00:00+00:00,748.5,760.5,744.0,756.0,421,,
2001-11-30 00:00:00+00:00,754.5,801.0,754.5,772.5,1212,,
2001-12-03 00:00:00+00:00,748.5,787.5,748.5,762.0,575,,
2001-12-04 00:00:00+00:00,760.5,793.5,742.5,760.5,416,,
2001-12-05 00:00:00+00:00,783.0,793.5,765.0,775.5,357,,
2001-12-06 00:00:00+00:00,795.0,930.0,775.5,861.0,1523,,
2001-12-07 00:00:00+00:00,871.5,973.5,856.5,895.5,1202,,
2001-12-10 00:00:00+00:00,892.5,912.0,804.0,825.0,1040,,
2001-12-11 00:00:00+00:00,868.5,868.5,814.5,831.0,723,,
2001-12-12 00:00:00+00:00,835.5,835.5,802.5,825.0,638,,
2001-12-13 00:00:00+00:00,832.5,867.0,804.0,865.5,769,,
2001-12-14 00:00:00+00:00,861.0,861.0,741.0,778.5,837,,
2001-12-17 00:00:00+00:00,741.0,802.5,739.5,795.0,483,,
2001-12-18 00:00:00+00:00,808.5,840.0,808.5,808.5,633,,
2001-12-19 00:00:00+00:00,822.0,853.5,807.0,853.5,153,,
2001-12-20 00:00:00+00:00,825.0,870.0,825.0,870.0,663,,
2001-12-21 00:00:00+00:00,859.5,945.0,859.5,930.0,2117,,
2001-12-24 00:00:00+00:00,943.5,996.0,900.0,990.0,387,,
2001-12-26 00:00:00+00:00,997.5,1057.5,990.0,1035.0,1085,,
2001-12-27 00:00:00+00:00,1042.5,1080.0,1020.0,1062.0,1717,,
2001-12-28 00:00:00+00:00,1044.0,1185.0,1023.0,1146.0,1471,,
2001-12-31 00:00:00+00:00,1140.0,1207.5,1095.0,1200.0,1495,,
2002-01-02 00:00:00+00:00,1162.5,1200.0,1032.0,1183.5,1133,,
2002-01-03 00:00:00+00:00,1141.5,1237.5,1125.0,1132.5,385,,
2002-01-04 00:00:00+00:00,1192.5,1200.0,1021.5,1087.5,417,,
2002-01-07 00:00:00+00:00,1074.0,1125.0,1017.0,1050.0,577,,
2002-01-08 00:00:00+00:00,1069.5,1110.0,1050.0,1110.0,458,,
2002-01-09 00:00:00+00:00,1117.5,1173.0,1074.0,1077.0,301,,
2002-01-10 00:00:00+00:00,1101.0,1125.0,1042.5,1057.5,213,,
2002-01-11 00:00:00+00:00,1125.0,1126.5,1042.5,1044.0,399,,
2002-01-14 00:00:00+00:00,1051.5,1125.0,1050.0,1051.5,243,,
2002-01-15 00:00:00+00:00,1095.0,1095.0,1047.0,1062.0,181,,
2002-01-16 00:00:00+00:00,1051.5,1069.5,1042.5,1069.5,296,,
2002-01-17 00:00:00+00:00,1075.5,1120.5,1045.5,1057.5,305,,
2002-01-18 00:00:00+00:00,1053.0,1069.5,1042.5,1045.5,262,,
2002-01-22 00:00:00+00:00,1065.0,1069.5,1044.0,1045.5,697,,
2002-01-23 00:00:00+00:00,1045.5,1057.5,1045.5,1050.0,237,,
2002-01-24 00:00:00+00:00,1057.5,1077.0,1050.0,1050.0,197,,
2002-01-25 00:00:00+00:00,1047.0,1056.0,972.0,996.0,1756,,
2002-01-28 00:00:00+00:00,984.0,1009.5,955.5,1005.0,458,,
2002-01-29 00:00:00+00:00,997.5,1014.0,975.0,982.5,114,,
2002-01-30 00:00:00+00:00,982.5,1015.5,982.5,987.0,390,,
2002-01-31 00:00:00+00:00,1012.5,1080.0,996.0,1071.0,393,,
2002-02-01 00:00:00+00:00,1081.5,1087.5,1032.0,1045.5,187,,
2002-02-04 00:00:00+00:00,1057.5,1069.5,975.0,978.0,118,,
2002-02-05 00:00:00+00:00,975.0,1017.0,958.5,978.0,472,,
2002-02-06 00:00:00+00:00,981.0,994.5,919.5,921.0,96,,
2002-02-07 00:00:00+00:00,915.0,918.0,864.0,877.5,361,,
2002-02-08 00:00:00+00:00,879.0,903.0,832.5,901.5,604,,
2002-02-11 00:00:00+00:00,928.5,1038.0,928.5,988.5,906,,
2002-02-12 00:00:00+00:00,1005.0,1035.0,955.5,990.0,3001,,
2002-02-13 00:00:00+00:00,997.5,997.5,951.0,975.0,382,,
2002-02-14 00:00:00+00:00,996.0,1050.0,958.5,967.5,784,,
2002-02-15 00:00:00+00:00,960.0,960.0,900.0,918.0,209,,
2002-02-19 00:00:00+00:00,903.0,930.0,883.5,883.5,313,,
2002-02-20 00:00:00+00:00,873.0,912.0,873.0,892.5,908,,
2002-02-21 00:00:00+00:00,877.5,895.5,856.5,870.0,349,,
2002-02-22 00:00:00+00:00,856.5,907.5,855.0,904.5,165,,
2002-02-25 00:00:00+00:00,912.0,912.0,867.0,894.0,190,,
2002-02-26 00:00:00+00:00,903.0,903.0,801.0,891.0,219,,
2002-02-27 00:00:00+00:00,898.5,912.0,885.0,912.0,327,,
2002-02-28 00:00:00+00:00,900.0,900.0,861.0,867.0,807,,
2002-03-01 00:00:00+00:00,850.5,886.5,787.5,855.0,710,,
2002-03-04 00:00:00+00:00,814.5,927.0,795.0,915.0,1604,,
2002-03-05 00:00:00+00:00,913.5,921.0,891.0,906.0,1271,,
2002-03-06 00:00:00+00:00,900.0,922.5,889.5,922.5,1274,,
