date,DAKT_Open,DAKT_High,DAKT_Low,DAKT_Close,DAKT_Volume,DAKT_Dividends,DAKT_Stock Splits
1994-02-10 00:00:00+00:00,1.03125,1.25,0.96875,0.7141964435577393,2994400,0.0,
1994-02-11 00:00:00+00:00,1.15625,1.21875,1.15625,0.7141964435577393,996000,0.0,
1994-02-14 00:00:00+00:00,1.1875,1.21875,1.125,0.7141964435577393,808000,0.0,
1994-02-15 00:00:00+00:00,1.25,1.25,1.1875,0.7334990501403809,800800,0.0,
1994-02-16 00:00:00+00:00,1.1875,1.25,1.09375,0.6948939561843872,1128000,0.0,
1994-02-17 00:00:00+00:00,1.15625,1.15625,1.0625,0.6948939561843872,704000,0.0,
1994-02-18 00:00:00+00:00,1.125,1.125,1.0625,0.675591230392456,260800,0.0,
1994-02-22 00:00:00+00:00,1.125,1.125,1.0625,0.6562885642051697,164800,0.0,
1994-02-23 00:00:00+00:00,1.125,1.15625,1.0625,0.7141964435577393,128000,0.0,
1994-02-24 00:00:00+00:00,1.15625,1.15625,1.09375,0.7141964435577393,237600,0.0,
1994-02-25 00:00:00+00:00,1.15625,1.15625,1.0625,0.675591230392456,115200,0.0,
1994-02-28 00:00:00+00:00,1.125,1.125,1.0625,0.6948939561843872,33600,0.0,
1994-03-01 00:00:00+00:00,1.125,1.125,1.0625,0.6562885642051697,179200,0.0,
1994-03-02 00:00:00+00:00,1.0625,1.125,1.0625,0.6562885642051697,376000,0.0,
1994-03-03 00:00:00+00:00,1.125,1.125,1.0625,0.6948939561843872,71200,0.0,
1994-03-04 00:00:00+00:00,1.125,1.125,1.0625,0.6948939561843872,200000,0.0,
1994-03-07 00:00:00+00:00,1.0625,1.125,1.0625,0.6562885642051697,65600,0.0,
1994-03-08 00:00:00+00:00,1.125,1.125,1.0625,0.6562885642051697,28000,0.0,
1994-03-09 00:00:00+00:00,1.125,1.125,1.0625,0.6562885642051697,64800,0.0,
1994-03-10 00:00:00+00:00,1.125,1.125,1.0625,0.6659399271011353,105600,0.0,
1994-03-11 00:00:00+00:00,1.125,1.125,1.0625,0.6562885642051697,939200,0.0,
1994-03-14 00:00:00+00:00,1.125,1.125,1.0625,0.6659399271011353,87200,0.0,
1994-03-15 00:00:00+00:00,1.125,1.125,1.0625,0.6948939561843872,64800,0.0,
1994-03-16 00:00:00+00:00,1.0625,1.125,1.0625,0.6562885642051697,66400,0.0,
1994-03-17 00:00:00+00:00,1.0625,1.125,1.0625,0.675591230392456,45600,0.0,
1994-03-18 00:00:00+00:00,1.125,1.125,1.0625,0.6948939561843872,145600,0.0,
1994-03-21 00:00:00+00:00,1.125,1.125,1.0625,0.6562885642051697,100000,0.0,
1994-03-22 00:00:00+00:00,1.125,1.125,1.0625,0.6659399271011353,285600,0.0,
1994-03-23 00:00:00+00:00,1.0625,1.125,1.0625,0.675591230392456,238400,0.0,
1994-03-24 00:00:00+00:00,1.03125,1.09375,1.03125,0.6562885642051697,188800,0.0,
1994-03-25 00:00:00+00:00,1.03125,1.09375,1.03125,0.675591230392456,12800,0.0,
1994-03-28 00:00:00+00:00,1.03125,1.0625,1.0,0.6176833510398865,196000,0.0,
1994-03-29 00:00:00+00:00,1.0,1.0625,1.0,0.6562885642051697,80000,0.0,
1994-03-30 00:00:00+00:00,1.046875,1.0625,1.0,0.6562885642051697,20800,0.0,
1994-03-31 00:00:00+00:00,1.0,1.0625,1.0,0.627334713935852,85600,0.0,
1994-04-04 00:00:00+00:00,1.0,1.0625,0.96875,0.6562885642051697,36800,0.0,
1994-04-05 00:00:00+00:00,0.96875,1.0625,0.96875,0.6562885642051697,31200,0.0,
1994-04-06 00:00:00+00:00,1.0625,1.0625,1.0,0.6176833510398865,73600,0.0,
1994-04-07 00:00:00+00:00,1.0625,1.0625,0.96875,0.5983808040618896,16000,0.0,
1994-04-08 00:00:00+00:00,0.96875,1.0625,0.96875,0.5983808040618896,398400,0.0,
1994-04-11 00:00:00+00:00,1.0,1.0625,1.0,0.6562885642051697,23200,0.0,
1994-04-12 00:00:00+00:00,1.0625,1.0625,1.0,0.6562885642051697,144000,0.0,
1994-04-13 00:00:00+00:00,1.03125,1.171875,1.03125,0.6659399271011353,149600,0.0,
1994-04-14 00:00:00+00:00,1.0625,1.09375,1.0625,0.6562885642051697,49600,0.0,
1994-04-15 00:00:00+00:00,1.0625,1.125,1.0625,0.6562885642051697,75200,0.0,
1994-04-18 00:00:00+00:00,1.125,1.125,1.03125,0.6562885642051697,218400,0.0,
1994-04-19 00:00:00+00:00,1.03125,1.09375,1.03125,0.6466373205184937,184000,0.0,
1994-04-20 00:00:00+00:00,1.03125,1.09375,1.03125,0.636986255645752,128800,0.0,
1994-04-21 00:00:00+00:00,1.0625,1.09375,1.03125,0.675591230392456,4800,0.0,
1994-04-22 00:00:00+00:00,1.03125,1.09375,1.03125,0.636986255645752,11200,0.0,
1994-04-25 00:00:00+00:00,1.09375,1.09375,1.03125,0.675591230392456,35200,0.0,
1994-04-26 00:00:00+00:00,1.03125,1.09375,1.03125,0.675591230392456,57600,0.0,
1994-04-28 00:00:00+00:00,1.0,1.09375,1.0,0.6176833510398865,23200,0.0,
1994-04-29 00:00:00+00:00,1.0625,1.09375,1.0,0.675591230392456,10400,0.0,
1994-05-02 00:00:00+00:00,1.0625,1.09375,1.0,0.6562885642051697,53600,0.0,
1994-05-03 00:00:00+00:00,1.0,1.09375,1.0,0.6176833510398865,31200,0.0,
1994-05-04 00:00:00+00:00,1.0,1.03125,0.96875,0.636986255645752,87200,0.0,
1994-05-05 00:00:00+00:00,1.03125,1.03125,0.96875,0.5983808040618896,14400,0.0,
1994-05-06 00:00:00+00:00,1.03125,1.03125,1.03125,0.636986255645752,1600,0.0,
