date,SBSI_Open,SBSI_High,SBSI_Low,SBSI_Close,SBSI_Volume,SBSI_Dividends,SBSI_Stock Splits
1998-05-13 00:00:00+00:00,5.983633995056152,6.123438835144043,5.927712917327881,2.526232481002808,22353,0.0,
1998-05-14 00:00:00+00:00,6.207322120666504,6.207322120666504,6.207322120666504,2.645392894744873,5365,0.0,
1998-05-15 00:00:00+00:00,6.207322120666504,6.207322120666504,6.03955602645874,2.5738959312438965,6259,0.0,
1998-05-18 00:00:00+00:00,6.03955602645874,6.03955602645874,6.03955602645874,2.5738959312438965,0,0.0,
1998-05-19 00:00:00+00:00,6.03955602645874,6.03955602645874,6.03955602645874,2.5738959312438965,0,0.0,
1998-05-20 00:00:00+00:00,5.843830108642578,5.843830108642578,5.843830108642578,2.490482807159424,447,0.0,
1998-05-21 00:00:00+00:00,6.207322120666504,6.431008815765381,6.03955602645874,2.5738959312438965,44705,0.0,
1998-05-22 00:00:00+00:00,6.207322120666504,6.486930847167969,6.207322120666504,2.740723133087158,8047,0.0,
1998-05-26 00:00:00+00:00,6.095478057861328,6.431008815765381,6.095478057861328,2.740723133087158,8941,0.0,
1998-05-27 00:00:00+00:00,6.207322120666504,6.207322120666504,6.207322120666504,2.645392894744873,447,0.0,
1998-05-28 00:00:00+00:00,6.431008815765381,6.431008815765381,6.431008815765381,2.740723133087158,6259,0.0,
1998-05-29 00:00:00+00:00,6.431008815765381,6.431008815765381,6.263243198394775,2.740723133087158,6259,0.0,
1998-06-01 00:00:00+00:00,6.263243198394775,6.431008815765381,6.263243198394775,2.740723133087158,2235,0.0,
1998-06-02 00:00:00+00:00,6.03955602645874,6.431008815765381,6.03955602645874,2.740723133087158,10282,0.0,
1998-06-03 00:00:00+00:00,6.375086784362793,6.431008815765381,6.375086784362793,2.740723133087158,2235,0.0,
1998-06-04 00:00:00+00:00,6.431008815765381,6.431008815765381,6.03955602645874,2.5738959312438965,2682,0.0,
1998-06-05 00:00:00+00:00,6.03955602645874,6.03955602645874,6.03955602645874,2.5738959312438965,0,0.0,
1998-06-08 00:00:00+00:00,6.03955602645874,6.03955602645874,6.03955602645874,2.5738959312438965,1788,0.0,
1998-06-09 00:00:00+00:00,6.207322120666504,6.207322120666504,6.207322120666504,2.645392894744873,3129,0.0,
1998-06-10 00:00:00+00:00,6.207322120666504,6.263243198394775,6.207322120666504,2.6692256927490234,5812,0.0,
1998-06-11 00:00:00+00:00,6.03955602645874,6.207322120666504,6.03955602645874,2.645392894744873,5812,0.0,
1998-06-12 00:00:00+00:00,6.095478057861328,6.207322120666504,6.095478057861328,2.645392894744873,5812,0.0,
1998-06-15 00:00:00+00:00,6.151400089263916,6.151400089263916,6.03955602645874,2.5738959312438965,5812,0.0,
1998-06-16 00:00:00+00:00,6.03955602645874,6.03955602645874,6.03955602645874,2.5738959312438965,0,0.0,
1998-06-17 00:00:00+00:00,5.815868854522705,5.927712917327881,5.815868854522705,2.526232481002808,11176,0.0,
1998-06-18 00:00:00+00:00,5.815868854522705,5.871790885925293,5.815868854522705,2.490482807159424,6706,0.0,
1998-06-19 00:00:00+00:00,5.843830108642578,5.843830108642578,5.843830108642578,2.490482807159424,0,0.0,
1998-06-22 00:00:00+00:00,5.871790885925293,5.871790885925293,5.759946823120117,2.454733371734619,4471,0.0,
