date,BWXT_Open,BWXT_High,BWXT_Low,BWXT_Close,BWXT_Volume,BWXT_Dividends,BWXT_Stock Splits
2010-08-02 00:00:00+00:00,16.45207405090332,17.253219604492188,16.09442138671875,14.381133079528809,3474449,0.0,
2010-08-03 00:00:00+00:00,16.50929832458496,16.945636749267578,15.74392032623291,13.89658260345459,4033370,0.0,
2010-08-04 00:00:00+00:00,16.108726501464844,17.153076171875,15.37911319732666,14.604766845703123,6798754,0.0,
2010-08-05 00:00:00+00:00,16.795421600341797,17.99713897705078,16.380544662475586,15.331592559814451,2564491,0.0,
2010-08-06 00:00:00+00:00,17.582260131835938,17.582260131835938,16.84549331665039,14.977498054504396,1581557,0.0,
2010-08-09 00:00:00+00:00,16.838340759277344,17.203147888183594,16.494993209838867,14.76007080078125,2258609,0.0,
2010-08-10 00:00:00+00:00,16.48068618774414,16.917024612426758,15.915594100952148,14.573707580566406,2231208,0.0,
2010-08-11 00:00:00+00:00,16.39484977722168,17.138769149780273,16.037195205688477,14.256887435913086,2492634,0.0,
2010-08-12 00:00:00+00:00,16.12303352355957,16.344778060913086,15.522174835205078,13.909008026123049,2594408,0.0,
2010-08-13 00:00:00+00:00,16.015737533569336,16.044349670410156,15.629470825195312,13.685369491577148,1715346,0.0,
2010-08-16 00:00:00+00:00,15.751072883605955,15.886981010437012,15.650930404663086,13.753703117370604,567169,0.0,
2010-08-17 00:00:00+00:00,15.915594100952148,16.4234619140625,15.736766815185549,14.045677185058594,197398,0.0,
2010-08-18 00:00:00+00:00,16.05865478515625,16.623748779296875,15.886981010437012,14.312795639038086,1415894,0.0,
2010-08-19 00:00:00+00:00,16.230329513549805,17.03147315979004,16.187410354614258,14.604766845703123,1236950,0.0,
2010-08-20 00:00:00+00:00,16.87410545349121,16.988555908203125,16.48784065246582,14.573707580566406,555286,0.0,
2010-08-23 00:00:00+00:00,16.773963928222656,16.831186294555664,16.630901336669922,14.58613109588623,827756,0.0,
2010-08-24 00:00:00+00:00,16.4234619140625,17.63233184814453,16.323318481445312,14.381133079528809,2776708,0.0,
2010-08-25 00:00:00+00:00,16.380544662475586,16.50929832458496,16.266094207763672,14.294157028198242,1693957,0.0,
2010-08-26 00:00:00+00:00,16.466381072998047,16.60944175720215,16.072961807250977,14.051884651184082,924078,0.0,
2010-08-27 00:00:00+00:00,16.11587905883789,16.909870147705078,15.808298110961914,14.542647361755373,914711,0.0,
2010-08-30 00:00:00+00:00,16.566524505615234,16.78826904296875,16.402002334594727,14.443254470825195,484826,0.0,
2010-08-31 00:00:00+00:00,16.57367706298828,16.838340759277344,15.886981010437012,13.915217399597168,3653673,0.0,
2010-09-01 00:00:00+00:00,16.258941650390625,16.380544662475586,16.165950775146484,14.176127433776855,904226,0.0,
2010-09-02 00:00:00+00:00,16.266094207763672,16.45207405090332,16.05865478515625,14.101584434509276,332165,0.0,
2010-09-03 00:00:00+00:00,16.072961807250977,16.444921493530273,15.979970932006836,13.964916229248049,412270,0.0,
2010-09-07 00:00:00+00:00,15.951358795166016,16.037195205688477,15.808298110961914,13.853099822998049,505097,0.0,
2010-09-08 00:00:00+00:00,15.944206237792969,16.015737533569336,15.486409187316896,13.691582679748535,576815,0.0,
2010-09-09 00:00:00+00:00,15.751072883605955,15.951358795166016,15.751072883605955,13.815824508666992,239058,0.0,
2010-09-10 00:00:00+00:00,15.865522384643556,15.872674942016602,15.600857734680176,13.66673183441162,550113,0.0,
2010-09-13 00:00:00+00:00,15.836910247802734,15.901288032531738,15.622318267822266,13.679156303405762,817830,0.0,
2010-09-14 00:00:00+00:00,15.751072883605955,15.786837577819824,15.69384765625,13.6294584274292,487343,0.0,
2010-09-15 00:00:00+00:00,15.629470825195312,15.879828453063965,15.629470825195312,13.710216522216797,491117,0.0,
