date,RING_Open,RING_High,RING_Low,RING_Close,RING_Volume,RING_Dividends,RING_Stock Splits
2012-02-02 00:00:00+00:00,51.29999923706055,51.29999923706055,50.959999084472656,43.57600402832031,200,0.0,
2012-02-03 00:00:00+00:00,50.43999862670898,50.43999862670898,50.20000076293945,42.9261360168457,550,0.0,
2012-02-06 00:00:00+00:00,50.0,50.400001525878906,49.97999954223633,42.73800277709961,700,0.0,
2012-02-07 00:00:00+00:00,50.59999847412109,50.7599983215332,50.380001068115234,43.08005142211914,500,0.0,
2012-02-08 00:00:00+00:00,50.2400016784668,50.2400016784668,49.900001525878906,42.66960906982422,1200,0.0,
2012-02-09 00:00:00+00:00,50.36000061035156,50.43999862670898,49.97999954223633,42.73800277709961,1100,0.0,
2012-02-10 00:00:00+00:00,49.70000076293945,49.70000076293945,49.060001373291016,42.29336166381836,1400,0.0,
2012-02-13 00:00:00+00:00,49.34000015258789,49.540000915527344,49.29999923706055,42.15653991699219,1900,0.0,
2012-02-14 00:00:00+00:00,49.52000045776367,49.52000045776367,48.36000061035156,41.38695526123047,600,0.0,
2012-02-15 00:00:00+00:00,49.15999984741211,49.15999984741211,49.0,41.90000534057617,850,0.0,
2012-02-16 00:00:00+00:00,49.63999938964844,49.86000061035156,49.540000915527344,42.36176300048828,850,0.0,
2012-02-17 00:00:00+00:00,49.459999084472656,49.58000183105469,49.0,41.90000534057617,2150,0.0,
2012-02-21 00:00:00+00:00,49.380001068115234,50.27999877929688,49.380001068115234,42.99454879760742,250,0.0,
2012-02-22 00:00:00+00:00,50.459999084472656,50.59999847412109,50.459999084472656,43.26817321777344,250,0.0,
2012-02-23 00:00:00+00:00,52.5,52.5,51.59999847412109,44.39690780639648,1650,0.0,
2012-02-24 00:00:00+00:00,51.43999862670898,51.52000045776367,50.79999923706055,43.61021423339844,1750,0.0,
2012-02-27 00:00:00+00:00,50.97999954223633,50.97999954223633,50.560001373291016,43.23396682739258,750,0.0,
2012-02-28 00:00:00+00:00,51.7599983215332,51.7599983215332,50.7400016784668,43.74702835083008,447050,0.0,
2012-02-29 00:00:00+00:00,51.77999877929688,51.77999877929688,49.18000030517578,42.05393600463867,5000,0.0,
2012-03-01 00:00:00+00:00,50.08000183105469,50.220001220703125,49.86000061035156,42.635398864746094,5500,0.0,
2012-03-02 00:00:00+00:00,50.560001373291016,50.560001373291016,48.900001525878906,42.1052360534668,900,0.0,
2012-03-05 00:00:00+00:00,49.400001525878906,49.400001525878906,48.0,41.04490661621094,700,0.0,
2012-03-06 00:00:00+00:00,46.13999938964844,46.70000076293945,46.08000183105469,39.71094512939453,1150,0.0,
2012-03-07 00:00:00+00:00,47.41999816894531,47.41999816894531,46.2400016784668,40.07009506225586,1350,0.0,
2012-03-08 00:00:00+00:00,48.2599983215332,48.2599983215332,47.29999923706055,40.771278381347656,1300,0.0,
