date,VTI_Open,VTI_High,VTI_Low,VTI_Close,VTI_Volume,VTI_Dividends,VTI_Stock Splits
2001-06-15 00:00:00+00:00,55.42499923706055,56.005001068115234,55.17499923706055,36.69768524169922,1067400,0.0,
2001-06-18 00:00:00+00:00,55.81499862670898,55.915000915527344,55.310001373291016,36.46363830566406,282600,0.0,
2001-06-19 00:00:00+00:00,56.150001525878906,56.165000915527344,55.23500061035156,36.56583404541016,1777600,0.0,
2001-06-20 00:00:00+00:00,55.375,56.07500076293945,55.375,36.95149612426758,476000,0.0,
2001-06-21 00:00:00+00:00,56.0,56.72499847412109,55.875,37.248165130615234,240400,0.0,
2001-06-22 00:00:00+00:00,56.45000076293945,56.45000076293945,55.875,37.01084518432617,180600,0.0,
2001-06-25 00:00:00+00:00,56.09999847412109,56.18999862670898,55.38999938964844,36.77291488647461,30400,0.14,
2001-06-26 00:00:00+00:00,55.04999923706055,55.775001525878906,55.02999877929688,36.67706298828125,146600,0.0,
2001-06-27 00:00:00+00:00,55.59999847412109,55.84000015258789,55.23500061035156,36.68037796020508,114000,0.0,
2001-06-28 00:00:00+00:00,55.900001525878906,56.68999862670898,55.900001525878906,37.12977600097656,357400,0.0,
2001-06-29 00:00:00+00:00,56.025001525878906,56.810001373291016,55.95500183105469,37.34130859375,215000,0.0,
2001-07-02 00:00:00+00:00,56.29999923706055,56.970001220703125,56.29999923706055,37.44040298461914,290000,0.0,
2001-07-03 00:00:00+00:00,56.57500076293945,56.67499923706055,56.415000915527344,37.420597076416016,56800,0.0,
2001-07-05 00:00:00+00:00,56.44499969482422,56.470001220703125,55.97499847412109,36.99430847167969,627600,0.0,
2001-07-06 00:00:00+00:00,55.5,55.540000915527344,54.5,36.019466400146484,777000,0.0,
2001-07-09 00:00:00+00:00,54.71500015258789,55.09999847412109,54.650001525878906,36.250789642333984,850000,0.0,
2001-07-10 00:00:00+00:00,55.130001068115234,55.15499877929688,54.125,35.77162170410156,218000,0.0,
2001-07-11 00:00:00+00:00,54.22499847412109,54.2599983215332,53.630001068115234,35.81791687011719,47200,0.0,
