date,PCG-PB_Open,PCG-PB_High,PCG-PB_Low,PCG-PB_Close,PCG-PB_Volume,PCG-PB_Dividends,PCG-PB_Stock Splits
2000-01-03 00:00:00+00:00,17.0,17.125,17.0,5.721785068511963,300.0,0.0,
2000-01-04 00:00:00+00:00,17.5,17.5,16.875,5.680021286010742,3900.0,0.0,
2000-01-05 00:00:00+00:00,16.875,17.5,16.875,5.6382551193237305,0.0,0.0,
2000-01-06 00:00:00+00:00,17.0,17.0,17.0,5.680021286010742,1000.0,0.0,
2000-01-07 00:00:00+00:00,17.0,17.0,16.75,5.596492767333984,400.0,0.0,
2000-01-10 00:00:00+00:00,17.0,17.25,17.0,5.763549327850342,1500.0,0.0,
2000-01-11 00:00:00+00:00,17.25,17.5,17.125,5.847081661224365,1700.0,0.0,
2000-01-12 00:00:00+00:00,17.875,17.875,17.5,5.847081661224365,2900.0,0.0,
2000-01-13 00:00:00+00:00,17.25,17.5,17.25,5.763549327850342,300.0,0.0,
2000-01-14 00:00:00+00:00,16.875,17.75,16.875,5.6382551193237305,0.0,0.0,
2000-01-18 00:00:00+00:00,17.375,17.375,17.375,5.805315017700195,400.0,0.0,
2000-01-19 00:00:00+00:00,17.0,17.0,17.0,5.680021286010742,1000.0,0.0,
2000-01-20 00:00:00+00:00,17.0,17.0,16.75,5.596492767333984,400.0,0.0,
2000-01-21 00:00:00+00:00,16.75,17.0,16.75,5.799032211303711,3700.0,0.34375,
2000-01-24 00:00:00+00:00,16.75,16.75,16.75,5.713752269744873,200.0,0.0,
2000-01-25 00:00:00+00:00,17.125,17.125,17.125,5.841670036315918,1000.0,0.0,
2000-01-26 00:00:00+00:00,16.75,16.875,16.625,5.671111583709717,6700.0,0.0,
2000-01-27 00:00:00+00:00,17.0,17.375,17.0,5.926950454711914,4100.0,0.0,
2000-01-28 00:00:00+00:00,16.875,17.625,16.875,5.75639009475708,0.0,0.0,
2000-01-31 00:00:00+00:00,17.5,17.5,17.0,5.799032211303711,1100.0,0.0,
2000-02-01 00:00:00+00:00,17.375,17.375,17.375,5.926950454711914,18300.0,0.0,
2000-02-02 00:00:00+00:00,17.0,17.375,17.0,5.926950454711914,4500.0,0.0,
2000-02-03 00:00:00+00:00,16.875,17.5,16.875,5.75639009475708,0.0,0.0,
2000-02-04 00:00:00+00:00,17.0,17.375,17.0,5.926950454711914,600.0,0.0,
2000-02-07 00:00:00+00:00,16.875,17.875,16.875,5.75639009475708,0.0,0.0,
2000-02-08 00:00:00+00:00,17.625,17.625,17.625,6.012229442596436,500.0,0.0,
2000-02-09 00:00:00+00:00,17.25,17.25,17.25,5.884309768676758,400.0,0.0,
2000-02-10 00:00:00+00:00,16.875,17.75,16.875,5.75639009475708,0.0,0.0,
2000-02-11 00:00:00+00:00,16.875,17.75,16.875,5.75639009475708,0.0,0.0,
2000-02-14 00:00:00+00:00,17.125,17.5,17.125,5.96959114074707,1900.0,0.0,
2000-02-15 00:00:00+00:00,17.0,17.875,17.0,5.799032211303711,0.0,0.0,
2000-02-16 00:00:00+00:00,17.625,17.625,17.375,6.012229442596436,600.0,0.0,
2000-02-17 00:00:00+00:00,17.25,17.25,17.25,5.884309768676758,1000.0,0.0,
2000-02-18 00:00:00+00:00,17.125,17.125,17.0,5.799032211303711,400.0,0.0,
2000-02-22 00:00:00+00:00,17.0,17.375,17.0,5.926950454711914,900.0,0.0,
2000-02-23 00:00:00+00:00,17.625,17.625,17.625,6.012229442596436,800.0,0.0,
2000-02-24 00:00:00+00:00,17.25,17.25,17.25,5.884309768676758,1400.0,0.0,
2000-02-25 00:00:00+00:00,17.125,17.625,17.125,5.841670036315918,0.0,0.0,
2000-02-28 00:00:00+00:00,17.25,17.25,17.0,5.799032211303711,900.0,0.0,
2000-02-29 00:00:00+00:00,16.75,17.0,16.75,5.799032211303711,600.0,0.0,
2000-03-01 00:00:00+00:00,16.625,17.5,16.625,5.671111583709717,0.0,0.0,
2000-03-02 00:00:00+00:00,17.25,17.25,17.25,5.884309768676758,500.0,0.0,
2000-03-03 00:00:00+00:00,16.75,17.375,16.75,5.713752269744873,0.0,0.0,
2000-03-06 00:00:00+00:00,17.25,17.25,17.25,5.884309768676758,700.0,0.0,
2000-03-07 00:00:00+00:00,16.875,16.875,16.625,5.671111583709717,1900.0,0.0,
2000-03-08 00:00:00+00:00,16.5,16.5,16.125,5.628471374511719,2600.0,0.0,
2000-03-09 00:00:00+00:00,16.25,16.25,16.25,5.543191432952881,300.0,0.0,
2000-03-10 00:00:00+00:00,16.625,16.875,16.625,5.75639009475708,4800.0,0.0,
2000-03-13 00:00:00+00:00,17.125,17.125,16.25,5.543191432952881,2100.0,0.0,
2000-03-14 00:00:00+00:00,16.625,17.0,16.625,5.671111583709717,1600.0,0.0,
2000-03-15 00:00:00+00:00,16.375,17.125,16.375,5.58583402633667,0.0,0.0,
2000-03-16 00:00:00+00:00,16.375,16.375,16.375,5.58583402633667,500.0,0.0,
2000-03-17 00:00:00+00:00,16.375,17.25,16.375,5.884309768676758,2300.0,0.0,
2000-03-20 00:00:00+00:00,17.0,17.625,17.0,5.926950454711914,800.0,0.0,
2000-03-21 00:00:00+00:00,17.125,17.5,17.125,5.96959114074707,700.0,0.0,
2000-03-22 00:00:00+00:00,17.0,18.0,17.0,5.799032211303711,0.0,0.0,
2000-03-23 00:00:00+00:00,17.25,17.25,17.125,5.841670036315918,1200.0,0.0,
2000-03-24 00:00:00+00:00,17.125,17.625,17.125,5.841670036315918,0.0,0.0,
2000-03-27 00:00:00+00:00,17.375,17.375,17.375,5.926950454711914,100.0,0.0,
2000-03-28 00:00:00+00:00,17.125,17.25,16.75,5.884309768676758,1600.0,0.0,
2000-03-29 00:00:00+00:00,17.0,17.5,17.0,5.96959114074707,900.0,0.0,
2000-03-30 00:00:00+00:00,17.0,18.0,17.0,5.799032211303711,0.0,0.0,
2000-03-31 00:00:00+00:00,17.125,17.5,17.0,5.96959114074707,1800.0,0.0,
2000-04-03 00:00:00+00:00,17.0,18.0,17.0,5.799032211303711,0.0,0.0,
2000-04-04 00:00:00+00:00,17.0,18.0,17.0,5.799032211303711,0.0,0.0,
2000-04-05 00:00:00+00:00,17.125,17.125,17.125,5.841670036315918,500.0,0.0,
2000-04-06 00:00:00+00:00,17.375,17.375,17.375,5.926950454711914,100.0,0.0,
2000-04-07 00:00:00+00:00,16.875,17.875,16.875,5.75639009475708,0.0,0.0,
2000-04-10 00:00:00+00:00,16.875,17.875,16.875,5.75639009475708,0.0,0.0,
2000-04-11 00:00:00+00:00,17.125,17.875,17.125,6.097509860992432,1000.0,0.0,
2000-04-12 00:00:00+00:00,17.0,18.0,17.0,5.912738800048828,0.0,0.34375,
2000-04-13 00:00:00+00:00,17.875,17.9375,17.875,6.238809108734131,500.0,0.0,
2000-04-14 00:00:00+00:00,17.9375,18.0,17.9375,6.260543823242188,500.0,0.0,
