date,LFUS_Open,LFUS_High,LFUS_Low,LFUS_Close,LFUS_Volume,LFUS_Dividends,LFUS_Stock Splits
1992-09-22 00:00:00+00:00,6.75,6.75,6.375,5.645581245422363,273200,0.0,
1992-09-23 00:00:00+00:00,6.625,6.625,6.5,5.754151821136475,68800,0.0,
1992-09-24 00:00:00+00:00,6.625,6.625,6.375,5.645581245422363,87600,0.0,
1992-09-25 00:00:00+00:00,6.5,6.5,6.1875,5.428445339202881,87400,0.0,
1992-09-28 00:00:00+00:00,6.375,6.375,5.875,5.428445339202881,113800,0.0,
1992-09-29 00:00:00+00:00,5.875,6.125,5.875,5.319875240325928,34400,0.0,
1992-09-30 00:00:00+00:00,5.875,6.125,5.75,4.994167804718018,137600,0.0,
1992-10-01 00:00:00+00:00,6.0,6.125,5.75,5.211307048797607,233400,0.0,
1992-10-02 00:00:00+00:00,6.25,6.25,6.0,5.374161243438721,238600,0.0,
1992-10-05 00:00:00+00:00,6.0,6.125,5.875,5.319875240325928,176600,0.0,
1992-10-06 00:00:00+00:00,6.0625,6.25,6.0,5.319875240325928,328200,0.0,
1992-10-07 00:00:00+00:00,6.0,6.25,6.0,5.319875240325928,212400,0.0,
1992-10-08 00:00:00+00:00,6.125,6.5,6.0,5.482727527618408,274400,0.0,
1992-10-09 00:00:00+00:00,6.5,6.75,6.5,5.862721920013428,383400,0.0,
1992-10-12 00:00:00+00:00,6.75,6.75,6.5625,5.80843448638916,169200,0.0,
1992-10-13 00:00:00+00:00,6.75,6.875,6.5,5.971288681030273,324200,0.0,
1992-10-14 00:00:00+00:00,6.875,7.25,6.875,6.134140491485596,281200,0.0,
1992-10-15 00:00:00+00:00,7.25,7.5,7.0625,6.514132499694824,428000,0.0,
1992-10-16 00:00:00+00:00,7.5,7.5,7.125,6.514132499694824,116800,0.0,
1992-10-19 00:00:00+00:00,7.5,7.5,7.25,6.514132499694824,43000,0.0,
1992-10-20 00:00:00+00:00,7.25,7.5,7.25,6.514132499694824,10400,0.0,
1992-10-21 00:00:00+00:00,7.5,7.5,7.125,6.188425540924072,27400,0.0,
1992-10-22 00:00:00+00:00,7.125,7.25,7.125,6.296996593475342,190600,0.0,
1992-10-23 00:00:00+00:00,7.25,7.25,7.125,6.296996593475342,11200,0.0,
1992-10-26 00:00:00+00:00,7.25,7.25,7.0,6.296996593475342,30800,0.0,
1992-10-27 00:00:00+00:00,7.25,7.25,7.0,6.296996593475342,10600,0.0,
1992-10-28 00:00:00+00:00,7.25,7.5,7.25,6.514132499694824,31600,0.0,
1992-10-29 00:00:00+00:00,7.5,7.75,7.375,6.731271743774414,160400,0.0,
1992-10-30 00:00:00+00:00,7.75,7.75,7.5,6.514132499694824,38000,0.0,
1992-11-02 00:00:00+00:00,7.625,7.75,7.625,6.731271743774414,32400,0.0,
1992-11-03 00:00:00+00:00,7.625,7.75,7.5,6.731271743774414,42600,0.0,
1992-11-04 00:00:00+00:00,7.5,7.75,7.5,6.731271743774414,234600,0.0,
1992-11-05 00:00:00+00:00,7.5,7.75,7.5,6.731271743774414,11600,0.0,
1992-11-06 00:00:00+00:00,7.75,7.875,7.5,6.731271743774414,101600,0.0,
1992-11-09 00:00:00+00:00,7.875,7.875,7.625,6.839840412139893,54400,0.0,
1992-11-10 00:00:00+00:00,7.875,7.875,7.625,6.622702121734619,21000,0.0,
1992-11-11 00:00:00+00:00,7.875,7.875,7.625,6.676986217498779,71600,0.0,
1992-11-12 00:00:00+00:00,7.625,7.875,7.625,6.622702121734619,21200,0.0,
1992-11-13 00:00:00+00:00,7.75,7.875,7.625,6.839840412139893,13800,0.0,
1992-11-16 00:00:00+00:00,7.6875,7.75,7.5,6.514132499694824,131200,0.0,
1992-11-17 00:00:00+00:00,7.5625,7.75,7.5,6.514132499694824,96200,0.0,
