date,PSCH_Open,PSCH_High,PSCH_Low,PSCH_Close,PSCH_Volume,PSCH_Dividends,PSCH_Stock Splits
2010-04-07 00:00:00+00:00,8.386667251586914,8.386667251586914,8.356666564941406,8.109405517578125,9300,0.0,
2010-04-08 00:00:00+00:00,8.34000015258789,8.346667289733887,8.283332824707031,8.083526611328125,3300,0.0,
2010-04-09 00:00:00+00:00,8.316666603088379,8.316666603088379,8.30666732788086,8.060885429382324,2400,0.0,
2010-04-12 00:00:00+00:00,8.346667289733887,8.346667289733887,8.346667289733887,8.099699974060059,3000,0.0,
2010-04-13 00:00:00+00:00,8.333333015441895,8.333333015441895,8.333333015441895,8.086760520935059,600,0.0,
2010-04-14 00:00:00+00:00,8.333333015441895,8.333333015441895,8.333333015441895,8.086760520935059,0,0.0,
2010-04-15 00:00:00+00:00,8.510000228881836,8.529999732971191,8.510000228881836,8.277606964111328,4200,0.0,
2010-04-16 00:00:00+00:00,8.569999694824219,8.569999694824219,8.5,8.24849796295166,4800,0.0,
2010-04-19 00:00:00+00:00,8.5600004196167,8.5600004196167,8.516667366027832,8.280840873718262,3900,0.0,
2010-04-20 00:00:00+00:00,8.569999694824219,8.606666564941406,8.529999732971191,8.352005958557129,12600,0.0,
2010-04-21 00:00:00+00:00,8.630000114440918,8.630000114440918,8.55666732788086,8.303487777709961,4500,0.0,
2010-04-22 00:00:00+00:00,10.279999732971191,10.279999732971191,8.426667213439941,8.271139144897461,21300,0.0,
2010-04-23 00:00:00+00:00,8.533332824707031,8.576666831970215,8.533332824707031,8.322895050048828,2400,0.0,
2010-04-26 00:00:00+00:00,8.583333015441895,8.58666706085205,8.536666870117188,8.284080505371094,3900,0.0,
2010-04-27 00:00:00+00:00,8.446666717529297,8.516667366027832,8.403332710266113,8.154688835144043,94800,0.0,
2010-04-28 00:00:00+00:00,8.40666675567627,8.463333129882812,8.403332710266113,8.18703842163086,1327800,0.0,
2010-04-29 00:00:00+00:00,8.466667175292969,8.66333293914795,8.466667175292969,8.40699577331543,1333200,0.0,
2010-04-30 00:00:00+00:00,8.65999984741211,8.65999984741211,8.4399995803833,8.190271377563477,21000,0.0,
