date,NATH_Open,NATH_High,NATH_Low,NATH_Close,NATH_Volume,NATH_Dividends,NATH_Stock Splits
1993-02-26 00:00:00+00:00,9.0,11.0,9.0,5.570497989654541,797100,0.0,
1993-03-01 00:00:00+00:00,11.25,12.0,10.5,5.6376118659973145,378200,0.0,
1993-03-02 00:00:00+00:00,11.25,11.25,10.25,5.771841526031494,84400,0.0,
1993-03-03 00:00:00+00:00,10.875,10.875,10.25,5.570497989654541,18200,0.0,
1993-03-04 00:00:00+00:00,10.875,11.0,10.375,5.771841526031494,122300,0.0,
1993-03-05 00:00:00+00:00,11.0,11.0,10.5,5.6376118659973145,95000,0.0,
1993-03-08 00:00:00+00:00,11.0,11.0,10.5,5.6376118659973145,54600,0.0,
1993-03-09 00:00:00+00:00,10.5,11.0,10.0,5.369154453277588,86100,0.0,
1993-03-10 00:00:00+00:00,10.0,10.75,10.0,5.369154453277588,29300,0.0,
1993-03-11 00:00:00+00:00,10.5,10.5,10.0,5.6376118659973145,14400,0.0,
1993-03-12 00:00:00+00:00,10.0,10.5,10.0,5.436267852783203,10500,0.0,
1993-03-15 00:00:00+00:00,10.5,10.5,10.0,5.369154453277588,14500,0.0,
1993-03-16 00:00:00+00:00,10.5,10.5,10.0,5.436267852783203,38900,0.0,
1993-03-17 00:00:00+00:00,10.5,10.5,10.0,5.369154453277588,75500,0.0,
1993-03-18 00:00:00+00:00,10.5,10.5,10.0,5.503382682800293,26400,0.0,
1993-03-19 00:00:00+00:00,10.125,10.5,10.0,5.503382682800293,46200,0.0,
1993-03-22 00:00:00+00:00,10.5,10.75,10.0,5.503382682800293,23200,0.0,
1993-03-23 00:00:00+00:00,10.25,10.75,10.25,5.570497989654541,30200,0.0,
1993-03-24 00:00:00+00:00,10.75,10.75,10.25,5.503382682800293,49400,0.0,
1993-03-25 00:00:00+00:00,10.25,10.75,10.25,5.503382682800293,52200,0.0,
1993-03-26 00:00:00+00:00,10.25,10.5,10.0,5.503382682800293,9100,0.0,
1993-03-29 00:00:00+00:00,10.5,10.5,10.0,5.369154453277588,15800,0.0,
1993-03-30 00:00:00+00:00,10.5,10.5,10.0,5.6376118659973145,9600,0.0,
1993-03-31 00:00:00+00:00,10.5,10.5,10.0,5.369154453277588,11000,0.0,
1993-04-01 00:00:00+00:00,10.5,10.5,10.0,5.503382682800293,18300,0.0,
1993-04-02 00:00:00+00:00,10.125,10.5,9.75,5.503382682800293,26300,0.0,
1993-04-05 00:00:00+00:00,9.75,10.5,9.75,5.503382682800293,1100,0.0,
1993-04-06 00:00:00+00:00,9.75,10.25,9.5,5.16780948638916,28000,0.0,
1993-04-07 00:00:00+00:00,9.625,9.75,9.25,5.033582210540772,39800,0.0,
1993-04-08 00:00:00+00:00,9.25,9.75,9.0,4.832238674163818,36600,0.0,
1993-04-12 00:00:00+00:00,9.75,9.75,9.0,5.100696563720703,28800,0.0,
1993-04-13 00:00:00+00:00,9.5,9.5,9.0,5.100696563720703,5800,0.0,
1993-04-14 00:00:00+00:00,9.0,9.5,9.0,4.832238674163818,9900,0.0,
1993-04-15 00:00:00+00:00,9.5,9.5,9.0,4.899352550506592,25200,0.0,
1993-04-16 00:00:00+00:00,9.0,9.5,9.0,4.832238674163818,18300,0.0,
1993-04-19 00:00:00+00:00,9.0,9.5,9.0,5.100696563720703,15700,0.0,
1993-04-20 00:00:00+00:00,9.5,9.5,9.0,5.033582210540772,30400,0.0,
1993-04-21 00:00:00+00:00,9.0,9.5,9.0,4.832238674163818,5500,0.0,
1993-04-22 00:00:00+00:00,9.5,9.5,9.0,4.899352550506592,20100,0.0,
1993-04-23 00:00:00+00:00,9.0,9.5,9.0,4.899352550506592,12800,0.0,
1993-04-26 00:00:00+00:00,9.0,9.5,9.0,4.832238674163818,6300,0.0,
1993-04-27 00:00:00+00:00,9.0,9.5,9.0,5.033582210540772,27500,0.0,
1993-04-28 00:00:00+00:00,9.5,9.5,9.0,5.100696563720703,3300,0.0,
1993-04-29 00:00:00+00:00,9.0,9.5,9.0,4.966466903686523,4300,0.0,
1993-04-30 00:00:00+00:00,9.0,9.5,9.0,5.100696563720703,1800,0.0,
1993-05-03 00:00:00+00:00,9.0,9.0,9.0,4.832238674163818,2300,0.0,
1993-05-04 00:00:00+00:00,9.0,9.5,9.0,4.832238674163818,3700,0.0,
1993-05-05 00:00:00+00:00,9.5,9.5,9.0,4.899352550506592,8500,0.0,
1993-05-06 00:00:00+00:00,9.5,10.0,9.0,5.369154453277588,67300,0.0,
1993-05-07 00:00:00+00:00,10.0,10.0,9.5,5.369154453277588,12800,0.0,
1993-05-10 00:00:00+00:00,10.0,10.25,9.5,5.503382682800293,53500,0.0,
1993-05-11 00:00:00+00:00,10.25,10.25,9.75,5.503382682800293,33100,0.0,
1993-05-12 00:00:00+00:00,10.25,10.25,9.75,5.503382682800293,64800,0.0,
1993-05-13 00:00:00+00:00,10.25,10.25,9.875,5.30203914642334,9200,0.0,
1993-05-14 00:00:00+00:00,10.25,10.25,9.75,5.369154453277588,5600,0.0,
1993-05-17 00:00:00+00:00,10.25,10.25,9.75,5.234924793243408,9500,0.0,
1993-05-18 00:00:00+00:00,9.75,10.25,9.75,5.234924793243408,5000,0.0,
1993-05-19 00:00:00+00:00,10.25,10.25,9.75,5.234924793243408,4900,0.0,
1993-05-20 00:00:00+00:00,10.25,10.25,9.75,5.234924793243408,10400,0.0,
1993-05-21 00:00:00+00:00,10.25,10.25,9.75,5.234924793243408,8400,0.0,
1993-05-24 00:00:00+00:00,10.25,10.25,9.75,5.30203914642334,7700,0.0,
1993-05-25 00:00:00+00:00,9.75,10.25,9.75,5.30203914642334,3700,0.0,
1993-05-26 00:00:00+00:00,9.75,10.0,9.25,4.966466903686523,29900,0.0,
1993-05-27 00:00:00+00:00,9.5,9.5,9.25,4.966466903686523,14000,0.0,
1993-05-28 00:00:00+00:00,9.25,9.375,9.25,5.033582210540772,10500,0.0,
1993-06-01 00:00:00+00:00,9.25,9.75,9.25,4.966466903686523,42800,0.0,
1993-06-02 00:00:00+00:00,9.25,9.75,9.25,4.966466903686523,3700,0.0,
1993-06-03 00:00:00+00:00,9.25,9.75,9.25,4.966466903686523,13800,0.0,
1993-06-04 00:00:00+00:00,9.0,9.5,9.0,4.832238674163818,14200,0.0,
1993-06-07 00:00:00+00:00,9.0,9.5,9.0,4.832238674163818,9500,0.0,
1993-06-08 00:00:00+00:00,9.5,9.5,9.0,4.832238674163818,34800,0.0,
1993-06-09 00:00:00+00:00,9.0,9.5,9.0,4.966466903686523,12000,0.0,
1993-06-10 00:00:00+00:00,9.5,9.5,9.125,5.100696563720703,1400,0.0,
1993-06-11 00:00:00+00:00,9.5,9.5,9.0,4.832238674163818,18800,0.0,
1993-06-14 00:00:00+00:00,9.5,9.5,9.0,4.966466903686523,3900,0.0,
1993-06-15 00:00:00+00:00,9.0,9.0,9.0,4.832238674163818,23200,0.0,
1993-06-16 00:00:00+00:00,9.5,9.5,9.0,4.899352550506592,19300,0.0,
1993-06-17 00:00:00+00:00,9.0,9.5,9.0,5.100696563720703,10600,0.0,
1993-06-18 00:00:00+00:00,9.0,9.5,9.0,5.100696563720703,4200,0.0,
1993-06-21 00:00:00+00:00,9.5,9.5,9.0,4.832238674163818,16100,0.0,
1993-06-22 00:00:00+00:00,9.0,9.125,9.0,4.899352550506592,13800,0.0,
1993-06-23 00:00:00+00:00,9.0,9.375,9.0,4.832238674163818,9200,0.0,
1993-06-24 00:00:00+00:00,9.0,9.25,9.0,4.899352550506592,9100,0.0,
1993-06-25 00:00:00+00:00,9.25,9.25,9.0,4.899352550506592,5700,0.0,
1993-06-28 00:00:00+00:00,9.0,9.25,9.0,4.966466903686523,3600,0.0,
1993-06-29 00:00:00+00:00,9.0,9.25,9.0,4.899352550506592,29400,0.0,
1993-06-30 00:00:00+00:00,9.0,9.0,9.0,4.832238674163818,1400,0.0,
1993-07-01 00:00:00+00:00,9.25,9.25,9.0,4.832238674163818,10600,0.0,
1993-07-02 00:00:00+00:00,9.25,9.25,9.0,4.832238674163818,2000,0.0,
1993-07-06 00:00:00+00:00,9.0,9.125,9.0,4.832238674163818,27900,0.0,
1993-07-07 00:00:00+00:00,9.0,9.25,9.0,4.966466903686523,10300,0.0,
1993-07-08 00:00:00+00:00,9.0,9.125,9.0,4.899352550506592,3700,0.0,
1993-07-09 00:00:00+00:00,9.0,9.25,9.0,4.832238674163818,1400,0.0,
1993-07-12 00:00:00+00:00,9.25,9.25,9.0,4.899352550506592,7100,0.0,
1993-07-13 00:00:00+00:00,9.0,9.25,9.0,4.832238674163818,7400,0.0,
1993-07-14 00:00:00+00:00,9.0,9.25,9.0,4.899352550506592,7300,0.0,
1993-07-15 00:00:00+00:00,9.0,9.25,9.0,4.832238674163818,6400,0.0,
1993-07-16 00:00:00+00:00,9.0,9.25,9.0,4.899352550506592,20000,0.0,
1993-07-19 00:00:00+00:00,9.25,9.25,9.0,4.832238674163818,12300,0.0,
1993-07-20 00:00:00+00:00,9.0,9.125,9.0,4.832238674163818,22800,0.0,
1993-07-21 00:00:00+00:00,9.0,9.25,9.0,4.832238674163818,13800,0.0,
1993-07-22 00:00:00+00:00,9.0,9.125,9.0,4.899352550506592,31300,0.0,
1993-07-23 00:00:00+00:00,9.0,9.25,9.0,4.899352550506592,23700,0.0,
1993-07-26 00:00:00+00:00,9.0,9.125,9.0,4.899352550506592,14200,0.0,
1993-07-27 00:00:00+00:00,9.0,9.125,9.0,4.899352550506592,36600,0.0,
1993-07-28 00:00:00+00:00,9.0,9.125,9.0,4.899352550506592,82500,0.0,
1993-07-29 00:00:00+00:00,9.0,9.25,9.0,4.899352550506592,58300,0.0,
1993-07-30 00:00:00+00:00,9.125,10.25,9.125,5.503382682800293,134000,0.0,
1993-08-02 00:00:00+00:00,10.25,10.25,10.0,5.503382682800293,178100,0.0,
1993-08-03 00:00:00+00:00,10.25,10.25,9.75,5.503382682800293,45000,0.0,
1993-08-04 00:00:00+00:00,10.25,10.25,9.625,5.369154453277588,70200,0.0,
1993-08-05 00:00:00+00:00,10.0,10.125,9.625,5.234924793243408,39100,0.0,
1993-08-06 00:00:00+00:00,10.125,10.125,9.75,5.369154453277588,28600,0.0,
1993-08-09 00:00:00+00:00,10.125,10.25,9.75,5.436267852783203,54000,0.0,
1993-08-10 00:00:00+00:00,10.25,10.5,9.75,5.436267852783203,108400,0.0,
1993-08-11 00:00:00+00:00,10.5,10.5,10.25,5.570497989654541,17200,0.0,
1993-08-12 00:00:00+00:00,10.5,10.625,10.0,5.704726219177246,44800,0.0,
1993-08-13 00:00:00+00:00,10.625,10.625,10.0,5.570497989654541,44500,0.0,
1993-08-16 00:00:00+00:00,10.125,10.625,10.125,5.436267852783203,36900,0.0,
1993-08-17 00:00:00+00:00,10.625,10.625,10.125,5.704726219177246,54600,0.0,
1993-08-18 00:00:00+00:00,10.5,10.625,10.25,5.704726219177246,49900,0.0,
1993-08-19 00:00:00+00:00,10.375,10.625,10.375,5.704726219177246,39500,0.0,
1993-08-20 00:00:00+00:00,10.625,10.625,10.5,5.704726219177246,31800,0.0,
1993-08-23 00:00:00+00:00,10.5,10.625,10.5,5.6376118659973145,33500,0.0,
1993-08-24 00:00:00+00:00,10.5,10.625,9.75,5.30203914642334,85800,0.0,
1993-08-25 00:00:00+00:00,10.25,10.375,9.75,5.570497989654541,67000,0.0,
1993-08-26 00:00:00+00:00,10.375,10.375,8.75,5.16780948638916,207500,0.0,
1993-08-27 00:00:00+00:00,10.0,10.125,9.625,5.30203914642334,39200,0.0,
1993-08-30 00:00:00+00:00,9.875,10.25,9.625,5.30203914642334,54800,0.0,
1993-08-31 00:00:00+00:00,9.625,10.0,9.625,5.16780948638916,32000,0.0,
1993-09-01 00:00:00+00:00,10.0,10.25,9.625,5.30203914642334,13200,0.0,
1993-09-02 00:00:00+00:00,10.25,10.25,9.75,5.369154453277588,64900,0.0,
1993-09-03 00:00:00+00:00,9.75,10.125,9.75,5.30203914642334,77300,0.0,
1993-09-07 00:00:00+00:00,9.875,10.25,9.75,5.234924793243408,57700,0.0,
1993-09-08 00:00:00+00:00,9.875,10.25,9.5,5.100696563720703,28300,0.0,
