date,NATH_Open,NATH_High,NATH_Low,NATH_Close,NATH_Volume,NATH_Dividends,NATH_Stock Splits
1993-09-09 00:00:00+00:00,9.5,10.0,9.5,5.100696563720703,7300,0.0,
1993-09-10 00:00:00+00:00,10.0,10.0,9.5,5.30203914642334,2500,0.0,
1993-09-13 00:00:00+00:00,9.875,9.875,9.625,5.16780948638916,6700,0.0,
1993-09-14 00:00:00+00:00,9.875,9.875,9.5,5.234924793243408,8700,0.0,
1993-09-15 00:00:00+00:00,9.5,9.875,9.5,5.16780948638916,34200,0.0,
1993-09-16 00:00:00+00:00,9.75,10.125,9.625,5.369154453277588,57200,0.0,
1993-09-17 00:00:00+00:00,9.75,10.125,9.75,5.436267852783203,8300,0.0,
1993-09-20 00:00:00+00:00,10.125,10.125,9.75,5.234924793243408,4700,0.0,
1993-09-21 00:00:00+00:00,10.125,10.125,9.75,5.234924793243408,8600,0.0,
1993-09-22 00:00:00+00:00,9.75,10.125,9.75,5.369154453277588,44100,0.0,
1993-09-23 00:00:00+00:00,9.875,10.25,9.875,5.369154453277588,77600,0.0,
1993-09-24 00:00:00+00:00,10.125,10.125,9.75,5.30203914642334,65700,0.0,
1993-09-27 00:00:00+00:00,9.875,10.25,9.875,5.369154453277588,9400,0.0,
1993-09-28 00:00:00+00:00,10.25,10.25,9.75,5.30203914642334,39000,0.0,
1993-09-29 00:00:00+00:00,9.875,10.0,9.875,5.369154453277588,51000,0.0,
1993-09-30 00:00:00+00:00,10.0,10.125,9.875,5.436267852783203,41700,0.0,
1993-10-01 00:00:00+00:00,9.875,10.25,9.875,5.503382682800293,15300,0.0,
1993-10-04 00:00:00+00:00,10.375,10.375,9.875,5.436267852783203,1700,0.0,
1993-10-05 00:00:00+00:00,9.875,10.25,9.875,5.436267852783203,15100,0.0,
1993-10-06 00:00:00+00:00,9.875,10.25,9.875,5.30203914642334,18700,0.0,
1993-10-07 00:00:00+00:00,9.875,10.0,9.75,5.369154453277588,37200,0.0,
1993-10-08 00:00:00+00:00,10.0,10.0,9.5,5.234924793243408,19500,0.0,
1993-10-11 00:00:00+00:00,9.5,9.625,9.5,5.100696563720703,29200,0.0,
1993-10-12 00:00:00+00:00,9.5,9.875,9.5,5.16780948638916,35600,0.0,
1993-10-13 00:00:00+00:00,9.5,9.5,9.375,5.033582210540772,30800,0.0,
1993-10-14 00:00:00+00:00,9.375,9.875,9.375,5.033582210540772,67800,0.0,
1993-10-15 00:00:00+00:00,9.375,9.875,9.375,5.033582210540772,26700,0.0,
1993-10-18 00:00:00+00:00,9.875,9.875,9.375,5.033582210540772,35900,0.0,
1993-10-19 00:00:00+00:00,9.375,9.625,9.375,5.033582210540772,70300,0.0,
1993-10-20 00:00:00+00:00,9.375,9.5,9.25,4.966466903686523,70800,0.0,
1993-10-21 00:00:00+00:00,9.125,9.25,9.125,4.899352550506592,31200,0.0,
1993-10-22 00:00:00+00:00,9.125,9.5,9.125,4.899352550506592,51800,0.0,
1993-10-25 00:00:00+00:00,9.75,9.75,9.125,4.899352550506592,1200,0.0,
1993-10-26 00:00:00+00:00,9.125,9.5,9.125,5.100696563720703,39000,0.0,
1993-10-27 00:00:00+00:00,9.125,9.5,9.125,5.100696563720703,56000,0.0,
1993-10-28 00:00:00+00:00,9.25,9.5,9.25,5.033582210540772,12100,0.0,
1993-10-29 00:00:00+00:00,9.5,10.0,9.25,5.30203914642334,79400,0.0,
1993-11-01 00:00:00+00:00,9.5,10.0,9.5,5.100696563720703,14700,0.0,
1993-11-02 00:00:00+00:00,9.5,9.75,9.375,5.033582210540772,75200,0.0,
1993-11-03 00:00:00+00:00,9.75,9.75,9.125,4.966466903686523,18400,0.0,
1993-11-04 00:00:00+00:00,9.375,9.5,9.25,5.033582210540772,30300,0.0,
1993-11-05 00:00:00+00:00,9.125,9.375,9.125,5.033582210540772,16500,0.0,
1993-11-08 00:00:00+00:00,9.125,9.5,9.125,4.966466903686523,2000,0.0,
1993-11-09 00:00:00+00:00,9.125,9.375,9.125,4.899352550506592,33400,0.0,
1993-11-10 00:00:00+00:00,9.125,9.625,9.125,4.899352550506592,13800,0.0,
1993-11-11 00:00:00+00:00,9.375,9.375,9.125,4.899352550506592,2700,0.0,
1993-11-12 00:00:00+00:00,9.375,9.375,9.125,4.966466903686523,13500,0.0,
1993-11-15 00:00:00+00:00,9.375,9.375,9.0,4.899352550506592,50100,0.0,
1993-11-16 00:00:00+00:00,9.0,9.25,8.875,4.76512336730957,32500,0.0,
1993-11-17 00:00:00+00:00,8.875,9.125,8.75,4.899352550506592,37200,0.0,
1993-11-18 00:00:00+00:00,9.0,9.0,8.625,4.6980085372924805,26500,0.0,
1993-11-19 00:00:00+00:00,8.625,8.75,8.5,4.630894660949707,46400,0.0,
1993-11-22 00:00:00+00:00,8.5,8.5,8.375,4.4966654777526855,39000,0.0,
1993-11-23 00:00:00+00:00,8.25,8.375,7.875,4.295322895050049,101500,0.0,
1993-11-24 00:00:00+00:00,7.875,8.0,7.5,4.228209018707275,36500,0.0,
1993-11-26 00:00:00+00:00,7.625,7.625,7.0,3.892636299133301,70100,0.0,
1993-11-29 00:00:00+00:00,7.0,7.5,6.25,3.489949941635132,117300,0.0,
1993-11-30 00:00:00+00:00,6.75,8.375,6.625,4.295322895050049,63100,0.0,
1993-12-01 00:00:00+00:00,7.875,8.25,7.25,3.892636299133301,18800,0.0,
1993-12-02 00:00:00+00:00,7.25,7.75,7.25,4.161094665527344,13000,0.0,
1993-12-03 00:00:00+00:00,7.5,8.0,7.5,4.295322895050049,1500,0.0,
1993-12-06 00:00:00+00:00,8.0,8.0,7.5,4.161094665527344,3300,0.0,
1993-12-07 00:00:00+00:00,7.5,8.0,7.5,4.228209018707275,4300,0.0,
1993-12-08 00:00:00+00:00,9.0,9.25,8.0,4.563781261444092,375400,0.0,
1993-12-09 00:00:00+00:00,8.625,9.0,8.375,4.76512336730957,146000,0.0,
1993-12-10 00:00:00+00:00,9.0,9.0,8.75,4.832238674163818,88900,0.0,
1993-12-13 00:00:00+00:00,9.0,9.5,8.75,5.100696563720703,80100,0.0,
1993-12-14 00:00:00+00:00,9.75,9.75,9.125,5.100696563720703,139700,0.0,
1993-12-15 00:00:00+00:00,9.5,9.5,9.25,4.966466903686523,88400,0.0,
1993-12-16 00:00:00+00:00,9.5,9.5,9.125,4.966466903686523,23300,0.0,
1993-12-17 00:00:00+00:00,9.125,9.5,9.125,5.100696563720703,13600,0.0,
1993-12-20 00:00:00+00:00,9.5,9.5,9.25,5.033582210540772,19700,0.0,
1993-12-21 00:00:00+00:00,9.375,9.375,9.0,4.899352550506592,27900,0.0,
1993-12-22 00:00:00+00:00,9.375,9.375,8.75,4.6980085372924805,30500,0.0,
1993-12-23 00:00:00+00:00,9.0,9.0,8.625,4.832238674163818,8500,0.0,
1993-12-27 00:00:00+00:00,8.5,9.0,8.5,4.832238674163818,8500,0.0,
1993-12-28 00:00:00+00:00,9.0,9.0,8.5,4.563781261444092,5300,0.0,
1993-12-29 00:00:00+00:00,9.0,9.0,8.5,4.6980085372924805,17600,0.0,
1993-12-30 00:00:00+00:00,8.75,8.875,8.5,4.563781261444092,25800,0.0,
1993-12-31 00:00:00+00:00,8.875,9.0,8.875,4.76512336730957,35000,0.0,
1994-01-03 00:00:00+00:00,8.875,8.875,8.5,4.563781261444092,18500,0.0,
1994-01-04 00:00:00+00:00,8.75,8.75,8.5,4.563781261444092,12100,0.0,
1994-01-05 00:00:00+00:00,8.375,8.75,8.375,4.630894660949707,5700,0.0,
1994-01-06 00:00:00+00:00,8.625,8.875,8.375,4.4966654777526855,5300,0.0,
1994-01-07 00:00:00+00:00,8.875,8.875,8.125,4.563781261444092,44100,0.0,
1994-01-10 00:00:00+00:00,8.5,8.5,8.0,4.4966654777526855,23800,0.0,
1994-01-11 00:00:00+00:00,8.0,8.375,8.0,4.42955207824707,69000,0.0,
1994-01-12 00:00:00+00:00,7.875,8.25,7.875,4.228209018707275,39000,0.0,
1994-01-13 00:00:00+00:00,8.25,8.25,7.875,4.295322895050049,7700,0.0,
1994-01-14 00:00:00+00:00,8.0,8.125,7.875,4.295322895050049,19500,0.0,
1994-01-17 00:00:00+00:00,8.0,8.0,7.875,4.295322895050049,11900,0.0,
1994-01-18 00:00:00+00:00,7.875,8.125,7.75,4.228209018707275,15500,0.0,
1994-01-19 00:00:00+00:00,7.875,8.0,7.75,4.228209018707275,20600,0.0,
1994-01-20 00:00:00+00:00,7.75,8.0,7.75,4.295322895050049,8200,0.0,
1994-01-21 00:00:00+00:00,8.0,8.0,7.75,4.295322895050049,7300,0.0,
1994-01-24 00:00:00+00:00,7.75,8.0,7.75,4.228209018707275,10700,0.0,
1994-01-25 00:00:00+00:00,8.125,8.5,8.0,4.4966654777526855,16800,0.0,
1994-01-26 00:00:00+00:00,8.5,8.5,8.0,4.563781261444092,12500,0.0,
1994-01-27 00:00:00+00:00,8.5,8.5,8.25,4.563781261444092,58200,0.0,
1994-01-28 00:00:00+00:00,8.25,8.5,8.25,4.42955207824707,9600,0.0,
1994-01-31 00:00:00+00:00,8.25,8.5,8.25,4.42955207824707,17200,0.0,
1994-02-01 00:00:00+00:00,8.5,8.5,7.875,4.295322895050049,41700,0.0,
1994-02-02 00:00:00+00:00,8.0,8.125,7.875,4.362436771392822,26500,0.0,
1994-02-03 00:00:00+00:00,8.125,8.375,8.0,4.295322895050049,10900,0.0,
1994-02-04 00:00:00+00:00,8.375,8.375,8.0,4.362436771392822,35000,0.0,
1994-02-07 00:00:00+00:00,8.0,8.25,8.0,4.42955207824707,7200,0.0,
1994-02-08 00:00:00+00:00,8.25,8.25,8.0,4.295322895050049,4100,0.0,
1994-02-09 00:00:00+00:00,8.0,8.25,8.0,4.362436771392822,11200,0.0,
1994-02-10 00:00:00+00:00,8.0,8.125,8.0,4.295322895050049,21700,0.0,
1994-02-11 00:00:00+00:00,8.125,8.125,7.875,4.295322895050049,9400,0.0,
1994-02-14 00:00:00+00:00,8.125,8.125,7.875,4.362436771392822,31900,0.0,
1994-02-15 00:00:00+00:00,8.125,8.125,8.0,4.295322895050049,9800,0.0,
1994-02-16 00:00:00+00:00,8.125,8.125,8.0,4.362436771392822,21200,0.0,
1994-02-17 00:00:00+00:00,8.0,8.125,7.875,4.295322895050049,8100,0.0,
1994-02-18 00:00:00+00:00,7.875,8.125,7.875,4.295322895050049,9200,0.0,
1994-02-22 00:00:00+00:00,7.875,8.0,7.875,4.295322895050049,7100,0.0,
1994-02-23 00:00:00+00:00,7.875,8.0,7.75,4.161094665527344,8500,0.0,
1994-02-24 00:00:00+00:00,7.75,8.0,7.75,4.228209018707275,21100,0.0,
1994-02-25 00:00:00+00:00,8.0,8.0,7.75,4.295322895050049,4300,0.0,
1994-02-28 00:00:00+00:00,7.75,8.0,7.75,4.295322895050049,3600,0.0,
1994-03-01 00:00:00+00:00,8.0,8.0,7.75,4.161094665527344,13400,0.0,
1994-03-02 00:00:00+00:00,7.75,7.75,7.5,4.093979358673096,28000,0.0,
1994-03-03 00:00:00+00:00,7.5,7.625,7.25,3.892636299133301,32900,0.0,
1994-03-04 00:00:00+00:00,7.625,7.625,7.25,4.093979358673096,22600,0.0,
1994-03-07 00:00:00+00:00,7.25,7.5,7.0,3.7584071159362793,31800,0.0,
1994-03-08 00:00:00+00:00,7.0,7.375,6.75,3.691293001174927,83800,0.0,
1994-03-09 00:00:00+00:00,7.25,7.25,6.875,3.825522184371948,23000,0.0,
1994-03-10 00:00:00+00:00,7.25,7.25,6.875,3.7584071159362793,17600,0.0,
1994-03-11 00:00:00+00:00,7.125,7.125,6.875,3.825522184371948,17400,0.0,
1994-03-14 00:00:00+00:00,7.0,7.125,6.875,3.691293001174927,11100,0.0,
1994-03-15 00:00:00+00:00,6.875,7.125,6.875,3.691293001174927,7100,0.0,
1994-03-16 00:00:00+00:00,7.125,7.125,6.875,3.825522184371948,10100,0.0,
1994-03-17 00:00:00+00:00,6.875,7.125,6.875,3.691293001174927,16200,0.0,
1994-03-18 00:00:00+00:00,7.125,7.125,6.875,3.825522184371948,6600,0.0,
1994-03-21 00:00:00+00:00,7.125,7.125,6.875,3.825522184371948,2600,0.0,
1994-03-22 00:00:00+00:00,7.125,7.125,6.875,3.691293001174927,2400,0.0,
1994-03-23 00:00:00+00:00,7.0,7.125,6.875,3.7584071159362793,19500,0.0,
1994-03-24 00:00:00+00:00,7.0,7.125,6.875,3.691293001174927,144800,0.0,
1994-03-25 00:00:00+00:00,7.0,7.125,6.875,3.691293001174927,18000,0.0,
1994-03-28 00:00:00+00:00,6.875,7.0,6.875,3.691293001174927,14000,0.0,
1994-03-29 00:00:00+00:00,7.125,7.125,6.875,3.7584071159362793,8600,0.0,
1994-03-30 00:00:00+00:00,7.0,7.125,6.875,3.7584071159362793,36100,0.0,
1994-03-31 00:00:00+00:00,6.875,7.125,6.875,3.825522184371948,16700,0.0,
1994-04-04 00:00:00+00:00,6.875,7.125,6.875,3.7584071159362793,25300,0.0,
1994-04-05 00:00:00+00:00,6.875,7.125,6.875,3.7584071159362793,3900,0.0,
1994-04-06 00:00:00+00:00,6.75,7.0,6.625,3.5570645332336426,19300,0.0,
1994-04-07 00:00:00+00:00,6.625,6.875,6.625,3.624178886413574,2500,0.0,
1994-04-08 00:00:00+00:00,6.875,6.875,6.625,3.691293001174927,10800,0.0,
1994-04-11 00:00:00+00:00,6.625,6.875,6.625,3.691293001174927,1700,0.0,
1994-04-12 00:00:00+00:00,6.875,6.875,6.625,3.624178886413574,14400,0.0,
1994-04-13 00:00:00+00:00,6.625,6.875,6.5,3.489949941635132,16100,0.0,
1994-04-14 00:00:00+00:00,6.5,6.625,6.5,3.489949941635132,9000,0.0,
1994-04-15 00:00:00+00:00,6.5,6.875,6.25,3.691293001174927,88600,0.0,
1994-04-18 00:00:00+00:00,6.625,6.875,6.5,3.5570645332336426,8800,0.0,
1994-04-19 00:00:00+00:00,6.75,6.75,6.5,3.489949941635132,7100,0.0,
1994-04-20 00:00:00+00:00,6.25,6.5,6.0,3.3221635818481445,16100,0.0,
1994-04-21 00:00:00+00:00,6.375,6.375,6.125,3.355721473693848,8900,0.0,
1994-04-22 00:00:00+00:00,6.375,6.375,6.0,3.221491575241089,10300,0.0,
1994-04-25 00:00:00+00:00,6.0,6.375,5.875,3.355721473693848,30500,0.0,
1994-04-26 00:00:00+00:00,6.125,6.375,6.125,3.422834634780884,4800,0.0,
1994-04-28 00:00:00+00:00,6.125,6.375,6.125,3.355721473693848,12300,0.0,
1994-04-29 00:00:00+00:00,6.125,6.375,6.0,3.355721473693848,11300,0.0,
1994-05-02 00:00:00+00:00,6.375,6.375,6.0,3.221491575241089,4700,0.0,
1994-05-03 00:00:00+00:00,6.0,6.125,5.625,3.288607120513916,13500,0.0,
1994-05-04 00:00:00+00:00,5.625,6.0,5.625,3.221491575241089,3000,0.0,
1994-05-05 00:00:00+00:00,6.0,6.375,5.875,3.422834634780884,16800,0.0,
1994-05-06 00:00:00+00:00,6.375,6.375,5.875,3.221491575241089,2900,0.0,
1994-05-09 00:00:00+00:00,6.25,6.25,5.875,3.355721473693848,6100,0.0,
1994-05-10 00:00:00+00:00,5.875,6.25,5.875,3.355721473693848,1200,0.0,
1994-05-11 00:00:00+00:00,6.25,6.625,6.0,3.5570645332336426,15200,0.0,
1994-05-12 00:00:00+00:00,6.5,6.625,6.25,3.355721473693848,5300,0.0,
1994-05-13 00:00:00+00:00,6.25,6.625,6.25,3.422834634780884,4100,0.0,
1994-05-16 00:00:00+00:00,6.625,6.625,6.25,3.5570645332336426,11800,0.0,
