date,DJCO_Open,DJCO_High,DJCO_Low,DJCO_Close,DJCO_Volume,DJCO_Dividends,DJCO_Stock Splits
1986-07-30 00:00:00+00:00,7.25,7.25,7.25,7.25,0,,
1986-07-31 00:00:00+00:00,0.0,8.25,7.25,7.25,1200,,
1986-08-01 00:00:00+00:00,0.0,8.25,7.25,7.25,200,,
1986-08-04 00:00:00+00:00,0.0,8.25,7.25,7.25,0,,
1986-08-05 00:00:00+00:00,0.0,8.25,7.25,7.25,2100,,
1986-08-06 00:00:00+00:00,0.0,8.25,7.25,7.25,700,,
1986-08-07 00:00:00+00:00,0.0,8.25,7.25,7.25,700,,
1986-08-08 00:00:00+00:00,0.0,8.25,7.25,7.25,1200,,
1986-08-11 00:00:00+00:00,0.0,8.25,7.25,7.25,400,,
1986-08-12 00:00:00+00:00,0.0,8.25,7.25,7.25,2200,,
1986-08-13 00:00:00+00:00,0.0,8.25,7.25,7.25,500,,
1986-08-14 00:00:00+00:00,0.0,8.25,7.25,7.25,400,,
1986-08-15 00:00:00+00:00,0.0,8.25,7.25,7.25,2000,,
1986-08-18 00:00:00+00:00,0.0,8.25,7.25,7.25,700,,
1986-08-19 00:00:00+00:00,0.0,8.0,7.25,7.25,1200,,
1986-08-20 00:00:00+00:00,0.0,8.0,7.25,7.25,1200,,
1986-08-21 00:00:00+00:00,0.0,8.0,7.25,7.25,1100,,
1986-08-22 00:00:00+00:00,0.0,8.25,7.25,7.25,200,,
1986-08-25 00:00:00+00:00,0.0,8.25,7.25,7.25,2500,,
1986-08-26 00:00:00+00:00,0.0,8.25,7.25,7.25,1100,,
1986-08-27 00:00:00+00:00,7.25,7.25,7.25,7.25,0,,
1986-08-28 00:00:00+00:00,0.0,8.25,7.25,7.25,1500,,
1986-08-29 00:00:00+00:00,0.0,8.25,7.25,7.25,2500,,
1986-09-02 00:00:00+00:00,0.0,8.25,7.25,7.25,500,,
1986-09-03 00:00:00+00:00,0.0,8.25,7.25,7.25,500,,
1986-09-04 00:00:00+00:00,0.0,8.25,7.25,7.25,300,,
1986-09-05 00:00:00+00:00,0.0,8.25,7.25,7.25,2300,,
1986-09-08 00:00:00+00:00,0.0,8.0,7.25,7.25,1900,,
1986-09-09 00:00:00+00:00,7.25,7.25,7.25,7.25,0,,
1986-09-10 00:00:00+00:00,0.0,8.0,7.0,7.0,100,,
1986-09-11 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
1986-09-12 00:00:00+00:00,0.0,8.0,7.0,7.0,1100,,
1986-09-15 00:00:00+00:00,0.0,8.0,7.0,7.0,1000,,
1986-09-16 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
1986-09-17 00:00:00+00:00,0.0,7.75,7.0,7.0,1000,,
1986-09-18 00:00:00+00:00,0.0,7.75,7.0,7.0,500,,
1986-09-19 00:00:00+00:00,0.0,7.75,7.0,7.0,600,,
1986-09-22 00:00:00+00:00,0.0,7.75,7.0,7.0,2000,,
1986-09-23 00:00:00+00:00,0.0,7.75,7.0,7.0,500,,
1986-09-24 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
1986-09-25 00:00:00+00:00,0.0,8.0,7.0,7.0,200,,
1986-09-26 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
1986-09-29 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
1986-09-30 00:00:00+00:00,0.0,8.0,7.0,7.0,0,,
1986-10-01 00:00:00+00:00,0.0,8.0,7.0,7.0,600,,
1986-10-02 00:00:00+00:00,7.0,7.0,7.0,7.0,0,,
1986-10-03 00:00:00+00:00,0.0,8.25,7.25,7.25,500,,
1986-10-06 00:00:00+00:00,0.0,8.25,7.5,7.5,1000,,
1986-10-07 00:00:00+00:00,0.0,8.5,7.5,7.5,1200,,
1986-10-08 00:00:00+00:00,0.0,8.5,7.5,7.5,400,,
1986-10-09 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-10-10 00:00:00+00:00,0.0,8.5,7.5,7.5,0,,
1986-10-13 00:00:00+00:00,0.0,8.5,7.5,7.5,500,,
1986-10-14 00:00:00+00:00,0.0,8.5,7.5,7.5,800,,
1986-10-15 00:00:00+00:00,0.0,8.5,7.5,7.5,0,,
1986-10-16 00:00:00+00:00,0.0,8.5,7.5,7.5,0,,
1986-10-17 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-10-20 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-10-21 00:00:00+00:00,0.0,8.5,7.5,7.5,0,,
1986-10-22 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-10-23 00:00:00+00:00,0.0,8.5,7.5,7.5,0,,
1986-10-24 00:00:00+00:00,0.0,8.5,7.5,7.5,600,,
1986-10-27 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-10-28 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-10-29 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-10-30 00:00:00+00:00,0.0,8.5,7.5,7.5,1400,,
1986-10-31 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-11-03 00:00:00+00:00,0.0,8.5,7.5,7.5,1100,,
1986-11-04 00:00:00+00:00,0.0,8.5,7.5,7.5,2100,,
1986-11-05 00:00:00+00:00,0.0,8.5,7.5,7.5,100,,
1986-11-06 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-11-07 00:00:00+00:00,0.0,8.5,7.5,7.5,0,,
1986-11-10 00:00:00+00:00,0.0,8.5,7.5,7.5,0,,
1986-11-11 00:00:00+00:00,7.5,7.5,7.5,7.5,0,,
1986-11-12 00:00:00+00:00,0.0,8.5,7.5,7.5,2700,,
1986-11-13 00:00:00+00:00,0.0,8.5,7.5,7.5,2500,,
1986-11-14 00:00:00+00:00,0.0,9.0,8.0,8.0,500,,
1986-11-17 00:00:00+00:00,0.0,9.75,8.75,8.75,1200,,
1986-11-18 00:00:00+00:00,0.0,9.75,8.75,8.75,1800,,
1986-11-19 00:00:00+00:00,0.0,9.75,8.75,8.75,100,,
1986-11-20 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1986-11-21 00:00:00+00:00,8.75,8.75,8.75,8.75,0,,
1986-11-24 00:00:00+00:00,0.0,9.75,8.75,8.75,2000,,
1986-11-25 00:00:00+00:00,0.0,9.75,8.75,8.75,3400,,
1986-11-26 00:00:00+00:00,0.0,9.75,8.75,8.75,100,,
1986-11-28 00:00:00+00:00,0.0,9.5,8.75,8.75,3000,,
1986-12-01 00:00:00+00:00,0.0,9.5,8.75,8.75,100,,
1986-12-02 00:00:00+00:00,0.0,9.5,8.75,8.75,100,,
1986-12-03 00:00:00+00:00,0.0,9.5,8.75,8.75,1700,,
1986-12-04 00:00:00+00:00,0.0,9.75,8.75,8.75,100,,
1986-12-05 00:00:00+00:00,0.0,9.75,8.75,8.75,300,,
1986-12-08 00:00:00+00:00,0.0,9.75,8.75,8.75,800,,
1986-12-09 00:00:00+00:00,0.0,9.75,8.75,8.75,1000,,
1986-12-10 00:00:00+00:00,0.0,9.75,8.75,8.75,300,,
1986-12-11 00:00:00+00:00,0.0,9.75,8.75,8.75,100,,
1986-12-12 00:00:00+00:00,0.0,9.75,8.75,8.75,0,,
1986-12-15 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1986-12-16 00:00:00+00:00,0.0,9.75,8.75,8.75,300,,
1986-12-17 00:00:00+00:00,8.75,8.75,8.75,8.75,0,,
1986-12-18 00:00:00+00:00,0.0,9.75,8.75,8.75,0,,
1986-12-19 00:00:00+00:00,0.0,9.75,8.75,8.75,800,,
1986-12-22 00:00:00+00:00,0.0,9.75,8.75,8.75,300,,
1986-12-23 00:00:00+00:00,0.0,9.75,8.75,8.75,400,,
1986-12-24 00:00:00+00:00,0.0,9.75,8.75,8.75,1000,,
1986-12-26 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1986-12-29 00:00:00+00:00,0.0,9.75,8.75,8.75,600,,
1986-12-30 00:00:00+00:00,0.0,9.75,8.75,8.75,600,,
1986-12-31 00:00:00+00:00,0.0,9.75,8.75,8.75,300,,
1987-01-02 00:00:00+00:00,8.75,8.75,8.75,8.75,0,,
1987-01-05 00:00:00+00:00,0.0,9.75,8.75,8.75,1000,,
1987-01-06 00:00:00+00:00,8.75,8.75,8.75,8.75,0,,
1987-01-07 00:00:00+00:00,8.75,8.75,8.75,8.75,0,,
1987-01-08 00:00:00+00:00,0.0,9.75,8.75,8.75,100,,
1987-01-09 00:00:00+00:00,0.0,9.75,8.75,8.75,2000,,
1987-01-12 00:00:00+00:00,0.0,9.75,8.75,8.75,7500,,
1987-01-13 00:00:00+00:00,0.0,9.75,8.75,8.75,300,,
1987-01-14 00:00:00+00:00,8.75,8.75,8.75,8.75,0,,
1987-01-15 00:00:00+00:00,0.0,9.75,8.75,8.75,0,,
1987-01-16 00:00:00+00:00,0.0,9.75,8.75,8.75,500,,
1987-01-19 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1987-01-20 00:00:00+00:00,0.0,9.75,8.75,8.75,10500,,
1987-01-21 00:00:00+00:00,0.0,9.75,8.75,8.75,300,,
1987-01-22 00:00:00+00:00,0.0,9.75,8.75,8.75,600,,
1987-01-23 00:00:00+00:00,0.0,9.75,8.75,8.75,2000,,
1987-01-26 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1987-01-27 00:00:00+00:00,0.0,9.75,8.75,8.75,400,,
1987-01-28 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1987-01-29 00:00:00+00:00,0.0,9.75,8.75,8.75,1000,,
1987-01-30 00:00:00+00:00,0.0,9.75,8.75,8.75,0,,
1987-02-02 00:00:00+00:00,0.0,9.75,8.75,8.75,1200,,
1987-02-03 00:00:00+00:00,0.0,9.75,8.75,8.75,1100,,
1987-02-04 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1987-02-05 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1987-02-06 00:00:00+00:00,0.0,9.75,8.75,8.75,5500,,
1987-02-09 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1987-02-10 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1987-02-11 00:00:00+00:00,8.75,8.75,8.75,8.75,0,,
1987-02-12 00:00:00+00:00,0.0,9.75,8.75,8.75,0,,
1987-02-13 00:00:00+00:00,0.0,9.75,8.75,8.75,200,,
1987-02-17 00:00:00+00:00,0.0,9.75,8.75,8.75,1000,,
1987-02-18 00:00:00+00:00,0.0,9.75,8.75,8.75,1000,,
1987-02-19 00:00:00+00:00,0.0,9.75,9.0,9.0,1000,,
1987-02-20 00:00:00+00:00,0.0,9.75,9.0,9.0,0,,
1987-02-23 00:00:00+00:00,0.0,9.75,9.0,9.0,100,,
1987-02-24 00:00:00+00:00,0.0,10.0,9.25,9.25,1200,,
1987-02-25 00:00:00+00:00,0.0,10.5,9.5,9.5,2500,,
1987-02-26 00:00:00+00:00,9.5,9.5,9.5,9.5,0,,
1987-02-27 00:00:00+00:00,0.0,10.5,9.5,9.5,0,,
1987-03-02 00:00:00+00:00,9.5,9.5,9.5,9.5,0,,
1987-03-03 00:00:00+00:00,0.0,10.75,10.25,10.25,7800,,
1987-03-04 00:00:00+00:00,0.0,10.75,9.75,10.75,700,,
1987-03-05 00:00:00+00:00,0.0,10.75,9.75,9.75,300,,
1987-03-06 00:00:00+00:00,0.0,10.75,10.75,10.75,2500,,
1987-03-09 00:00:00+00:00,0.0,12.25,11.0,12.25,3700,,
1987-03-10 00:00:00+00:00,0.0,14.0,12.25,14.0,4100,,
1987-03-11 00:00:00+00:00,0.0,15.0,13.0,15.0,5400,,
1987-03-12 00:00:00+00:00,0.0,15.0,13.0,13.5,2700,,
1987-03-13 00:00:00+00:00,0.0,14.5,13.5,13.5,1200,,
1987-03-16 00:00:00+00:00,0.0,13.5,13.5,13.5,200,,
1987-03-17 00:00:00+00:00,0.0,15.5,13.5,14.5,1000,,
1987-03-18 00:00:00+00:00,0.0,19.0,15.0,18.0,1800,,
1987-03-19 00:00:00+00:00,0.0,16.5,16.0,16.5,13300,,
1987-03-20 00:00:00+00:00,0.0,16.5,16.0,16.0,6900,,
1987-03-23 00:00:00+00:00,0.0,17.0,15.75,17.0,1600,,
1987-03-24 00:00:00+00:00,0.0,15.5,15.5,15.5,2100,,
1987-03-25 00:00:00+00:00,0.0,15.5,15.5,15.5,100,,
1987-03-26 00:00:00+00:00,15.5,15.5,15.5,15.5,0,,
1987-03-27 00:00:00+00:00,0.0,15.5,15.5,15.5,700,,
1987-03-30 00:00:00+00:00,0.0,15.5,15.5,15.5,500,,
1987-03-31 00:00:00+00:00,15.5,15.5,15.5,15.5,0,,
1987-04-01 00:00:00+00:00,15.5,15.5,15.5,15.5,0,,
1987-04-02 00:00:00+00:00,15.5,15.5,15.5,15.5,0,,
1987-04-03 00:00:00+00:00,15.5,15.5,15.5,15.5,0,,
1987-04-06 00:00:00+00:00,0.0,15.5,15.5,15.5,100,,
1987-04-07 00:00:00+00:00,0.0,16.0,15.5,15.5,6300,,
1987-04-08 00:00:00+00:00,0.0,16.0,12.5,12.5,1900,,
1987-04-09 00:00:00+00:00,0.0,15.0,12.5,12.5,300,,
1987-04-10 00:00:00+00:00,12.5,12.5,12.5,12.5,0,,
1987-04-13 00:00:00+00:00,0.0,12.5,12.5,12.5,500,,
1987-04-14 00:00:00+00:00,0.0,12.75,12.5,12.5,2100,,
1987-04-15 00:00:00+00:00,0.0,12.5,10.5,10.5,200,,
1987-04-16 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-04-20 00:00:00+00:00,0.0,10.5,10.5,10.5,100,,
1987-04-21 00:00:00+00:00,0.0,10.5,10.5,10.5,400,,
1987-04-22 00:00:00+00:00,0.0,10.5,10.5,10.5,2100,,
1987-04-23 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-04-24 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-04-27 00:00:00+00:00,0.0,10.0,10.0,10.0,400,,
1987-04-28 00:00:00+00:00,10.0,10.0,10.0,10.0,0,,
1987-04-29 00:00:00+00:00,0.0,12.0,12.0,12.0,300,,
1987-04-30 00:00:00+00:00,12.0,12.0,12.0,12.0,0,,
1987-05-01 00:00:00+00:00,0.0,11.0,10.5,11.0,8000,,
1987-05-04 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-05-05 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-05-06 00:00:00+00:00,0.0,10.625,10.625,10.625,3000,,
1987-05-07 00:00:00+00:00,10.625,10.625,10.625,10.625,0,,
1987-05-08 00:00:00+00:00,0.0,10.5,10.5,10.5,100,,
1987-05-11 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-05-12 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-05-13 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-05-14 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-05-15 00:00:00+00:00,0.0,10.75,10.75,10.75,100,,
1987-05-18 00:00:00+00:00,0.0,10.75,10.75,10.75,200,,
1987-05-19 00:00:00+00:00,10.75,10.75,10.75,10.75,0,,
1987-05-20 00:00:00+00:00,10.75,10.75,10.75,10.75,0,,
1987-05-21 00:00:00+00:00,0.0,10.5,10.5,10.5,200,,
1987-05-22 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-05-26 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-05-27 00:00:00+00:00,10.5,10.5,10.5,10.5,0,,
1987-05-28 00:00:00+00:00,0.0,12.0,12.0,12.0,800,,
1987-05-29 00:00:00+00:00,0.0,10.375,10.375,10.375,300,,
1987-06-01 00:00:00+00:00,0.0,10.375,10.375,10.375,100,,
1987-06-02 00:00:00+00:00,0.0,10.375,10.375,10.375,200,,
1987-06-03 00:00:00+00:00,0.0,12.25,12.25,12.25,900,,
1987-06-04 00:00:00+00:00,0.0,12.5,10.625,10.625,200,,
1987-06-05 00:00:00+00:00,0.0,12.5,10.625,10.625,200,,
1987-06-08 00:00:00+00:00,0.0,12.5,10.75,10.75,1300,,
1987-06-09 00:00:00+00:00,0.0,12.5,10.625,11.0,800,,
1987-06-10 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-06-11 00:00:00+00:00,0.0,12.75,11.5,11.75,1900,,
1987-06-12 00:00:00+00:00,0.0,12.75,12.75,12.75,1400,,
1987-06-15 00:00:00+00:00,12.75,12.75,12.75,12.75,0,,
1987-06-16 00:00:00+00:00,0.0,12.375,12.375,12.375,800,,
1987-06-17 00:00:00+00:00,0.0,12.75,12.25,12.25,1200,,
1987-06-18 00:00:00+00:00,0.0,12.25,12.25,12.25,600,,
1987-06-19 00:00:00+00:00,0.0,13.0,13.0,13.0,500,,
1987-06-22 00:00:00+00:00,0.0,15.0,13.25,13.25,2800,,
1987-06-23 00:00:00+00:00,13.25,13.25,13.25,13.25,0,,
1987-06-24 00:00:00+00:00,0.0,13.25,13.25,13.25,100,,
1987-06-25 00:00:00+00:00,0.0,13.25,13.25,13.25,100,,
1987-06-26 00:00:00+00:00,13.25,13.25,13.25,13.25,0,,
1987-06-29 00:00:00+00:00,0.0,13.25,13.25,13.25,100,,
1987-06-30 00:00:00+00:00,13.25,13.25,13.25,13.25,0,,
1987-07-01 00:00:00+00:00,13.25,13.25,13.25,13.25,0,,
1987-07-02 00:00:00+00:00,13.25,13.25,13.25,13.25,0,,
1987-07-06 00:00:00+00:00,13.25,13.25,13.25,13.25,0,,
1987-07-07 00:00:00+00:00,13.25,13.25,13.25,13.25,0,,
1987-07-08 00:00:00+00:00,0.0,14.0,14.0,14.0,100,,
1987-07-09 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-07-10 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-07-13 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-07-14 00:00:00+00:00,0.0,13.75,13.75,13.75,1500,,
1987-07-15 00:00:00+00:00,0.0,13.5,13.5,13.5,100,,
1987-07-16 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-07-17 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-07-20 00:00:00+00:00,0.0,13.75,13.5,13.75,4600,,
1987-07-21 00:00:00+00:00,13.75,13.75,13.75,13.75,0,,
1987-07-22 00:00:00+00:00,0.0,14.75,13.5,14.75,300,,
1987-07-23 00:00:00+00:00,0.0,14.0,14.0,14.0,1500,,
1987-07-24 00:00:00+00:00,0.0,14.75,13.5,14.75,800,,
1987-07-27 00:00:00+00:00,0.0,14.75,13.5,14.75,400,,
1987-07-28 00:00:00+00:00,0.0,14.375,14.375,14.375,800,,
1987-07-29 00:00:00+00:00,14.375,14.375,14.375,14.375,0,,
1987-07-30 00:00:00+00:00,0.0,14.5,14.5,14.5,1000,,
1987-07-31 00:00:00+00:00,0.0,15.0,15.0,15.0,400,,
1987-08-03 00:00:00+00:00,15.0,15.0,15.0,15.0,0,,
1987-08-04 00:00:00+00:00,15.0,15.0,15.0,15.0,0,,
1987-08-05 00:00:00+00:00,0.0,14.125,13.5,13.5,200,,
1987-08-06 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-08-07 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-08-10 00:00:00+00:00,0.0,13.5,13.5,13.5,300,,
1987-08-11 00:00:00+00:00,0.0,13.75,13.5,13.5,1400,,
1987-08-12 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-08-13 00:00:00+00:00,0.0,13.5,13.5,13.5,2600,,
1987-08-14 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-08-17 00:00:00+00:00,0.0,15.0,13.5,13.5,500,,
1987-08-18 00:00:00+00:00,0.0,14.25,14.25,14.25,1000,,
1987-08-19 00:00:00+00:00,14.25,14.25,14.25,14.25,0,,
1987-08-20 00:00:00+00:00,0.0,14.25,14.25,14.25,2000,,
1987-08-21 00:00:00+00:00,14.25,14.25,14.25,14.25,0,,
1987-08-24 00:00:00+00:00,0.0,13.5,13.5,13.5,600,,
1987-08-25 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-08-26 00:00:00+00:00,0.0,13.5,13.5,13.5,100,,
1987-08-27 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-08-28 00:00:00+00:00,0.0,13.5,13.5,13.5,200,,
1987-08-31 00:00:00+00:00,0.0,14.0,14.0,14.0,100,,
1987-09-01 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-02 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-03 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-04 00:00:00+00:00,0.0,13.5,13.5,13.5,600,,
1987-09-08 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-09-09 00:00:00+00:00,0.0,13.5,13.5,13.5,1000,,
1987-09-10 00:00:00+00:00,0.0,14.0,14.0,14.0,500,,
1987-09-11 00:00:00+00:00,0.0,14.0,14.0,14.0,1000,,
1987-09-14 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-15 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-16 00:00:00+00:00,0.0,14.0,14.0,14.0,100,,
1987-09-17 00:00:00+00:00,0.0,14.0,13.5,14.0,1600,,
1987-09-18 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-21 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-22 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-23 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-24 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-09-25 00:00:00+00:00,0.0,14.5,14.5,14.5,100,,
1987-09-28 00:00:00+00:00,14.5,14.5,14.5,14.5,0,,
1987-09-29 00:00:00+00:00,0.0,14.25,14.25,14.25,500,,
1987-09-30 00:00:00+00:00,14.25,14.25,14.25,14.25,0,,
1987-10-01 00:00:00+00:00,14.25,14.25,14.25,14.25,0,,
1987-10-02 00:00:00+00:00,14.25,14.25,14.25,14.25,0,,
1987-10-05 00:00:00+00:00,0.0,14.5,13.5,13.5,1800,,
1987-10-06 00:00:00+00:00,0.0,13.5,13.5,13.5,700,,
1987-10-07 00:00:00+00:00,0.0,13.5,13.5,13.5,200,,
1987-10-08 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-10-09 00:00:00+00:00,13.5,13.5,13.5,13.5,0,,
1987-10-12 00:00:00+00:00,0.0,13.625,13.5,13.5,14500,,
1987-10-13 00:00:00+00:00,0.0,13.5,13.5,13.5,700,,
1987-10-14 00:00:00+00:00,0.0,13.5,13.5,13.5,100,,
1987-10-15 00:00:00+00:00,0.0,14.5,13.75,14.5,1100,,
1987-10-16 00:00:00+00:00,0.0,13.5,13.5,13.5,100,,
1987-10-19 00:00:00+00:00,0.0,13.5,12.5,13.0,6800,,
1987-10-20 00:00:00+00:00,13.0,13.0,13.0,13.0,0,,
1987-10-21 00:00:00+00:00,0.0,12.5,12.5,12.5,400,,
1987-10-22 00:00:00+00:00,0.0,13.5,12.25,13.5,2600,,
1987-10-23 00:00:00+00:00,0.0,12.375,12.0,12.375,1300,,
1987-10-26 00:00:00+00:00,0.0,12.0,11.0,11.0,1100,,
1987-10-27 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-10-28 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-10-29 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-10-30 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-11-02 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-11-03 00:00:00+00:00,11.0,11.0,11.0,11.0,0,,
1987-11-04 00:00:00+00:00,0.0,12.0,12.0,12.0,900,,
1987-11-05 00:00:00+00:00,12.0,12.0,12.0,12.0,0,,
1987-11-06 00:00:00+00:00,0.0,12.75,12.75,12.75,500,,
1987-11-09 00:00:00+00:00,12.75,12.75,12.75,12.75,0,,
1987-11-10 00:00:00+00:00,12.75,12.75,12.75,12.75,0,,
1987-11-11 00:00:00+00:00,0.0,12.5,12.5,12.5,2000,,
1987-11-12 00:00:00+00:00,12.5,12.5,12.5,12.5,0,,
1987-11-13 00:00:00+00:00,0.0,14.0,12.0,14.0,400,,
1987-11-16 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-11-17 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-11-18 00:00:00+00:00,14.0,14.0,14.0,14.0,0,,
1987-11-19 00:00:00+00:00,0.0,12.0,12.0,12.0,100,,
1987-11-20 00:00:00+00:00,12.0,12.0,12.0,12.0,0,,
1987-11-23 00:00:00+00:00,12.0,12.0,12.0,12.0,0,,
1987-11-24 00:00:00+00:00,0.0,12.0,12.0,12.0,300,,
1987-11-25 00:00:00+00:00,12.0,12.0,12.0,12.0,0,,
1987-11-27 00:00:00+00:00,12.0,12.0,12.0,12.0,0,,
