date,UNTY_Open,UNTY_High,UNTY_Low,UNTY_Close,UNTY_Volume,UNTY_Dividends,UNTY_Stock Splits
1997-01-14 00:00:00+00:00,6.353059768676758,6.891455173492432,6.353059768676758,5.142498016357422,5572,0.0,
1997-01-15 00:00:00+00:00,6.999134063720703,7.537528991699219,6.999134063720703,5.624607563018799,6036,0.0,
1997-01-16 00:00:00+00:00,7.429850101470947,7.64520788192749,7.429850101470947,5.624607563018799,5572,0.0,
1997-01-17 00:00:00+00:00,7.64520788192749,7.64520788192749,7.376010894775391,5.504081726074219,3483,0.0,
1997-01-20 00:00:00+00:00,7.322171211242676,7.322171211242676,6.999134063720703,5.222848892211914,6733,0.0,
1997-01-21 00:00:00+00:00,6.999134063720703,7.052974224090576,6.891455173492432,5.142498016357422,6733,0.0,
1997-01-22 00:00:00+00:00,6.783775806427002,6.783775806427002,6.783775806427002,5.06214714050293,1161,0.0,
1997-01-23 00:00:00+00:00,6.6760969161987305,6.6760969161987305,6.460739135742188,4.821092128753662,9287,0.0,
1997-01-24 00:00:00+00:00,6.460739135742188,6.460739135742188,6.460739135742188,4.821092128753662,0,0.0,
1997-01-27 00:00:00+00:00,6.514578819274902,6.514578819274902,6.353059768676758,4.821092128753662,4876,0.0,
1997-01-28 00:00:00+00:00,6.460739135742188,6.460739135742188,6.460739135742188,4.821092128753662,0,0.0,
1997-01-29 00:00:00+00:00,6.406899929046631,6.406899929046631,6.299221038818359,4.780916213989258,5804,0.0,
1997-01-30 00:00:00+00:00,6.353059768676758,6.353059768676758,6.353059768676758,4.740740776062012,1161,0.0,
1997-01-31 00:00:00+00:00,6.353059768676758,6.353059768676758,6.353059768676758,4.740740776062012,232,0.0,
1997-02-03 00:00:00+00:00,6.353059768676758,6.353059768676758,6.353059768676758,4.740740776062012,0,0.0,
1997-02-04 00:00:00+00:00,6.299221038818359,6.299221038818359,6.299221038818359,4.700565814971924,464,0.0,
1997-02-05 00:00:00+00:00,6.406899929046631,6.406899929046631,6.353059768676758,4.740740776062012,3483,0.0,
1997-02-06 00:00:00+00:00,6.406899929046631,6.406899929046631,6.191542148590088,4.620213985443115,8590,0.0,
1997-02-07 00:00:00+00:00,6.191542148590088,6.299221038818359,6.191542148590088,4.660389423370361,1857,0.0,
1997-02-10 00:00:00+00:00,6.299221038818359,6.299221038818359,6.299221038818359,4.700565814971924,464,0.0,
1997-02-11 00:00:00+00:00,6.353059768676758,6.353059768676758,6.353059768676758,4.740740776062012,464,0.0,
