date,PFE_Open,PFE_High,PFE_Low,PFE_Close,PFE_Volume,PFE_Dividends,PFE_Stock Splits
1972-06-01 00:00:00+00:00,0.0,0.8153460025787354,0.8029929995536804,0.1639313995838165,2458771,0.0,
1972-06-02 00:00:00+00:00,0.8153460025787354,0.817816972732544,0.8029929995536804,0.1619443744421005,1613885,0.0,
1972-06-05 00:00:00+00:00,0.8054630160331726,0.8079339861869812,0.7980509996414185,0.1614478081464767,2585251,0.0,
1972-06-06 00:00:00+00:00,0.8029929995536804,0.8252289891242981,0.8005220293998718,0.1649249345064163,2347469,0.0,
1972-06-07 00:00:00+00:00,0.8202880024909973,0.8202880024909973,0.8079339861869812,0.1649249345064163,1032077,0.0,
1972-06-08 00:00:00+00:00,0.8202880024909973,0.8227589726448059,0.8153460025787354,0.1639313995838165,1067491,0.0,
1972-06-09 00:00:00+00:00,0.8153460025787354,0.8227589726448059,0.8153460025787354,0.1649249345064163,1563293,0.0,
1972-06-12 00:00:00+00:00,0.8202880024909973,0.8351119756698608,0.8202880024909973,0.1654217690229416,1942733,0.0,
1972-06-13 00:00:00+00:00,0.8227589726448059,0.8351119756698608,0.817816972732544,0.1669120490550995,2175456,0.0,
1972-06-14 00:00:00+00:00,0.8301709890365601,0.8351119756698608,0.8252289891242981,0.1669120490550995,2069213,0.0,
1972-06-15 00:00:00+00:00,0.8301709890365601,0.8375830054283142,0.8202880024909973,0.1649249345064163,2726909,0.0,
1972-06-16 00:00:00+00:00,0.8202880024909973,0.8351119756698608,0.8104050159454346,0.1679054349660873,2398061,0.0,
1972-06-19 00:00:00+00:00,0.8351119756698608,0.8449950218200684,0.8326420187950134,0.1698926091194152,1694832,0.0,
1972-06-20 00:00:00+00:00,0.8449950218200684,0.8499370217323303,0.8400539755821228,0.1708860993385315,2332291,0.0,
1972-06-21 00:00:00+00:00,0.8499370217323303,0.8548780083656311,0.8400539755821228,0.1688991039991378,2038858,0.0,
1972-06-22 00:00:00+00:00,0.8400539755821228,0.847465991973877,0.8326420187950134,0.1693959236145019,2438534,0.0,
1972-06-23 00:00:00+00:00,0.8425250053405762,0.8449950218200684,0.8202880024909973,0.1688991039991378,1482346,0.0,
1972-06-26 00:00:00+00:00,0.8400539755821228,0.8400539755821228,0.8202880024909973,0.1669120490550995,1618944,0.0,
1972-06-27 00:00:00+00:00,0.8301709890365601,0.8375830054283142,0.8202880024909973,0.1669120490550995,2048976,0.0,
1972-06-28 00:00:00+00:00,0.8277000188827515,0.8277000188827515,0.817816972732544,0.1654217690229416,1315392,0.0,
1972-06-29 00:00:00+00:00,0.8227589726448059,0.8351119756698608,0.817816972732544,0.1679054349660873,1118083,0.0,
1972-06-30 00:00:00+00:00,0.8351119756698608,0.8499370217323303,0.8326420187950134,0.168402299284935,2924218,0.0,
1972-07-03 00:00:00+00:00,0.8375830054283142,0.8449950218200684,0.8301709890365601,0.1688991039991378,824650,0.0,
1972-07-05 00:00:00+00:00,0.8449950218200684,0.8647609949111938,0.8449950218200684,0.1718795299530029,2903981,0.0,
1972-07-06 00:00:00+00:00,0.8622900247573853,0.8746439814567566,0.8622900247573853,0.1753567457199096,3895584,0.0,
1972-07-07 00:00:00+00:00,0.872173011302948,0.8845270276069641,0.8672320246696472,0.1778407394886016,2119805,0.0,
1972-07-10 00:00:00+00:00,0.8845270276069641,0.8968809843063354,0.8820559978485107,0.1783375144004821,3091171,0.0,
1972-07-11 00:00:00+00:00,0.8869979977607727,0.8968809843063354,0.8869979977607727,0.1783375144004821,2185574,0.0,
1972-07-12 00:00:00+00:00,0.8869979977607727,0.8968809843063354,0.8845270276069641,0.1788343638181686,2696554,0.0,
