date,CMU_Open,CMU_High,CMU_Low,CMU_Close,CMU_Volume,CMU_Dividends,CMU_Stock Splits
1987-03-19 00:00:00+00:00,10.0,10.0,10.0,0.7443486452102661,3132400,0.0,
1987-03-20 00:00:00+00:00,10.0,10.0,10.0,0.7443486452102661,740200,0.0,
1987-03-23 00:00:00+00:00,10.0,10.0,9.875,0.7350431680679321,286100,0.0,
1987-03-24 00:00:00+00:00,9.875,10.0,9.875,0.7350431680679321,168900,0.0,
1987-03-25 00:00:00+00:00,10.0,10.0,9.875,0.7350431680679321,97500,0.0,
1987-03-26 00:00:00+00:00,9.875,10.0,9.875,0.7350431680679321,123400,0.0,
1987-03-27 00:00:00+00:00,9.875,10.0,9.875,0.7350431680679321,103500,0.0,
1987-03-30 00:00:00+00:00,9.875,10.0,9.875,0.7350431680679321,160900,0.0,
1987-03-31 00:00:00+00:00,9.875,10.0,9.875,0.7350431680679321,146100,0.0,
1987-04-01 00:00:00+00:00,9.75,9.875,9.75,0.7257395386695862,49800,0.0,
1987-04-02 00:00:00+00:00,9.625,9.75,9.625,0.7164354920387268,77500,0.0,
1987-04-03 00:00:00+00:00,9.625,9.75,9.5,0.7164354920387268,183400,0.0,
1987-04-06 00:00:00+00:00,9.625,9.625,9.5,0.7164354920387268,41500,0.0,
1987-04-07 00:00:00+00:00,9.5,9.625,9.5,0.7164354920387268,51400,0.0,
1987-04-08 00:00:00+00:00,9.625,9.625,9.5,0.7164354920387268,29000,0.0,
1987-04-09 00:00:00+00:00,9.5,9.625,9.5,0.7164354920387268,30800,0.0,
1987-04-10 00:00:00+00:00,9.5,9.625,9.5,0.7164354920387268,24000,0.0,
1987-04-13 00:00:00+00:00,9.5,9.625,9.5,0.7071302533149719,30800,0.0,
1987-04-14 00:00:00+00:00,9.375,9.5,8.875,0.669913113117218,59000,0.0,
1987-04-15 00:00:00+00:00,9.125,9.25,8.875,0.669913113117218,47000,0.0,
1987-04-16 00:00:00+00:00,9.125,9.375,9.0,0.6885219216346741,58500,0.0,
1987-04-20 00:00:00+00:00,9.375,9.5,9.25,0.6885219216346741,34300,0.0,
1987-04-21 00:00:00+00:00,9.125,9.25,9.125,0.6792172789573669,24100,0.0,
1987-04-22 00:00:00+00:00,9.25,9.5,9.125,0.697826623916626,37100,0.0,
1987-04-23 00:00:00+00:00,9.375,9.5,9.25,0.697826623916626,30800,0.0,
1987-04-24 00:00:00+00:00,9.125,9.375,9.125,0.6824934482574463,25500,0.045,
1987-04-27 00:00:00+00:00,9.25,9.25,9.125,0.6918430924415588,16400,0.0,
1987-04-28 00:00:00+00:00,9.125,9.5,9.125,0.7011918425559998,31300,0.0,
1987-04-29 00:00:00+00:00,9.375,9.5,9.25,0.710540771484375,14900,0.0,
1987-04-30 00:00:00+00:00,9.5,9.5,9.375,0.710540771484375,15800,0.0,
1987-05-01 00:00:00+00:00,9.375,9.5,9.25,0.7011918425559998,10300,0.0,
1987-05-04 00:00:00+00:00,9.375,9.375,9.25,0.6918430924415588,7600,0.0,
1987-05-05 00:00:00+00:00,9.25,9.5,9.25,0.6918430924415588,10900,0.0,
1987-05-06 00:00:00+00:00,9.375,9.5,9.25,0.7011918425559998,16700,0.0,
1987-05-07 00:00:00+00:00,9.375,9.5,9.25,0.7011918425559998,13900,0.0,
1987-05-08 00:00:00+00:00,9.375,9.5,9.25,0.6918430924415588,10800,0.0,
1987-05-11 00:00:00+00:00,9.25,9.375,9.25,0.7011918425559998,19500,0.0,
