date,HOFT_Open,HOFT_High,HOFT_Low,HOFT_Close,HOFT_Volume,HOFT_Dividends,HOFT_Stock Splits
2002-06-27 00:00:00+00:00,7.875,8.024999618530273,7.71999979019165,4.362192630767822,80800,0.0,
2002-06-28 00:00:00+00:00,7.945000171661377,8.0,7.800000190734863,4.390333652496338,19200,0.0,
2002-07-01 00:00:00+00:00,8.149999618530273,8.199999809265137,7.875,4.615481376647949,4400,0.0,
2002-07-02 00:00:00+00:00,8.194999694824219,8.194999694824219,7.78000020980835,4.500091552734375,4000,0.0,
2002-07-03 00:00:00+00:00,7.875,7.974999904632568,7.75,4.488835334777832,10600,0.0,
2002-07-05 00:00:00+00:00,7.974999904632568,7.974999904632568,7.974999904632568,4.488835334777832,0,0.0,
2002-07-08 00:00:00+00:00,7.994999885559082,7.994999885559082,7.775000095367432,4.376262664794922,3200,0.0,
2002-07-09 00:00:00+00:00,7.775000095367432,7.775000095367432,7.75,4.362192630767822,4800,0.0,
2002-07-10 00:00:00+00:00,7.71999979019165,7.71999979019165,7.494999885559082,4.339677810668945,8200,0.0,
2002-07-11 00:00:00+00:00,7.650000095367432,7.650000095367432,7.650000095367432,4.305904388427734,200,0.0,
2002-07-12 00:00:00+00:00,7.650000095367432,7.650000095367432,7.650000095367432,4.305904388427734,0,0.0,
2002-07-15 00:00:00+00:00,7.639999866485596,7.639999866485596,7.329999923706055,4.125787258148193,5200,0.0,
2002-07-16 00:00:00+00:00,7.329999923706055,7.329999923706055,7.125,4.010403633117676,1600,0.0,
2002-07-17 00:00:00+00:00,7.139999866485596,7.139999866485596,7.079999923706055,3.9850738048553462,2600,0.0,
2002-07-18 00:00:00+00:00,7.074999809265137,7.099999904632568,6.974999904632568,3.996329545974731,4400,0.0,
2002-07-19 00:00:00+00:00,7.0,7.0,6.5,3.785257577896118,9200,0.0,
2002-07-22 00:00:00+00:00,6.574999809265137,6.84499979019165,6.574999809265137,3.8528010845184326,4000,0.0,
2002-07-23 00:00:00+00:00,6.574999809265137,6.84499979019165,6.550000190734863,3.8528010845184326,7800,0.0,
2002-07-24 00:00:00+00:00,6.75,6.949999809265137,6.574999809265137,3.9118998050689697,7400,0.0,
2002-07-25 00:00:00+00:00,6.699999809265137,7.0,6.699999809265137,3.799328088760376,5800,0.0,
2002-07-26 00:00:00+00:00,6.934999942779541,6.994999885559082,6.775000095367432,3.93722939491272,18000,0.0,
2002-07-29 00:00:00+00:00,7.0,7.184999942779541,6.75,3.799328088760376,24200,0.0,
2002-07-30 00:00:00+00:00,7.050000190734863,7.224999904632568,6.900000095367432,3.9766299724578857,16800,0.0,
2002-07-31 00:00:00+00:00,7.0,7.695000171661377,7.0,4.331233978271484,54400,0.0,
