date,UCBI_Open,UCBI_High,UCBI_Low,UCBI_Close,UCBI_Volume,UCBI_Dividends,UCBI_Stock Splits
2002-03-21 00:00:00+00:00,76.3704833984375,76.3704833984375,74.35009765625,55.78516387939453,3093,0.0,
2002-03-22 00:00:00+00:00,76.7745590209961,76.7745590209961,74.7056884765625,56.37864303588867,11693,0.0,
2002-03-25 00:00:00+00:00,76.7745590209961,77.45340728759766,75.80477142333984,56.49731063842773,28646,0.0,
2002-03-26 00:00:00+00:00,77.13014221191406,77.82515716552734,77.13014221191406,57.15014266967773,9528,0.0,
2002-03-27 00:00:00+00:00,77.97062683105469,84.85608673095703,77.66352844238281,62.27765655517578,58776,0.0,
2002-03-28 00:00:00+00:00,82.44779205322266,92.45272827148438,81.94673919677734,67.89173126220703,128874,0.0,
2002-04-01 00:00:00+00:00,85.66424560546875,88.88069152832031,83.23978424072266,63.02535629272461,78636,0.0,
2002-04-02 00:00:00+00:00,88.88069152832031,88.88069152832031,84.6944580078125,62.49126052856445,3527,0.0,
2002-04-03 00:00:00+00:00,85.4541244506836,85.66424560546875,83.67618560791016,61.71977233886719,7177,0.0,
2002-04-04 00:00:00+00:00,84.45201110839844,85.21167755126953,83.48223114013672,61.30435562133789,5630,0.0,
2002-04-05 00:00:00+00:00,83.01350402832031,84.04793548583984,82.44779205322266,61.339969635009766,6373,0.0,
2002-04-08 00:00:00+00:00,82.9973373413086,82.9973373413086,80.41124725341797,59.46462631225586,13178,0.0,
2002-04-09 00:00:00+00:00,81.04161071777344,81.04161071777344,78.39086151123047,57.63678359985352,12931,0.0,
2002-04-10 00:00:00+00:00,77.43724060058594,80.81532287597656,77.43724060058594,59.10853576660156,10951,0.0,
2002-04-11 00:00:00+00:00,79.60309600830078,80.81532287597656,79.19902038574219,59.33406829833984,7857,0.0,
2002-04-12 00:00:00+00:00,80.81532287597656,82.43163299560547,80.81532287597656,60.53287124633789,4393,0.0,
2002-04-15 00:00:00+00:00,82.41546630859375,85.26016998291016,82.02755737304688,62.609962463378906,4578,0.0,
2002-04-16 00:00:00+00:00,85.42179870605469,88.86453247070312,85.42179870605469,64.69896697998047,8229,0.0,
2002-04-17 00:00:00+00:00,88.08869934082031,88.89685821533203,87.1189193725586,65.04315185546875,10765,0.0,
2002-04-18 00:00:00+00:00,88.7352294921875,88.7352294921875,86.87647247314453,65.16180419921875,11013,0.0,
2002-04-19 00:00:00+00:00,88.88069152832031,88.89685821533203,86.795654296875,65.10248565673828,9528,0.0,
2002-04-22 00:00:00+00:00,88.7352294921875,88.89685821533203,88.4119644165039,65.280517578125,5692,0.0,
