date,SSO_Open,SSO_High,SSO_Low,SSO_Close,SSO_Volume,SSO_Dividends,SSO_Stock Splits
2006-06-21 00:00:00+00:00,8.859999656677246,8.976249694824219,8.852499961853027,7.412191867828369,2218400,0.0,
2006-06-22 00:00:00+00:00,8.885000228881836,8.885000228881836,8.782500267028809,7.33340311050415,1092800,0.0,
2006-06-23 00:00:00+00:00,8.789999961853027,8.922499656677246,8.766249656677246,7.3323655128479,356800,0.0,
2006-06-26 00:00:00+00:00,8.84375,8.896249771118164,8.813750267028809,7.374867916107178,301600,0.0,
2006-06-27 00:00:00+00:00,8.921250343322754,8.921250343322754,8.734999656677246,7.244246482849121,917600,0.0,
2006-06-28 00:00:00+00:00,8.761249542236328,8.837499618530273,8.712499618530273,7.308522224426269,340800,0.0,
2006-06-29 00:00:00+00:00,8.9375,9.186249732971191,8.923749923706055,7.618488788604736,534400,0.0,
2006-06-30 00:00:00+00:00,9.251250267028809,9.262499809265137,9.181249618530272,7.61434268951416,724800,0.0,
2006-07-03 00:00:00+00:00,9.231249809265137,9.306249618530272,9.220000267028809,7.718006610870361,227200,0.0,
2006-07-05 00:00:00+00:00,9.206250190734863,9.2212495803833,9.111249923706056,7.615373134613037,592000,0.0,
2006-07-06 00:00:00+00:00,9.212499618530272,9.276249885559082,9.182499885559082,7.639218807220459,932800,0.0,
2006-07-07 00:00:00+00:00,9.143750190734863,9.22249984741211,9.0600004196167,7.551102161407471,568800,0.0,
2006-07-10 00:00:00+00:00,9.181249618530272,9.2162504196167,9.087499618530272,7.564579486846924,576000,0.0,
2006-07-11 00:00:00+00:00,9.081250190734863,9.204999923706056,9.008749961853027,7.628853797912598,1540000,0.0,
2006-07-12 00:00:00+00:00,9.188750267028809,9.192500114440918,8.979999542236328,7.478534698486328,1025600,0.0,
2006-07-13 00:00:00+00:00,8.896249771118164,8.9399995803833,8.738750457763672,7.2525458335876465,1390400,0.0,
2006-07-14 00:00:00+00:00,8.717499732971191,8.743749618530273,8.5625,7.187234401702881,1208800,0.0,
2006-07-17 00:00:00+00:00,8.678750038146973,8.725000381469727,8.600000381469727,7.179974555969238,455200,0.0,
2006-07-18 00:00:00+00:00,8.71875,8.831250190734863,8.513750076293945,7.191379547119141,1639200,0.0,
2006-07-19 00:00:00+00:00,8.75,9.024999618530272,8.748749732971191,7.438106060028076,1752000,0.0,
2006-07-20 00:00:00+00:00,9.050000190734863,9.0625,8.84375,7.351027011871338,922400,0.0,
2006-07-21 00:00:00+00:00,8.787500381469727,8.826250076293945,8.688750267028809,7.234920024871826,1027200,0.0,
2006-07-24 00:00:00+00:00,8.80875015258789,9.017499923706056,8.80875015258789,7.464023590087891,1067200,0.0,
2006-07-25 00:00:00+00:00,8.982500076293945,9.161250114440918,8.94124984741211,7.558361053466797,1371200,0.0,
2006-07-26 00:00:00+00:00,9.05500030517578,9.192500114440918,9.017499923706056,7.572877407073975,1105600,0.0,
2006-07-27 00:00:00+00:00,9.198749542236328,9.225000381469728,9.00749969482422,7.500307559967041,1432000,0.0,
2006-07-28 00:00:00+00:00,9.088749885559082,9.282500267028809,9.082500457763672,7.671356201171875,903200,0.0,
2006-07-31 00:00:00+00:00,9.25,9.25,9.1899995803833,7.650623798370361,454400,0.0,
2006-08-01 00:00:00+00:00,9.125,9.193750381469728,9.056249618530272,7.582201957702637,418400,0.0,
2006-08-02 00:00:00+00:00,9.233750343322754,9.318750381469728,9.1899995803833,7.640257835388184,586400,0.0,
2006-08-03 00:00:00+00:00,9.125,9.327500343322754,9.125,7.678615093231201,720800,0.0,
2006-08-04 00:00:00+00:00,9.462499618530272,9.46875,9.175000190734863,7.676540851593018,1376800,0.0,
2006-08-07 00:00:00+00:00,9.199999809265137,9.243749618530272,9.162500381469728,7.634038925170898,392800,0.0,
2006-08-08 00:00:00+00:00,9.274999618530272,9.292499542236328,9.09000015258789,7.571835994720459,461600,0.0,
2006-08-09 00:00:00+00:00,9.213749885559082,9.307499885559082,9.050000190734863,7.5137834548950195,557600,0.0,
