date,SAVE_Open,SAVE_High,SAVE_Low,SAVE_Close,SAVE_Volume,SAVE_Dividends,SAVE_Stock Splits
2011-05-26 00:00:00+00:00,11.350000381469728,11.68000030517578,11.109999656677246,10.451903343200684,6394800,0.0,
2011-05-27 00:00:00+00:00,11.5,11.600000381469728,11.350000381469728,10.388559341430664,728600,0.0,
2011-05-31 00:00:00+00:00,11.56999969482422,11.899999618530272,11.449999809265137,10.678136825561523,824400,0.0,
2011-06-01 00:00:00+00:00,11.68000030517578,11.789999961853027,11.56999969482422,10.488101959228516,521700,0.0,
2011-06-02 00:00:00+00:00,11.520000457763672,12.0,11.479999542236328,10.76862907409668,497000,0.0,
2011-06-03 00:00:00+00:00,11.760000228881836,12.0,11.550000190734863,10.822925567626951,427100,0.0,
2011-06-06 00:00:00+00:00,11.81999969482422,12.100000381469728,11.760000228881836,10.85007095336914,851900,0.0,
2011-06-07 00:00:00+00:00,12.09000015258789,12.199999809265137,11.729999542236328,10.877219200134276,348000,0.0,
2011-06-08 00:00:00+00:00,12.130000114440918,12.199999809265137,11.899999618530272,10.940563201904297,412500,0.0,
2011-06-09 00:00:00+00:00,12.15999984741211,12.199999809265137,11.949999809265137,11.012959480285645,186500,0.0,
2011-06-10 00:00:00+00:00,12.199999809265137,12.199999809265137,11.65999984741211,10.895319938659668,371300,0.0,
2011-06-13 00:00:00+00:00,11.960000038146973,12.170000076293944,11.850000381469728,10.886268615722656,259100,0.0,
2011-06-14 00:00:00+00:00,12.100000381469728,12.170000076293944,11.9399995803833,10.859122276306152,136500,0.0,
2011-06-15 00:00:00+00:00,11.970000267028809,12.079999923706056,11.609999656677246,10.859122276306152,197700,0.0,
2011-06-16 00:00:00+00:00,11.920000076293944,12.0,11.75,10.759580612182615,210800,0.0,
2011-06-17 00:00:00+00:00,12.0,12.0,11.770000457763672,10.76862907409668,371400,0.0,
2011-06-20 00:00:00+00:00,11.93000030517578,12.0,11.75,10.859122276306152,181200,0.0,
2011-06-21 00:00:00+00:00,12.0,12.109999656677246,11.899999618530272,10.904367446899414,269800,0.0,
2011-06-22 00:00:00+00:00,12.130000114440918,12.130000114440918,11.920000076293944,10.886268615722656,399300,0.0,
2011-06-23 00:00:00+00:00,11.93000030517578,12.050000190734863,11.800000190734863,10.904367446899414,352700,0.0,
2011-06-24 00:00:00+00:00,12.010000228881836,12.100000381469728,11.539999961853027,10.859122276306152,3030800,0.0,
2011-06-27 00:00:00+00:00,11.869999885559082,12.0,11.739999771118164,10.859122276306152,408500,0.0,
2011-06-28 00:00:00+00:00,11.739999771118164,12.3100004196167,11.739999771118164,11.13059902191162,622400,0.0,
2011-06-29 00:00:00+00:00,12.270000457763672,12.329999923706056,11.949999809265137,11.094404220581056,428900,0.0,
2011-06-30 00:00:00+00:00,12.210000038146973,12.210000038146973,11.770000457763672,10.85007095336914,244000,0.0,
2011-07-01 00:00:00+00:00,12.079999923706056,12.470000267028809,12.039999961853027,11.221091270446776,314700,0.0,
2011-07-05 00:00:00+00:00,12.5600004196167,12.6899995803833,12.050000190734863,10.994860649108888,331500,0.0,
