date,JWN_Open,JWN_High,JWN_Low,JWN_Close,JWN_Volume,JWN_Dividends,JWN_Stock Splits
1980-08-29 00:00:00+00:00,0.0,2.8125,2.75,1.338071346282959,75200,0.0,
1980-09-02 00:00:00+00:00,0.0,2.90625,2.8125,1.3684817552566528,40000,0.0,
1980-09-03 00:00:00+00:00,0.0,2.9375,2.875,1.3988927602767944,12000,0.0,
1980-09-04 00:00:00+00:00,0.0,3.0,2.90625,1.4140979051589966,13600,0.0,
1980-09-05 00:00:00+00:00,0.0,3.03125,2.9375,1.4293031692504885,6400,0.0,
1980-09-08 00:00:00+00:00,0.0,3.0625,2.96875,1.444508075714111,8000,0.0,
1980-09-09 00:00:00+00:00,0.0,3.0625,2.96875,1.444508075714111,8000,0.0,
1980-09-10 00:00:00+00:00,0.0,3.0625,2.96875,1.444508075714111,6400,0.0,
1980-09-11 00:00:00+00:00,0.0,3.0625,2.96875,1.444508075714111,4800,0.0,
1980-09-12 00:00:00+00:00,0.0,3.0625,2.96875,1.444508075714111,4800,0.0,
1980-09-15 00:00:00+00:00,0.0,3.0625,2.96875,1.444508075714111,6400,0.0,
1980-09-16 00:00:00+00:00,0.0,3.0625,2.96875,1.444508075714111,11200,0.0,
1980-09-17 00:00:00+00:00,0.0,3.09375,3.0,1.4597147703170776,21600,0.0,
1980-09-18 00:00:00+00:00,0.0,3.125,3.03125,1.474920392036438,187200,0.0,
1980-09-19 00:00:00+00:00,0.0,3.125,3.03125,1.474920392036438,160000,0.0,
1980-09-22 00:00:00+00:00,0.0,3.125,3.0625,1.4901248216629028,205600,0.0,
1980-09-23 00:00:00+00:00,0.0,3.09375,3.0625,1.4901248216629028,115200,0.0,
1980-09-24 00:00:00+00:00,0.0,3.09375,3.0625,1.4901248216629028,197600,0.0,
1980-09-25 00:00:00+00:00,0.0,3.125,3.0625,1.4901248216629028,55200,0.0,
1980-09-26 00:00:00+00:00,0.0,3.125,3.0625,1.4901248216629028,64000,0.0,
1980-09-29 00:00:00+00:00,0.0,2.9375,2.875,1.3988927602767944,136000,0.0,
1980-09-30 00:00:00+00:00,0.0,2.9375,2.90625,1.4140979051589966,17600,0.0,
1980-10-01 00:00:00+00:00,0.0,2.9375,2.90625,1.4140979051589966,52000,0.0,
1980-10-02 00:00:00+00:00,0.0,2.9375,2.90625,1.4140979051589966,21600,0.0,
1980-10-03 00:00:00+00:00,0.0,2.9375,2.90625,1.4140979051589966,491200,0.0,
1980-10-06 00:00:00+00:00,0.0,2.96875,2.9375,1.4293031692504885,2400,0.0,
1980-10-07 00:00:00+00:00,0.0,2.96875,2.9375,1.4293031692504885,44000,0.0,
1980-10-08 00:00:00+00:00,0.0,3.0,2.9375,1.4293031692504885,64800,0.0,
1980-10-09 00:00:00+00:00,0.0,3.03125,3.0,1.4597147703170776,212000,0.0,
1980-10-10 00:00:00+00:00,0.0,3.03125,3.0,1.4597147703170776,14400,0.0,
1980-10-13 00:00:00+00:00,0.0,3.03125,3.0,1.4597147703170776,8800,0.0,
1980-10-14 00:00:00+00:00,0.0,3.09375,3.03125,1.474920392036438,26400,0.0,
1980-10-15 00:00:00+00:00,0.0,3.09375,3.03125,1.474920392036438,89600,0.0,
1980-10-16 00:00:00+00:00,0.0,3.09375,3.03125,1.474920392036438,97600,0.0,
1980-10-17 00:00:00+00:00,0.0,3.03125,2.96875,1.444508075714111,73600,0.0,
1980-10-20 00:00:00+00:00,0.0,3.03125,2.96875,1.444508075714111,20000,0.0,
1980-10-21 00:00:00+00:00,0.0,3.0,2.9375,1.4293031692504885,33600,0.0,
1980-10-22 00:00:00+00:00,0.0,2.9375,2.90625,1.4140979051589966,12000,0.0,
1980-10-23 00:00:00+00:00,0.0,2.875,2.84375,1.3836867809295654,38400,0.0,
1980-10-24 00:00:00+00:00,0.0,2.875,2.8125,1.3684817552566528,36000,0.0,
1980-10-27 00:00:00+00:00,0.0,2.71875,2.65625,1.2924551963806152,69600,0.0,
1980-10-28 00:00:00+00:00,0.0,2.65625,2.625,1.277250051498413,36000,0.0,
1980-10-29 00:00:00+00:00,0.0,2.6875,2.625,1.277250051498413,29600,0.0,
1980-10-30 00:00:00+00:00,0.0,2.6875,2.625,1.277250051498413,25600,0.0,
1980-10-31 00:00:00+00:00,0.0,2.6875,2.625,1.277250051498413,103200,0.0,
1980-11-03 00:00:00+00:00,0.0,2.65625,2.625,1.277250051498413,2400,0.0,
1980-11-05 00:00:00+00:00,0.0,2.71875,2.65625,1.2924551963806152,62400,0.0,
1980-11-06 00:00:00+00:00,0.0,2.65625,2.625,1.277250051498413,80000,0.0,
1980-11-07 00:00:00+00:00,0.0,2.65625,2.625,1.277250051498413,20800,0.0,
1980-11-10 00:00:00+00:00,0.0,2.65625,2.625,1.277250051498413,23200,0.0,
1980-11-11 00:00:00+00:00,0.0,2.6875,2.65625,1.2924551963806152,2400,0.0,
1980-11-12 00:00:00+00:00,0.0,2.75,2.71875,1.3228665590286257,31200,0.0,
1980-11-13 00:00:00+00:00,0.0,2.78125,2.71875,1.3228665590286257,56000,0.0,
1980-11-14 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,30400,0.0,
1980-11-17 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,16000,0.0,
1980-11-18 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,15200,0.0,
1980-11-19 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,159200,0.0,
1980-11-20 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,28800,0.0,
1980-11-21 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,6400,0.0,
1980-11-24 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,68800,0.0,
1980-11-25 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,18400,0.0,
1980-11-26 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,48800,0.0,
1980-11-28 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,20800,0.0,
1980-12-01 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,9600,0.0,
1980-12-02 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,16800,0.0,
1980-12-03 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,12800,0.0,
1980-12-04 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,10400,0.0,
1980-12-05 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,11200,0.0,
1980-12-08 00:00:00+00:00,0.0,2.75,2.65625,1.2924551963806152,40000,0.0,
1980-12-09 00:00:00+00:00,0.0,2.6875,2.65625,1.2924551963806152,19200,0.0,
1980-12-10 00:00:00+00:00,0.0,2.65625,2.625,1.277250051498413,29600,0.0,
1980-12-11 00:00:00+00:00,0.0,2.46875,2.40625,1.170812487602234,41600,0.0,
1980-12-12 00:00:00+00:00,0.0,2.4375,2.375,1.1556072235107422,12800,0.0,
1980-12-15 00:00:00+00:00,0.0,2.4375,2.375,1.1556072235107422,13600,0.0,
1980-12-16 00:00:00+00:00,0.0,2.375,2.3125,1.1251962184906006,31200,0.0,
1980-12-17 00:00:00+00:00,0.0,2.40625,2.375,1.1556072235107422,97600,0.0,
1980-12-18 00:00:00+00:00,0.0,2.40625,2.375,1.1556072235107422,92800,0.0,
1980-12-19 00:00:00+00:00,0.0,2.46875,2.4375,1.1860178709030151,18400,0.0,
1980-12-22 00:00:00+00:00,0.0,2.46875,2.4375,1.1860178709030151,36800,0.0,
1980-12-23 00:00:00+00:00,0.0,2.59375,2.5625,1.2468390464782717,146400,0.0,
1980-12-24 00:00:00+00:00,0.0,2.59375,2.5625,1.2468390464782717,1600,0.0,
1980-12-26 00:00:00+00:00,0.0,2.625,2.5625,1.2468390464782717,14400,0.0,
1980-12-29 00:00:00+00:00,0.0,2.625,2.5625,1.2468390464782717,49600,0.0,
1980-12-30 00:00:00+00:00,0.0,2.625,2.5625,1.2468390464782717,18400,0.0,
1980-12-31 00:00:00+00:00,0.0,2.84375,2.8125,1.3684817552566528,88800,0.0,
1981-01-02 00:00:00+00:00,0.0,2.84375,2.78125,1.3532769680023191,135200,0.0,
1981-01-05 00:00:00+00:00,0.0,2.8125,2.78125,1.3532769680023191,16000,0.0,
1981-01-06 00:00:00+00:00,0.0,2.84375,2.78125,1.3532769680023191,52800,0.0,
1981-01-07 00:00:00+00:00,0.0,2.625,2.59375,1.2620447874069214,139200,0.0,
1981-01-08 00:00:00+00:00,0.0,2.625,2.59375,1.2620447874069214,24000,0.0,
1981-01-09 00:00:00+00:00,0.0,2.65625,2.625,1.277250051498413,19200,0.0,
1981-01-12 00:00:00+00:00,0.0,2.65625,2.625,1.277250051498413,4000,0.0,
1981-01-13 00:00:00+00:00,0.0,2.625,2.59375,1.2620447874069214,18400,0.0,
1981-01-14 00:00:00+00:00,0.0,2.59375,2.5625,1.2468390464782717,131200,0.0,
1981-01-15 00:00:00+00:00,0.0,2.625,2.5625,1.2468390464782717,39200,0.0,
1981-01-16 00:00:00+00:00,0.0,2.625,2.5625,1.2468390464782717,25600,0.0,
1981-01-19 00:00:00+00:00,0.0,2.59375,2.53125,1.231633186340332,60800,0.0,
1981-01-20 00:00:00+00:00,0.0,2.5625,2.5,1.2164287567138672,44800,0.0,
1981-01-21 00:00:00+00:00,0.0,2.53125,2.46875,1.201223373413086,15200,0.0,
1981-01-22 00:00:00+00:00,0.0,2.53125,2.5,1.2164287567138672,13600,0.0,
1981-01-23 00:00:00+00:00,0.0,2.5,2.46875,1.201223373413086,22400,0.0,
1981-01-26 00:00:00+00:00,0.0,2.5,2.46875,1.201223373413086,48000,0.0,
1981-01-27 00:00:00+00:00,0.0,2.5,2.46875,1.201223373413086,35200,0.0,
1981-01-28 00:00:00+00:00,0.0,2.53125,2.46875,1.201223373413086,60000,0.0,
1981-01-29 00:00:00+00:00,0.0,2.65625,2.59375,1.2620447874069214,152800,0.0,
1981-01-30 00:00:00+00:00,0.0,2.625,2.5625,1.2468390464782717,37600,0.0,
1981-02-02 00:00:00+00:00,0.0,2.59375,2.5625,1.2468390464782717,60800,0.0,
1981-02-03 00:00:00+00:00,0.0,2.59375,2.5625,1.2468390464782717,12800,0.0,
1981-02-04 00:00:00+00:00,0.0,2.65625,2.59375,1.2620447874069214,52000,0.0,
1981-02-05 00:00:00+00:00,0.0,2.6875,2.65625,1.2924551963806152,85600,0.0,
1981-02-06 00:00:00+00:00,0.0,2.71875,2.6875,1.3076611757278442,7200,0.0,
1981-02-09 00:00:00+00:00,0.0,2.75,2.6875,1.3076611757278442,11200,0.0,
1981-02-10 00:00:00+00:00,0.0,2.78125,2.71875,1.3228665590286257,32000,0.0,
1981-02-11 00:00:00+00:00,0.0,2.78125,2.71875,1.3228665590286257,70400,0.0,
1981-02-12 00:00:00+00:00,0.0,2.78125,2.71875,1.3228665590286257,19200,0.0,
1981-02-13 00:00:00+00:00,0.0,2.78125,2.71875,1.3228665590286257,8000,0.0,
1981-02-17 00:00:00+00:00,0.0,2.78125,2.75,1.338071346282959,10400,0.0,
1981-02-18 00:00:00+00:00,0.0,2.8125,2.75,1.338071346282959,19200,0.0,
1981-02-19 00:00:00+00:00,0.0,2.8125,2.75,1.338071346282959,189600,0.0,
1981-02-20 00:00:00+00:00,0.0,2.8125,2.78125,1.3532769680023191,45600,0.0,
1981-02-23 00:00:00+00:00,0.0,2.9375,2.875,1.3988927602767944,49600,0.0,
1981-02-24 00:00:00+00:00,0.0,2.9375,2.90625,1.4140979051589966,129600,0.0,
1981-02-25 00:00:00+00:00,0.0,2.90625,2.875,1.3988927602767944,88800,0.0,
1981-02-26 00:00:00+00:00,0.0,2.9375,2.90625,1.4140979051589966,82400,0.0,
1981-02-27 00:00:00+00:00,0.0,2.9375,2.90625,1.4140979051589966,12800,0.0,
1981-03-02 00:00:00+00:00,0.0,2.96875,2.90625,1.4140979051589966,8000,0.0,
1981-03-03 00:00:00+00:00,0.0,3.0625,3.0,1.4597147703170776,72800,0.0,
1981-03-04 00:00:00+00:00,0.0,3.0625,3.0,1.4597147703170776,128000,0.0,
1981-03-05 00:00:00+00:00,0.0,3.0625,3.0,1.4597147703170776,24800,0.0,
1981-03-06 00:00:00+00:00,0.0,3.15625,3.09375,1.5053298473358154,60800,0.0,
1981-03-09 00:00:00+00:00,0.0,3.15625,3.125,1.5205357074737549,74400,0.0,
1981-03-10 00:00:00+00:00,0.0,3.25,3.21875,1.5661512613296509,120800,0.0,
1981-03-11 00:00:00+00:00,0.0,3.1875,3.125,1.5205357074737549,80800,0.0,
1981-03-12 00:00:00+00:00,0.0,3.1875,3.125,1.5205357074737549,10400,0.0,
1981-03-13 00:00:00+00:00,0.0,3.1875,3.125,1.5205357074737549,40000,0.0,
1981-03-16 00:00:00+00:00,0.0,3.15625,3.125,1.5205357074737549,30400,0.0,
1981-03-17 00:00:00+00:00,0.0,3.15625,3.125,1.5205357074737549,108800,0.0,
1981-03-18 00:00:00+00:00,0.0,3.1875,3.125,1.5205357074737549,74400,0.0,
1981-03-19 00:00:00+00:00,0.0,3.3125,3.28125,1.596562385559082,95200,0.0,
1981-03-20 00:00:00+00:00,0.0,3.375,3.3125,1.611768126487732,798400,0.0,
1981-03-23 00:00:00+00:00,0.0,3.46875,3.40625,1.6573843955993652,51200,0.0,
1981-03-24 00:00:00+00:00,0.0,3.4375,3.375,1.6421778202056885,29600,0.0,
1981-03-25 00:00:00+00:00,0.0,3.4375,3.375,1.6421778202056885,36000,0.0,
1981-03-26 00:00:00+00:00,0.0,3.4375,3.375,1.6421778202056885,49600,0.0,
1981-03-27 00:00:00+00:00,0.0,3.4375,3.40625,1.6573843955993652,69600,0.0,
1981-03-30 00:00:00+00:00,0.0,3.4375,3.40625,1.6573843955993652,23200,0.0,
1981-03-31 00:00:00+00:00,0.0,3.46875,3.40625,1.6573843955993652,18400,0.0,
1981-04-01 00:00:00+00:00,0.0,3.5,3.4375,1.6725893020629885,68000,0.0,
1981-04-02 00:00:00+00:00,0.0,3.5,3.46875,1.6877943277359009,32800,0.0,
1981-04-03 00:00:00+00:00,0.0,3.5,3.46875,1.6877943277359009,92800,0.0,
1981-04-06 00:00:00+00:00,0.0,3.53125,3.46875,1.6877943277359009,96000,0.0,
1981-04-07 00:00:00+00:00,0.0,3.53125,3.46875,1.6877943277359009,18400,0.0,
1981-04-08 00:00:00+00:00,0.0,3.53125,3.46875,1.6877943277359009,42400,0.0,
1981-04-09 00:00:00+00:00,0.0,3.5,3.46875,1.6877943277359009,147200,0.0,
1981-04-10 00:00:00+00:00,0.0,3.28125,3.25,1.5813568830490112,104800,0.0,
1981-04-13 00:00:00+00:00,0.0,3.28125,3.25,1.5813568830490112,937600,0.0,
1981-04-14 00:00:00+00:00,0.0,3.28125,3.25,1.5813568830490112,11200,0.0,
1981-04-15 00:00:00+00:00,0.0,3.3125,3.28125,1.596562385559082,72800,0.0,
1981-04-16 00:00:00+00:00,0.0,3.3125,3.28125,1.596562385559082,8000,0.0,
1981-04-20 00:00:00+00:00,0.0,3.40625,3.34375,1.6269726753234863,64800,0.0,
1981-04-21 00:00:00+00:00,0.0,3.40625,3.34375,1.6269726753234863,36000,0.0,
1981-04-22 00:00:00+00:00,0.0,3.5,3.46875,1.6877943277359009,134400,0.0,
1981-04-23 00:00:00+00:00,0.0,3.5625,3.5,1.7029998302459717,58400,0.0,
1981-04-24 00:00:00+00:00,0.0,3.59375,3.53125,1.7182055711746216,56000,0.0,
1981-04-27 00:00:00+00:00,0.0,3.59375,3.53125,1.7182055711746216,13600,0.0,
1981-04-28 00:00:00+00:00,0.0,3.625,3.53125,1.7182055711746216,15200,0.0,
1981-04-29 00:00:00+00:00,0.0,3.59375,3.53125,1.7182055711746216,58400,0.0,
1981-04-30 00:00:00+00:00,0.0,3.59375,3.53125,1.7182055711746216,69600,0.0,
1981-05-01 00:00:00+00:00,0.0,3.5625,3.53125,1.7182055711746216,26400,0.0,
1981-05-04 00:00:00+00:00,0.0,3.53125,3.46875,1.6877943277359009,52000,0.0,
1981-05-05 00:00:00+00:00,0.0,3.46875,3.40625,1.6573843955993652,15200,0.0,
1981-05-06 00:00:00+00:00,0.0,3.5,3.46875,1.6877943277359009,434400,0.0,
1981-05-07 00:00:00+00:00,0.0,3.53125,3.46875,1.6877943277359009,60000,0.0,
1981-05-08 00:00:00+00:00,0.0,3.53125,3.46875,1.6877943277359009,17600,0.0,
1981-05-11 00:00:00+00:00,0.0,3.5,3.4375,1.6725893020629885,39200,0.0,
1981-05-12 00:00:00+00:00,0.0,3.53125,3.46875,1.6877943277359009,104000,0.0,
1981-05-13 00:00:00+00:00,0.0,3.59375,3.5625,1.7334095239639282,72000,0.0,
1981-05-14 00:00:00+00:00,0.0,3.625,3.5625,1.7334095239639282,18400,0.0,
