date,BBDO_Open,BBDO_High,BBDO_Low,BBDO_Close,BBDO_Volume,BBDO_Dividends,BBDO_Stock Splits
2012-03-13 00:00:00+00:00,14.545454978942873,14.545454978942873,14.281818389892578,8.15380573272705,63690,0.0,
2012-03-14 00:00:00+00:00,14.227272987365724,14.336363792419434,14.227272987365724,8.138324737548828,14300,0.0,
2012-03-15 00:00:00+00:00,14.454545021057127,15.354544639587402,13.9909086227417,7.9989848136901855,55770,0.0,
2012-03-16 00:00:00+00:00,14.409090995788574,14.409090995788574,14.409090995788574,8.17961311340332,1100,0.0,
2012-03-19 00:00:00+00:00,14.354544639587402,14.4909086227417,14.354544639587402,8.15380573272705,9900,0.0,
2012-03-20 00:00:00+00:00,14.090909004211426,14.090909004211426,13.754545211791992,7.84417200088501,14520,0.0,
2012-03-21 00:00:00+00:00,14.272727012634276,14.545454978942873,13.945454597473145,8.15380573272705,29590,0.0,
2012-03-22 00:00:00+00:00,14.03636360168457,14.03636360168457,13.863636016845703,7.890615940093994,6930,0.0,
2012-03-23 00:00:00+00:00,13.899999618530272,13.899999618530272,13.899999618530272,7.890615940093994,0,0.0,
2012-03-26 00:00:00+00:00,14.318181991577148,14.318181991577148,14.318181991577148,8.128006935119629,220,0.0,
2012-03-27 00:00:00+00:00,14.318181991577148,14.318181991577148,14.318181991577148,8.128006935119629,0,0.0,
2012-03-28 00:00:00+00:00,14.154544830322266,14.154544830322266,13.745454788208008,7.802887916564941,1320,0.0,
2012-03-29 00:00:00+00:00,13.772727012634276,13.809090614318848,13.636363983154297,7.839010715484619,20900,0.0,
2012-03-30 00:00:00+00:00,13.9909086227417,13.9909086227417,13.56363582611084,7.6996750831604,770,0.0,
2012-04-02 00:00:00+00:00,13.845455169677734,13.845455169677734,13.818181991577148,7.859653949737549,6600,0.0,
2012-04-03 00:00:00+00:00,13.636363983154297,13.736364364624023,13.636363983154297,7.797722816467285,880,0.0,
2012-04-04 00:00:00+00:00,13.845455169677734,13.845455169677734,13.845455169677734,7.864336490631103,0,0.008182,
2012-04-05 00:00:00+00:00,13.57272720336914,13.57272720336914,13.163636207580566,7.477057933807373,880,0.0,
2012-04-09 00:00:00+00:00,13.163636207580566,13.163636207580566,13.163636207580566,7.477057933807373,1430,0.0,
2012-04-10 00:00:00+00:00,13.163636207580566,13.163636207580566,13.163636207580566,7.477057933807373,0,0.0,
2012-04-11 00:00:00+00:00,13.163636207580566,13.163636207580566,13.163636207580566,7.477057933807373,330,0.0,
2012-04-12 00:00:00+00:00,13.163636207580566,13.163636207580566,13.163636207580566,7.477057933807373,0,0.0,
2012-04-13 00:00:00+00:00,13.118182182312012,13.118182182312012,13.118182182312012,7.451237678527832,660,0.0,
2012-04-16 00:00:00+00:00,13.06363582611084,13.06363582611084,13.06363582611084,7.420259952545166,330,0.0,
2012-04-17 00:00:00+00:00,13.06363582611084,13.06363582611084,13.06363582611084,7.420259952545166,0,0.0,
2012-04-18 00:00:00+00:00,12.727272987365724,12.727272987365724,12.727272987365724,7.229196071624756,220,0.0,
2012-04-19 00:00:00+00:00,12.727272987365724,12.727272987365724,12.727272987365724,7.229196071624756,0,0.0,
2012-04-20 00:00:00+00:00,12.727272987365724,12.727272987365724,12.727272987365724,7.229196071624756,0,0.0,
2012-04-23 00:00:00+00:00,12.727272987365724,12.727272987365724,12.727272987365724,7.229196071624756,0,0.0,
2012-04-24 00:00:00+00:00,12.57272720336914,12.727272987365724,12.57272720336914,7.229196071624756,440,0.0,
2012-04-25 00:00:00+00:00,12.727272987365724,12.727272987365724,12.727272987365724,7.229196071624756,0,0.0,
2012-04-26 00:00:00+00:00,12.372727394104004,12.372727394104004,12.372727394104004,7.027817726135254,330,0.0,
2012-04-27 00:00:00+00:00,12.372727394104004,12.372727394104004,12.372727394104004,7.027817726135254,0,0.0,
2012-04-30 00:00:00+00:00,12.372727394104004,12.372727394104004,12.372727394104004,7.027817726135254,0,0.0,
2012-05-01 00:00:00+00:00,12.372727394104004,12.372727394104004,12.372727394104004,7.027817726135254,0,0.0,
2012-05-02 00:00:00+00:00,11.890909194946287,11.890909194946287,11.818181991577148,6.71283483505249,330,0.0,
2012-05-03 00:00:00+00:00,11.818181991577148,11.818181991577148,11.818181991577148,6.716963768005371,0,0.007273,
2012-05-04 00:00:00+00:00,11.845455169677734,11.845455169677734,11.836363792419434,6.727295398712158,1100,0.0,
2012-05-07 00:00:00+00:00,11.836363792419434,11.836363792419434,11.836363792419434,6.727295398712158,0,0.0,
2012-05-08 00:00:00+00:00,11.836363792419434,11.836363792419434,11.836363792419434,6.727295398712158,0,0.0,
2012-05-09 00:00:00+00:00,11.836363792419434,11.836363792419434,11.836363792419434,6.727295398712158,0,0.0,
2012-05-10 00:00:00+00:00,12.136363983154297,12.136363983154297,11.681818008422852,6.670463562011719,1430,0.0,
2012-05-11 00:00:00+00:00,11.590909004211426,11.67272663116455,11.590909004211426,6.634291172027588,18700,0.0,
2012-05-14 00:00:00+00:00,11.300000190734863,11.300000190734863,11.300000190734863,6.422449588775635,440,0.0,
2012-05-15 00:00:00+00:00,11.136363983154297,11.145455360412598,11.136363983154297,6.334610939025879,1100,0.0,
