date,BERY_Open,BERY_High,BERY_Low,BERY_Close,BERY_Volume,BERY_Dividends,BERY_Stock Splits
2012-10-04 00:00:00+00:00,15.25,15.420000076293944,14.850000381469728,14.747386932373049,17687800,0.0,
2012-10-05 00:00:00+00:00,15.34000015258789,15.350000381469728,14.850000381469728,14.55334186553955,2225900,0.0,
2012-10-08 00:00:00+00:00,14.899999618530272,14.93000030517578,14.729999542236328,14.31078815460205,861200,0.0,
2012-10-09 00:00:00+00:00,14.75,14.93000030517578,14.399999618530272,14.116743087768556,1140200,0.0,
2012-10-10 00:00:00+00:00,14.449999809265137,14.550000190734863,14.100000381469728,13.738354682922363,902800,0.0,
2012-10-11 00:00:00+00:00,14.15999984741211,14.390000343322754,13.880000114440918,13.583120346069336,1327900,0.0,
2012-10-12 00:00:00+00:00,14.0,14.199999809265137,14.0,13.777166366577148,355600,0.0,
2012-10-15 00:00:00+00:00,14.199999809265137,14.5,14.199999809265137,13.942102432250977,210000,0.0,
2012-10-16 00:00:00+00:00,14.359999656677246,14.460000038146973,14.210000038146973,13.932401657104492,230200,0.0,
2012-10-17 00:00:00+00:00,14.300000190734863,14.470000267028809,14.260000228881836,14.039125442504885,314800,0.0,
2012-10-18 00:00:00+00:00,14.350000381469728,14.779999732971191,14.350000381469728,14.24287223815918,573700,0.0,
2012-10-19 00:00:00+00:00,14.59000015258789,14.68000030517578,14.300000190734863,14.039125442504885,618800,0.0,
2012-10-22 00:00:00+00:00,14.5,14.81999969482422,14.449999809265137,14.039125442504885,291700,0.0,
2012-10-23 00:00:00+00:00,14.350000381469728,14.479999542236328,14.260000228881836,13.942102432250977,138300,0.0,
2012-10-24 00:00:00+00:00,14.399999618530272,14.779999732971191,14.09000015258789,13.845081329345703,231500,0.0,
2012-10-25 00:00:00+00:00,14.359999656677246,14.619999885559082,14.199999809265137,13.854782104492188,73600,0.0,
2012-10-26 00:00:00+00:00,14.210000038146973,14.279999732971191,14.020000457763672,13.777166366577148,163600,0.0,
2012-10-31 00:00:00+00:00,14.130000114440918,14.329999923706056,13.609999656677246,13.748058319091797,190100,0.0,
2012-11-01 00:00:00+00:00,14.109999656677246,14.90999984741211,13.960000038146973,13.922698974609377,199300,0.0,
2012-11-02 00:00:00+00:00,14.920000076293944,14.920000076293944,13.979999542236328,13.757761001586914,146500,0.0,
2012-11-05 00:00:00+00:00,14.130000114440918,14.380000114440918,13.920000076293944,13.563714981079102,269200,0.0,
2012-11-06 00:00:00+00:00,14.100000381469728,14.229999542236328,13.920000076293944,13.680143356323242,398600,0.0,
2012-11-07 00:00:00+00:00,14.0,14.149999618530272,13.5,13.22413730621338,280100,0.0,
2012-11-08 00:00:00+00:00,13.699999809265137,13.800000190734863,13.25,13.078604698181152,285400,0.0,
2012-11-09 00:00:00+00:00,13.25,13.789999961853027,13.119999885559082,13.24354076385498,391800,0.0,
2012-11-12 00:00:00+00:00,13.800000190734863,14.0,13.600000381469728,13.466693878173828,127600,0.0,
2012-11-13 00:00:00+00:00,14.09000015258789,14.279999732971191,13.899999618530272,13.72865390777588,630600,0.0,
2012-11-14 00:00:00+00:00,14.25,14.5,14.09000015258789,13.825675010681152,338200,0.0,
2012-11-15 00:00:00+00:00,14.109999656677246,14.5,14.010000228881836,13.592822074890137,159300,0.0,
2012-11-16 00:00:00+00:00,14.300000190734863,14.399999618530272,13.93000030517578,13.64133358001709,129600,0.0,
2012-11-19 00:00:00+00:00,14.229999542236328,14.399999618530272,13.970000267028809,13.738354682922363,226100,0.0,
2012-11-20 00:00:00+00:00,14.0600004196167,14.31999969482422,13.989999771118164,13.874186515808104,236300,0.0,
2012-11-21 00:00:00+00:00,14.25,14.899999618530272,14.229999542236328,14.301085472106934,339800,0.0,
2012-11-23 00:00:00+00:00,14.920000076293944,15.130000114440918,14.630000114440918,14.262274742126465,134100,0.0,
2012-11-26 00:00:00+00:00,15.0,15.0,14.489999771118164,14.42721462249756,251600,0.0,
2012-11-27 00:00:00+00:00,14.949999809265137,15.0,14.5,14.31078815460205,561300,0.0,
2012-11-28 00:00:00+00:00,14.699999809265137,14.949999809265137,14.289999961853027,14.301085472106934,285300,0.0,
2012-11-29 00:00:00+00:00,14.829999923706056,15.100000381469728,14.640000343322754,14.55334186553955,236900,0.0,
2012-11-30 00:00:00+00:00,14.989999771118164,15.079999923706056,14.710000038146973,14.466022491455078,109600,0.0,
2012-12-03 00:00:00+00:00,15.0,15.100000381469728,14.720000267028809,14.31078815460205,250900,0.0,
2012-12-04 00:00:00+00:00,14.779999732971191,14.9399995803833,14.609999656677246,14.31078815460205,192100,0.0,
2012-12-05 00:00:00+00:00,14.65999984741211,14.890000343322754,14.470000267028809,14.359298706054688,342900,0.0,
2012-12-06 00:00:00+00:00,14.729999542236328,14.880000114440918,14.539999961853027,14.359298706054688,250200,0.0,
2012-12-07 00:00:00+00:00,14.670000076293944,14.880000114440918,14.670000076293944,14.359298706054688,143000,0.0,
2012-12-10 00:00:00+00:00,14.84000015258789,14.869999885559082,14.720000267028809,14.369001388549805,455100,0.0,
2012-12-11 00:00:00+00:00,14.829999923706056,15.140000343322754,14.829999923706056,14.55334186553955,156500,0.0,
2012-12-12 00:00:00+00:00,15.0,15.100000381469728,14.710000038146973,14.54364013671875,219000,0.0,
