date,BIP_Open,BIP_High,BIP_Low,BIP_Close,BIP_Volume,BIP_Dividends,BIP_Stock Splits
2008-01-10 00:00:00+00:00,8.730158805847168,8.730158805847168,7.281745910644531,3.409844398498535,399672,0.0,
2008-01-11 00:00:00+00:00,7.539682865142822,7.837302207946777,7.539682865142822,3.4816291332244877,104580,0.0,
2008-01-14 00:00:00+00:00,7.738094806671143,8.214285850524902,7.738094806671143,3.5982823371887207,44100,0.0,
2008-01-15 00:00:00+00:00,8.353175163269043,8.373016357421875,7.876984119415283,3.580335855484009,210168,0.0,
2008-01-16 00:00:00+00:00,7.9087300300598145,7.996032238006592,7.837302207946777,3.5534145832061768,522648,0.0,
2008-01-17 00:00:00+00:00,7.896824836730957,7.9365081787109375,7.738094806671143,3.571361780166626,223524,0.0,
2008-01-18 00:00:00+00:00,7.896824836730957,7.9365081787109375,7.837302207946777,3.5893070697784424,318276,0.0,
2008-01-22 00:00:00+00:00,7.638888835906982,8.035714149475098,7.547618865966797,3.526496648788452,228816,0.0,
2008-01-23 00:00:00+00:00,7.539682865142822,8.234127044677734,7.539682865142822,3.696989297866821,361368,0.0,
2008-01-24 00:00:00+00:00,8.095237731933594,8.134921073913574,7.896824836730957,3.6790413856506343,305676,0.0,
2008-01-25 00:00:00+00:00,8.234127044677734,8.432539939880371,8.035714149475098,3.7687737941741934,185976,0.0,
2008-01-28 00:00:00+00:00,8.333333015441895,8.49206256866455,8.234127044677734,3.79569411277771,96264,0.0,
2008-01-29 00:00:00+00:00,8.39285659790039,8.531745910644531,8.333333015441895,3.7687737941741934,65268,0.0,
2008-01-30 00:00:00+00:00,8.333333015441895,8.472222328186035,8.277777671813965,3.786719799041748,143388,0.0,
2008-01-31 00:00:00+00:00,8.333333015441895,8.531745910644531,8.134921073913574,3.759798765182495,5657652,0.0,
2008-02-01 00:00:00+00:00,8.571429252624512,8.571429252624512,7.853175163269043,3.680835723876953,1805076,0.0,
