date,SNA_Open,SNA_High,SNA_Low,SNA_Close,SNA_Volume,SNA_Dividends,SNA_Stock Splits
1973-02-21 00:00:00+00:00,9.0,9.0,9.0,3.2465832233428955,27000,0.0,
1973-02-22 00:00:00+00:00,8.916666984558105,8.916666984558105,8.916666984558105,3.216522216796875,36000,0.0,
1973-02-23 00:00:00+00:00,8.416666984558105,8.416666984558105,8.416666984558105,3.0361573696136475,64800,0.0,
1973-02-26 00:00:00+00:00,8.375,8.375,8.375,3.021126508712769,42600,0.0,
1973-02-27 00:00:00+00:00,8.166666984558105,8.166666984558105,8.166666984558105,2.945974349975586,70200,0.0,
1973-02-28 00:00:00+00:00,8.541666984558105,8.541666984558105,8.541666984558105,3.081248998641968,115800,0.0,
1973-03-01 00:00:00+00:00,8.625,8.625,8.625,3.1113078594207764,96600,0.0,
1973-03-02 00:00:00+00:00,8.875,8.875,8.875,3.2014927864074707,81000,0.0,
1973-03-05 00:00:00+00:00,8.791666984558105,8.791666984558105,8.791666984558105,3.1714324951171875,163800,0.0,
1973-03-06 00:00:00+00:00,8.708333015441895,8.708333015441895,8.708333015441895,3.1413700580596924,278400,0.0,
1973-03-07 00:00:00+00:00,8.875,8.875,8.875,3.2014927864074707,177000,0.0,
1973-03-08 00:00:00+00:00,8.916666984558105,8.916666984558105,8.916666984558105,3.216522216796875,85200,0.0,
1973-03-09 00:00:00+00:00,8.875,8.875,8.875,3.2014927864074707,145800,0.0,
1973-03-12 00:00:00+00:00,8.833333015441895,8.833333015441895,8.833333015441895,3.18646240234375,39000,0.0,
1973-03-13 00:00:00+00:00,8.833333015441895,8.833333015441895,8.833333015441895,3.18646240234375,90600,0.0,
1973-03-14 00:00:00+00:00,8.875,8.875,8.875,3.2014927864074707,101400,0.0,
1973-03-15 00:00:00+00:00,8.916666984558105,8.916666984558105,8.916666984558105,3.216522216796875,32400,0.0,
1973-03-16 00:00:00+00:00,9.0,9.0,9.0,3.2465832233428955,45600,0.0,
1973-03-19 00:00:00+00:00,8.916666984558105,8.916666984558105,8.916666984558105,3.216522216796875,31200,0.0,
1973-03-20 00:00:00+00:00,8.916666984558105,8.916666984558105,8.916666984558105,3.216522216796875,33000,0.0,
1973-03-21 00:00:00+00:00,8.833333015441895,8.833333015441895,8.833333015441895,3.18646240234375,54600,0.0,
1973-03-22 00:00:00+00:00,8.583333015441895,8.583333015441895,8.583333015441895,3.096281051635742,57000,0.0,
1973-03-23 00:00:00+00:00,8.625,8.625,8.625,3.1113078594207764,108600,0.0,
1973-03-26 00:00:00+00:00,8.541666984558105,8.541666984558105,8.541666984558105,3.081248998641968,100200,0.0,
1973-03-27 00:00:00+00:00,8.625,8.625,8.625,3.1113078594207764,81600,0.0,
1973-03-28 00:00:00+00:00,8.791666984558105,8.791666984558105,8.791666984558105,3.1714324951171875,60600,0.0,
1973-03-29 00:00:00+00:00,9.0,9.0,9.0,3.2465832233428955,58200,0.0,
1973-03-30 00:00:00+00:00,9.0,9.0,9.0,3.2465832233428955,44400,0.0,
1973-04-02 00:00:00+00:00,8.833333015441895,8.833333015441895,8.833333015441895,3.18646240234375,69000,0.0,
1973-04-03 00:00:00+00:00,8.958333015441895,8.958333015441895,8.958333015441895,3.231552124023437,54600,0.0,
