date,RIGL_Open,RIGL_High,RIGL_Low,RIGL_Close,RIGL_Volume,RIGL_Dividends,RIGL_Stock Splits
2001-01-16 00:00:00+00:00,821.25,832.5,787.5,821.25,582,,
2001-01-17 00:00:00+00:00,787.5,821.25,765.0,798.75,616,,
2001-01-18 00:00:00+00:00,810.0,810.0,725.625,725.625,229,,
2001-01-19 00:00:00+00:00,731.25,787.5,725.625,725.625,729,,
2001-01-22 00:00:00+00:00,774.84375,787.5,720.0,787.5,551,,
2001-01-23 00:00:00+00:00,781.875,855.0,725.625,855.0,551,,
2001-01-24 00:00:00+00:00,840.9375,911.25,840.9375,855.0,652,,
2001-01-25 00:00:00+00:00,916.875,916.875,765.0,770.625,363,,
2001-01-26 00:00:00+00:00,776.25,883.125,776.25,832.5,296,,
2001-01-29 00:00:00+00:00,877.5,916.875,843.75,905.625,969,,
2001-01-30 00:00:00+00:00,916.875,933.75,871.875,911.25,629,,
2001-01-31 00:00:00+00:00,883.125,888.75,849.375,849.375,342,,
2001-02-01 00:00:00+00:00,855.0,866.25,815.625,821.25,137,,
2001-02-02 00:00:00+00:00,815.625,860.625,787.5,798.75,244,,
2001-02-05 00:00:00+00:00,811.40625,831.09375,765.0,787.5,114,,
2001-02-06 00:00:00+00:00,765.0,804.375,725.625,725.625,552,,
2001-02-07 00:00:00+00:00,725.625,765.0,720.0,765.0,367,,
2001-02-08 00:00:00+00:00,750.9375,765.0,728.4375,742.5,190,,
2001-02-09 00:00:00+00:00,728.4375,742.5,691.875,720.0,357,,
2001-02-12 00:00:00+00:00,715.78125,787.5,703.125,725.625,332,,
2001-02-13 00:00:00+00:00,736.875,742.5,663.75,697.5,262,,
2001-02-14 00:00:00+00:00,680.625,787.5,540.0,731.25,1076,,
2001-02-15 00:00:00+00:00,698.90625,720.0,658.125,675.0,169,,
2001-02-16 00:00:00+00:00,618.75,663.75,607.5,635.625,199,,
2001-02-20 00:00:00+00:00,720.0,720.0,630.0,630.0,392,,
2001-02-21 00:00:00+00:00,620.15625,624.375,503.4375,517.5,1717,,
2001-02-22 00:00:00+00:00,528.75,534.375,405.0,405.0,3079,,
2001-02-23 00:00:00+00:00,427.5,450.0,360.0,388.125,1641,,
2001-02-26 00:00:00+00:00,410.625,438.75,371.25,371.25,757,,
2001-02-27 00:00:00+00:00,416.25,433.125,374.0625,374.0625,1099,,
2001-02-28 00:00:00+00:00,438.75,438.75,348.75,362.8125,1252,,
2001-03-01 00:00:00+00:00,405.0,495.0,362.8125,450.0,492,,
2001-03-02 00:00:00+00:00,410.625,540.0,399.375,540.0,476,,
2001-03-05 00:00:00+00:00,545.625,607.5,528.75,540.0,671,,
2001-03-06 00:00:00+00:00,573.75,585.0,534.375,573.75,162,,
2001-03-07 00:00:00+00:00,566.71875,566.71875,450.0,450.0,474,,
2001-03-08 00:00:00+00:00,492.1875,506.25,416.25,438.75,1176,,
2001-03-09 00:00:00+00:00,427.5,461.25,427.5,455.625,154,,
2001-03-12 00:00:00+00:00,450.0,461.25,405.0,405.0,446,,
2001-03-13 00:00:00+00:00,405.0,450.0,399.375,427.5,216,,
2001-03-14 00:00:00+00:00,438.75,438.75,393.75,405.0,582,,
2001-03-15 00:00:00+00:00,396.5625,450.0,393.75,405.0,433,,
2001-03-16 00:00:00+00:00,416.25,438.75,405.0,405.0,251,,
2001-03-19 00:00:00+00:00,410.625,438.75,410.625,438.75,349,,
2001-03-20 00:00:00+00:00,448.59375,450.0,416.25,416.25,237,,
2001-03-21 00:00:00+00:00,410.625,438.75,393.75,416.25,131,,
2001-03-22 00:00:00+00:00,393.75,416.25,360.0,416.25,471,,
2001-03-23 00:00:00+00:00,437.34375,437.34375,326.25,343.125,494,,
2001-03-26 00:00:00+00:00,382.5,382.5,303.75,303.75,637,,
2001-03-27 00:00:00+00:00,348.75,348.75,315.0,326.25,1157,,
2001-03-28 00:00:00+00:00,345.9375,348.75,320.625,348.75,411,,
2001-03-29 00:00:00+00:00,348.75,348.75,309.375,348.75,991,,
2001-03-30 00:00:00+00:00,348.75,348.75,315.0,315.0,1922,,
2001-04-02 00:00:00+00:00,337.5,337.5,306.5625,331.875,226,,
2001-04-03 00:00:00+00:00,331.875,331.875,295.3125,295.3125,346,,
2001-04-04 00:00:00+00:00,292.5,315.0,292.5,292.5,280,,
2001-04-05 00:00:00+00:00,315.0,315.0,295.3125,303.75,44,,
2001-04-06 00:00:00+00:00,313.59375,315.0,303.75,315.0,189,,
2001-04-09 00:00:00+00:00,306.0,359.1000061035156,303.29998779296875,315.0,138,,
2001-04-10 00:00:00+00:00,337.5,358.20001220703125,310.5,349.20001220703125,138,,
2001-04-11 00:00:00+00:00,305.1000061035156,357.29998779296875,305.1000061035156,351.0,58,,
2001-04-12 00:00:00+00:00,333.0,360.0,324.0,360.0,66,,
2001-04-16 00:00:00+00:00,315.0,369.8999938964844,315.0,361.7999877929688,79,,
2001-04-17 00:00:00+00:00,342.8999938964844,351.8999938964844,324.0,332.1000061035156,117,,
2001-04-18 00:00:00+00:00,341.1000061035156,459.8999938964844,341.1000061035156,378.0,318,,
2001-04-19 00:00:00+00:00,404.1000061035156,472.5,391.5,447.2999877929688,419,,
2001-04-20 00:00:00+00:00,432.0,432.0,369.0,382.5,236,,
2001-04-23 00:00:00+00:00,436.5,436.5,361.7999877929688,405.0,141,,
2001-04-24 00:00:00+00:00,423.8999938964844,423.8999938964844,373.5,423.0,89,,
2001-04-25 00:00:00+00:00,418.5,418.5,391.5,396.0,79,,
2001-04-26 00:00:00+00:00,383.3999938964844,423.0,383.3999938964844,396.0,142,,
2001-04-27 00:00:00+00:00,382.5,423.0,382.5,423.0,108,,
2001-04-30 00:00:00+00:00,431.1000061035156,444.6000061035156,382.5,382.5,384,,
2001-05-01 00:00:00+00:00,423.0,423.0,382.5,413.1000061035156,86,,
2001-05-02 00:00:00+00:00,414.8999938964844,442.7999877929688,398.7000122070313,442.7999877929688,377,,
2001-05-03 00:00:00+00:00,450.0,465.2999877929688,423.0,441.0,182,,
2001-05-04 00:00:00+00:00,454.5,495.0,454.5,486.0,153,,
2001-05-07 00:00:00+00:00,508.5,536.4000244140625,495.0,517.5,489,,
2001-05-08 00:00:00+00:00,494.1000061035156,539.0999755859375,486.0,508.5,193,,
2001-05-09 00:00:00+00:00,534.5999755859375,629.0999755859375,491.3999938964844,579.5999755859375,699,,
2001-05-10 00:00:00+00:00,614.7000122070312,666.0,585.0,665.0999755859375,510,,
2001-05-11 00:00:00+00:00,638.0999755859375,715.5,638.0999755859375,715.5,976,,
2001-05-14 00:00:00+00:00,703.7999877929688,717.2999877929688,675.0,705.5999755859375,662,,
2001-05-15 00:00:00+00:00,652.5,715.5,612.0,715.5,514,,
2001-05-16 00:00:00+00:00,648.9000244140625,714.5999755859375,648.9000244140625,697.5,541,,
2001-05-17 00:00:00+00:00,697.5,711.0,591.2999877929688,591.2999877929688,576,,
2001-05-18 00:00:00+00:00,585.0,628.2000122070312,576.0,580.5,338,,
2001-05-21 00:00:00+00:00,522.9000244140625,576.0,513.0,562.5,828,,
2001-05-22 00:00:00+00:00,531.0,562.5,531.0,558.9000244140625,179,,
2001-05-23 00:00:00+00:00,532.7999877929688,540.0,508.5,513.0,593,,
2001-05-24 00:00:00+00:00,509.3999938964844,627.2999877929688,495.0,585.0,588,,
2001-05-25 00:00:00+00:00,587.7000122070312,643.5,585.0,627.2999877929688,589,,
2001-05-29 00:00:00+00:00,401.3999938964844,544.5,400.5,540.0,1821,,
2001-05-30 00:00:00+00:00,532.7999877929688,540.0,491.3999938964844,517.5,1236,,
2001-05-31 00:00:00+00:00,517.5,541.7999877929688,517.5,541.7999877929688,1194,,
2001-06-01 00:00:00+00:00,522.0,541.7999877929688,522.0,523.7999877929688,382,,
2001-06-04 00:00:00+00:00,517.5,539.0999755859375,504.0,539.0999755859375,430,,
2001-06-05 00:00:00+00:00,530.0999755859375,549.0,526.5,546.2999877929688,4416,,
2001-06-06 00:00:00+00:00,531.9000244140625,553.5,519.2999877929688,553.5,3142,,
2001-06-07 00:00:00+00:00,548.0999755859375,562.5,545.4000244140625,556.2000122070312,1573,,
2001-06-08 00:00:00+00:00,558.0,558.0,522.0,523.7999877929688,2541,,
2001-06-11 00:00:00+00:00,522.0,525.5999755859375,450.0,495.0,520,,
2001-06-12 00:00:00+00:00,480.6000061035156,480.6000061035156,450.8999938964844,470.7000122070313,402,,
2001-06-13 00:00:00+00:00,461.7000122070313,477.0,445.5,477.0,334,,
2001-06-14 00:00:00+00:00,455.3999938964844,481.5,455.3999938964844,481.5,298,,
2001-06-15 00:00:00+00:00,472.5,513.0,472.5,513.0,358,,
2001-06-18 00:00:00+00:00,486.8999938964844,508.5,486.8999938964844,502.2000122070313,247,,
2001-06-19 00:00:00+00:00,494.1000061035156,494.1000061035156,409.5,463.5,1690,,
2001-06-20 00:00:00+00:00,450.0,472.5,450.0,465.2999877929688,217,,
2001-06-21 00:00:00+00:00,467.1000061035156,472.5,458.1000061035156,463.5,1828,,
2001-06-22 00:00:00+00:00,460.7999877929688,540.0,459.0,540.0,2029,,
2001-06-25 00:00:00+00:00,540.0,549.0,459.0,548.0999755859375,1413,,
2001-06-26 00:00:00+00:00,544.5,585.0,522.0,583.2000122070312,829,,
2001-06-27 00:00:00+00:00,583.2000122070312,589.5,552.5999755859375,585.0,403,,
2001-06-28 00:00:00+00:00,583.2000122070312,589.5,506.7000122070313,517.5,1064,,
2001-06-29 00:00:00+00:00,513.0,765.0,485.1000061035156,765.0,7803,,
2001-07-02 00:00:00+00:00,633.5999755859375,666.0,608.4000244140625,639.0,2732,,
2001-07-03 00:00:00+00:00,651.5999755859375,693.0,639.9000244140625,666.0,841,,
2001-07-05 00:00:00+00:00,692.0999755859375,720.0,655.2000122070312,664.2000122070312,670,,
2001-07-06 00:00:00+00:00,655.2000122070312,707.4000244140625,648.0,697.5,553,,
2001-07-09 00:00:00+00:00,686.7000122070312,705.5999755859375,666.0,705.5999755859375,396,,
2001-07-10 00:00:00+00:00,686.7000122070312,724.5,675.9000244140625,723.5999755859375,1159,,
2001-07-11 00:00:00+00:00,707.4000244140625,733.5,700.2000122070312,711.0,1451,,
2001-07-12 00:00:00+00:00,710.0999755859375,756.0,701.0999755859375,756.0,1233,,
2001-07-13 00:00:00+00:00,753.2999877929688,758.7000122070312,662.4000244140625,697.5,419,,
2001-07-16 00:00:00+00:00,675.9000244140625,778.5,675.9000244140625,778.5,951,,
2001-07-17 00:00:00+00:00,742.5,775.7999877929688,738.0,747.0,484,,
2001-07-18 00:00:00+00:00,720.0,787.5,711.0,764.0999755859375,363,,
2001-07-19 00:00:00+00:00,734.4000244140625,768.5999755859375,688.5,735.2999877929688,73,,
2001-07-20 00:00:00+00:00,729.0,760.5,693.0,760.5,112,,
2001-07-23 00:00:00+00:00,711.0,759.5999755859375,711.0,713.7000122070312,176,,
2001-07-24 00:00:00+00:00,691.2000122070312,733.5,634.5,674.0999755859375,461,,
2001-07-25 00:00:00+00:00,674.0999755859375,746.0999755859375,670.5,720.0,466,,
2001-07-26 00:00:00+00:00,693.9000244140625,741.5999755859375,693.9000244140625,741.5999755859375,268,,
2001-07-27 00:00:00+00:00,738.0,738.0,701.0999755859375,719.0999755859375,151,,
2001-07-30 00:00:00+00:00,683.0999755859375,718.2000122070312,683.0999755859375,694.7999877929688,198,,
2001-07-31 00:00:00+00:00,742.5,760.5,720.0,720.0,378,,
2001-08-01 00:00:00+00:00,740.7000122070312,760.5,734.4000244140625,756.0,589,,
2001-08-02 00:00:00+00:00,747.0,765.0,715.5,744.2999877929688,333,,
2001-08-03 00:00:00+00:00,717.2999877929688,725.4000244140625,699.2999877929688,711.9000244140625,130,,
2001-08-06 00:00:00+00:00,711.9000244140625,719.0999755859375,679.5,719.0999755859375,589,,
2001-08-07 00:00:00+00:00,675.9000244140625,715.5,673.2000122070312,675.0,924,,
2001-08-08 00:00:00+00:00,672.2999877929688,703.7999877929688,653.4000244140625,679.5,753,,
2001-08-09 00:00:00+00:00,661.5,666.0,645.2999877929688,657.0,760,,
2001-08-10 00:00:00+00:00,643.5,651.5999755859375,639.0,648.0,604,,
2001-08-13 00:00:00+00:00,639.0,643.5,630.0,632.7000122070312,299,,
2001-08-14 00:00:00+00:00,630.0,630.0,587.7000122070312,598.5,378,,
2001-08-15 00:00:00+00:00,585.0,585.0,549.0,562.5,910,,
2001-08-16 00:00:00+00:00,549.0,578.7000122070312,540.0,576.9000244140625,406,,
2001-08-17 00:00:00+00:00,540.9000244140625,567.0,508.5,548.0999755859375,87,,
2001-08-20 00:00:00+00:00,540.0,554.4000244140625,502.2000122070313,522.0,573,,
2001-08-21 00:00:00+00:00,525.5999755859375,526.5,472.5,482.3999938964844,734,,
2001-08-22 00:00:00+00:00,472.5,503.1000061035156,472.5,499.5,1934,,
2001-08-23 00:00:00+00:00,485.1000061035156,539.0999755859375,485.1000061035156,539.0999755859375,1399,,
2001-08-24 00:00:00+00:00,539.0999755859375,584.0999755859375,531.0,584.0999755859375,90,,
2001-08-27 00:00:00+00:00,585.0,600.2999877929688,585.0,585.0,123,,
2001-08-28 00:00:00+00:00,563.4000244140625,563.4000244140625,517.5,549.0,131,,
2001-08-29 00:00:00+00:00,542.7000122070312,542.7000122070312,486.0,518.4000244140625,92,,
2001-08-30 00:00:00+00:00,498.6000061035156,513.0,497.7000122070313,512.0999755859375,36,,
2001-08-31 00:00:00+00:00,508.5,522.0,486.0,494.1000061035156,122,,
2001-09-04 00:00:00+00:00,553.5,554.4000244140625,477.0,477.0,103,,
2001-09-05 00:00:00+00:00,487.7999877929688,522.0,486.8999938964844,520.2000122070312,233,,
2001-09-06 00:00:00+00:00,512.0999755859375,512.0999755859375,486.0,495.0,36,,
2001-09-07 00:00:00+00:00,495.0,517.5,479.7000122070313,513.0,377,,
2001-09-10 00:00:00+00:00,508.5,518.4000244140625,481.5,517.5,184,,
2001-09-17 00:00:00+00:00,503.1000061035156,513.0,468.0,481.5,751,,
2001-09-18 00:00:00+00:00,478.7999877929688,503.1000061035156,468.0,503.1000061035156,113,,
2001-09-19 00:00:00+00:00,503.1000061035156,504.0,462.6000061035156,495.0,211,,
2001-09-20 00:00:00+00:00,459.8999938964844,519.2999877929688,459.8999938964844,519.2999877929688,368,,
2001-09-21 00:00:00+00:00,460.7999877929688,474.2999877929688,452.7000122070313,457.2000122070313,592,,
2001-09-24 00:00:00+00:00,494.1000061035156,494.1000061035156,450.0,469.7999877929688,193,,
2001-09-25 00:00:00+00:00,486.8999938964844,491.3999938964844,445.5,445.5,108,,
2001-09-26 00:00:00+00:00,454.5,463.5,427.5,427.5,809,,
2001-09-27 00:00:00+00:00,364.5,441.0,360.0,436.5,1497,,
2001-09-28 00:00:00+00:00,378.0,450.0,374.3999938964844,450.0,281,,
2001-10-01 00:00:00+00:00,382.5,451.7999877929688,364.5,442.7999877929688,314,,
2001-10-02 00:00:00+00:00,459.8999938964844,459.8999938964844,369.0,423.0,1014,,
2001-10-03 00:00:00+00:00,423.0,423.0,396.8999938964844,423.0,749,,
2001-10-04 00:00:00+00:00,441.0,450.0,414.8999938964844,427.5,149,,
2001-10-05 00:00:00+00:00,450.0,450.0,409.5,450.0,300,,
2001-10-08 00:00:00+00:00,457.2000122070313,458.1000061035156,445.5,445.5,18,,
2001-10-09 00:00:00+00:00,450.0,453.6000061035156,405.0,406.7999877929688,113,,
2001-10-10 00:00:00+00:00,459.0,477.0,441.0,476.1000061035156,251,,
2001-10-11 00:00:00+00:00,470.7000122070313,495.0,470.7000122070313,486.0,136,,
2001-10-12 00:00:00+00:00,463.5,513.0,463.5,504.0,399,,
2001-10-15 00:00:00+00:00,504.0,522.0,495.0,522.0,111,,
2001-10-16 00:00:00+00:00,517.5,540.0,517.5,540.0,122,,
2001-10-17 00:00:00+00:00,544.5,544.5,526.5,526.5,67,,
2001-10-18 00:00:00+00:00,526.5,526.5,519.2999877929688,519.2999877929688,31,,
2001-10-19 00:00:00+00:00,522.0,522.0,486.0,496.7999877929688,58,,
2001-10-22 00:00:00+00:00,496.7999877929688,540.0,491.3999938964844,517.5,60,,
2001-10-23 00:00:00+00:00,499.5,513.0,490.5,504.0,89,,
2001-10-24 00:00:00+00:00,495.8999938964844,504.0,495.0,504.0,39,,
2001-10-25 00:00:00+00:00,504.0,545.4000244140625,481.5,545.4000244140625,176,,
2001-10-26 00:00:00+00:00,546.2999877929688,556.2000122070312,532.7999877929688,556.2000122070312,334,,
2001-10-29 00:00:00+00:00,576.0,577.7999877929688,558.0,558.0,243,,
2001-10-30 00:00:00+00:00,561.5999755859375,561.5999755859375,450.0,557.0999755859375,433,,
2001-10-31 00:00:00+00:00,539.0999755859375,557.0999755859375,522.0,531.0,154,,
2001-11-01 00:00:00+00:00,531.0,549.0,504.0,522.9000244140625,158,,
2001-11-02 00:00:00+00:00,504.8999938964844,554.4000244140625,504.8999938964844,518.4000244140625,129,,
2001-11-05 00:00:00+00:00,517.5,539.0999755859375,513.0,513.0,154,,
2001-11-06 00:00:00+00:00,506.7000122070313,530.0999755859375,506.7000122070313,525.5999755859375,90,,
2001-11-07 00:00:00+00:00,513.0,535.5,508.5,517.5,111,,
2001-11-08 00:00:00+00:00,472.5,540.0,472.5,481.5,6066,,
2001-11-09 00:00:00+00:00,450.0,477.0,418.5,477.0,400,,
2001-11-12 00:00:00+00:00,486.8999938964844,495.0,463.5,492.2999877929688,36,,
2001-11-13 00:00:00+00:00,496.7999877929688,531.0,496.7999877929688,531.0,319,,
2001-11-14 00:00:00+00:00,529.2000122070312,531.0,504.0,531.0,248,,
2001-11-15 00:00:00+00:00,526.5,531.0,513.0,513.0,514,,
2001-11-16 00:00:00+00:00,517.5,517.5,496.7999877929688,503.1000061035156,126,,
2001-11-19 00:00:00+00:00,507.6000061035156,507.6000061035156,495.8999938964844,498.6000061035156,194,,
2001-11-20 00:00:00+00:00,517.5,517.5,495.0,496.7999877929688,141,,
2001-11-21 00:00:00+00:00,495.0,495.0,468.0,477.0,884,,
2001-11-23 00:00:00+00:00,477.0,483.2999877929688,468.0,472.5,366,,
2001-11-26 00:00:00+00:00,483.2999877929688,486.0,468.0,486.0,209,,
2001-11-27 00:00:00+00:00,477.0,486.0,469.7999877929688,484.2000122070313,109,,
2001-11-28 00:00:00+00:00,540.0,543.5999755859375,502.2000122070313,504.0,896,,
2001-11-29 00:00:00+00:00,534.5999755859375,535.5,495.8999938964844,513.0,404,,
2001-11-30 00:00:00+00:00,517.5,517.5,488.7000122070313,491.3999938964844,208,,
2001-12-03 00:00:00+00:00,503.1000061035156,503.1000061035156,450.0,486.0,290,,
2001-12-04 00:00:00+00:00,486.8999938964844,486.8999938964844,459.0,472.5,214,,
2001-12-05 00:00:00+00:00,460.7999877929688,472.5,459.8999938964844,461.7000122070313,243,,
2001-12-06 00:00:00+00:00,459.8999938964844,472.5,454.5,470.7000122070313,181,,
2001-12-07 00:00:00+00:00,474.2999877929688,474.2999877929688,445.5,451.7999877929688,544,,
2001-12-10 00:00:00+00:00,438.2999877929688,445.5,389.7000122070313,405.0,479,,
2001-12-11 00:00:00+00:00,422.1000061035156,445.5,409.5,410.3999938964844,199,,
2001-12-12 00:00:00+00:00,411.2999877929688,411.2999877929688,387.8999938964844,396.0,196,,
2001-12-13 00:00:00+00:00,400.5,400.5,369.8999938964844,381.6000061035156,418,,
2001-12-14 00:00:00+00:00,391.5,391.5,374.3999938964844,376.2000122070313,333,,
2001-12-17 00:00:00+00:00,392.3999938964844,392.3999938964844,360.0,378.0,630,,
2001-12-18 00:00:00+00:00,382.5,400.5,369.0,400.5,437,,
2001-12-19 00:00:00+00:00,391.5,404.1000061035156,382.5,382.5,252,,
2001-12-20 00:00:00+00:00,381.6000061035156,382.5,369.0,369.0,568,,
2001-12-21 00:00:00+00:00,386.1000061035156,387.8999938964844,369.0,387.0,1326,,
2001-12-24 00:00:00+00:00,386.1000061035156,418.5,386.1000061035156,411.2999877929688,71,,
2001-12-26 00:00:00+00:00,423.0,423.0,400.5,423.0,287,,
2001-12-27 00:00:00+00:00,433.7999877929688,459.0,398.7000122070313,459.0,358,,
2001-12-28 00:00:00+00:00,407.7000122070313,470.7000122070313,407.7000122070313,459.0,364,,
2001-12-31 00:00:00+00:00,447.2999877929688,450.0,414.0,418.5,704,,
2002-01-02 00:00:00+00:00,419.3999938964844,419.3999938964844,396.8999938964844,407.7000122070313,304,,
2002-01-03 00:00:00+00:00,425.7000122070313,450.0,411.2999877929688,436.5,216,,
2002-01-04 00:00:00+00:00,409.5,450.0,407.7000122070313,432.8999938964844,233,,
2002-01-07 00:00:00+00:00,458.1000061035156,470.7000122070313,449.1000061035156,450.0,632,,
2002-01-08 00:00:00+00:00,458.1000061035156,463.5,432.8999938964844,459.0,119,,
2002-01-09 00:00:00+00:00,458.1000061035156,459.0,431.1000061035156,448.2000122070313,369,,
2002-01-10 00:00:00+00:00,444.6000061035156,468.0,444.6000061035156,445.5,230,,
2002-01-11 00:00:00+00:00,445.5,459.0,439.2000122070313,446.3999938964844,186,,
2002-01-14 00:00:00+00:00,453.6000061035156,454.5,419.3999938964844,445.5,122,,
2002-01-15 00:00:00+00:00,436.5,450.0,436.5,446.3999938964844,122,,
2002-01-16 00:00:00+00:00,441.0,454.5,422.1000061035156,423.0,826,,
2002-01-17 00:00:00+00:00,423.8999938964844,436.5,400.5,409.5,562,,
2002-01-18 00:00:00+00:00,409.5,411.2999877929688,400.5,400.5,739,,
2002-01-22 00:00:00+00:00,414.0,414.0,400.5,401.3999938964844,512,,
2002-01-23 00:00:00+00:00,405.0,414.0,403.2000122070313,414.0,392,,
2002-01-24 00:00:00+00:00,405.0,432.0,401.3999938964844,415.7999877929688,136,,
2002-01-25 00:00:00+00:00,440.1000061035156,440.1000061035156,400.5,405.0,218,,
2002-01-28 00:00:00+00:00,405.0,409.5,400.5,400.5,80,,
2002-01-29 00:00:00+00:00,415.7999877929688,417.6000061035156,400.5,400.5,111,,
2002-01-30 00:00:00+00:00,400.5,424.7999877929688,400.5,414.0,510,,
2002-01-31 00:00:00+00:00,423.0,423.0,400.5,417.6000061035156,472,,
2002-02-01 00:00:00+00:00,416.7000122070313,422.1000061035156,400.5,401.3999938964844,277,,
2002-02-04 00:00:00+00:00,414.0,414.0,391.5,396.0,528,,
2002-02-05 00:00:00+00:00,391.5,400.5,387.0,400.5,123,,
2002-02-06 00:00:00+00:00,391.5,404.1000061035156,391.5,400.5,182,,
2002-02-07 00:00:00+00:00,400.5,402.2999877929688,391.5,391.5,288,,
2002-02-08 00:00:00+00:00,405.0,405.0,391.5,405.0,200,,
2002-02-11 00:00:00+00:00,414.0,432.0,395.1000061035156,397.7999877929688,450,,
2002-02-12 00:00:00+00:00,396.0,410.3999938964844,396.0,396.8999938964844,182,,
2002-02-13 00:00:00+00:00,387.0,399.6000061035156,387.0,399.6000061035156,146,,
2002-02-14 00:00:00+00:00,409.5,411.2999877929688,378.0,378.0,190,,
2002-02-15 00:00:00+00:00,376.2000122070313,382.5,369.0,369.0,710,,
2002-02-19 00:00:00+00:00,378.0,396.0,361.7999877929688,372.6000061035156,402,,
2002-02-20 00:00:00+00:00,362.7000122070313,381.6000061035156,360.8999938964844,369.0,208,,
2002-02-21 00:00:00+00:00,372.6000061035156,372.6000061035156,358.20001220703125,360.0,463,,
2002-02-22 00:00:00+00:00,372.6000061035156,377.1000061035156,360.8999938964844,370.7999877929688,283,,
2002-02-25 00:00:00+00:00,361.7999877929688,370.7999877929688,325.79998779296875,347.3999938964844,596,,
2002-02-26 00:00:00+00:00,328.5,351.0,317.70001220703125,341.1000061035156,1128,,
2002-02-27 00:00:00+00:00,358.20001220703125,364.5,358.20001220703125,358.20001220703125,490,,
2002-02-28 00:00:00+00:00,369.0,369.0,342.0,342.0,140,,
2002-03-01 00:00:00+00:00,340.20001220703125,355.5,328.5,355.5,609,,
2002-03-04 00:00:00+00:00,358.20001220703125,360.0,333.0,343.79998779296875,293,,
2002-03-05 00:00:00+00:00,343.79998779296875,355.5,319.5,331.20001220703125,292,,
2002-03-06 00:00:00+00:00,323.1000061035156,359.1000061035156,322.20001220703125,359.1000061035156,123,,
2002-03-07 00:00:00+00:00,323.1000061035156,360.0,322.20001220703125,360.0,278,,
2002-03-08 00:00:00+00:00,337.5,373.5,337.5,360.0,194,,
2002-03-11 00:00:00+00:00,349.20001220703125,360.0,349.20001220703125,351.8999938964844,49,,
2002-03-12 00:00:00+00:00,360.0,364.5,342.0,351.0,159,,
2002-03-13 00:00:00+00:00,360.0,360.0,340.20001220703125,340.20001220703125,72,,
2002-03-14 00:00:00+00:00,340.20001220703125,358.20001220703125,324.0,349.20001220703125,201,,
2002-03-15 00:00:00+00:00,350.1000061035156,360.0,330.29998779296875,333.0,1170,,
2002-03-18 00:00:00+00:00,336.6000061035156,336.6000061035156,291.6000061035156,310.5,6086,,
2002-03-19 00:00:00+00:00,318.6000061035156,319.5,307.79998779296875,315.0,159,,
2002-03-20 00:00:00+00:00,310.5,315.0,306.0,310.5,213,,
2002-03-21 00:00:00+00:00,315.0,315.0,306.0,315.0,244,,
2002-03-22 00:00:00+00:00,315.8999938964844,341.1000061035156,315.8999938964844,324.0,417,,
