date,EBTC_Open,EBTC_High,EBTC_Low,EBTC_Close,EBTC_Volume,EBTC_Dividends,EBTC_Stock Splits
2005-02-14 00:00:00+00:00,18.5,25.200000762939453,18.5,12.668824195861816,21600,0.0,
2005-02-15 00:00:00+00:00,21.25,22.0,20.0,12.359829902648926,2000,0.0,
2005-02-16 00:00:00+00:00,21.0,21.0,21.0,12.977818489074709,1000,0.0,
2005-02-17 00:00:00+00:00,20.5,21.5,19.7549991607666,12.359829902648926,4200,0.0,
2005-02-18 00:00:00+00:00,20.0,20.059999465942383,19.5,12.05083179473877,1400,0.0,
2005-02-22 00:00:00+00:00,19.375,19.5,19.25,11.896334648132324,600,0.0,
2005-02-23 00:00:00+00:00,19.0,19.0,18.0,11.278339385986328,5000,0.0,
2005-02-24 00:00:00+00:00,18.25,18.25,17.25,10.675806045532228,10400,0.0,
2005-02-25 00:00:00+00:00,17.25,17.25,16.600000381469727,10.258660316467283,13000,0.0,
2005-02-28 00:00:00+00:00,16.5,16.5,16.125,10.190677642822266,12800,0.0,
2005-03-01 00:00:00+00:00,16.450000762939453,16.5,15.800000190734863,10.1659574508667,13400,0.0,
2005-03-02 00:00:00+00:00,16.450000762939453,16.450000762939453,15.399999618530272,9.578868865966797,9600,0.0,
2005-03-03 00:00:00+00:00,15.699999809265137,15.800000190734863,15.475000381469728,9.563416481018066,7600,0.0,
2005-03-04 00:00:00+00:00,15.8149995803833,15.875,15.350000381469728,9.486166954040527,9600,0.0,
2005-03-07 00:00:00+00:00,15.524999618530272,15.524999618530272,15.524999618530272,9.594315528869627,200,0.0,
2005-03-08 00:00:00+00:00,15.5,15.725000381469728,15.5,9.578868865966797,14600,0.0,
2005-03-09 00:00:00+00:00,15.350000381469728,15.350000381469728,15.350000381469728,9.486166954040527,800,0.0,
2005-03-10 00:00:00+00:00,15.625,15.625,15.199999809265137,9.393471717834473,10200,0.0,
2005-03-11 00:00:00+00:00,15.199999809265137,15.199999809265137,15.199999809265137,9.393471717834473,0,0.0,
2005-03-14 00:00:00+00:00,15.4399995803833,15.4399995803833,15.4399995803833,9.541784286499023,800,0.0,
2005-03-15 00:00:00+00:00,15.4399995803833,15.8100004196167,15.4399995803833,9.578868865966797,2600,0.0,
2005-03-16 00:00:00+00:00,15.5,15.5,15.5,9.578868865966797,1000,0.0,
2005-03-17 00:00:00+00:00,15.5,15.5,14.75,9.26987075805664,1000,0.0,
2005-03-18 00:00:00+00:00,15.25,15.25,15.0,9.26987075805664,1600,0.0,
2005-03-21 00:00:00+00:00,14.625,14.699999809265137,13.5,8.559182167053223,14000,0.0,
2005-03-22 00:00:00+00:00,14.0,14.0,13.800000190734863,8.52828311920166,400,0.0,
2005-03-23 00:00:00+00:00,13.625,14.0,13.5,8.43558406829834,13000,0.0,
2005-03-24 00:00:00+00:00,13.649999618530272,14.0,13.649999618530272,8.651877403259277,5000,0.0,
2005-03-28 00:00:00+00:00,14.5,14.75,14.25,9.065933227539062,5600,0.0,
2005-03-29 00:00:00+00:00,14.699999809265137,14.699999809265137,14.5,8.960874557495117,1000,0.0,
2005-03-30 00:00:00+00:00,14.5,14.625,14.5,8.960874557495117,8000,0.0,
2005-03-31 00:00:00+00:00,14.350000381469728,14.5,14.149999618530272,8.960874557495117,4800,0.0,
2005-04-01 00:00:00+00:00,14.5,14.5,14.5,8.960874557495117,2000,0.0,
2005-04-04 00:00:00+00:00,14.210000038146973,14.595000267028809,14.125,8.828006744384766,12400,0.0,
2005-04-05 00:00:00+00:00,14.43000030517578,14.43000030517578,14.345000267028809,8.865087509155273,800,0.0,
2005-04-06 00:00:00+00:00,14.739999771118164,14.739999771118164,14.414999961853027,9.038125038146973,5200,0.0,
2005-04-07 00:00:00+00:00,14.625,14.625,14.625,9.038125038146973,0,0.0,
2005-04-08 00:00:00+00:00,14.5,14.5,14.5,8.960874557495117,400,0.0,
2005-04-11 00:00:00+00:00,14.75,14.75,14.369999885559082,8.883624076843262,2800,0.0,
2005-04-12 00:00:00+00:00,14.375,14.375,14.375,8.883624076843262,0,0.0,
2005-04-13 00:00:00+00:00,14.875,15.074999809265137,14.75,9.115374565124512,1600,0.0,
2005-04-14 00:00:00+00:00,14.5,14.96500015258789,14.479999542236328,9.115374565124512,3200,0.0,
2005-04-15 00:00:00+00:00,14.375,14.375,14.375,8.883624076843262,800,0.0,
2005-04-18 00:00:00+00:00,14.375,14.5,14.375,8.960874557495117,2200,0.0,
2005-04-19 00:00:00+00:00,14.25,14.25,14.25,8.806373596191406,200,0.0,
2005-04-20 00:00:00+00:00,14.699999809265137,14.75,14.699999809265137,9.08447265625,1000,0.0,
2005-04-21 00:00:00+00:00,14.949999809265137,14.949999809265137,14.949999809265137,9.238969802856444,200,0.0,
2005-04-22 00:00:00+00:00,15.0,15.0,15.0,9.26987075805664,7400,0.0,
2005-04-25 00:00:00+00:00,15.0,15.0,15.0,9.26987075805664,13000,0.0,
2005-04-26 00:00:00+00:00,15.0,15.0,15.0,9.26987075805664,800,0.0,
