date,OFG_Open,OFG_High,OFG_Low,OFG_Close,OFG_Volume,OFG_Dividends,OFG_Stock Splits
1987-03-26 00:00:00+00:00,0.0,1.2669899463653564,1.195273995399475,0.5594213604927063,7571489,0.0,
1987-03-27 00:00:00+00:00,0.0,1.422376036643982,1.2669899463653564,0.6016420125961304,2457596,0.0,
1987-03-30 00:00:00+00:00,0.0,1.3984700441360474,1.3267539739608765,0.6121968030929565,1205791,0.0,
1987-03-31 00:00:00+00:00,0.0,1.4104230403900146,1.3745650053024292,0.6121968030929565,385895,0.0,
1987-04-01 00:00:00+00:00,0.0,1.38651704788208,1.3148009777069092,0.5910868048667908,660937,0.0,
1987-04-02 00:00:00+00:00,0.0,1.3506590127944946,1.3387060165405271,0.5910868048667908,344064,0.0,
1987-04-03 00:00:00+00:00,0.0,1.362612009048462,1.3387060165405271,0.5910868048667908,444459,0.0,
1987-04-06 00:00:00+00:00,0.0,1.362612009048462,1.3387060165405271,0.5910868048667908,225890,0.0,
1987-04-07 00:00:00+00:00,0.0,1.362612009048462,1.3387060165405271,0.5910868048667908,70068,0.0,
1987-04-08 00:00:00+00:00,0.0,1.3387060165405271,1.3148009777069092,0.5858094096183777,956894,0.0,
1987-04-09 00:00:00+00:00,0.0,1.3387060165405271,1.302847981452942,0.5910868048667908,88892,0.0,
1987-04-10 00:00:00+00:00,0.0,1.3267539739608765,1.2908949851989746,0.5858094096183777,324194,0.0,
1987-04-13 00:00:00+00:00,0.0,1.3267539739608765,1.2908949851989746,0.5805318355560303,132815,0.0,
1987-04-14 00:00:00+00:00,0.0,1.302847981452942,1.2669899463653564,0.5594213604927063,259355,0.0,
1987-04-15 00:00:00+00:00,0.0,1.2669899463653564,1.2669899463653564,0.5594213604927063,16733,0.0,
1987-04-16 00:00:00+00:00,0.0,1.302847981452942,1.2669899463653564,0.5594213604927063,37648,0.0,
1987-04-20 00:00:00+00:00,0.0,1.2908949851989746,1.2669899463653564,0.5646994113922119,212295,0.0,
1987-04-21 00:00:00+00:00,0.0,1.2908949851989746,1.2550369501113892,0.5541440844535828,122357,0.0,
1987-04-22 00:00:00+00:00,0.0,1.2789429426193235,1.2311320304870603,0.543589174747467,78434,0.0,
1987-04-23 00:00:00+00:00,0.0,1.2669899463653564,1.2311320304870603,0.5594213604927063,57518,0.0,
1987-04-24 00:00:00+00:00,0.0,1.243083953857422,1.2311320304870603,0.543589174747467,106670,0.0,
1987-04-27 00:00:00+00:00,0.0,1.2550369501113892,1.2191790342330933,0.538311779499054,218569,0.0,
1987-04-28 00:00:00+00:00,0.0,1.243083953857422,1.2311320304870603,0.5488660931587219,31374,0.0,
1987-04-29 00:00:00+00:00,0.0,1.243083953857422,1.2191790342330933,0.538311779499054,94121,0.0,
1987-04-30 00:00:00+00:00,0.0,1.2311320304870603,1.195273995399475,0.5330337882041931,379620,0.0,
1987-05-01 00:00:00+00:00,0.0,1.2311320304870603,1.195273995399475,0.5277562737464905,61701,0.0,
1987-05-04 00:00:00+00:00,0.0,1.207226037979126,1.207226037979126,0.5330337882041931,60656,0.0,
1987-05-05 00:00:00+00:00,0.0,1.2311320304870603,1.207226037979126,0.5330337882041931,33465,0.0,
1987-05-06 00:00:00+00:00,0.0,1.243083953857422,1.2191790342330933,0.538311779499054,26145,0.0,
1987-05-07 00:00:00+00:00,0.0,1.2669899463653564,1.2191790342330933,0.5594213604927063,237393,0.0,
1987-05-08 00:00:00+00:00,0.0,1.2311320304870603,1.2311320304870603,0.543589174747467,36603,0.0,
1987-05-11 00:00:00+00:00,0.0,1.243083953857422,1.2311320304870603,0.5488660931587219,210203,0.0,
1987-05-12 00:00:00+00:00,0.0,1.2669899463653564,1.2311320304870603,0.543589174747467,39740,0.0,
1987-05-13 00:00:00+00:00,0.0,1.243083953857422,1.2311320304870603,0.543589174747467,55427,0.0,
1987-05-14 00:00:00+00:00,1.2311320304870603,1.2311320304870603,1.2311320304870603,0.543589174747467,0,0.0,
1987-05-15 00:00:00+00:00,0.0,1.2669899463653564,1.2311320304870603,0.543589174747467,36603,0.0,
1987-05-18 00:00:00+00:00,0.0,1.2191790342330933,1.2191790342330933,0.538311779499054,41831,0.0,
1987-05-19 00:00:00+00:00,0.0,1.2550369501113892,1.2191790342330933,0.538311779499054,40786,0.0,
