date,FXB_Open,FXB_High,FXB_Low,FXB_Close,FXB_Volume,FXB_Dividends,FXB_Stock Splits
2006-06-26 00:00:00+00:00,182.25999450683597,182.5800018310547,181.88999938964844,156.160888671875,24900,0.0,
2006-06-27 00:00:00+00:00,182.3500061035156,182.77999877929688,182.3500061035156,156.17800903320312,23400,0.0,
2006-06-28 00:00:00+00:00,181.6699981689453,181.8699951171875,181.6699981689453,155.67294311523438,125000,0.0,
2006-06-29 00:00:00+00:00,181.1999969482422,183.2100067138672,181.1699981689453,156.8543701171875,47600,0.0,
2006-06-30 00:00:00+00:00,184.7899932861328,185.00999450683597,184.7400054931641,158.32696533203125,31800,0.0,
2006-07-03 00:00:00+00:00,184.5200042724609,184.77999877929688,183.97000122070312,157.7990264892578,17200,0.204,
2006-07-05 00:00:00+00:00,184.1100006103516,184.1100006103516,184.1100006103516,157.7990264892578,0,0.0,
2006-07-06 00:00:00+00:00,184.1100006103516,184.1100006103516,184.1100006103516,157.7990264892578,0,0.0,
2006-07-07 00:00:00+00:00,185.44000244140625,185.44000244140625,185.05999755859372,158.81033325195312,8500,0.0,
2006-07-10 00:00:00+00:00,184.30999755859372,184.50999450683597,184.2899932861328,158.04759216308594,13800,0.0,
2006-07-11 00:00:00+00:00,184.41000366210935,184.92999267578125,184.3999938964844,158.5018310546875,13000,0.0,
2006-07-12 00:00:00+00:00,183.8999938964844,183.8999938964844,183.5,157.4475555419922,700,0.0,
2006-07-13 00:00:00+00:00,184.6999969482422,184.6999969482422,184.16000366210935,158.1075897216797,14800,0.0,
2006-07-14 00:00:00+00:00,184.0800018310547,184.0800018310547,183.8800048828125,157.6018829345703,6200,0.0,
2006-07-17 00:00:00+00:00,182.25,182.52999877929688,182.17999267578125,156.14479064941406,13300,0.0,
2006-07-18 00:00:00+00:00,183.33999633789065,183.33999633789065,182.8999938964844,156.8304901123047,42700,0.0,
2006-07-19 00:00:00+00:00,182.92999267578125,184.67999267578125,182.92999267578125,158.2875213623047,900,0.0,
2006-07-20 00:00:00+00:00,185.42999267578125,185.42999267578125,185.2400054931641,158.7675018310547,7300,0.0,
2006-07-21 00:00:00+00:00,186.22000122070312,186.3500061035156,186.22000122070312,159.7017822265625,600,0.0,
2006-07-24 00:00:00+00:00,185.8000030517578,185.8000030517578,185.4499969482422,158.9903564453125,1000,0.0,
2006-07-25 00:00:00+00:00,185.1000061035156,185.19000244140625,184.50999450683597,158.19326782226562,18000,0.0,
2006-07-26 00:00:00+00:00,185.4900054931641,186.0200042724609,185.4900054931641,159.35888671875,20000,0.0,
2006-07-27 00:00:00+00:00,187.0200042724609,187.0200042724609,186.1300048828125,159.6846160888672,10000,0.0,
2006-07-28 00:00:00+00:00,187.0399932861328,187.1499938964844,186.9199981689453,160.20742797851562,14900,0.0,
2006-07-31 00:00:00+00:00,187.3500061035156,187.47999572753903,187.0500030517578,160.63595581054688,14400,0.0,
2006-08-01 00:00:00+00:00,186.80999755859372,187.75999450683597,186.7100067138672,161.4012451171875,36400,0.6,
2006-08-02 00:00:00+00:00,187.8699951171875,188.0,187.6000061035156,161.45281982421875,9400,0.0,
2006-08-03 00:00:00+00:00,188.9499969482422,188.9499969482422,188.5500030517578,162.3384552001953,24300,0.0,
2006-08-04 00:00:00+00:00,190.69000244140625,191.27999877929688,190.69000244140625,164.13551330566406,25500,0.0,
2006-08-07 00:00:00+00:00,191.1499938964844,191.2700042724609,190.58999633789065,163.97219848632812,12600,0.0,
2006-08-08 00:00:00+00:00,190.7400054931641,191.9900054931641,190.6499938964844,163.9291534423828,8400,0.0,
2006-08-09 00:00:00+00:00,191.1100006103516,191.2700042724609,190.75999450683597,164.0238037109375,9900,0.0,
2006-08-10 00:00:00+00:00,190.3800048828125,190.3800048828125,189.22999572753903,162.7425537109375,7600,0.0,
2006-08-11 00:00:00+00:00,189.4499969482422,189.9499969482422,189.27999877929688,162.751220703125,1300,0.0,
2006-08-14 00:00:00+00:00,189.32000732421875,189.5399932861328,189.1100006103516,162.6050262451172,1100,0.0,
2006-08-15 00:00:00+00:00,189.97999572753903,189.97999572753903,189.5800018310547,163.00909423828125,12100,0.0,
2006-08-16 00:00:00+00:00,190.42999267578125,190.42999267578125,189.9600067138672,163.33587646484375,1400,0.0,
2006-08-17 00:00:00+00:00,189.72999572753903,189.8600006103516,189.0,162.51043701171875,1700,0.0,
2006-08-18 00:00:00+00:00,188.3999938964844,188.7400054931641,188.32000732421875,162.02035522460938,8800,0.0,
2006-08-21 00:00:00+00:00,190.1199951171875,190.1199951171875,189.9600067138672,163.3616180419922,1600,0.0,
2006-08-22 00:00:00+00:00,189.3500061035156,189.3600006103516,189.0800018310547,162.68240356445312,12000,0.0,
2006-08-23 00:00:00+00:00,190.0500030517578,190.0500030517578,189.5399932861328,163.24130249023438,2300,0.0,
2006-08-24 00:00:00+00:00,189.92999267578125,189.92999267578125,189.3300018310547,162.79425048828125,500,0.0,
2006-08-25 00:00:00+00:00,189.17999267578125,189.2100067138672,189.17999267578125,162.69097900390625,1100,0.0,
2006-08-28 00:00:00+00:00,190.1300048828125,190.2899932861328,190.07000732421875,163.43048095703125,500,0.0,
2006-08-29 00:00:00+00:00,190.47999572753903,190.5500030517578,189.72000122070312,163.77442932128906,6300,0.0,
2006-08-30 00:00:00+00:00,190.9499969482422,191.13999938964844,190.9499969482422,164.2816925048828,1000,0.0,
2006-08-31 00:00:00+00:00,191.25999450683597,191.25999450683597,190.83999633789065,164.1269073486328,500,0.0,
2006-09-01 00:00:00+00:00,189.8800048828125,190.6199951171875,189.8800048828125,164.46600341796875,1600,0.653,
2006-09-05 00:00:00+00:00,189.44000244140625,189.5500030517578,189.30999755859372,163.5428466796875,19700,0.0,
2006-09-06 00:00:00+00:00,188.44000244140625,188.5800018310547,188.2100067138672,162.70591735839844,4200,0.0,
2006-09-07 00:00:00+00:00,187.3500061035156,187.9199981689453,187.3500061035156,161.9121551513672,18700,0.0,
2006-09-08 00:00:00+00:00,186.8999938964844,186.8999938964844,186.6199951171875,161.07521057128906,17300,0.0,
2006-09-11 00:00:00+00:00,186.7899932861328,186.7899932861328,186.32000732421875,161.1528778076172,12500,0.0,
2006-09-12 00:00:00+00:00,187.77999877929688,187.7899932861328,187.55999755859372,162.00704956054688,10600,0.0,
2006-09-13 00:00:00+00:00,187.8000030517578,187.97999572753903,187.7400054931641,162.17095947265625,20600,0.0,
2006-09-14 00:00:00+00:00,187.9600067138672,187.9600067138672,187.9600067138672,162.17095947265625,0,0.0,
2006-09-15 00:00:00+00:00,187.9600067138672,187.9600067138672,187.9600067138672,162.17095947265625,0,0.0,
2006-09-18 00:00:00+00:00,188.05999755859372,188.47999572753903,188.05999755859372,162.49014282226562,23800,0.0,
2006-09-19 00:00:00+00:00,189.1000061035156,189.1000061035156,188.4600067138672,162.7921600341797,8000,0.0,
2006-09-20 00:00:00+00:00,189.42999267578125,189.6699981689453,189.22999572753903,163.2667236328125,8900,0.0,
2006-09-21 00:00:00+00:00,190.16000366210935,190.75,190.08999633789065,164.57814025878906,26900,0.0,
2006-09-22 00:00:00+00:00,190.52999877929688,190.52999877929688,190.4900054931641,164.35385131835938,200,0.0,
