date,PIPR_Open,PIPR_High,PIPR_Low,PIPR_Close,PIPR_Volume,PIPR_Dividends,PIPR_Stock Splits
2004-01-02 00:00:00+00:00,41.56999969482422,43.400001525878906,41.56999969482422,33.48087310791016,1011300,0.0,
2004-01-05 00:00:00+00:00,43.54999923706055,43.54999923706055,42.0,32.93583679199219,874600,0.0,
2004-01-06 00:00:00+00:00,41.650001525878906,42.650001525878906,41.09999847412109,33.138282775878906,670700,0.0,
2004-01-07 00:00:00+00:00,42.29999923706055,44.5,42.20000076293945,33.901336669921875,1075400,0.0,
2004-01-08 00:00:00+00:00,43.0,43.58000183105469,42.13999938964844,33.013710021972656,1001500,0.0,
2004-01-09 00:00:00+00:00,41.75,42.20000076293945,41.34999847412109,32.196144104003906,690100,0.0,
2004-01-12 00:00:00+00:00,41.25,42.09000015258789,41.25,32.7022590637207,402800,0.0,
2004-01-13 00:00:00+00:00,41.75,41.900001525878906,41.540000915527344,32.507598876953125,447900,0.0,
2004-01-14 00:00:00+00:00,41.75,43.2400016784668,41.54999923706055,33.16942596435547,816800,0.0,
2004-01-15 00:00:00+00:00,42.900001525878906,45.400001525878906,42.75,35.092628479003906,677900,0.0,
2004-01-16 00:00:00+00:00,45.29999923706055,46.720001220703125,45.29999923706055,35.94911193847656,619200,0.0,
2004-01-20 00:00:00+00:00,44.75,45.9900016784668,44.75,35.27170944213867,301200,0.0,
2004-01-21 00:00:00+00:00,45.09999847412109,47.0,45.0,36.595359802246094,367800,0.0,
2004-01-22 00:00:00+00:00,46.75,49.0,46.59999847412109,38.15262985229492,528700,0.0,
2004-01-23 00:00:00+00:00,48.75,49.0,47.54999923706055,37.02361679077149,394500,0.0,
2004-01-26 00:00:00+00:00,47.20000076293945,47.84999847412109,46.93999862670898,36.899051666259766,316600,0.0,
2004-01-27 00:00:00+00:00,46.88999938964844,48.0,46.59999847412109,37.140411376953125,373900,0.0,
2004-01-28 00:00:00+00:00,47.29999923706055,48.0,45.0,35.388511657714844,566700,0.0,
2004-01-29 00:00:00+00:00,45.95000076293945,46.45000076293945,45.20000076293945,35.544227600097656,206800,0.0,
2004-01-30 00:00:00+00:00,45.54999923706055,47.58000183105469,45.54999923706055,36.55644607543945,236500,0.0,
2004-02-02 00:00:00+00:00,46.54999923706055,46.75,45.90999984741211,36.01918411254883,210800,0.0,
2004-02-03 00:00:00+00:00,46.2599983215332,46.2599983215332,45.459999084472656,35.840110778808594,170700,0.0,
2004-02-04 00:00:00+00:00,46.70000076293945,47.150001525878906,45.0,35.038124084472656,184800,0.0,
2004-02-05 00:00:00+00:00,45.0,45.43000030517578,45.0,35.154930114746094,200800,0.0,
2004-02-06 00:00:00+00:00,44.79999923706055,47.0,44.79999923706055,36.40071868896485,185800,0.0,
2004-02-09 00:00:00+00:00,46.650001525878906,46.93999862670898,46.09999847412109,36.54865646362305,200400,0.0,
2004-02-10 00:00:00+00:00,46.93999862670898,48.70000076293945,46.93999862670898,37.374000549316406,300200,0.0,
2004-02-11 00:00:00+00:00,47.900001525878906,49.900001525878906,47.84999847412109,38.67430114746094,549000,0.0,
2004-02-12 00:00:00+00:00,48.75,51.70000076293945,48.75,39.74882125854492,621000,0.0,
2004-02-13 00:00:00+00:00,50.97999954223633,51.29999923706055,50.45000076293945,39.3984260559082,268400,0.0,
2004-02-17 00:00:00+00:00,50.20000076293945,51.47999954223633,50.20000076293945,39.51522064208984,169500,0.0,
2004-02-18 00:00:00+00:00,50.59999847412109,51.150001525878906,50.29999923706055,39.81888961791992,152100,0.0,
2004-02-19 00:00:00+00:00,51.09999847412109,51.20000076293945,50.95000076293945,39.78773880004883,293300,0.0,
2004-02-20 00:00:00+00:00,50.95000076293945,52.150001525878906,50.95000076293945,40.14591217041016,144000,0.0,
2004-02-23 00:00:00+00:00,51.75,52.29999923706055,50.79999923706055,39.74882125854492,168500,0.0,
2004-02-24 00:00:00+00:00,50.5,50.77999877929688,50.2400016784668,39.3205680847168,106300,0.0,
2004-02-25 00:00:00+00:00,50.09999847412109,52.0,50.09999847412109,40.488502502441406,149700,0.0,
2004-02-26 00:00:00+00:00,52.0,52.0,51.0,40.46513748168945,75100,0.0,
2004-02-27 00:00:00+00:00,52.20000076293945,52.29999923706055,51.400001525878906,40.11476516723633,86300,0.0,
2004-03-01 00:00:00+00:00,51.75,52.29999923706055,51.5,40.72209548950195,154400,0.0,
2004-03-02 00:00:00+00:00,52.400001525878906,53.38999938964844,52.400001525878906,40.95567321777344,216300,0.0,
2004-03-03 00:00:00+00:00,52.54999923706055,53.59999847412109,52.5,41.57858276367188,113700,0.0,
2004-03-04 00:00:00+00:00,53.40999984741211,58.63999938964844,52.79999923706055,44.87216567993164,396900,0.0,
2004-03-05 00:00:00+00:00,56.70000076293945,59.59000015258789,56.70000076293945,44.30376815795898,299200,0.0,
2004-03-08 00:00:00+00:00,57.0,57.29999923706055,56.36000061035156,44.264835357666016,138900,0.0,
2004-03-09 00:00:00+00:00,56.75,57.77000045776367,56.70000076293945,44.264835357666016,132900,0.0,
2004-03-10 00:00:00+00:00,57.400001525878906,57.400001525878906,55.150001525878906,43.57184982299805,114500,0.0,
2004-03-11 00:00:00+00:00,55.09999847412109,55.34999847412109,54.0,42.1158332824707,175700,0.0,
2004-03-12 00:00:00+00:00,54.09000015258789,55.09999847412109,54.09000015258789,42.82437515258789,116700,0.0,
