date,DD_Open,DD_High,DD_Low,DD_Close,DD_Volume,DD_Dividends,DD_Stock Splits
1972-06-01 00:00:00+00:00,0.0,7.294257164001465,7.254722118377685,1.090944766998291,74617,0.0,
1972-06-02 00:00:00+00:00,7.294257164001465,7.393095970153809,7.294257164001465,1.102802872657776,227645,0.0,
1972-06-05 00:00:00+00:00,7.353559970855713,7.363443851470947,7.33379316329956,1.0998384952545166,96117,0.0,
1972-06-06 00:00:00+00:00,7.33379316329956,7.343677043914795,7.294257164001465,1.0968736410140991,77146,0.0,
1972-06-07 00:00:00+00:00,7.284374237060547,7.284374237060547,7.185534954071045,1.0776046514511108,121411,0.0,
1972-06-08 00:00:00+00:00,7.185534954071045,7.225070953369141,7.116349220275879,1.0672284364700315,328820,0.0,
1972-06-09 00:00:00+00:00,7.116349220275879,7.116349220275879,7.066929817199707,1.0612993240356443,232704,0.0,
1972-06-12 00:00:00+00:00,7.076813220977783,7.136116027832031,7.047162055969238,1.0672284364700315,182116,0.0,
1972-06-13 00:00:00+00:00,7.136116027832031,7.234954833984375,7.136116027832031,1.0820502042770386,203616,0.0,
1972-06-14 00:00:00+00:00,7.234954833984375,7.314024925231934,7.234954833984375,1.0968736410140991,168204,0.0,
1972-06-15 00:00:00+00:00,7.314024925231934,7.442514896392822,7.314024925231934,1.0998384952545166,699376,0.0,
1972-06-16 00:00:00+00:00,7.33379316329956,7.343677043914795,7.304141044616699,1.0983558893203735,54382,0.0,
1972-06-19 00:00:00+00:00,7.323908805847168,7.343677043914795,7.284374237060547,1.0924270153045654,159351,0.0,
1972-06-20 00:00:00+00:00,7.294257164001465,7.33379316329956,7.294257164001465,1.0983558893203735,56911,0.0,
1972-06-21 00:00:00+00:00,7.323908805847168,7.393095970153809,7.323908805847168,1.1087311506271362,112558,0.0,
1972-06-22 00:00:00+00:00,7.393095970153809,7.402978897094727,7.323908805847168,1.0983558893203735,73352,0.0,
1972-06-23 00:00:00+00:00,7.323908805847168,7.33379316329956,7.254722118377685,1.095391035079956,106234,0.0,
1972-06-26 00:00:00+00:00,7.284374237060547,7.284374237060547,7.195418834686279,1.08436918258667,74617,0.035582,
