date,SAR_Open,SAR_High,SAR_Low,SAR_Close,SAR_Volume,SAR_Dividends,SAR_Stock Splits
2007-03-27 00:00:00+00:00,145.0,145.5,140.0,23.556245803833008,25110,0.0,
2007-03-28 00:00:00+00:00,141.0,143.1999969482422,127.5999984741211,22.5145263671875,62940,0.0,
2007-03-29 00:00:00+00:00,132.1999969482422,137.8000030517578,132.0,22.850561141967773,17840,0.0,
2007-03-30 00:00:00+00:00,135.0,136.5,132.60000610351562,22.850561141967773,10640,0.0,
2007-04-02 00:00:00+00:00,135.0,135.0,132.5,22.564922332763672,19820,0.0,
2007-04-03 00:00:00+00:00,133.3000030517578,135.0,132.6999969482422,22.430509567260746,23290,0.0,
2007-04-04 00:00:00+00:00,134.5,138.0,134.1999969482422,23.018585205078125,11140,0.0,
2007-04-05 00:00:00+00:00,137.0,140.0,136.6999969482422,23.354612350463867,4700,0.0,
2007-04-09 00:00:00+00:00,139.5,141.0,136.6999969482422,23.47223281860352,4960,0.0,
2007-04-10 00:00:00+00:00,140.0,140.0,137.5,23.421823501586918,3770,0.0,
2007-04-11 00:00:00+00:00,138.39999389648438,139.89999389648438,137.6999969482422,23.20340156555176,3290,0.0,
2007-04-12 00:00:00+00:00,139.1999969482422,139.1999969482422,138.0,23.354612350463867,2290,0.0,
2007-04-13 00:00:00+00:00,139.5,140.0,137.8000030517578,23.38821601867676,2180,0.0,
2007-04-16 00:00:00+00:00,139.6999969482422,140.0,138.1999969482422,23.33781623840332,5140,0.0,
2007-04-17 00:00:00+00:00,138.60000610351562,139.5,138.60000610351562,23.37142944335937,4110,0.0,
2007-04-18 00:00:00+00:00,139.0,139.0,136.1999969482422,23.33781623840332,10680,0.0,
2007-04-19 00:00:00+00:00,137.8000030517578,138.6999969482422,135.10000610351562,22.699350357055664,8910,0.0,
2007-04-20 00:00:00+00:00,135.5,138.6999969482422,135.0,23.18659210205078,7020,0.0,
2007-04-23 00:00:00+00:00,138.5,139.0,135.5,23.018585205078125,7670,0.0,
2007-04-24 00:00:00+00:00,136.5,138.89999389648438,135.39999389648438,22.80015754699707,11110,0.0,
2007-04-25 00:00:00+00:00,137.5,137.5,133.5,22.430509567260746,11430,0.0,
2007-04-26 00:00:00+00:00,133.8000030517578,135.0,133.10000610351562,22.36330986022949,10770,0.0,
2007-04-27 00:00:00+00:00,132.60000610351562,135.1999969482422,132.60000610351562,22.665740966796875,3550,0.0,
2007-04-30 00:00:00+00:00,135.0,136.3000030517578,133.60000610351562,22.81695556640625,4710,0.0,
2007-05-01 00:00:00+00:00,135.0,135.5,125.6999969482422,22.195295333862305,26820,0.0,
2007-05-02 00:00:00+00:00,131.10000610351562,132.89999389648438,129.10000610351562,22.0944766998291,27610,0.0,
2007-05-03 00:00:00+00:00,132.0,137.0,130.5,22.78336334228516,8800,0.0,
2007-05-04 00:00:00+00:00,135.0,139.5,133.5,23.354612350463867,6580,0.0,
2007-05-07 00:00:00+00:00,134.0,138.5,134.0,23.10259246826172,7460,0.0,
2007-05-08 00:00:00+00:00,137.0,139.89999389648438,135.5,23.270601272583008,5370,0.0,
2007-05-09 00:00:00+00:00,137.5,139.5,137.5,23.270601272583008,5730,0.0,
2007-05-10 00:00:00+00:00,138.60000610351562,139.60000610351562,136.3000030517578,22.900968551635746,4150,0.0,
2007-05-11 00:00:00+00:00,136.1999969482422,138.60000610351562,135.0,23.08578109741211,6000,0.0,
2007-05-14 00:00:00+00:00,136.5,137.0,132.60000610351562,22.34650421142578,7670,0.0,
2007-05-15 00:00:00+00:00,133.3000030517578,135.3000030517578,129.5,21.8592529296875,11830,0.0,
2007-05-16 00:00:00+00:00,130.5,136.5,130.5,22.48092460632324,17560,0.0,
2007-05-17 00:00:00+00:00,133.10000610351562,135.10000610351562,132.5,22.34650421142578,8060,0.0,
2007-05-18 00:00:00+00:00,133.5,136.39999389648438,133.0,22.615339279174805,9050,0.0,
2007-05-21 00:00:00+00:00,134.0,139.8000030517578,134.0,23.270601272583008,14890,0.0,
