date,AUDC_Open,AUDC_High,AUDC_Low,AUDC_Close,AUDC_Volume,AUDC_Dividends,AUDC_Stock Splits
1999-05-28 00:00:00+00:00,7.53125,9.21875,7.4375,7.637773990631103,7882400,0.0,
1999-06-01 00:00:00+00:00,8.625,8.6875,7.5625,7.162162780761719,1467600,0.0,
1999-06-02 00:00:00+00:00,8.0,8.0625,7.5625,6.96632194519043,588400,0.0,
1999-06-03 00:00:00+00:00,7.9375,8.59375,7.6875,7.581820487976074,744400,0.0,
1999-06-04 00:00:00+00:00,8.5,8.8125,8.375,7.497888565063477,653400,0.0,
1999-06-07 00:00:00+00:00,8.625,8.625,8.3125,7.721706390380859,879800,0.0,
1999-06-08 00:00:00+00:00,8.5,8.71875,8.5,7.721706390380859,283600,0.0,
1999-06-09 00:00:00+00:00,8.75,8.875,8.6875,7.833614349365234,535400,0.0,
1999-06-10 00:00:00+00:00,8.8125,8.8125,8.34375,7.777661323547363,637000,0.0,
1999-06-11 00:00:00+00:00,8.5625,8.6875,8.4375,7.665752410888672,410600,0.0,
1999-06-14 00:00:00+00:00,8.71875,8.96875,8.5625,7.945525646209717,261800,0.0,
1999-06-15 00:00:00+00:00,9.0,9.3125,8.8125,8.253273010253906,136600,0.0,
1999-06-16 00:00:00+00:00,9.375,10.75,9.3125,9.456293106079102,293000,0.0,
1999-06-17 00:00:00+00:00,10.65625,11.875,10.5625,9.959881782531738,176800,0.0,
1999-06-18 00:00:00+00:00,10.875,11.375,10.875,9.79201889038086,77200,0.0,
1999-06-21 00:00:00+00:00,11.125,11.75,10.90625,10.519427299499512,144200,0.0,
1999-06-22 00:00:00+00:00,11.9375,12.1875,11.4375,10.351563453674316,176200,0.0,
1999-06-23 00:00:00+00:00,11.75,12.6875,11.625,11.35874366760254,431800,0.0,
1999-06-24 00:00:00+00:00,13.1875,13.5625,12.75,11.806377410888672,322400,0.0,
1999-06-25 00:00:00+00:00,13.46875,13.53125,12.75,11.582559585571287,84000,0.0,
1999-06-28 00:00:00+00:00,13.25,13.25,12.5,11.246834754943848,314800,0.0,
1999-06-29 00:00:00+00:00,12.5625,13.125,12.5625,11.582559585571287,798400,0.0,
1999-06-30 00:00:00+00:00,13.15625,13.625,13.03125,12.086149215698242,510000,0.0,
1999-07-01 00:00:00+00:00,13.65625,13.875,13.25,12.226035118103027,34800,0.0,
1999-07-02 00:00:00+00:00,13.625,13.65625,13.25,11.862332344055176,14600,0.0,
1999-07-06 00:00:00+00:00,13.46875,13.65625,13.4375,12.030192375183104,76600,0.0,
1999-07-07 00:00:00+00:00,13.625,13.625,13.4375,12.198057174682615,30800,0.0,
1999-07-08 00:00:00+00:00,13.65625,14.71875,13.5625,12.701648712158203,110800,0.0,
1999-07-09 00:00:00+00:00,14.1875,18.125,14.1875,13.876690864562988,364600,0.0,
1999-07-12 00:00:00+00:00,16.375,18.125,15.5625,14.520167350769045,139400,0.0,
1999-07-13 00:00:00+00:00,16.3125,16.3125,14.9375,13.540963172912598,344200,0.0,
