date,ESOA_Open,ESOA_High,ESOA_Low,ESOA_Close,ESOA_Volume,ESOA_Dividends,ESOA_Stock Splits
2006-10-03 00:00:00+00:00,5.25,5.269999980926514,5.25,4.490472316741943,25500,0.0,
2006-10-04 00:00:00+00:00,5.349999904632568,5.349999904632568,5.349999904632568,4.558638572692871,500,0.0,
2006-10-05 00:00:00+00:00,5.380000114440918,5.380000114440918,5.380000114440918,4.584201812744141,2400,0.0,
2006-10-06 00:00:00+00:00,5.300000190734863,5.349999904632568,5.28000020980835,4.516035079956055,7400,0.0,
2006-10-09 00:00:00+00:00,5.28000020980835,5.289999961853027,5.269999980926514,4.507513999938965,77800,0.0,
2006-10-10 00:00:00+00:00,5.28000020980835,5.289999961853027,5.269999980926514,4.490472316741943,90900,0.0,
2006-10-11 00:00:00+00:00,5.25,5.300000190734863,5.25,4.473430633544922,8200,0.0,
2006-10-12 00:00:00+00:00,5.25,5.289999961853027,5.25,4.490472316741943,45500,0.0,
2006-10-13 00:00:00+00:00,5.28000020980835,5.300000190734863,5.269999980926514,4.507513999938965,29800,0.0,
2006-10-16 00:00:00+00:00,5.289999961853027,5.289999961853027,5.269999980926514,4.490472316741943,18100,0.0,
2006-10-17 00:00:00+00:00,5.289999961853027,5.300000190734863,5.289999961853027,4.507513999938965,30200,0.0,
2006-10-18 00:00:00+00:00,5.289999961853027,5.340000152587891,5.289999961853027,4.507513999938965,86100,0.0,
2006-10-19 00:00:00+00:00,5.320000171661377,5.320000171661377,5.289999961853027,4.507513999938965,5200,0.0,
2006-10-20 00:00:00+00:00,5.289999961853027,5.289999961853027,5.289999961853027,4.507513999938965,500,0.0,
2006-10-23 00:00:00+00:00,5.289999961853027,5.289999961853027,5.289999961853027,4.507513999938965,0,0.0,
2006-10-24 00:00:00+00:00,5.320000171661377,5.320000171661377,5.320000171661377,4.533076763153076,100,0.0,
2006-10-25 00:00:00+00:00,5.289999961853027,5.300000190734863,5.289999961853027,4.516035079956055,1000,0.0,
2006-10-26 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,0,0.0,
2006-10-27 00:00:00+00:00,5.349999904632568,5.349999904632568,5.349999904632568,4.558638572692871,500,0.0,
2006-10-30 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,2500,0.0,
2006-10-31 00:00:00+00:00,5.300000190734863,5.300000190734863,5.289999961853027,4.507513999938965,25500,0.0,
2006-11-01 00:00:00+00:00,5.289999961853027,5.289999961853027,5.289999961853027,4.507513999938965,3000,0.0,
2006-11-02 00:00:00+00:00,5.289999961853027,5.289999961853027,5.289999961853027,4.507513999938965,14800,0.0,
2006-11-03 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,3000,0.0,
2006-11-06 00:00:00+00:00,5.300000190734863,5.320000171661377,5.300000190734863,4.516035079956055,12400,0.0,
2006-11-07 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,18500,0.0,
2006-11-08 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,0,0.0,
2006-11-09 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,0,0.0,
2006-11-10 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,0,0.0,
2006-11-13 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,0,0.0,
2006-11-14 00:00:00+00:00,5.309999942779541,5.309999942779541,5.309999942779541,4.5245561599731445,700,0.0,
2006-11-15 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,2100,0.0,
2006-11-16 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,1500,0.0,
2006-11-17 00:00:00+00:00,5.300000190734863,5.300000190734863,5.300000190734863,4.516035079956055,6500,0.0,
