date,NFG_Open,NFG_High,NFG_Low,NFG_Close,NFG_Volume,NFG_Dividends,NFG_Stock Splits
1973-05-03 00:00:00+00:00,2.627840995788574,2.65625,2.613636016845703,0.6256199479103088,30800,0.0,
1973-05-04 00:00:00+00:00,2.65625,2.670454978942871,2.627840995788574,0.6189287304878235,20240,0.0,
1973-05-07 00:00:00+00:00,2.627840995788574,2.65625,2.627840995788574,0.6189287304878235,5280,0.0,
1973-05-08 00:00:00+00:00,2.642045021057129,2.670454978942871,2.642045021057129,0.6222740411758423,5280,0.0,
1973-05-09 00:00:00+00:00,2.642045021057129,2.65625,2.642045021057129,0.6256199479103088,7040,0.0,
1973-05-10 00:00:00+00:00,2.65625,2.65625,2.642045021057129,0.6222740411758423,2640,0.0,
1973-05-11 00:00:00+00:00,2.642045021057129,2.642045021057129,2.642045021057129,0.6222740411758423,5280,0.0,
1973-05-14 00:00:00+00:00,2.642045021057129,2.670454978942871,2.642045021057129,0.6222740411758423,2640,0.0,
1973-05-15 00:00:00+00:00,2.642045021057129,2.65625,2.5994319915771484,0.6122376918792725,16720,0.0,
1973-05-16 00:00:00+00:00,2.5994319915771484,2.613636016845703,2.5852270126342773,0.6088918447494507,22880,0.0,
1973-05-17 00:00:00+00:00,2.5852270126342773,2.613636016845703,2.5852270126342773,0.6155827045440674,1760,0.0,
1973-05-18 00:00:00+00:00,2.613636016845703,2.613636016845703,2.5852270126342773,0.6155827045440674,21120,0.0,
1973-05-21 00:00:00+00:00,2.613636016845703,2.613636016845703,2.5710229873657227,0.6055460572242737,22000,0.0,
1973-05-22 00:00:00+00:00,2.5710229873657227,2.5994319915771484,2.556818008422852,0.6022006869316101,7040,0.0,
1973-05-23 00:00:00+00:00,2.556818008422852,2.5994319915771484,2.542613983154297,0.5988556146621704,17600,0.0,
1973-05-24 00:00:00+00:00,2.542613983154297,2.542613983154297,2.542613983154297,0.5988556146621704,7920,0.0,
1973-05-25 00:00:00+00:00,2.542613983154297,2.542613983154297,2.485795021057129,0.5921640396118164,29040,0.0,
1973-05-29 00:00:00+00:00,2.514204978942871,2.542613983154297,2.5,0.5921640396118164,13200,0.0,
