date,FANG_Open,FANG_High,FANG_Low,FANG_Close,FANG_Volume,FANG_Dividends,FANG_Stock Splits
2012-10-12 00:00:00+00:00,17.81999969482422,18.280000686645508,17.5,14.15440273284912,6467100,0.0,
2012-10-15 00:00:00+00:00,17.549999237060547,17.829999923706055,17.5,14.356611251831056,633100,0.0,
2012-10-16 00:00:00+00:00,17.56999969482422,17.950000762939453,17.25,14.38896656036377,180300,0.0,
2012-10-17 00:00:00+00:00,17.700000762939453,18.06999969482422,17.5,14.316168785095217,121000,0.0,
2012-10-18 00:00:00+00:00,17.600000381469727,17.8700008392334,17.520000457763672,14.316168785095217,146100,0.0,
2012-10-19 00:00:00+00:00,17.719999313354492,17.799999237060547,17.40999984741211,14.081609725952148,298100,0.0,
2012-10-22 00:00:00+00:00,17.5,17.510000228881836,16.93000030517578,13.774255752563477,359800,0.0,
2012-10-23 00:00:00+00:00,16.850000381469727,17.299999237060547,16.75,13.85513687133789,166100,0.0,
2012-10-24 00:00:00+00:00,16.920000076293945,17.469999313354492,16.920000076293945,14.065431594848633,158200,0.0,
2012-10-25 00:00:00+00:00,17.979999542236328,17.979999542236328,16.25,13.774255752563477,206900,0.0,
2012-10-26 00:00:00+00:00,17.510000228881836,17.510000228881836,16.600000381469727,13.8632230758667,199500,0.0,
2012-10-31 00:00:00+00:00,16.5,17.030000686645508,16.5,13.774255752563477,36400,0.0,
2012-11-01 00:00:00+00:00,17.100000381469727,17.479999542236328,16.510000228881836,13.936022758483888,203000,0.0,
2012-11-02 00:00:00+00:00,16.989999771118164,17.229999542236328,16.559999465942383,13.749993324279783,72100,0.0,
2012-11-05 00:00:00+00:00,16.790000915527344,17.0,16.5,13.515433311462402,33300,0.0,
2012-11-06 00:00:00+00:00,16.520000457763672,17.479999542236328,16.09000015258789,13.758079528808594,370600,0.0,
2012-11-07 00:00:00+00:00,16.75,17.399999618530273,16.75,13.79852294921875,155800,0.0,
2012-11-08 00:00:00+00:00,16.290000915527344,17.270000457763672,16.290000915527344,13.547785758972168,141600,0.0,
2012-11-09 00:00:00+00:00,16.329999923706055,16.940000534057617,16.329999923706055,13.38602352142334,209600,0.0,
