date,HXL_Open,HXL_High,HXL_Low,HXL_Close,HXL_Volume,HXL_Dividends,HXL_Stock Splits
1980-03-17 00:00:00+00:00,0.0,17.166667938232422,16.666667938232422,13.362126350402832,6150,0.0,
1980-03-18 00:00:00+00:00,0.0,17.333332061767578,16.666667938232422,13.896610260009766,21000,0.0,
1980-03-19 00:00:00+00:00,0.0,17.5,17.333332061767578,13.896610260009766,1950,0.0,
1980-03-20 00:00:00+00:00,0.0,17.25,16.833332061767578,13.762986183166504,10050,0.0,
1980-03-21 00:00:00+00:00,0.0,17.25,16.666667938232422,13.362126350402832,2700,0.0,
1980-03-24 00:00:00+00:00,0.0,16.916667938232422,16.5,13.228501319885254,11250,0.0,
1980-03-25 00:00:00+00:00,0.0,16.833332061767578,16.666667938232422,13.49574375152588,2100,0.0,
1980-03-26 00:00:00+00:00,0.0,17.25,17.0,13.69617748260498,7350,0.0,
1980-03-27 00:00:00+00:00,0.0,16.833332061767578,16.333332061767578,13.094881057739258,30150,0.0,
1980-03-28 00:00:00+00:00,0.0,17.166667938232422,16.333332061767578,13.762986183166504,12600,0.0,
1980-03-31 00:00:00+00:00,0.0,17.166667938232422,16.916667938232422,13.5625581741333,10350,0.0,
1980-04-01 00:00:00+00:00,0.0,17.75,17.166667938232422,14.230664253234863,13350,0.0,
1980-04-02 00:00:00+00:00,0.0,18.5,17.5,14.831957817077637,12600,0.0,
1980-04-03 00:00:00+00:00,0.0,18.916667938232425,18.416667938232425,14.765151023864746,2550,0.0,
1980-04-07 00:00:00+00:00,0.0,18.666667938232425,17.333332061767578,13.896610260009766,18300,0.0,
1980-04-08 00:00:00+00:00,0.0,18.166667938232425,17.083332061767578,14.564720153808594,33300,0.0,
1980-04-09 00:00:00+00:00,0.0,18.416667938232425,18.0,14.698333740234377,12600,0.0,
1980-04-10 00:00:00+00:00,0.0,18.833332061767575,18.666667938232425,15.099199295043944,7950,0.0,
1980-04-11 00:00:00+00:00,0.0,18.916667938232425,18.75,15.166013717651367,15000,0.0,
1980-04-14 00:00:00+00:00,0.0,18.833332061767575,18.5,14.965585708618164,5250,0.0,
1980-04-15 00:00:00+00:00,0.0,18.666667938232425,18.333332061767575,14.698333740234377,11250,0.0,
1980-04-16 00:00:00+00:00,0.0,19.166667938232425,18.666667938232425,15.099199295043944,12600,0.0,
1980-04-17 00:00:00+00:00,0.0,19.0,18.666667938232425,14.965585708618164,9000,0.0,
1980-04-18 00:00:00+00:00,0.0,18.916667938232425,18.583332061767575,14.965585708618164,5400,0.0,
1980-04-21 00:00:00+00:00,0.0,18.833332061767575,18.583332061767575,14.965585708618164,13800,0.0,
1980-04-22 00:00:00+00:00,0.0,19.333332061767575,18.666667938232425,15.099199295043944,15000,0.0,
1980-04-23 00:00:00+00:00,0.0,19.25,18.666667938232425,14.965585708618164,10050,0.0,
1980-04-24 00:00:00+00:00,0.0,18.916667938232425,18.5,14.965585708618164,3450,0.0,
1980-04-25 00:00:00+00:00,0.0,18.666667938232425,18.333332061767575,14.898774147033691,2850,0.0,
1980-04-28 00:00:00+00:00,0.0,18.75,18.416667938232425,14.898774147033691,3450,0.0,
1980-04-29 00:00:00+00:00,0.0,18.75,17.666667938232422,14.16385555267334,30600,0.0,
1980-04-30 00:00:00+00:00,0.0,17.833332061767578,17.416667938232422,14.297470092773438,8250,0.0,
1980-05-01 00:00:00+00:00,0.0,17.666667938232422,17.5,14.16385555267334,1050,0.0,
1980-05-02 00:00:00+00:00,0.0,17.666667938232422,17.666667938232422,14.16385555267334,15450,0.0,
1980-05-05 00:00:00+00:00,0.0,18.166667938232425,17.833332061767578,14.431092262268066,2700,0.0,
1980-05-06 00:00:00+00:00,0.0,18.166667938232425,17.583332061767578,14.097041130065918,13350,0.0,
1980-05-07 00:00:00+00:00,0.0,17.75,17.333332061767578,13.896610260009766,6300,0.0,
1980-05-08 00:00:00+00:00,0.0,17.5,17.333332061767578,13.896610260009766,21150,0.0,
1980-05-09 00:00:00+00:00,0.0,17.583332061767578,17.166667938232422,13.762986183166504,3000,0.0,
1980-05-12 00:00:00+00:00,0.0,17.666667938232422,17.333332061767578,14.030232429504396,4200,0.0,
1980-05-13 00:00:00+00:00,0.0,17.666667938232422,17.333332061767578,13.896610260009766,6600,0.0,
1980-05-14 00:00:00+00:00,0.0,17.833332061767578,17.416667938232422,14.297470092773438,1650,0.0,
1980-05-15 00:00:00+00:00,0.0,18.5,18.0,14.831957817077637,13050,0.0,
1980-05-16 00:00:00+00:00,0.0,18.5,18.416667938232425,14.765151023864746,14250,0.0,
1980-05-19 00:00:00+00:00,0.0,18.583332061767575,18.25,14.631526947021484,1650,0.0,
1980-05-20 00:00:00+00:00,0.0,18.416667938232425,18.25,14.631526947021484,2400,0.0,
1980-05-21 00:00:00+00:00,0.0,18.833332061767575,18.333332061767575,14.965585708618164,13950,0.0,
