date,RNR_Open,RNR_High,RNR_Low,RNR_Close,RNR_Volume,RNR_Dividends,RNR_Stock Splits
1995-07-27 00:00:00+00:00,7.083333015441895,7.1666669845581055,6.90625,4.582749366760254,7674600,0.0,
1995-07-28 00:00:00+00:00,7.0416669845581055,7.5,7.0416669845581055,4.76925802230835,1039500,0.0,
1995-07-31 00:00:00+00:00,7.375,7.6666669845581055,7.375,4.875833034515381,675900,0.0,
1995-08-01 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.4166669845581055,4.76925802230835,1103400,0.0,
1995-08-02 00:00:00+00:00,7.4583330154418945,7.5833330154418945,7.4166669845581055,4.76925802230835,901200,0.0,
1995-08-03 00:00:00+00:00,7.4166669845581055,7.5,7.4166669845581055,4.755935192108154,145800,0.0,
1995-08-04 00:00:00+00:00,7.4166669845581055,7.625,7.4166669845581055,4.822545051574707,226500,0.0,
1995-08-07 00:00:00+00:00,7.6666669845581055,7.75,7.5416669845581055,4.95576286315918,251700,0.0,
1995-08-08 00:00:00+00:00,7.75,7.75,7.6666669845581055,4.95576286315918,465900,0.0,
1995-08-09 00:00:00+00:00,7.6666669845581055,7.75,7.6666669845581055,4.9291205406188965,289200,0.0,
1995-08-10 00:00:00+00:00,7.6666669845581055,7.7083330154418945,7.5833330154418945,4.9024763107299805,96000,0.0,
1995-08-11 00:00:00+00:00,7.5833330154418945,7.625,7.5416669845581055,4.822545051574707,45600,0.0,
1995-08-14 00:00:00+00:00,7.5416669845581055,7.5416669845581055,7.4166669845581055,4.742612838745117,242100,0.0,
1995-08-15 00:00:00+00:00,7.4166669845581055,7.5,7.4166669845581055,4.76925802230835,113700,0.0,
1995-08-16 00:00:00+00:00,7.4166669845581055,7.4583330154418945,7.3333330154418945,4.742612838745117,201600,0.0,
1995-08-17 00:00:00+00:00,7.3333330154418945,7.5833330154418945,7.3333330154418945,4.822545051574707,150900,0.0,
1995-08-18 00:00:00+00:00,7.6666669845581055,7.875,7.625,5.0356974601745605,122100,0.0,
1995-08-21 00:00:00+00:00,7.875,8.125,7.75,5.195559978485107,208800,0.0,
1995-08-22 00:00:00+00:00,8.041666984558105,8.25,8.041666984558105,5.275492191314697,366300,0.0,
1995-08-23 00:00:00+00:00,8.416666984558105,8.458333015441895,8.166666984558105,5.222206115722656,676500,0.0,
1995-08-24 00:00:00+00:00,8.125,8.208333015441895,7.8958330154418945,5.062338352203369,255300,0.0,
1995-08-25 00:00:00+00:00,8.0,8.083333015441895,7.9166669845581055,5.142271518707275,95700,0.0,
1995-08-28 00:00:00+00:00,8.125,8.125,7.9583330154418945,5.128950119018555,220500,0.0,
1995-08-29 00:00:00+00:00,8.041666984558105,8.125,8.041666984558105,5.16891622543335,274200,0.0,
1995-08-30 00:00:00+00:00,8.125,8.166666984558105,8.041666984558105,5.16891622543335,146100,0.0,
1995-08-31 00:00:00+00:00,8.166666984558105,8.166666984558105,8.083333015441895,5.222206115722656,18000,0.0,
1995-09-01 00:00:00+00:00,8.166666984558105,8.166666984558105,8.083333015441895,5.222206115722656,19500,0.0,
1995-09-05 00:00:00+00:00,8.166666984558105,8.25,8.083333015441895,5.275492191314697,77700,0.0,
1995-09-06 00:00:00+00:00,8.291666984558105,8.333333015441895,8.208333015441895,5.302135467529297,288300,0.0,
1995-09-07 00:00:00+00:00,8.166666984558105,8.291666984558105,8.166666984558105,5.24884843826294,88200,0.0,
1995-09-08 00:00:00+00:00,8.208333015441895,8.208333015441895,8.208333015441895,5.24884843826294,600,0.0,
1995-09-11 00:00:00+00:00,8.291666984558105,8.291666984558105,8.166666984558105,5.302135467529297,46200,0.0,
1995-09-12 00:00:00+00:00,8.291666984558105,8.291666984558105,8.166666984558105,5.288815021514893,108600,0.0,
1995-09-13 00:00:00+00:00,8.291666984558105,8.333333015441895,8.208333015441895,5.3287787437438965,24600,0.0,
1995-09-14 00:00:00+00:00,8.208333015441895,8.333333015441895,8.208333015441895,5.24884843826294,129600,0.0,
1995-09-15 00:00:00+00:00,8.208333015441895,8.333333015441895,8.208333015441895,5.24884843826294,49500,0.0,
1995-09-18 00:00:00+00:00,8.25,8.25,8.125,5.195559978485107,135900,0.0,
1995-09-19 00:00:00+00:00,8.125,8.166666984558105,8.125,5.222206115722656,96900,0.0,
1995-09-20 00:00:00+00:00,8.125,8.166666984558105,8.125,5.222206115722656,151800,0.0,
1995-09-21 00:00:00+00:00,8.166666984558105,8.166666984558105,8.125,5.195559978485107,271200,0.0,
1995-09-22 00:00:00+00:00,8.166666984558105,8.208333015441895,8.125,5.24884843826294,36900,0.0,
1995-09-25 00:00:00+00:00,8.125,8.291666984558105,8.125,5.302135467529297,105600,0.0,
1995-09-26 00:00:00+00:00,8.208333015441895,8.291666984558105,8.208333015441895,5.302135467529297,78000,0.0,
1995-09-27 00:00:00+00:00,8.208333015441895,8.25,8.083333015441895,5.24884843826294,191400,0.0,
1995-09-28 00:00:00+00:00,8.125,8.208333015441895,8.041666984558105,5.24884843826294,136200,0.0,
1995-09-29 00:00:00+00:00,8.083333015441895,8.208333015441895,8.041666984558105,5.195559978485107,53700,0.0,
1995-10-02 00:00:00+00:00,8.0,8.041666984558105,8.0,5.142271518707275,85500,0.0,
1995-10-03 00:00:00+00:00,7.9583330154418945,7.9583330154418945,7.7083330154418945,4.9291205406188965,422400,0.0,
1995-10-04 00:00:00+00:00,7.7083330154418945,7.8333330154418945,7.7083330154418945,4.9291205406188965,540000,0.0,
1995-10-05 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.6666669845581055,4.9024763107299805,357900,0.0,
1995-10-06 00:00:00+00:00,7.6666669845581055,7.7916669845581055,7.6666669845581055,4.9024763107299805,44400,0.0,
1995-10-09 00:00:00+00:00,7.7083330154418945,7.8333330154418945,7.7083330154418945,5.009051322937012,6900,0.0,
1995-10-10 00:00:00+00:00,7.7083330154418945,7.7916669845581055,7.625,4.95576286315918,559800,0.0,
1995-10-11 00:00:00+00:00,7.75,7.8333330154418945,7.75,5.009051322937012,21900,0.0,
1995-10-12 00:00:00+00:00,7.9166669845581055,7.9583330154418945,7.875,5.062338352203369,41400,0.0,
1995-10-13 00:00:00+00:00,7.9583330154418945,8.25,7.9583330154418945,5.275492191314697,33600,0.0,
1995-10-16 00:00:00+00:00,8.291666984558105,8.458333015441895,8.291666984558105,5.302135467529297,99300,0.0,
1995-10-17 00:00:00+00:00,8.458333015441895,8.583333015441895,8.458333015441895,5.48864221572876,57600,0.0,
1995-10-18 00:00:00+00:00,8.625,8.625,8.541666984558105,5.515286445617676,229500,0.0,
1995-10-19 00:00:00+00:00,8.625,8.666666984558105,8.541666984558105,5.541932582855225,57600,0.0,
1995-10-20 00:00:00+00:00,8.666666984558105,8.666666984558105,8.583333015441895,5.541932582855225,39300,0.0,
1995-10-23 00:00:00+00:00,8.541666984558105,8.666666984558105,8.458333015441895,5.40871000289917,122400,0.0,
1995-10-24 00:00:00+00:00,8.666666984558105,9.416666984558104,8.625,5.941590309143066,749700,0.0,
1995-10-25 00:00:00+00:00,9.375,9.375,9.25,5.941590309143066,336000,0.0,
1995-10-26 00:00:00+00:00,9.208333015441896,9.208333015441896,8.958333015441895,5.755080699920654,156000,0.0,
1995-10-27 00:00:00+00:00,9.0,9.166666984558104,9.0,5.821691036224365,54300,0.0,
1995-10-30 00:00:00+00:00,9.166666984558104,9.166666984558104,9.041666984558104,5.835013389587402,69600,0.0,
1995-10-31 00:00:00+00:00,9.208333015441896,9.208333015441896,9.041666984558104,5.781726837158203,63000,0.0,
1995-11-01 00:00:00+00:00,9.083333015441896,9.083333015441896,8.958333015441895,5.728436470031738,91500,0.0,
1995-11-02 00:00:00+00:00,9.083333015441896,9.083333015441896,8.958333015441895,5.728436470031738,24000,0.0,
1995-11-03 00:00:00+00:00,9.083333015441896,9.083333015441896,8.916666984558105,5.701793193817139,36600,0.0,
1995-11-06 00:00:00+00:00,8.916666984558105,9.0,8.833333015441895,5.64850664138794,55500,0.0,
1995-11-07 00:00:00+00:00,8.625,8.75,8.625,5.595216751098633,51300,0.0,
1995-11-08 00:00:00+00:00,8.791666984558105,8.791666984558105,8.75,5.621860504150391,9900,0.0,
1995-11-09 00:00:00+00:00,8.791666984558105,8.791666984558105,8.708333015441895,5.621860504150391,20700,0.0,
1995-11-10 00:00:00+00:00,8.791666984558105,8.791666984558105,8.666666984558105,5.621860504150391,107100,0.0,
1995-11-13 00:00:00+00:00,8.791666984558105,8.791666984558105,8.625,5.528608322143555,17100,0.0,
1995-11-14 00:00:00+00:00,8.791666984558105,8.791666984558105,8.583333015441895,5.541932582855225,249000,0.0,
1995-11-15 00:00:00+00:00,8.666666984558105,8.666666984558105,8.666666984558105,5.541932582855225,600,0.0,
1995-11-16 00:00:00+00:00,8.666666984558105,8.666666984558105,8.541666984558105,5.4619975090026855,261900,0.0,
1995-11-17 00:00:00+00:00,8.625,8.666666984558105,8.541666984558105,5.48864221572876,139200,0.0,
1995-11-20 00:00:00+00:00,8.5625,8.666666984558105,8.541666984558105,5.541932582855225,101100,0.0,
1995-11-21 00:00:00+00:00,8.666666984558105,8.75,8.583333015441895,5.595216751098633,208500,0.0,
1995-11-22 00:00:00+00:00,8.75,8.791666984558105,8.708333015441895,5.568573951721191,68700,0.0,
1995-11-24 00:00:00+00:00,8.708333015441895,8.833333015441895,8.708333015441895,5.64850664138794,46800,0.0,
