date,CYD_Open,CYD_High,CYD_Low,CYD_Close,CYD_Volume,CYD_Dividends,CYD_Stock Splits
1994-12-16 00:00:00+00:00,10.0,10.125,10.0,2.77815055847168,730800,0.0,
1994-12-19 00:00:00+00:00,10.125,10.125,10.0,2.7438528537750244,66000,0.0,
1994-12-20 00:00:00+00:00,10.125,10.125,10.0,2.7438528537750244,21600,0.0,
1994-12-21 00:00:00+00:00,10.0,10.125,10.0,2.7438528537750244,60900,0.0,
1994-12-22 00:00:00+00:00,10.0,10.125,10.0,2.7438528537750244,110300,0.0,
1994-12-23 00:00:00+00:00,10.0,10.125,10.0,2.77815055847168,18000,0.0,
1994-12-27 00:00:00+00:00,10.0,10.125,10.0,2.7438528537750244,20500,0.0,
1994-12-28 00:00:00+00:00,10.0,10.125,10.0,2.77815055847168,73500,0.0,
1994-12-29 00:00:00+00:00,10.25,10.375,10.125,2.846746921539306,71000,0.0,
1994-12-30 00:00:00+00:00,10.25,10.5,10.25,2.846746921539306,13300,0.0,
1995-01-03 00:00:00+00:00,10.375,10.375,10.0,2.7438528537750244,26100,0.0,
1995-01-04 00:00:00+00:00,10.125,10.125,10.125,2.77815055847168,18900,0.0,
1995-01-05 00:00:00+00:00,10.0,10.25,10.0,2.7438528537750244,42100,0.0,
1995-01-06 00:00:00+00:00,10.0,10.125,9.875,2.7438528537750244,261800,0.0,
1995-01-09 00:00:00+00:00,10.125,10.125,9.625,2.640958070755005,136100,0.0,
1995-01-10 00:00:00+00:00,9.375,9.375,9.25,2.5380635261535645,217700,0.0,
1995-01-11 00:00:00+00:00,9.25,9.5,9.25,2.6066598892211914,228900,0.0,
1995-01-12 00:00:00+00:00,9.5,9.75,9.5,2.6752560138702397,122600,0.0,
1995-01-13 00:00:00+00:00,9.375,9.625,9.375,2.6066598892211914,409900,0.0,
1995-01-16 00:00:00+00:00,9.5,9.625,9.5,2.640958070755005,20900,0.0,
1995-01-17 00:00:00+00:00,9.625,9.625,9.5,2.6066598892211914,8500,0.0,
1995-01-18 00:00:00+00:00,9.5,9.5,9.5,2.6066598892211914,52300,0.0,
1995-01-19 00:00:00+00:00,9.5,9.5,9.375,2.572361946105957,27900,0.0,
1995-01-20 00:00:00+00:00,9.375,9.625,9.375,2.640958070755005,34600,0.0,
1995-01-23 00:00:00+00:00,9.5,9.5,9.375,2.572361946105957,19800,0.0,
1995-01-24 00:00:00+00:00,9.375,9.375,9.375,2.572361946105957,22800,0.0,
1995-01-25 00:00:00+00:00,9.375,9.375,9.375,2.572361946105957,31800,0.0,
1995-01-26 00:00:00+00:00,9.5,9.625,9.5,2.6066598892211914,43700,0.0,
1995-01-27 00:00:00+00:00,9.5,9.5,9.5,2.6066598892211914,11900,0.0,
1995-01-30 00:00:00+00:00,9.375,9.5,9.375,2.572361946105957,12200,0.0,
1995-01-31 00:00:00+00:00,9.375,9.375,9.25,2.5380635261535645,15900,0.0,
1995-02-01 00:00:00+00:00,9.25,9.375,9.25,2.5380635261535645,21300,0.0,
1995-02-02 00:00:00+00:00,9.25,9.25,9.25,2.5380635261535645,8100,0.0,
1995-02-03 00:00:00+00:00,9.25,9.375,9.25,2.572361946105957,23800,0.0,
1995-02-06 00:00:00+00:00,9.375,9.5,9.25,2.5380635261535645,15300,0.0,
1995-02-07 00:00:00+00:00,9.25,9.375,9.25,2.572361946105957,9100,0.0,
1995-02-08 00:00:00+00:00,9.375,9.375,9.25,2.5380635261535645,3100,0.0,
1995-02-09 00:00:00+00:00,9.25,9.5,9.25,2.6066598892211914,18300,0.0,
1995-02-10 00:00:00+00:00,9.375,9.375,9.375,2.572361946105957,4000,0.0,
1995-02-13 00:00:00+00:00,9.375,9.5,9.375,2.6066598892211914,9200,0.0,
1995-02-14 00:00:00+00:00,9.375,9.375,9.375,2.572361946105957,1600,0.0,
1995-02-15 00:00:00+00:00,9.375,9.375,9.375,2.572361946105957,7900,0.0,
1995-02-16 00:00:00+00:00,9.375,9.375,8.875,2.469467639923096,19800,0.0,
1995-02-17 00:00:00+00:00,8.75,8.75,8.25,2.263678789138794,29400,0.0,
1995-02-21 00:00:00+00:00,8.125,8.25,7.875,2.195082187652588,13600,0.0,
1995-02-22 00:00:00+00:00,7.875,7.875,7.75,2.1264853477478027,10200,0.0,
1995-02-23 00:00:00+00:00,7.75,8.375,7.75,2.29797625541687,43100,0.0,
1995-02-24 00:00:00+00:00,8.25,8.625,8.25,2.366572380065918,15100,0.0,
1995-02-27 00:00:00+00:00,8.625,8.625,8.5,2.332274913787842,3500,0.0,
1995-02-28 00:00:00+00:00,8.375,8.5,8.125,2.332274913787842,10200,0.0,
1995-03-01 00:00:00+00:00,8.5,8.875,8.5,2.4351694583892822,12100,0.0,
1995-03-02 00:00:00+00:00,9.0,9.0,8.875,2.469467639923096,11400,0.0,
1995-03-03 00:00:00+00:00,8.875,9.0,8.75,2.4351694583892822,15900,0.0,
1995-03-06 00:00:00+00:00,9.0,9.0,8.5,2.366572380065918,122000,0.0,
1995-03-07 00:00:00+00:00,8.5,8.5,8.375,2.29797625541687,6100,0.0,
1995-03-08 00:00:00+00:00,8.5,8.5,7.5,2.1264853477478027,416300,0.0,
1995-03-09 00:00:00+00:00,7.75,7.875,7.5,2.1607837677001958,54800,0.0,
1995-03-10 00:00:00+00:00,8.0,8.375,8.0,2.29797625541687,34800,0.0,
1995-03-13 00:00:00+00:00,8.375,8.375,8.25,2.263678789138794,7800,0.0,
1995-03-14 00:00:00+00:00,8.25,8.375,8.25,2.263678789138794,10700,0.0,
1995-03-15 00:00:00+00:00,8.25,8.375,8.125,2.2293803691864014,36500,0.0,
1995-03-16 00:00:00+00:00,8.25,8.5,8.25,2.29797625541687,17700,0.0,
1995-03-17 00:00:00+00:00,8.5,9.375,8.5,2.4351694583892822,91300,0.0,
1995-03-20 00:00:00+00:00,8.75,8.875,8.625,2.4008710384368896,35000,0.0,
1995-03-21 00:00:00+00:00,8.875,9.0,8.875,2.469467639923096,6800,0.0,
1995-03-22 00:00:00+00:00,9.125,9.25,9.0,2.5380635261535645,78700,0.0,
1995-03-23 00:00:00+00:00,9.25,9.25,9.125,2.50376558303833,6700,0.0,
1995-03-24 00:00:00+00:00,9.25,9.375,9.0,2.572361946105957,30200,0.0,
1995-03-27 00:00:00+00:00,9.375,9.625,9.375,2.640958070755005,14500,0.0,
1995-03-28 00:00:00+00:00,9.5,10.125,9.5,2.6752560138702397,80800,0.0,
1995-03-29 00:00:00+00:00,9.875,9.875,9.125,2.50376558303833,34900,0.0,
1995-03-30 00:00:00+00:00,9.375,9.625,9.375,2.6066598892211914,13100,0.0,
1995-03-31 00:00:00+00:00,9.25,9.375,9.25,2.572361946105957,5200,0.0,
1995-04-03 00:00:00+00:00,9.25,9.25,9.0,2.469467639923096,34600,0.0,
1995-04-04 00:00:00+00:00,9.125,9.125,8.875,2.50376558303833,8900,0.0,
1995-04-05 00:00:00+00:00,9.0,9.25,8.875,2.4351694583892822,127100,0.0,
1995-04-06 00:00:00+00:00,9.125,9.75,9.125,2.6752560138702397,57900,0.0,
1995-04-07 00:00:00+00:00,9.875,10.375,9.75,2.77815055847168,74600,0.0,
1995-04-10 00:00:00+00:00,10.125,10.125,9.625,2.6752560138702397,20500,0.0,
1995-04-11 00:00:00+00:00,9.875,9.875,9.5,2.640958070755005,20600,0.0,
1995-04-12 00:00:00+00:00,9.75,9.75,9.375,2.6066598892211914,71700,0.0,
1995-04-13 00:00:00+00:00,9.625,9.625,9.375,2.572361946105957,35800,0.0,
1995-04-17 00:00:00+00:00,9.5,9.5,9.25,2.572361946105957,24700,0.0,
1995-04-18 00:00:00+00:00,9.25,9.375,9.125,2.5380635261535645,19800,0.0,
1995-04-19 00:00:00+00:00,9.375,9.375,9.0,2.469467639923096,10200,0.0,
1995-04-20 00:00:00+00:00,9.125,9.125,8.75,2.4351694583892822,10200,0.0,
1995-04-21 00:00:00+00:00,8.75,9.375,8.75,2.572361946105957,12900,0.0,
1995-04-24 00:00:00+00:00,9.5,9.75,9.5,2.6752560138702397,20100,0.0,
1995-04-25 00:00:00+00:00,9.75,10.0,9.75,2.7095541954040527,26300,0.0,
1995-04-26 00:00:00+00:00,9.875,9.875,9.5,2.6066598892211914,6900,0.0,
1995-04-27 00:00:00+00:00,9.375,9.5,9.0,2.572361946105957,14400,0.0,
1995-04-28 00:00:00+00:00,9.25,9.25,8.875,2.50376558303833,3300,0.0,
1995-05-01 00:00:00+00:00,9.25,9.375,9.125,2.50376558303833,13400,0.0,
1995-05-02 00:00:00+00:00,9.375,9.375,9.125,2.50376558303833,3300,0.0,
1995-05-03 00:00:00+00:00,9.25,9.25,8.75,2.4351694583892822,18500,0.0,
1995-05-04 00:00:00+00:00,9.0,9.0,8.875,2.469467639923096,7100,0.0,
1995-05-05 00:00:00+00:00,9.125,9.375,9.125,2.572361946105957,36500,0.0,
1995-05-08 00:00:00+00:00,9.25,9.5,9.25,2.6066598892211914,12100,0.0,
1995-05-09 00:00:00+00:00,9.5,9.5,9.375,2.6066598892211914,6000,0.0,
1995-05-10 00:00:00+00:00,9.625,10.0,9.5,2.7095541954040527,23600,0.0,
1995-05-11 00:00:00+00:00,9.75,10.0,9.75,2.7095541954040527,71500,0.0,
1995-05-12 00:00:00+00:00,10.0,10.125,9.875,2.7438528537750244,18900,0.0,
1995-05-15 00:00:00+00:00,10.125,10.125,9.875,2.77815055847168,18800,0.0,
1995-05-16 00:00:00+00:00,10.0,10.125,9.875,2.7095541954040527,18600,0.0,
1995-05-17 00:00:00+00:00,9.875,9.875,9.5,2.6066598892211914,29700,0.0,
1995-05-18 00:00:00+00:00,9.625,10.0,9.625,2.7095541954040527,14700,0.0,
1995-05-19 00:00:00+00:00,9.75,10.0,9.75,2.7438528537750244,10000,0.0,
1995-05-22 00:00:00+00:00,10.0,10.375,10.0,2.8124494552612305,38500,0.0,
1995-05-23 00:00:00+00:00,10.25,10.375,10.125,2.8124494552612305,62200,0.0,
1995-05-24 00:00:00+00:00,10.25,10.375,10.125,2.77815055847168,53100,0.0,
1995-05-25 00:00:00+00:00,10.125,10.25,10.0,2.77815055847168,26800,0.0,
1995-05-26 00:00:00+00:00,10.25,10.5,10.25,2.846746921539306,56700,0.0,
1995-05-30 00:00:00+00:00,10.375,10.75,10.375,2.846746921539306,27000,0.0,
1995-05-31 00:00:00+00:00,10.5,10.875,10.5,2.98393988609314,88000,0.0,
1995-06-01 00:00:00+00:00,10.75,10.75,10.625,2.9496419429779053,18100,0.0,
1995-06-02 00:00:00+00:00,10.625,10.625,10.375,2.846746921539306,14400,0.0,
1995-06-05 00:00:00+00:00,10.625,10.625,10.5,2.881045341491699,37000,0.0,
1995-06-06 00:00:00+00:00,10.375,10.375,10.0,2.7438528537750244,37500,0.0,
1995-06-07 00:00:00+00:00,10.0,10.125,10.0,2.77815055847168,26100,0.0,
1995-06-08 00:00:00+00:00,10.25,10.375,10.125,2.846746921539306,4200,0.0,
1995-06-09 00:00:00+00:00,10.25,10.5,10.25,2.846746921539306,40800,0.0,
1995-06-12 00:00:00+00:00,10.375,10.625,10.375,2.881045341491699,34300,0.0,
1995-06-13 00:00:00+00:00,10.5,10.75,10.5,2.9496419429779053,59500,0.0,
1995-06-14 00:00:00+00:00,10.75,10.75,10.5,2.881045341491699,51800,0.0,
1995-06-15 00:00:00+00:00,10.375,10.375,10.375,2.846746921539306,4100,0.0,
1995-06-16 00:00:00+00:00,10.25,10.375,10.125,2.77815055847168,25300,0.0,
1995-06-19 00:00:00+00:00,10.25,10.25,10.0,2.77815055847168,5600,0.0,
1995-06-20 00:00:00+00:00,10.0,10.375,10.0,2.8124494552612305,12700,0.0,
1995-06-21 00:00:00+00:00,10.125,10.125,9.875,2.7438528537750244,18800,0.0,
1995-06-22 00:00:00+00:00,9.875,10.0,9.875,2.7095541954040527,5700,0.0,
1995-06-23 00:00:00+00:00,10.0,10.0,10.0,2.7438528537750244,7700,0.0,
1995-06-26 00:00:00+00:00,10.0,10.0,10.0,2.7438528537750244,4400,0.0,
1995-06-27 00:00:00+00:00,10.0,10.125,10.0,2.7438528537750244,17900,0.0,
1995-06-28 00:00:00+00:00,10.0,10.125,10.0,2.77815055847168,56400,0.0,
1995-06-29 00:00:00+00:00,10.125,10.125,10.0,2.7610018253326416,9300,0.0,
1995-06-30 00:00:00+00:00,10.0,10.125,10.0,2.77815055847168,3700,0.0,
1995-07-03 00:00:00+00:00,10.0,10.0,10.0,2.7438528537750244,2300,0.0,
1995-07-05 00:00:00+00:00,10.0,10.125,10.0,2.77815055847168,1400,0.0,
1995-07-06 00:00:00+00:00,10.0,10.0,9.875,2.7095541954040527,34700,0.0,
1995-07-07 00:00:00+00:00,10.0,10.25,10.0,2.8124494552612305,7600,0.0,
1995-07-10 00:00:00+00:00,10.375,10.375,10.125,2.77815055847168,32400,0.0,
1995-07-11 00:00:00+00:00,10.25,10.5,10.25,2.881045341491699,46800,0.0,
1995-07-12 00:00:00+00:00,10.5,10.625,10.375,2.881045341491699,75700,0.0,
1995-07-13 00:00:00+00:00,10.5,10.5,10.25,2.881045341491699,44200,0.0,
1995-07-14 00:00:00+00:00,10.375,10.375,10.25,2.8124494552612305,10000,0.0,
1995-07-17 00:00:00+00:00,10.25,10.5,10.25,2.881045341491699,7000,0.0,
1995-07-18 00:00:00+00:00,10.375,10.5,10.375,2.846746921539306,9300,0.0,
1995-07-19 00:00:00+00:00,10.5,10.5,10.375,2.881045341491699,48900,0.0,
1995-07-20 00:00:00+00:00,10.5,10.625,10.5,2.9153435230255127,1700,0.0,
1995-07-21 00:00:00+00:00,10.625,11.0,10.625,2.98393988609314,7700,0.0,
1995-07-24 00:00:00+00:00,11.0,11.0,10.75,2.98393988609314,13200,0.0,
1995-07-25 00:00:00+00:00,10.75,11.25,10.75,3.0525362491607666,128300,0.0,
1995-07-26 00:00:00+00:00,11.25,11.875,11.25,3.155430555343628,64500,0.0,
1995-07-27 00:00:00+00:00,11.5,12.125,11.5,3.292623281478882,22500,0.0,
1995-07-28 00:00:00+00:00,12.125,12.125,11.75,3.224027395248413,17600,0.0,
