date,BLKB_Open,BLKB_High,BLKB_Low,BLKB_Close,BLKB_Volume,BLKB_Dividends,BLKB_Stock Splits
2004-07-26 00:00:00+00:00,8.539999961853027,8.75,8.300000190734863,7.101101398468018,217400,0.0,
2004-07-27 00:00:00+00:00,8.75,8.75,8.470000267028809,6.881983280181885,82100,0.0,
2004-07-28 00:00:00+00:00,8.520000457763672,8.699999809265137,8.460000038146973,6.946907997131348,129300,0.0,
2004-07-29 00:00:00+00:00,8.649999618530273,8.649999618530273,8.470000267028809,6.979368686676025,74800,0.0,
2004-07-30 00:00:00+00:00,8.630000114440918,9.199999809265137,8.630000114440918,7.303990840911865,117700,0.0,
2004-08-02 00:00:00+00:00,9.199999809265137,9.600000381469728,9.100000381469728,7.782807350158691,99400,0.0,
2004-08-03 00:00:00+00:00,9.600000381469728,10.149999618530272,9.600000381469728,8.083081245422363,277300,0.0,
2004-08-04 00:00:00+00:00,9.850000381469728,10.050000190734863,9.550000190734863,7.750346660614014,508900,0.0,
2004-08-05 00:00:00+00:00,10.229999542236328,10.25,8.550000190734863,7.019945621490479,131900,0.0,
2004-08-06 00:00:00+00:00,8.729999542236328,9.449999809265137,8.300000190734863,7.38514518737793,81400,0.0,
2004-08-09 00:00:00+00:00,9.130000114440918,9.420000076293944,9.0,7.628612041473389,20000,0.0,
2004-08-10 00:00:00+00:00,9.199999809265137,9.25,9.170000076293944,7.498762130737305,8900,0.0,
2004-08-11 00:00:00+00:00,9.229999542236328,9.369999885559082,8.920000076293945,7.239068031311035,21300,0.0,
2004-08-12 00:00:00+00:00,9.06999969482422,9.119999885559082,8.600000381469727,7.303990840911865,19300,0.0,
2004-08-13 00:00:00+00:00,8.699999809265137,9.149999618530272,8.699999809265137,7.425722599029541,19300,0.0,
2004-08-16 00:00:00+00:00,9.100000381469728,9.279999732971191,8.850000381469727,7.336452960968018,39600,0.0,
2004-08-17 00:00:00+00:00,9.25,9.350000381469728,9.09000015258789,7.579920291900635,3500,0.0,
2004-08-18 00:00:00+00:00,9.350000381469728,9.5,9.199999809265137,7.506878852844238,61500,0.0,
2004-08-19 00:00:00+00:00,9.279999732971191,9.81999969482422,9.279999732971191,7.790921211242676,72800,0.0,
2004-08-20 00:00:00+00:00,9.399999618530272,9.600000381469728,9.229999542236328,7.490646839141846,42900,0.0,
2004-08-23 00:00:00+00:00,9.59000015258789,9.59000015258789,8.720000267028809,7.182257175445557,105600,0.0,
2004-08-24 00:00:00+00:00,8.850000381469727,9.25,8.850000381469727,7.303990840911865,85600,0.0,
2004-08-25 00:00:00+00:00,8.899999618530273,9.380000114440918,8.899999618530273,7.425722599029541,85200,0.0,
2004-08-26 00:00:00+00:00,8.949999809265137,10.0,8.949999809265137,7.993814945220947,80200,0.0,
2004-08-27 00:00:00+00:00,9.600000381469728,10.630000114440918,9.600000381469728,8.383360862731934,62700,0.0,
2004-08-30 00:00:00+00:00,10.350000381469728,10.489999771118164,10.050000190734863,8.326549530029297,27900,0.0,
2004-08-31 00:00:00+00:00,10.279999732971191,10.699999809265137,10.279999732971191,8.602481842041016,376500,0.0,
2004-09-01 00:00:00+00:00,10.720000267028809,11.520000457763672,10.600000381469728,8.92710018157959,244700,0.0,
2004-09-02 00:00:00+00:00,10.949999809265137,11.119999885559082,10.850000381469728,8.935216903686523,212700,0.0,
2004-09-03 00:00:00+00:00,11.0600004196167,11.34000015258789,10.5,8.92710018157959,35100,0.0,
2004-09-07 00:00:00+00:00,11.199999809265137,12.649999618530272,11.039999961853027,9.616918563842772,84400,0.0,
2004-09-08 00:00:00+00:00,12.25,12.25,11.449999809265137,9.39780330657959,81800,0.0,
2004-09-09 00:00:00+00:00,11.520000457763672,11.850000381469728,11.520000457763672,9.576342582702637,69200,0.0,
2004-09-10 00:00:00+00:00,11.800000190734863,12.489999771118164,11.649999618530272,9.79546070098877,340600,0.0,
2004-09-13 00:00:00+00:00,12.489999771118164,12.550000190734863,12.0,9.941543579101562,224400,0.0,
2004-09-14 00:00:00+00:00,12.260000228881836,12.300000190734863,11.84000015258789,9.608807563781738,115500,0.0,
