date,TROX_Open,TROX_High,TROX_Low,TROX_Close,TROX_Volume,TROX_Dividends,TROX_Stock Splits
2010-12-01 00:00:00+00:00,16.049999237060547,16.100000381469727,16.049999237060547,10.21108627319336,110000,0.0,
2010-12-02 00:00:00+00:00,16.100000381469727,16.100000381469727,16.100000381469727,10.21108627319336,25000,0.0,
2010-12-03 00:00:00+00:00,17.399999618530273,18.049999237060547,17.399999618530273,11.447834014892578,585000,0.0,
2010-12-06 00:00:00+00:00,18.049999237060547,18.049999237060547,18.049999237060547,11.447834014892578,0,0.0,
2010-12-07 00:00:00+00:00,18.049999237060547,18.100000381469727,18.0,11.447834014892578,352000,0.0,
2010-12-08 00:00:00+00:00,17.950000762939453,18.299999237060547,17.950000762939453,11.606388092041016,110000,0.0,
2010-12-09 00:00:00+00:00,18.125999450683597,18.200000762939453,18.125999450683597,11.542967796325684,45500,0.0,
2010-12-10 00:00:00+00:00,18.200000762939453,18.200000762939453,18.149999618530277,11.511255264282228,90500,0.0,
2010-12-13 00:00:00+00:00,18.299999237060547,18.299999237060547,18.299999237060547,11.606388092041016,100000,0.0,
2010-12-14 00:00:00+00:00,18.299999237060547,18.450000762939453,18.299999237060547,11.701523780822754,390000,0.0,
2010-12-15 00:00:00+00:00,18.5,18.75,18.5,11.891794204711914,310000,0.0,
2010-12-16 00:00:00+00:00,18.75,18.75,18.75,11.891794204711914,0,0.0,
2010-12-17 00:00:00+00:00,18.75,18.75,18.75,11.891794204711914,0,0.0,
2010-12-20 00:00:00+00:00,18.75,18.799999237060547,18.75,11.923506736755373,110000,0.0,
2010-12-21 00:00:00+00:00,18.75,19.0,18.75,12.050352096557615,120000,0.0,
2010-12-22 00:00:00+00:00,19.0,19.0,19.0,12.050352096557615,0,0.0,
2010-12-23 00:00:00+00:00,19.0,19.0,19.0,12.050352096557615,0,0.0,
2010-12-27 00:00:00+00:00,19.0,19.0,19.0,12.050352096557615,0,0.0,
2010-12-28 00:00:00+00:00,19.0,19.0,19.0,12.050352096557615,0,0.0,
2010-12-29 00:00:00+00:00,19.0,19.0,19.0,12.050352096557615,0,0.0,
