date,HON_Open,HON_High,HON_Low,HON_Close,HON_Volume,HON_Dividends,HON_Stock Splits
1962-01-02 00:00:00+00:00,0.0,8.328743934631348,8.272595405578613,1.0683673620224,40740,0.0,
1962-01-03 00:00:00+00:00,0.0,8.403609275817871,8.328743934631348,1.0803990364074707,83483,0.0,
1962-01-04 00:00:00+00:00,0.0,8.534623146057129,8.42232608795166,1.0876166820526123,74801,0.0,
1962-01-05 00:00:00+00:00,0.0,8.534623146057129,8.42232608795166,1.0852104425430298,42744,0.0,
1962-01-08 00:00:00+00:00,0.0,8.534623146057129,8.34745979309082,1.0900235176086426,90830,0.0,
1962-01-09 00:00:00+00:00,0.0,8.515907287597656,8.42232608795166,1.0876166820526123,62780,0.0,
1962-01-10 00:00:00+00:00,0.0,8.459757804870605,8.272595405578613,1.0659606456756592,38736,0.0,
1962-01-11 00:00:00+00:00,0.0,8.310028076171875,8.19773006439209,1.0659606456756592,46751,0.0,
1962-01-12 00:00:00+00:00,0.0,8.34745979309082,8.19773006439209,1.0563360452651978,30054,0.0,
1962-01-15 00:00:00+00:00,0.0,8.216446876525879,8.010566711425781,1.0370862483978271,36733,0.0,
1962-01-16 00:00:00+00:00,0.0,8.066716194152832,7.954419136047363,1.0226500034332275,26047,0.0,
1962-01-17 00:00:00+00:00,0.0,7.973134994506836,7.954419136047363,1.025055766105652,39404,0.0,
1962-01-18 00:00:00+00:00,0.0,7.973134994506836,7.954419136047363,1.025055766105652,31390,0.0,
1962-01-19 00:00:00+00:00,0.0,8.010566711425781,7.973134994506836,1.025055766105652,38068,0.0,
1962-01-22 00:00:00+00:00,0.0,7.973134994506836,7.879552841186523,1.0130242109298706,50758,0.0,
1962-01-23 00:00:00+00:00,0.0,7.898270130157471,7.860836982727051,1.0130242109298706,43411,0.0,
1962-01-24 00:00:00+00:00,0.0,7.823404788970947,7.729823112487793,1.0033986568450928,48754,0.0,
1962-01-25 00:00:00+00:00,0.0,7.823404788970947,7.785972118377685,1.000993013381958,41408,0.0,
1962-01-26 00:00:00+00:00,0.0,7.785972118377685,7.711106777191162,0.9913681745529176,54765,0.0,
1962-01-29 00:00:00+00:00,0.0,7.767255783081055,7.6736741065979,0.9937740564346312,32058,0.0,
1962-01-30 00:00:00+00:00,0.0,7.842121124267578,7.748539924621582,1.0082114934921265,34729,0.0,
1962-01-31 00:00:00+00:00,0.0,7.973134994506836,7.804687976837158,1.0226500034332275,60776,0.0,
1962-02-01 00:00:00+00:00,0.0,8.02928352355957,7.879552841186523,1.0226500034332275,66119,0.0,
1962-02-02 00:00:00+00:00,0.0,8.010566711425781,7.916985988616943,1.025055766105652,36733,0.0,
1962-02-05 00:00:00+00:00,0.0,8.04800033569336,7.954419136047363,1.034680724143982,50090,0.0,
1962-02-06 00:00:00+00:00,0.0,8.02928352355957,7.991850852966309,1.0409893989562988,38736,0.067379,
1962-02-07 00:00:00+00:00,0.0,8.122864723205566,7.991850852966309,1.0531219244003296,57437,0.0,
1962-02-08 00:00:00+00:00,0.0,8.160298347473145,8.085433006286621,1.0531219244003296,71462,0.0,
1962-02-09 00:00:00+00:00,0.0,8.141580581665039,8.104148864746094,1.050695538520813,35397,0.0,
1962-02-12 00:00:00+00:00,0.0,8.122864723205566,8.085433006286621,1.050695538520813,20704,0.0,
1962-02-13 00:00:00+00:00,0.0,8.104148864746094,8.04800033569336,1.0434153079986572,48086,0.0,
1962-02-14 00:00:00+00:00,0.0,8.04800033569336,7.879552841186523,1.0215762853622437,40072,0.0,
1962-02-15 00:00:00+00:00,0.0,7.954419136047363,7.804687976837158,1.024003028869629,54765,0.0,
1962-02-16 00:00:00+00:00,0.0,7.935701847076416,7.823404788970947,1.016723871231079,94169,0.0,
1962-02-19 00:00:00+00:00,0.0,8.010566711425781,7.860836982727051,1.0215762853622437,66787,0.0,
1962-02-20 00:00:00+00:00,0.0,7.860836982727051,7.804687976837158,1.016723871231079,57437,0.0,
1962-02-21 00:00:00+00:00,0.0,7.785972118377685,7.6736741065979,0.9973112940788268,83483,0.0,
1962-02-23 00:00:00+00:00,0.0,7.711106777191162,7.523943901062012,0.980325162410736,106859,0.0,
