date,ENSV_Open,ENSV_High,ENSV_Low,ENSV_Close,ENSV_Volume,ENSV_Dividends,ENSV_Stock Splits
1994-04-13 00:00:00+00:00,3.900000095367432,3.900000095367432,3.900000095367432,1.1734497547149658,273,0.0,
1994-04-14 00:00:00+00:00,3.900000095367432,3.900000095367432,3.900000095367432,1.1734497547149658,0,0.0,
1994-04-15 00:00:00+00:00,3.900000095367432,3.900000095367432,3.900000095367432,1.1734497547149658,340,0.0,
1994-04-18 00:00:00+00:00,4.5,4.5,4.5,1.353980541229248,333,0.0,
1994-04-19 00:00:00+00:00,4.5,4.5,4.5,1.353980541229248,0,0.0,
1994-04-20 00:00:00+00:00,4.5,4.5,4.5,1.353980541229248,0,0.0,
1994-04-21 00:00:00+00:00,3.900000095367432,3.900000095367432,3.900000095367432,1.1734497547149658,67,0.0,
1994-04-22 00:00:00+00:00,3.900000095367432,3.900000095367432,3.900000095367432,1.1734497547149658,0,0.0,
1994-04-25 00:00:00+00:00,3.900000095367432,3.900000095367432,3.900000095367432,1.1734497547149658,0,0.0,
1994-04-26 00:00:00+00:00,3.900000095367432,3.900000095367432,3.900000095367432,1.1734497547149658,0,0.0,
1994-04-28 00:00:00+00:00,4.800000190734863,4.800000190734863,4.800000190734863,1.4442459344863892,1833,0.0,
1994-04-29 00:00:00+00:00,6.0,6.0,6.0,1.805307388305664,2000,0.0,
1994-05-02 00:00:00+00:00,6.735000133514404,6.735000133514404,6.735000133514404,2.0264575481414795,480,0.0,
1994-05-03 00:00:00+00:00,6.570000171661377,6.570000171661377,6.570000171661377,1.976811528205872,13,0.0,
1994-05-04 00:00:00+00:00,6.570000171661377,6.570000171661377,6.570000171661377,1.976811528205872,0,0.0,
1994-05-05 00:00:00+00:00,6.570000171661377,6.570000171661377,6.570000171661377,1.976811528205872,0,0.0,
1994-05-06 00:00:00+00:00,5.625,5.625,5.625,1.6924755573272705,80,0.0,
1994-05-09 00:00:00+00:00,5.625,5.625,5.625,1.6924755573272705,0,0.0,
1994-05-10 00:00:00+00:00,5.625,5.625,5.625,1.6924755573272705,0,0.0,
1994-05-11 00:00:00+00:00,5.625,5.625,5.625,1.6924755573272705,0,0.0,
1994-05-12 00:00:00+00:00,5.699999809265137,5.699999809265137,5.699999809265137,1.7150418758392334,647,0.0,
1994-05-13 00:00:00+00:00,5.699999809265137,5.699999809265137,5.699999809265137,1.7150418758392334,0,0.0,
1994-05-16 00:00:00+00:00,5.699999809265137,5.699999809265137,5.699999809265137,1.7150418758392334,0,0.0,
