date,UHAL_Open,UHAL_High,UHAL_Low,UHAL_Close,UHAL_Volume,UHAL_Dividends,UHAL_Stock Splits
1994-11-04 00:00:00+00:00,1.725000023841858,1.75,1.725000023841858,1.5328391790390017,308000,0.0,
1994-11-07 00:00:00+00:00,1.774999976158142,1.774999976158142,1.725000023841858,1.5328391790390017,234000,0.0,
1994-11-08 00:00:00+00:00,1.7000000476837158,1.756250023841858,1.7000000476837158,1.5328391790390017,416000,0.0,
1994-11-09 00:00:00+00:00,1.774999976158142,1.774999976158142,1.725000023841858,1.5328391790390017,40000,0.0,
1994-11-10 00:00:00+00:00,1.774999976158142,1.774999976158142,1.725000023841858,1.577269196510315,98000,0.0,
1994-11-11 00:00:00+00:00,1.725000023841858,1.774999976158142,1.725000023841858,1.5328391790390017,28000,0.0,
1994-11-14 00:00:00+00:00,1.725000023841858,1.774999976158142,1.725000023841858,1.5328391790390017,13000,0.0,
1994-11-15 00:00:00+00:00,1.725000023841858,1.7374999523162842,1.725000023841858,1.5328391790390017,51000,0.0,
1994-11-16 00:00:00+00:00,1.725000023841858,1.774999976158142,1.71875,1.5328391790390017,274000,0.0,
1994-11-17 00:00:00+00:00,1.7000000476837158,1.7312500476837158,1.7000000476837158,1.5106240510940552,285000,0.0,
1994-11-18 00:00:00+00:00,1.7000000476837158,1.75,1.7000000476837158,1.5106240510940552,137000,0.0,
1994-11-21 00:00:00+00:00,1.7000000476837158,1.725000023841858,1.7000000476837158,1.5106240510940552,61000,0.0,
1994-11-22 00:00:00+00:00,1.7000000476837158,1.75,1.7000000476837158,1.5106240510940552,196000,0.0,
1994-11-23 00:00:00+00:00,1.7000000476837158,1.712499976158142,1.7000000476837158,1.5106240510940552,182000,0.0,
1994-11-25 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.5106240510940552,13000,0.0,
1994-11-28 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.5106240510940552,224000,0.0,
1994-11-29 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.5106240510940552,29000,0.0,
1994-11-30 00:00:00+00:00,1.7000000476837158,1.75,1.7000000476837158,1.5106240510940552,125000,0.0,
1994-12-01 00:00:00+00:00,1.7000000476837158,1.75,1.7000000476837158,1.5550540685653689,25000,0.0,
1994-12-02 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.5106240510940552,17000,0.0,
1994-12-05 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.5106240510940552,67000,0.0,
1994-12-06 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.5106240510940552,0,0.0,
1994-12-07 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.625,1.4439786672592163,115000,0.0,
1994-12-08 00:00:00+00:00,1.625,1.7000000476837158,1.625,1.4439786672592163,197000,0.0,
1994-12-09 00:00:00+00:00,1.649999976158142,1.649999976158142,1.5750000476837158,1.4661937952041626,62000,0.0,
1994-12-12 00:00:00+00:00,1.6749999523162842,1.6749999523162842,1.662500023841858,1.488409161567688,88000,0.0,
1994-12-13 00:00:00+00:00,1.649999976158142,1.649999976158142,1.649999976158142,1.4661937952041626,6000,0.0,
1994-12-14 00:00:00+00:00,1.625,1.7000000476837158,1.625,1.5106240510940552,29000,0.0,
1994-12-15 00:00:00+00:00,1.7000000476837158,1.7000000476837158,1.649999976158142,1.488409161567688,80000,0.0,
1994-12-16 00:00:00+00:00,1.7000000476837158,1.725000023841858,1.662500023841858,1.5328391790390017,325000,0.0,
