date,IHE_Open,IHE_High,IHE_Low,IHE_Close,IHE_Volume,IHE_Dividends,IHE_Stock Splits
2006-05-05 00:00:00+00:00,16.719999313354492,16.719999313354492,16.719999313354492,12.865248680114746,300,0.0,
2006-05-08 00:00:00+00:00,16.69333267211914,16.696666717529297,16.69333267211914,12.844731330871582,2400,0.0,
2006-05-09 00:00:00+00:00,16.65333366394043,16.65333366394043,16.579999923706055,12.772920608520508,6300,0.0,
2006-05-10 00:00:00+00:00,16.56999969482422,16.56999969482422,16.489999771118164,12.690840721130373,9900,0.0,
2006-05-11 00:00:00+00:00,16.48666763305664,16.48666763305664,16.343332290649414,12.58311653137207,3600,0.0,
2006-05-12 00:00:00+00:00,16.28333282470703,16.290000915527344,16.22333335876465,12.483089447021484,10800,0.0,
2006-05-15 00:00:00+00:00,16.229999542236328,16.420000076293945,16.229999542236328,12.580554008483888,6000,0.0,
2006-05-16 00:00:00+00:00,16.49333381652832,16.510000228881836,16.446666717529297,12.70366382598877,9600,0.0,
2006-05-17 00:00:00+00:00,16.333332061767578,16.43666648864746,16.166667938232422,12.460007667541504,21300,0.0,
2006-05-18 00:00:00+00:00,16.260000228881836,16.290000915527344,16.18000030517578,12.449745178222656,6900,0.0,
2006-05-19 00:00:00+00:00,16.073333740234375,16.1200008392334,16.0,12.311245918273926,1800,0.0,
2006-05-22 00:00:00+00:00,16.100000381469727,16.100000381469727,16.059999465942383,12.377934455871582,84900,0.0,
2006-05-23 00:00:00+00:00,16.110000610351562,16.110000610351562,15.983332633972168,12.298420906066896,12600,0.0,
2006-05-24 00:00:00+00:00,16.023332595825195,16.023332595825195,15.833333015441896,12.288159370422363,10800,0.0,
2006-05-25 00:00:00+00:00,16.046667098999023,16.15999984741211,16.046667098999023,12.434356689453123,8100,0.0,
2006-05-26 00:00:00+00:00,16.286666870117188,16.303333282470703,16.26333236694336,12.524128913879396,7500,0.0,
2006-05-30 00:00:00+00:00,16.19333267211914,16.19333267211914,16.113332748413086,12.398446083068848,3000,0.0,
2006-05-31 00:00:00+00:00,16.083332061767578,16.110000610351562,16.040000915527344,12.395881652832031,6000,0.0,
2006-06-01 00:00:00+00:00,16.126667022705078,16.296667098999023,16.126667022705078,12.508736610412598,6600,0.0,
2006-06-02 00:00:00+00:00,16.333332061767578,16.356666564941406,16.266666412353516,12.585684776306152,7500,0.0,
2006-06-05 00:00:00+00:00,16.31333351135254,16.31333351135254,16.1299991607666,12.411273002624512,4800,0.0,
2006-06-06 00:00:00+00:00,16.133333206176758,16.133333206176758,15.956666946411133,12.336891174316406,12600,0.0,
2006-06-07 00:00:00+00:00,16.156667709350586,16.24333381652832,16.123332977294922,12.406143188476562,2400,0.0,
2006-06-08 00:00:00+00:00,16.09000015258789,16.136667251586914,15.916666984558104,12.416399955749512,59100,0.0,
2006-06-09 00:00:00+00:00,16.14666748046875,16.156667709350586,16.046667098999023,12.347153663635254,24000,0.0,
2006-06-12 00:00:00+00:00,16.030000686645508,16.030000686645508,15.789999961853027,12.149657249450684,7500,0.0,
2006-06-13 00:00:00+00:00,15.890000343322754,15.890000343322754,15.67666721343994,12.062458038330078,6600,0.0,
2006-06-14 00:00:00+00:00,15.616666793823242,15.766667366027832,15.616666793823242,12.088102340698242,6900,0.0,
2006-06-15 00:00:00+00:00,15.903332710266112,16.073333740234375,15.890000343322754,12.367671012878418,9000,0.0,
2006-06-16 00:00:00+00:00,16.073333740234375,16.073333740234375,15.953332901000977,12.275338172912598,7500,0.0,
2006-06-19 00:00:00+00:00,16.00666618347168,16.00666618347168,15.873332977294922,12.213780403137209,7200,0.0,
