date,RGCO_Open,RGCO_High,RGCO_Low,RGCO_Close,RGCO_Volume,RGCO_Dividends,RGCO_Stock Splits
1994-02-01 00:00:00+00:00,5.4166669845581055,5.5416669845581055,5.4166669845581055,1.1379506587982178,1800,0.0,
1994-02-02 00:00:00+00:00,5.6666669845581055,5.6666669845581055,5.4166669845581055,1.1813842058181765,1800,0.0,
1994-02-03 00:00:00+00:00,5.5,5.6666669845581055,5.4166669845581055,1.1813842058181765,7800,0.0,
1994-02-04 00:00:00+00:00,5.6666669845581055,5.833333015441895,5.6666669845581055,1.2161303758621216,11400,0.0,
1994-02-07 00:00:00+00:00,5.833333015441895,5.833333015441895,5.833333015441895,1.2161303758621216,600,0.0,
1994-02-08 00:00:00+00:00,5.4166669845581055,5.833333015441895,5.4166669845581055,1.2161303758621216,2400,0.0,
1994-02-09 00:00:00+00:00,5.833333015441895,5.833333015441895,5.708333015441895,1.2161303758621216,2400,0.0,
1994-02-10 00:00:00+00:00,5.833333015441895,5.833333015441895,5.833333015441895,1.2161303758621216,0,0.0,
1994-02-11 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.5,1.146637797355652,1200,0.0,
1994-02-14 00:00:00+00:00,5.5,5.5,5.5,1.146637797355652,0,0.0,
1994-02-15 00:00:00+00:00,5.5,5.5,5.5,1.146637797355652,0,0.0,
1994-02-16 00:00:00+00:00,5.5,5.5,5.5,1.146637797355652,3000,0.0,
1994-02-17 00:00:00+00:00,5.5,5.5,5.5,1.146637797355652,0,0.0,
1994-02-18 00:00:00+00:00,5.833333015441895,5.833333015441895,5.833333015441895,1.2161303758621216,3000,0.0,
1994-02-22 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,600,0.0,
1994-02-23 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-02-24 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-02-25 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-02-28 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-03-01 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-03-02 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-03-03 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-03-04 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-03-07 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.5416669845581055,1.1553245782852173,3000,0.0,
1994-03-08 00:00:00+00:00,5.5416669845581055,5.5416669845581055,5.5416669845581055,1.1553245782852173,0,0.0,
1994-03-09 00:00:00+00:00,5.5,5.6666669845581055,5.5,1.1813842058181765,12000,0.0,
1994-03-10 00:00:00+00:00,5.6666669845581055,5.6666669845581055,5.6666669845581055,1.1813842058181765,0,0.0,
1994-03-11 00:00:00+00:00,5.5,5.6666669845581055,5.5,1.1813842058181765,9000,0.0,
1994-03-14 00:00:00+00:00,5.6666669845581055,5.6666669845581055,5.6666669845581055,1.1813842058181765,0,0.0,
1994-03-15 00:00:00+00:00,5.6666669845581055,5.6666669845581055,5.6666669845581055,1.1813842058181765,0,0.0,
1994-03-16 00:00:00+00:00,5.5,5.5,5.5,1.146637797355652,1200,0.0,
1994-03-17 00:00:00+00:00,5.5,5.5,5.5,1.146637797355652,0,0.0,
1994-03-18 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.9166669845581055,1.2335044145584106,600,0.0,
1994-03-21 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.9166669845581055,1.2335044145584106,0,0.0,
1994-03-22 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.9166669845581055,1.2335044145584106,0,0.0,
1994-03-23 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.9166669845581055,1.2335044145584106,0,0.0,
1994-03-24 00:00:00+00:00,5.9166669845581055,5.9166669845581055,5.9166669845581055,1.2335044145584106,0,0.0,
1994-03-25 00:00:00+00:00,5.583333015441895,5.645833015441895,5.583333015441895,1.1770408153533936,9000,0.0,
1994-03-28 00:00:00+00:00,5.645833015441895,5.645833015441895,5.645833015441895,1.1770408153533936,0,0.0,
1994-03-29 00:00:00+00:00,5.645833015441895,5.645833015441895,5.645833015441895,1.1770408153533936,0,0.0,
1994-03-30 00:00:00+00:00,5.645833015441895,5.645833015441895,5.645833015441895,1.1770408153533936,0,0.0,
