date,CRI_Open,CRI_High,CRI_Low,CRI_Close,CRI_Volume,CRI_Dividends,CRI_Stock Splits
2003-10-28 00:00:00+00:00,13.100000381469728,14.149999618530272,13.100000381469728,11.377711296081545,1478400,0.0,
2003-10-29 00:00:00+00:00,14.25,14.949999809265137,13.600000381469728,11.180715560913086,780800,0.0,
2003-10-30 00:00:00+00:00,14.029999732971191,14.350000381469728,13.449999809265137,10.955574989318848,445200,0.0,
2003-10-31 00:00:00+00:00,13.649999618530272,14.0,12.949999809265137,11.25710105895996,872600,0.0,
2003-11-03 00:00:00+00:00,14.0,14.390000343322754,13.885000228881836,11.409879684448242,281200,0.0,
2003-11-04 00:00:00+00:00,14.239999771118164,14.460000038146973,14.149999618530272,11.494305610656738,205800,0.0,
2003-11-05 00:00:00+00:00,14.274999618530272,14.345000267028809,14.149999618530272,11.53450870513916,64600,0.0,
2003-11-06 00:00:00+00:00,14.395000457763672,14.425000190734863,14.300000190734863,11.538529396057127,146800,0.0,
2003-11-07 00:00:00+00:00,14.425000190734863,14.470000267028809,14.31999969482422,11.52244758605957,348000,0.0,
2003-11-10 00:00:00+00:00,14.274999618530272,14.31999969482422,14.199999809265137,11.478221893310549,401600,0.0,
2003-11-11 00:00:00+00:00,14.25,14.270000457763672,14.199999809265137,11.417919158935549,284400,0.0,
2003-11-12 00:00:00+00:00,14.204999923706056,14.699999809265137,14.204999923706056,11.618938446044922,253400,0.0,
2003-11-13 00:00:00+00:00,14.449999809265137,14.449999809265137,14.199999809265137,11.558633804321287,301000,0.0,
2003-11-14 00:00:00+00:00,14.375,14.375,14.199999809265137,11.417919158935549,173200,0.0,
2003-11-17 00:00:00+00:00,14.199999809265137,14.199999809265137,13.824999809265137,11.176692008972168,144800,0.0,
2003-11-18 00:00:00+00:00,13.899999618530272,13.975000381469728,13.175000190734863,10.613839149475098,295200,0.0,
2003-11-19 00:00:00+00:00,13.074999809265137,13.074999809265137,12.375,10.091188430786133,579400,0.0,
2003-11-20 00:00:00+00:00,12.25,12.574999809265137,11.899999618530272,9.946455001831056,649400,0.0,
2003-11-21 00:00:00+00:00,12.369999885559082,12.84000015258789,12.300000190734863,10.3082914352417,648800,0.0,
2003-11-24 00:00:00+00:00,13.0,14.30500030517578,12.864999771118164,11.224940299987791,688000,0.0,
2003-11-25 00:00:00+00:00,13.960000038146973,14.0,13.350000381469728,11.015878677368164,190000,0.0,
2003-11-26 00:00:00+00:00,13.699999809265137,13.720000267028809,13.324999809265137,10.883204460144045,165400,0.0,
2003-11-28 00:00:00+00:00,13.505000114440918,13.600000381469728,13.5,10.927431106567385,71000,0.0,
2003-12-01 00:00:00+00:00,13.649999618530272,13.949999809265137,13.574999809265137,11.156594276428224,238400,0.0,
2003-12-02 00:00:00+00:00,13.824999809265137,14.100000381469728,13.75,11.21689796447754,195000,0.0,
2003-12-03 00:00:00+00:00,14.0,14.25,13.149999618530272,10.613839149475098,527400,0.0,
2003-12-04 00:00:00+00:00,13.274999618530272,13.5,12.725000381469728,10.453024864196776,518200,0.0,
2003-12-05 00:00:00+00:00,12.75,12.925000190734863,12.75,10.272106170654297,280400,0.0,
2003-12-08 00:00:00+00:00,12.5,12.649999618530272,12.170000076293944,9.809762954711914,464600,0.0,
2003-12-09 00:00:00+00:00,12.25,12.475000381469728,12.25,9.890169143676758,452400,0.0,
2003-12-10 00:00:00+00:00,12.324999809265137,12.800000190734863,12.300000190734863,10.147473335266112,425800,0.0,
2003-12-11 00:00:00+00:00,12.625,12.725000381469728,12.625,10.167576789855955,256000,0.0,
2003-12-12 00:00:00+00:00,12.600000381469728,12.600000381469728,12.300000190734863,9.970572471618652,341200,0.0,
2003-12-15 00:00:00+00:00,12.449999809265137,12.5,12.380000114440918,9.970572471618652,98400,0.0,
2003-12-16 00:00:00+00:00,12.399999618530272,12.5,12.390000343322754,10.046964645385742,150800,0.0,
2003-12-17 00:00:00+00:00,12.5,12.699999809265137,12.494999885559082,10.091188430786133,220800,0.0,
2003-12-18 00:00:00+00:00,12.574999809265137,12.774999618530272,12.550000190734863,10.191697120666504,202400,0.0,
2003-12-19 00:00:00+00:00,12.75,12.75,12.675000190734863,10.191697120666504,18800,0.0,
2003-12-22 00:00:00+00:00,12.550000190734863,12.710000038146973,12.550000190734863,10.151496887207031,118400,0.0,
2003-12-23 00:00:00+00:00,12.625,12.744999885559082,12.625,10.211798667907717,70600,0.0,
2003-12-24 00:00:00+00:00,12.725000381469728,12.774999618530272,12.699999809265137,10.227880477905272,38400,0.0,
2003-12-26 00:00:00+00:00,12.770000457763672,12.949999809265137,12.75,10.412819862365724,21200,0.0,
2003-12-29 00:00:00+00:00,12.949999809265137,13.0,12.925000190734863,10.424880981445312,83000,0.0,
2003-12-30 00:00:00+00:00,12.970000267028809,13.050000190734863,12.925000190734863,10.412819862365724,161400,0.0,
2003-12-31 00:00:00+00:00,12.949999809265137,12.949999809265137,12.725000381469728,10.231901168823242,59000,0.0,
2004-01-02 00:00:00+00:00,12.729999542236328,12.875,12.524999618530272,10.107267379760742,67800,0.0,
2004-01-05 00:00:00+00:00,12.595000267028809,12.675000190734863,12.524999618530272,10.18767547607422,113600,0.0,
2004-01-06 00:00:00+00:00,12.675000190734863,12.824999809265137,12.670000076293944,10.272106170654297,99600,0.0,
2004-01-07 00:00:00+00:00,12.75,13.100000381469728,12.75,10.533430099487305,147600,0.0,
2004-01-08 00:00:00+00:00,13.100000381469728,13.175000190734863,13.029999732971191,10.553532600402832,76000,0.0,
2004-01-09 00:00:00+00:00,13.109999656677246,13.109999656677246,12.600000381469728,10.191697120666504,201400,0.0,
2004-01-12 00:00:00+00:00,12.649999618530272,12.649999618530272,12.5,10.050984382629396,79400,0.0,
2004-01-13 00:00:00+00:00,12.5,12.649999618530272,12.454999923706056,10.171592712402344,110800,0.0,
2004-01-14 00:00:00+00:00,12.625,12.675000190734863,12.449999809265137,10.071083068847656,62400,0.0,
2004-01-15 00:00:00+00:00,12.5,12.994999885559082,12.449999809265137,10.449002265930176,524000,0.0,
2004-01-16 00:00:00+00:00,12.994999885559082,13.550000190734863,12.975000381469728,10.89526653289795,201000,0.0,
2004-01-20 00:00:00+00:00,13.550000190734863,13.649999618530272,13.399999618530272,10.814861297607422,120000,0.0,
2004-01-21 00:00:00+00:00,13.425000190734863,13.524999618530272,13.399999618530272,10.875164985656738,73000,0.0,
2004-01-22 00:00:00+00:00,13.524999618530272,13.574999809265137,13.399999618530272,10.915367126464844,36400,0.0,
2004-01-23 00:00:00+00:00,13.574999809265137,13.864999771118164,13.574999809265137,11.116389274597168,58600,0.0,
2004-01-26 00:00:00+00:00,13.850000381469728,14.045000076293944,13.550000190734863,11.27720069885254,64000,0.0,
2004-01-27 00:00:00+00:00,14.024999618530272,14.024999618530272,13.899999618530272,11.180715560913086,24400,0.0,
2004-01-28 00:00:00+00:00,13.875,14.274999618530272,13.875,11.361632347106934,132000,0.0,
2004-01-29 00:00:00+00:00,14.100000381469728,14.114999771118164,14.024999618530272,11.317408561706545,19800,0.0,
2004-01-30 00:00:00+00:00,14.050000190734863,14.050000190734863,13.970000267028809,11.25710105895996,52000,0.0,
2004-02-02 00:00:00+00:00,14.024999618530272,14.149999618530272,13.925000190734863,11.21689796447754,89000,0.0,
2004-02-03 00:00:00+00:00,13.949999809265137,13.960000038146973,13.725000381469728,11.035981178283691,184000,0.0,
2004-02-04 00:00:00+00:00,13.75,13.75,13.5,10.879186630249023,156000,0.0,
2004-02-05 00:00:00+00:00,13.550000190734863,13.625,13.520000457763672,10.955574989318848,137800,0.0,
2004-02-06 00:00:00+00:00,13.649999618530272,13.885000228881836,13.649999618530272,11.120407104492188,79000,0.0,
2004-02-09 00:00:00+00:00,13.850000381469728,14.25,13.850000381469728,11.458123207092283,130200,0.0,
2004-02-10 00:00:00+00:00,14.25,14.3149995803833,14.199999809265137,11.510388374328612,34600,0.0,
2004-02-11 00:00:00+00:00,14.300000190734863,14.5,14.225000381469728,11.659141540527344,63800,0.0,
2004-02-12 00:00:00+00:00,14.449999809265137,14.5,14.399999618530272,11.60285758972168,38000,0.0,
2004-02-13 00:00:00+00:00,14.43000030517578,14.600000381469728,14.25,11.52244758605957,87200,0.0,
2004-02-17 00:00:00+00:00,14.350000381469728,14.350000381469728,14.175000190734863,11.49832534790039,98600,0.0,
2004-02-18 00:00:00+00:00,14.25,14.324999809265137,14.25,11.51440715789795,37000,0.0,
2004-02-19 00:00:00+00:00,14.324999809265137,14.350000381469728,14.175000190734863,11.417919158935549,29400,0.0,
2004-02-20 00:00:00+00:00,14.199999809265137,14.204999923706056,14.1899995803833,11.421937942504885,20200,0.0,
2004-02-23 00:00:00+00:00,14.199999809265137,14.225000381469728,14.050000190734863,11.29730987548828,38000,0.0,
2004-02-24 00:00:00+00:00,14.100000381469728,14.119999885559082,14.0,11.349573135375977,75400,0.0,
2004-02-25 00:00:00+00:00,14.175000190734863,14.399999618530272,14.0,11.538529396057127,215400,0.0,
2004-02-26 00:00:00+00:00,14.425000190734863,14.94499969482422,14.399999618530272,12.016955375671388,253000,0.0,
2004-02-27 00:00:00+00:00,14.975000381469728,15.449999809265137,14.899999618530272,12.06118392944336,307800,0.0,
2004-03-01 00:00:00+00:00,15.050000190734863,15.300000190734863,15.050000190734863,12.302406311035156,55200,0.0,
2004-03-02 00:00:00+00:00,15.274999618530272,15.675000190734863,15.199999809265137,12.221994400024414,133800,0.0,
2004-03-03 00:00:00+00:00,15.175000190734863,15.175000190734863,14.600000381469728,11.81995677947998,91000,0.0,
2004-03-04 00:00:00+00:00,14.75,14.920000076293944,14.75,11.960670471191406,41800,0.0,
2004-03-05 00:00:00+00:00,14.880000114440918,15.0,14.880000114440918,12.057161331176758,12200,0.0,
2004-03-08 00:00:00+00:00,15.0,15.039999961853027,14.949999809265137,12.06118392944336,25800,0.0,
