date,AFG_Open,AFG_High,AFG_Low,AFG_Close,AFG_Volume,AFG_Dividends,AFG_Stock Splits
1980-03-17 00:00:00+00:00,0.0,6.4166669845581055,6.083333015441895,1.263929009437561,175500,0.0,
1980-03-18 00:00:00+00:00,0.0,6.25,5.875,1.2466145753860474,131400,0.0,
1980-03-19 00:00:00+00:00,0.0,6.25,5.958333015441895,1.2379587888717651,30900,0.0,
1980-03-20 00:00:00+00:00,0.0,6.0,5.7916669845581055,1.229300618171692,69600,0.0,
1980-03-21 00:00:00+00:00,0.0,6.083333015441895,5.9166669845581055,1.2379587888717651,23100,0.0,
1980-03-24 00:00:00+00:00,0.0,5.9166669845581055,5.708333015441895,1.1860166788101196,86400,0.0,
1980-03-25 00:00:00+00:00,0.0,5.708333015441895,5.5,1.1687016487121582,133500,0.0,
1980-03-26 00:00:00+00:00,0.0,5.9166669845581055,5.6666669845581055,1.2033296823501587,51600,0.0,
1980-03-27 00:00:00+00:00,0.0,5.625,4.6666669845581055,1.073473334312439,256800,0.0,
1980-03-28 00:00:00+00:00,0.0,5.583333015441895,5.1666669845581055,1.099445343017578,1689000,0.0,
1980-03-31 00:00:00+00:00,0.0,5.333333015441895,5.0,1.099445343017578,257700,0.0,
1980-04-01 00:00:00+00:00,0.0,5.1666669845581055,4.958333015441895,1.0561599731445312,165000,0.0,
1980-04-02 00:00:00+00:00,0.0,5.333333015441895,5.0416669845581055,1.090788960456848,187200,0.0,
1980-04-03 00:00:00+00:00,0.0,5.333333015441895,5.125,1.082130789756775,75900,0.0,
1980-04-07 00:00:00+00:00,0.0,5.333333015441895,4.9166669845581055,1.021531343460083,57600,0.0,
1980-04-08 00:00:00+00:00,0.0,5.208333015441895,4.833333015441895,1.064817190170288,77100,0.0,
1980-04-09 00:00:00+00:00,0.0,5.5,5.208333015441895,1.142730474472046,163800,0.0,
1980-04-10 00:00:00+00:00,0.0,5.708333015441895,5.375,1.1513880491256714,133200,0.0,
1980-04-11 00:00:00+00:00,0.0,5.6666669845581055,5.375,1.1340733766555786,39900,0.0,
1980-04-14 00:00:00+00:00,0.0,5.5,5.208333015441895,1.099445343017578,27000,0.0,
1980-04-15 00:00:00+00:00,0.0,5.333333015441895,5.208333015441895,1.090788960456848,94500,0.0,
1980-04-16 00:00:00+00:00,0.0,5.375,5.1666669845581055,1.073473334312439,47400,0.0,
1980-04-17 00:00:00+00:00,0.0,5.25,5.125,1.073473334312439,45000,0.0,
1980-04-18 00:00:00+00:00,0.0,5.333333015441895,5.208333015441895,1.099445343017578,30300,0.0,
1980-04-21 00:00:00+00:00,0.0,5.333333015441895,5.125,1.090788960456848,48000,0.0,
1980-04-22 00:00:00+00:00,0.0,5.7916669845581055,5.375,1.1946732997894287,157500,0.0,
1980-04-23 00:00:00+00:00,0.0,6.0,5.5416669845581055,1.1687016487121582,126900,0.0,
1980-04-24 00:00:00+00:00,0.0,5.833333015441895,5.5416669845581055,1.177359104156494,45300,0.0,
1980-04-25 00:00:00+00:00,0.0,5.75,5.583333015441895,1.177359104156494,61800,0.0,
1980-04-28 00:00:00+00:00,0.0,5.75,5.6666669845581055,1.177359104156494,19500,0.0,
1980-04-29 00:00:00+00:00,0.0,5.7916669845581055,5.5,1.177359104156494,130800,0.0,
1980-04-30 00:00:00+00:00,0.0,5.75,5.5,1.1946732997894287,30600,0.0,
1980-05-01 00:00:00+00:00,0.0,5.625,5.458333015441895,1.142730474472046,122400,0.0,
1980-05-02 00:00:00+00:00,0.0,5.583333015441895,5.4166669845581055,1.1513880491256714,35700,0.0,
1980-05-05 00:00:00+00:00,0.0,5.583333015441895,5.5,1.142730474472046,43800,0.0,
1980-05-06 00:00:00+00:00,0.0,5.5416669845581055,5.4166669845581055,1.1340733766555786,53100,0.0,
1980-05-07 00:00:00+00:00,0.0,5.625,5.333333015441895,1.1254171133041382,66300,0.0,
1980-05-08 00:00:00+00:00,0.0,5.458333015441895,5.208333015441895,1.099445343017578,88200,0.0,
1980-05-09 00:00:00+00:00,0.0,5.2916669845581055,5.1666669845581055,1.082130789756775,33600,0.0,
1980-05-12 00:00:00+00:00,0.0,5.25,5.125,1.090788960456848,73500,0.0,
1980-05-13 00:00:00+00:00,0.0,5.5,5.25,1.108102560043335,72900,0.0,
1980-05-14 00:00:00+00:00,0.0,5.583333015441895,5.4166669845581055,1.1600441932678225,165600,0.0,
1980-05-15 00:00:00+00:00,0.0,5.958333015441895,5.5416669845581055,1.1946732997894287,132000,0.0,
1980-05-16 00:00:00+00:00,0.0,6.083333015441895,5.75,1.263929009437561,94800,0.0,
1980-05-19 00:00:00+00:00,0.0,6.083333015441895,5.833333015441895,1.2206438779830933,45900,0.0,
1980-05-20 00:00:00+00:00,0.0,6.125,5.6666669845581055,1.272585391998291,75300,0.0,
1980-05-21 00:00:00+00:00,0.0,6.083333015441895,5.833333015441895,1.2379587888717651,25200,0.0,
1980-05-22 00:00:00+00:00,0.0,6.125,5.7916669845581055,1.2379587888717651,61500,0.0,
1980-05-23 00:00:00+00:00,0.0,5.958333015441895,5.7916669845581055,1.229300618171692,54000,0.0,
1980-05-27 00:00:00+00:00,0.0,6.0,5.833333015441895,1.2119868993759155,57300,0.0,
1980-05-28 00:00:00+00:00,0.0,6.0,5.708333015441895,1.2466145753860474,93300,0.0,
1980-05-29 00:00:00+00:00,0.0,5.958333015441895,5.708333015441895,1.1860166788101196,40200,0.0,
1980-05-30 00:00:00+00:00,0.0,5.958333015441895,5.625,1.229300618171692,80100,0.0,
1980-06-02 00:00:00+00:00,0.0,6.1666669845581055,5.9166669845581055,1.2466145753860474,91800,0.0,
1980-06-03 00:00:00+00:00,0.0,5.958333015441895,5.7916669845581055,1.2206438779830933,79500,0.0,
1980-06-04 00:00:00+00:00,0.0,6.125,5.9166669845581055,1.272585391998291,96300,0.0,
