date,SAMG_Open,SAMG_High,SAMG_Low,SAMG_Close,SAMG_Volume,SAMG_Dividends,SAMG_Stock Splits
2013-06-27 00:00:00+00:00,11.399999618530272,12.899999618530272,11.270000457763672,7.700554847717285,951400,0.0,
2013-06-28 00:00:00+00:00,11.75,12.300000190734863,11.350000381469728,7.811212539672852,125400,0.0,
2013-07-01 00:00:00+00:00,12.5600004196167,12.600000381469728,12.0,8.065079689025879,46400,0.0,
2013-07-02 00:00:00+00:00,12.75,12.75,11.5600004196167,7.583385944366455,31900,0.0,
2013-07-03 00:00:00+00:00,11.770000457763672,11.989999771118164,11.649999618530272,7.63546085357666,46300,0.0,
2013-07-05 00:00:00+00:00,11.720000267028809,11.779999732971191,11.449999809265137,7.544328689575195,65500,0.0,
2013-07-08 00:00:00+00:00,11.539999961853027,11.739999771118164,11.5,7.50527286529541,29000,0.0,
2013-07-09 00:00:00+00:00,11.460000038146973,11.699999809265137,11.25,7.615933895111084,49700,0.0,
2013-07-10 00:00:00+00:00,11.779999732971191,11.850000381469728,11.699999809265137,7.648480415344238,5600,0.0,
2013-07-11 00:00:00+00:00,12.479999542236328,12.800000190734863,11.970000267028809,8.188754081726074,39200,0.0,
2013-07-12 00:00:00+00:00,13.0,13.079999923706056,12.550000190734863,8.234319686889648,24500,0.0,
2013-07-15 00:00:00+00:00,12.649999618530272,12.75,12.539999961853027,8.299413681030273,15200,0.0,
2013-07-16 00:00:00+00:00,12.800000190734863,12.989999771118164,12.25,8.455636024475098,36100,0.0,
2013-07-17 00:00:00+00:00,12.979999542236328,12.979999542236328,11.699999809265137,8.208282470703125,42100,0.0,
2013-07-18 00:00:00+00:00,12.630000114440918,12.630000114440918,12.350000381469728,8.136678695678711,41600,0.0,
2013-07-19 00:00:00+00:00,12.539999961853027,12.550000190734863,12.109999656677246,7.9804534912109375,92700,0.0,
2013-07-22 00:00:00+00:00,12.75,13.970000267028809,12.5,8.397053718566895,132000,0.0,
2013-07-23 00:00:00+00:00,12.979999542236328,13.199999809265137,12.90999984741211,8.527241706848145,49100,0.0,
2013-07-24 00:00:00+00:00,13.0,14.039999961853027,13.0,8.924311637878418,48100,0.0,
2013-07-25 00:00:00+00:00,14.300000190734863,14.300000190734863,13.649999618530272,9.2758150100708,59700,0.0,
2013-07-26 00:00:00+00:00,14.31999969482422,14.31999969482422,13.510000228881836,9.152137756347656,79900,0.0,
