date,SPSC_Open,SPSC_High,SPSC_Low,SPSC_Close,SPSC_Volume,SPSC_Dividends,SPSC_Stock Splits
2010-04-22 00:00:00+00:00,7.0,7.25,6.605000019073486,6.800000190734863,3531600,,
2010-04-23 00:00:00+00:00,6.914999961853027,7.065000057220459,6.755000114440918,6.954999923706055,230600,,
2010-04-26 00:00:00+00:00,6.980000019073486,6.989999771118164,6.704999923706055,6.925000190734863,93800,,
2010-04-27 00:00:00+00:00,6.824999809265137,6.925000190734863,6.625,6.730000019073486,134000,,
2010-04-28 00:00:00+00:00,6.75,6.840000152587891,6.625,6.635000228881836,147400,,
2010-04-29 00:00:00+00:00,6.755000114440918,6.800000190734863,6.659999847412109,6.78000020980835,98000,,
2010-04-30 00:00:00+00:00,6.75,7.005000114440918,6.710000038146973,6.75,94600,,
2010-05-03 00:00:00+00:00,6.75,6.75,6.650000095367432,6.664999961853027,122200,,
2010-05-04 00:00:00+00:00,6.650000095367432,6.775000095367432,6.525000095367432,6.675000190734863,118800,,
2010-05-05 00:00:00+00:00,6.559999942779541,6.775000095367432,6.559999942779541,6.739999771118164,76200,,
2010-05-06 00:00:00+00:00,6.875,6.875,6.03000020980835,6.400000095367432,239600,,
2010-05-07 00:00:00+00:00,6.474999904632568,6.494999885559082,6.235000133514404,6.429999828338623,20600,,
2010-05-10 00:00:00+00:00,6.570000171661377,6.59499979019165,6.135000228881836,6.474999904632568,149800,,
2010-05-11 00:00:00+00:00,6.545000076293945,6.545000076293945,6.400000095367432,6.454999923706055,134000,,
2010-05-12 00:00:00+00:00,6.494999885559082,6.525000095367432,6.40500020980835,6.525000095367432,5800,,
2010-05-13 00:00:00+00:00,6.644999980926514,6.869999885559082,6.644999980926514,6.75,16400,,
2010-05-14 00:00:00+00:00,6.795000076293945,6.795000076293945,6.304999828338623,6.5,86000,,
2010-05-17 00:00:00+00:00,6.449999809265137,6.675000190734863,6.40500020980835,6.46999979019165,82800,,
2010-05-18 00:00:00+00:00,6.590000152587891,6.619999885559082,6.449999809265137,6.480000019073486,162800,,
2010-05-19 00:00:00+00:00,6.454999923706055,6.579999923706055,6.300000190734863,6.539999961853027,195000,,
2010-05-20 00:00:00+00:00,6.375,6.5,6.25,6.25,23200,,
2010-05-21 00:00:00+00:00,6.409999847412109,6.409999847412109,6.085000038146973,6.25,47200,,
2010-05-24 00:00:00+00:00,6.489999771118164,6.489999771118164,6.244999885559082,6.284999847412109,31200,,
2010-05-25 00:00:00+00:00,6.25,6.369999885559082,6.224999904632568,6.315000057220459,16400,,
2010-05-26 00:00:00+00:00,6.25,6.275000095367432,6.005000114440918,6.005000114440918,80000,,
2010-05-27 00:00:00+00:00,6.114999771118164,6.224999904632568,6.025000095367432,6.074999809265137,8400,,
2010-05-28 00:00:00+00:00,6.184999942779541,6.184999942779541,5.974999904632568,6.039999961853027,14800,,
2010-06-01 00:00:00+00:00,6.005000114440918,6.25,5.775000095367432,5.775000095367432,30000,,
2010-06-02 00:00:00+00:00,5.84499979019165,5.849999904632568,5.605000019073486,5.630000114440918,12800,,
2010-06-03 00:00:00+00:00,5.625,5.849999904632568,5.465000152587891,5.789999961853027,186800,,
2010-06-04 00:00:00+00:00,5.71999979019165,5.954999923706055,5.545000076293945,5.784999847412109,31600,,
2010-06-07 00:00:00+00:00,5.760000228881836,5.824999809265137,5.679999828338623,5.744999885559082,10800,,
2010-06-08 00:00:00+00:00,5.784999847412109,5.824999809265137,5.505000114440918,5.744999885559082,40400,,
2010-06-09 00:00:00+00:00,5.639999866485596,5.760000228881836,5.574999809265137,5.599999904632568,23200,,
2010-06-10 00:00:00+00:00,5.59499979019165,5.630000114440918,5.46999979019165,5.590000152587891,30400,,
2010-06-11 00:00:00+00:00,5.449999809265137,5.625,5.449999809265137,5.559999942779541,54800,,
2010-06-14 00:00:00+00:00,5.744999885559082,5.809999942779541,5.570000171661377,5.590000152587891,130400,,
2010-06-15 00:00:00+00:00,5.744999885559082,6.144999980926514,5.664999961853027,6.135000228881836,18600,,
2010-06-16 00:00:00+00:00,6.125,6.235000133514404,5.985000133514404,6.150000095367432,37200,,
2010-06-17 00:00:00+00:00,5.985000133514404,6.239999771118164,5.985000133514404,6.239999771118164,34400,,
