date,ELP_Open,ELP_High,ELP_Low,ELP_Close,ELP_Volume,ELP_Dividends,ELP_Stock Splits
1998-07-14 00:00:00+00:00,5.15625,5.625,5.15625,1.659348726272583,765000,0.0,
1998-07-15 00:00:00+00:00,5.625,5.75,5.59375,1.6777867078781128,851600,0.0,
1998-07-16 00:00:00+00:00,5.75,6.0,5.6875,1.769972562789917,512000,0.0,
1998-07-17 00:00:00+00:00,6.0625,6.125,5.9375,1.7515350580215454,1419600,0.0,
1998-07-20 00:00:00+00:00,5.9375,5.9375,5.8125,1.71466064453125,5200,0.0,
1998-07-21 00:00:00+00:00,5.875,6.0,5.6875,1.6777867078781128,152600,0.0,
1998-07-22 00:00:00+00:00,5.6875,5.6875,5.53125,1.6409114599227903,1267200,0.0,
1998-07-23 00:00:00+00:00,5.53125,5.59375,5.5,1.6316933631896973,148400,0.0,
1998-07-24 00:00:00+00:00,5.59375,5.59375,5.375,1.5856003761291504,234200,0.0,
1998-07-27 00:00:00+00:00,5.375,5.375,4.96875,1.4749770164489746,786200,0.0,
1998-07-28 00:00:00+00:00,5.0625,5.1875,5.0,1.4934141635894775,239800,0.0,
1998-07-29 00:00:00+00:00,5.125,5.5,5.0625,1.6224744319915771,1702000,0.0,
1998-07-30 00:00:00+00:00,5.46875,5.59375,5.46875,1.6409114599227903,507800,0.0,
1998-07-31 00:00:00+00:00,5.59375,5.59375,5.375,1.604037165641785,239800,0.0,
1998-08-03 00:00:00+00:00,5.40625,5.40625,5.25,1.567163109779358,66200,0.0,
1998-08-04 00:00:00+00:00,5.28125,5.28125,5.0,1.5026330947875977,287000,0.0,
1998-08-05 00:00:00+00:00,5.0625,5.125,5.03125,1.4841959476470947,239400,0.0,
1998-08-06 00:00:00+00:00,5.09375,5.09375,5.0,1.4934141635894775,127600,0.0,
1998-08-07 00:00:00+00:00,5.03125,5.0625,4.84375,1.4381024837493896,225200,0.0,
1998-08-10 00:00:00+00:00,4.8125,4.8125,4.40625,1.327479124069214,462800,0.0,
1998-08-11 00:00:00+00:00,4.4375,4.4375,3.9375,1.1984184980392456,460600,0.0,
1998-08-12 00:00:00+00:00,4.125,4.25,4.0625,1.2076374292373655,650600,0.0,
1998-08-13 00:00:00+00:00,4.125,4.21875,4.0625,1.2445120811462402,230600,0.0,
1998-08-14 00:00:00+00:00,4.25,4.3125,4.125,1.2537301778793335,279400,0.0,
1998-08-17 00:00:00+00:00,4.1875,4.1875,4.0625,1.2168558835983276,232200,0.0,
1998-08-18 00:00:00+00:00,4.1875,4.1875,3.875,1.1984184980392456,303400,0.0,
1998-08-19 00:00:00+00:00,4.125,4.125,3.8125,1.1707628965377808,873000,0.0,
1998-08-20 00:00:00+00:00,3.75,3.75,3.5,1.069358468055725,544600,0.0,
1998-08-21 00:00:00+00:00,3.5625,3.5625,3.0625,0.9771724343299866,280800,0.0,
1998-08-24 00:00:00+00:00,3.375,3.4375,3.1875,0.9495164752006532,124600,0.0,
1998-08-25 00:00:00+00:00,3.3125,3.3125,3.1875,0.9402976036071776,324000,0.0,
1998-08-26 00:00:00+00:00,3.1875,3.25,2.875,0.8849862813949585,362400,0.0,
1998-08-27 00:00:00+00:00,2.9375,2.96875,2.625,0.7928001880645752,91000,0.0,
1998-08-28 00:00:00+00:00,2.6875,2.75,2.59375,0.8112372159957886,239000,0.0,
1998-08-31 00:00:00+00:00,2.75,2.8125,2.71875,0.8112372159957886,248400,0.0,
1998-09-01 00:00:00+00:00,2.75,2.96875,2.75,0.8481119275093079,320400,0.0,
1998-09-02 00:00:00+00:00,2.9375,3.09375,2.625,0.783581554889679,1062000,0.0,
1998-09-03 00:00:00+00:00,2.65625,2.65625,2.375,0.7190512418746948,1455000,0.0,
1998-09-04 00:00:00+00:00,2.46875,2.5,1.9375,0.5899907350540161,1385000,0.0,
1998-09-08 00:00:00+00:00,2.0625,2.15625,1.875,0.5623349547386169,1609400,0.0,
1998-09-09 00:00:00+00:00,1.90625,1.90625,1.75,0.5346792340278625,1305000,0.0,
1998-09-10 00:00:00+00:00,1.625,1.65625,1.46875,0.4701488018035888,2087800,0.0,
1998-09-11 00:00:00+00:00,1.625,1.8125,1.625,0.5162419676780701,1556600,0.0,
1998-09-14 00:00:00+00:00,1.8125,2.0,1.6875,0.5807722806930542,750800,0.0,
1998-09-15 00:00:00+00:00,2.03125,2.6875,1.96875,0.7651442289352417,1899800,0.0,
1998-09-16 00:00:00+00:00,2.75,2.90625,2.59375,0.7928001880645752,1179600,0.0,
1998-09-17 00:00:00+00:00,2.375,2.625,2.34375,0.7559254765510559,734600,0.0,
1998-09-18 00:00:00+00:00,2.5625,2.875,2.5625,0.8481119275093079,217000,0.0,
1998-09-21 00:00:00+00:00,2.8125,2.8125,2.5,0.7928001880645752,294200,0.0,
1998-09-22 00:00:00+00:00,2.75,3.1875,2.75,0.9126421809196472,1359000,0.0,
1998-09-23 00:00:00+00:00,3.25,3.75,3.1875,1.0970138311386108,722200,0.0,
1998-09-24 00:00:00+00:00,4.0625,4.0625,3.375,1.0140466690063477,667600,0.0,
1998-09-25 00:00:00+00:00,3.375,3.375,3.125,0.9679538011550904,283600,0.0,
1998-09-28 00:00:00+00:00,3.4375,3.5,3.3125,0.9863910675048828,273400,0.0,
1998-09-29 00:00:00+00:00,3.4375,3.4375,3.28125,1.0140466690063477,265400,0.0,
1998-09-30 00:00:00+00:00,3.34375,3.34375,3.15625,0.9402976036071776,126000,0.0,
1998-10-01 00:00:00+00:00,3.0,3.09375,2.75,0.8849862813949585,291800,0.0,
1998-10-02 00:00:00+00:00,3.0625,3.15625,2.9375,0.9034232497215272,590800,0.0,
1998-10-05 00:00:00+00:00,3.125,3.125,2.875,0.857330322265625,152600,0.0,
1998-10-06 00:00:00+00:00,2.96875,3.09375,2.96875,0.9034232497215272,275800,0.0,
1998-10-07 00:00:00+00:00,3.0,3.09375,2.9375,0.9126421809196472,292600,0.0,
1998-10-08 00:00:00+00:00,2.96875,2.96875,2.78125,0.8481119275093079,353000,0.0,
1998-10-09 00:00:00+00:00,2.9375,3.0625,2.875,0.9034232497215272,1154800,0.0,
1998-10-12 00:00:00+00:00,3.1875,3.5,3.1875,0.9956094622612,164600,0.0,
1998-10-13 00:00:00+00:00,3.3125,3.3125,3.125,0.9402976036071776,421600,0.0,
1998-10-14 00:00:00+00:00,3.0625,3.25,3.0625,0.9218604564666748,720600,0.0,
1998-10-15 00:00:00+00:00,3.0625,3.625,3.0625,1.0232654809951782,932600,0.0,
1998-10-16 00:00:00+00:00,3.46875,3.46875,3.25,0.9771724343299866,1117800,0.0,
1998-10-19 00:00:00+00:00,3.25,3.46875,3.25,1.0232654809951782,975800,0.0,
1998-10-20 00:00:00+00:00,3.5,3.9375,3.5,1.1062332391738892,1262200,0.0,
1998-10-21 00:00:00+00:00,3.71875,3.9375,3.65625,1.1523261070251465,509400,0.0,
1998-10-22 00:00:00+00:00,3.90625,4.09375,3.75,1.2076374292373655,706400,0.0,
1998-10-23 00:00:00+00:00,4.15625,4.25,3.96875,1.1799814701080322,833600,0.0,
1998-10-26 00:00:00+00:00,4.0625,4.0625,3.6875,1.1062332391738892,627000,0.0,
1998-10-27 00:00:00+00:00,3.8125,3.8125,3.625,1.0877957344055176,610800,0.0,
1998-10-28 00:00:00+00:00,3.75,3.78125,3.6875,1.0877957344055176,787800,0.0,
1998-10-29 00:00:00+00:00,3.75,3.75,3.5,1.0417025089263916,718400,0.0,
1998-10-30 00:00:00+00:00,3.5625,4.0,3.5625,1.1431070566177368,950000,0.0,
1998-11-02 00:00:00+00:00,3.8125,4.125,3.8125,1.2168558835983276,130000,0.0,
1998-11-03 00:00:00+00:00,4.125,4.125,4.03125,1.2168558835983276,970200,0.0,
1998-11-04 00:00:00+00:00,4.4375,4.4375,4.25,1.299823760986328,1382800,0.0,
1998-11-05 00:00:00+00:00,4.375,4.8125,4.3125,1.4104467630386353,833000,0.0,
1998-11-06 00:00:00+00:00,4.78125,5.0,4.75,1.4288840293884275,816000,0.0,
1998-11-09 00:00:00+00:00,4.84375,4.84375,4.5,1.3459163904190063,786400,0.0,
1998-11-10 00:00:00+00:00,4.40625,4.46875,4.34375,1.299823760986328,1450000,0.0,
1998-11-11 00:00:00+00:00,4.4375,4.5625,4.15625,1.2537301778793335,1496200,0.0,
1998-11-12 00:00:00+00:00,4.1875,4.1875,3.6875,1.1615445613861084,1605800,0.0,
1998-11-13 00:00:00+00:00,3.96875,3.96875,3.6875,1.1062332391738892,2514800,0.0,
1998-11-16 00:00:00+00:00,3.8125,4.21875,3.8125,1.2445120811462402,359600,0.0,
1998-11-17 00:00:00+00:00,4.28125,4.53125,4.25,1.3182604312896729,803600,0.0,
1998-11-18 00:00:00+00:00,4.53125,4.65625,4.5,1.373572587966919,442000,0.0,
1998-11-19 00:00:00+00:00,4.59375,4.59375,4.40625,1.299823760986328,845800,0.0,
1998-11-20 00:00:00+00:00,4.4375,4.625,4.40625,1.3366978168487549,709800,0.0,
1998-11-23 00:00:00+00:00,4.59375,4.6875,4.5,1.373572587966919,378600,0.0,
1998-11-24 00:00:00+00:00,4.53125,4.65625,4.5,1.3459163904190063,107000,0.0,
1998-11-25 00:00:00+00:00,4.625,4.9375,4.5625,1.4288840293884275,381400,0.0,
1998-11-27 00:00:00+00:00,4.8125,5.03125,4.78125,1.4841959476470947,278000,0.0,
1998-11-30 00:00:00+00:00,4.96875,4.96875,4.84375,1.4381024837493896,344200,0.0,
1998-12-01 00:00:00+00:00,4.6875,4.6875,4.5,1.3366978168487549,562400,0.0,
1998-12-02 00:00:00+00:00,4.5,4.5,4.4375,1.3090417385101318,605800,0.0,
1998-12-03 00:00:00+00:00,4.25,4.25,3.875,1.1431070566177368,692200,0.0,
1998-12-04 00:00:00+00:00,3.96875,4.21875,3.96875,1.2168558835983276,907400,0.0,
1998-12-07 00:00:00+00:00,4.15625,4.3125,4.09375,1.2537301778793335,394600,0.0,
1998-12-08 00:00:00+00:00,4.3125,4.3125,4.125,1.2445120811462402,396000,0.0,
1998-12-09 00:00:00+00:00,4.1875,4.21875,4.09375,1.2352932691574097,682800,0.0,
1998-12-10 00:00:00+00:00,4.1875,4.3125,4.125,1.2721672058105469,91800,0.0,
1998-12-11 00:00:00+00:00,4.25,4.25,4.0625,1.2168558835983276,814600,0.0,
1998-12-14 00:00:00+00:00,4.0625,4.0625,3.6875,1.0970138311386108,199800,0.0,
1998-12-15 00:00:00+00:00,3.6875,3.8125,3.6875,1.1154512166976929,455200,0.0,
1998-12-16 00:00:00+00:00,3.84375,3.84375,3.375,1.004827618598938,1142200,0.0,
1998-12-17 00:00:00+00:00,3.34375,3.5,3.28125,0.9771724343299866,290600,0.0,
1998-12-18 00:00:00+00:00,3.3125,3.4375,3.3125,1.004827618598938,409800,0.0,
1998-12-21 00:00:00+00:00,3.46875,3.5625,3.4375,1.0509212017059326,335800,0.0,
1998-12-22 00:00:00+00:00,3.5625,3.5625,3.4375,1.03248393535614,415800,0.0,
1998-12-23 00:00:00+00:00,3.5625,3.8125,3.5625,1.1154512166976929,535000,0.0,
1998-12-24 00:00:00+00:00,3.71875,3.8125,3.625,1.124669909477234,154600,0.0,
1998-12-28 00:00:00+00:00,3.78125,3.78125,3.5625,1.0509212017059326,10600,0.0,
1998-12-29 00:00:00+00:00,3.5,3.5625,3.46875,1.03248393535614,84800,0.0,
1998-12-30 00:00:00+00:00,3.65625,3.65625,3.5625,1.0509212017059326,85800,0.0,
1998-12-31 00:00:00+00:00,3.5625,3.59375,3.5625,1.0509212017059326,16200,0.0,
1999-01-04 00:00:00+00:00,3.625,3.8125,3.625,1.069358468055725,260000,0.0,
1999-01-05 00:00:00+00:00,3.6875,3.75,3.65625,1.0877957344055176,1544000,0.0,
1999-01-06 00:00:00+00:00,3.6875,3.71875,3.65625,1.078576683998108,527000,0.0,
1999-01-07 00:00:00+00:00,3.5625,3.5625,3.46875,1.0417025089263916,378600,0.0,
1999-01-08 00:00:00+00:00,3.65625,3.65625,3.28125,0.9956094622612,463200,0.0,
1999-01-11 00:00:00+00:00,3.46875,3.46875,3.125,0.9310791492462158,736200,0.0,
1999-01-12 00:00:00+00:00,3.0625,3.0625,2.75,0.8665490746498108,155000,0.0,
1999-01-13 00:00:00+00:00,2.125,2.53125,2.125,0.7374885082244873,3436600,0.0,
1999-01-14 00:00:00+00:00,2.46875,2.46875,2.125,0.6821767687797546,476600,0.0,
1999-01-15 00:00:00+00:00,2.5,2.6875,2.3125,0.7559254765510559,3590000,0.0,
1999-01-19 00:00:00+00:00,2.59375,2.625,2.25,0.6913954019546509,1817200,0.0,
1999-01-20 00:00:00+00:00,2.40625,2.46875,2.34375,0.7006140351295471,1129200,0.0,
1999-01-21 00:00:00+00:00,2.375,2.375,2.0,0.5899907350540161,1155400,0.0,
1999-01-22 00:00:00+00:00,2.0,2.0,1.8125,0.5807722806930542,3395600,0.0,
1999-01-25 00:00:00+00:00,2.03125,2.0625,1.78125,0.5254606008529663,684000,0.0,
1999-01-26 00:00:00+00:00,1.90625,2.0,1.90625,0.5807722806930542,2769200,0.0,
1999-01-27 00:00:00+00:00,2.03125,2.03125,1.875,0.5623349547386169,469800,0.0,
1999-01-28 00:00:00+00:00,1.96875,2.0,1.9375,0.5807722806930542,1113200,0.0,
1999-01-29 00:00:00+00:00,2.0,2.09375,1.96875,0.5899907350540161,2358800,0.0,
1999-02-01 00:00:00+00:00,2.0625,2.28125,2.0,0.6729581952095032,1610800,0.0,
1999-02-02 00:00:00+00:00,2.3125,2.46875,2.28125,0.7282698154449463,1114400,0.0,
1999-02-03 00:00:00+00:00,2.46875,2.46875,2.25,0.6913954019546509,587600,0.0,
1999-02-04 00:00:00+00:00,2.3125,2.34375,2.1875,0.6821767687797546,560200,0.0,
1999-02-05 00:00:00+00:00,2.34375,2.375,2.25,0.7006140351295471,254200,0.0,
1999-02-08 00:00:00+00:00,2.34375,2.34375,2.1875,0.6729581952095032,324800,0.0,
1999-02-09 00:00:00+00:00,2.28125,2.3125,2.25,0.6729581952095032,305600,0.0,
1999-02-10 00:00:00+00:00,2.28125,2.53125,2.28125,0.7282698154449463,1334000,0.0,
1999-02-11 00:00:00+00:00,2.53125,2.71875,2.46875,0.8020185828208923,375600,0.0,
1999-02-12 00:00:00+00:00,2.65625,2.65625,2.53125,0.783581554889679,215200,0.0,
1999-02-16 00:00:00+00:00,2.625,2.625,2.5625,0.774363100528717,105600,0.0,
1999-02-17 00:00:00+00:00,2.59375,2.625,2.5,0.7374885082244873,213000,0.0,
1999-02-18 00:00:00+00:00,2.53125,2.59375,2.5,0.7374885082244873,190800,0.0,
1999-02-19 00:00:00+00:00,2.53125,2.53125,2.46875,0.7467070817947388,579400,0.0,
1999-02-22 00:00:00+00:00,2.5,2.53125,2.46875,0.7374885082244873,80600,0.0,
1999-02-23 00:00:00+00:00,2.46875,2.46875,2.40625,0.7098327875137329,185400,0.0,
1999-02-24 00:00:00+00:00,2.375,2.4375,2.34375,0.6913954019546509,108000,0.0,
1999-02-25 00:00:00+00:00,2.375,2.375,2.25,0.6821767687797546,123800,0.0,
1999-02-26 00:00:00+00:00,2.1875,2.25,2.1875,0.6637395620346069,126400,0.0,
1999-03-01 00:00:00+00:00,2.28125,2.4375,2.28125,0.6821767687797546,556200,0.0,
1999-03-02 00:00:00+00:00,2.3125,2.3125,2.125,0.6453022956848145,1170400,0.0,
1999-03-03 00:00:00+00:00,2.1875,2.21875,2.15625,0.6545208692550659,915400,0.0,
1999-03-04 00:00:00+00:00,2.28125,2.5,2.28125,0.7374885082244873,388200,0.0,
1999-03-05 00:00:00+00:00,2.75,2.8125,2.71875,0.8020185828208923,1776600,0.0,
1999-03-08 00:00:00+00:00,2.75,2.75,2.625,0.8020185828208923,138600,0.0,
1999-03-09 00:00:00+00:00,2.59375,3.0,2.59375,0.8757675290107727,409800,0.0,
1999-03-10 00:00:00+00:00,2.875,2.9375,2.8125,0.8460177183151245,230800,0.025,
1999-03-11 00:00:00+00:00,2.875,2.9375,2.8125,0.8367206454277039,516800,0.0,
1999-03-12 00:00:00+00:00,2.6875,2.71875,2.5625,0.7809394598007202,494600,0.0,
1999-03-15 00:00:00+00:00,2.65625,2.90625,2.625,0.8553144931793213,962400,0.0,
1999-03-16 00:00:00+00:00,2.875,3.09375,2.875,0.9110956788063048,861600,0.0,
1999-03-17 00:00:00+00:00,3.03125,3.34375,2.96875,0.9482830166816713,1893200,0.0,
1999-03-18 00:00:00+00:00,3.21875,3.40625,3.15625,1.0040647983551023,357400,0.0,
1999-03-19 00:00:00+00:00,3.375,3.625,3.375,1.0226585865020752,1443600,0.0,
1999-03-22 00:00:00+00:00,3.5,3.5625,3.375,1.0133614540100098,771400,0.0,
1999-03-23 00:00:00+00:00,3.3125,3.4375,3.25,1.0180155038833618,788600,0.14,
1999-03-24 00:00:00+00:00,3.25,3.4375,3.1875,1.0083202123641968,259800,0.0,
1999-03-25 00:00:00+00:00,3.5,3.6875,3.5,1.0858831405639648,21504400,0.0,
1999-03-26 00:00:00+00:00,3.5,3.59375,3.40625,1.0664924383163452,1015000,0.0,
1999-03-29 00:00:00+00:00,3.46875,3.5,3.40625,1.0664924383163452,296400,0.0,
1999-03-30 00:00:00+00:00,3.75,3.8125,3.6875,1.1537506580352783,566200,0.0,
1999-03-31 00:00:00+00:00,3.65625,3.8125,3.625,1.163446307182312,332000,0.0,
1999-04-01 00:00:00+00:00,3.78125,3.8125,3.65625,1.1828372478485107,495200,0.0,
1999-04-05 00:00:00+00:00,3.75,3.84375,3.75,1.1925324201583862,308400,0.0,
1999-04-06 00:00:00+00:00,3.84375,4.375,3.8125,1.3088769912719729,1256400,0.0,
1999-04-07 00:00:00+00:00,4.25,4.40625,4.25,1.3379628658294678,1281000,0.0,
1999-04-08 00:00:00+00:00,4.28125,4.46875,4.25,1.34765887260437,1065800,0.0,
1999-04-09 00:00:00+00:00,4.3125,4.4375,4.0625,1.3088769912719729,818200,0.0,
1999-04-12 00:00:00+00:00,4.25,4.25,4.03125,1.3088769912719729,834600,0.0,
1999-04-13 00:00:00+00:00,4.25,4.4375,4.25,1.3185720443725586,488800,0.0,
1999-04-14 00:00:00+00:00,4.3125,4.34375,4.09375,1.2894861698150637,656800,0.0,
1999-04-15 00:00:00+00:00,4.21875,4.25,4.0,1.270095705986023,1125400,0.0,
1999-04-16 00:00:00+00:00,4.15625,4.34375,4.15625,1.2991816997528076,1033800,0.0,
1999-04-19 00:00:00+00:00,4.25,4.34375,3.96875,1.2507044076919556,377800,0.0,
1999-04-20 00:00:00+00:00,3.875,3.9375,3.8125,1.2119230031967163,1024600,0.0,
1999-04-21 00:00:00+00:00,3.84375,4.03125,3.8125,1.1925324201583862,878200,0.0,
1999-04-22 00:00:00+00:00,3.8125,3.9375,3.78125,1.2022279500961304,724200,0.0,
1999-04-23 00:00:00+00:00,3.84375,3.90625,3.78125,1.1925324201583862,597200,0.0,
1999-04-26 00:00:00+00:00,3.875,3.875,3.6875,1.1440554857254028,959800,0.0,
1999-04-27 00:00:00+00:00,3.625,3.6875,3.59375,1.1343599557876587,20834200,0.0,
1999-04-28 00:00:00+00:00,3.625,3.9375,3.625,1.2022279500961304,1060800,0.0,
1999-04-29 00:00:00+00:00,3.9375,4.0,3.9375,1.2313138246536257,676400,0.0,
1999-04-30 00:00:00+00:00,4.03125,4.1875,4.03125,1.270095705986023,598800,0.0,
1999-05-03 00:00:00+00:00,4.125,4.125,3.96875,1.24100923538208,789400,0.0,
1999-05-04 00:00:00+00:00,4.0,4.03125,3.8125,1.1925324201583862,485000,0.0,
1999-05-05 00:00:00+00:00,3.90625,4.0,3.84375,1.2022279500961304,541800,0.0,
1999-05-06 00:00:00+00:00,3.9375,4.125,3.875,1.2507044076919556,941000,0.0,
1999-05-07 00:00:00+00:00,4.09375,4.25,4.0625,1.3185720443725586,668400,0.0,
1999-05-10 00:00:00+00:00,4.3125,4.5625,4.3125,1.3767443895339966,792600,0.0,
1999-05-11 00:00:00+00:00,4.4375,4.53125,4.40625,1.3864402770996094,1014000,0.0,
1999-05-12 00:00:00+00:00,4.46875,4.46875,4.21875,1.3185720443725586,666000,0.0,
1999-05-13 00:00:00+00:00,4.375,4.375,4.3125,1.3379628658294678,423000,0.0,
1999-05-14 00:00:00+00:00,4.34375,4.34375,4.1875,1.3209964036941528,499600,0.0,
1999-05-17 00:00:00+00:00,4.21875,4.21875,4.0625,1.3088769912719729,535600,0.0,
1999-05-18 00:00:00+00:00,4.15625,4.1875,4.125,1.2991816997528076,408200,0.0,
1999-05-19 00:00:00+00:00,4.3125,4.3125,4.125,1.2894861698150637,619600,0.0,
1999-05-20 00:00:00+00:00,4.09375,4.1875,4.0,1.279790997505188,547000,0.0,
1999-05-21 00:00:00+00:00,4.1875,4.1875,4.03125,1.2604001760482788,470800,0.0,
1999-05-24 00:00:00+00:00,4.0,4.09375,3.8125,1.1828372478485107,417200,0.0,
1999-05-25 00:00:00+00:00,3.84375,3.84375,3.53125,1.1246646642684937,597400,0.0,
1999-05-26 00:00:00+00:00,3.5625,3.8125,3.5625,1.1828372478485107,1255600,0.0,
1999-05-27 00:00:00+00:00,3.78125,3.78125,3.6875,1.163446307182312,189200,0.0,
1999-05-28 00:00:00+00:00,3.71875,3.8125,3.6875,1.163446307182312,386200,0.0,
1999-06-01 00:00:00+00:00,3.625,3.6875,3.4375,1.1246646642684937,443800,0.0,
1999-06-02 00:00:00+00:00,3.625,3.6875,3.5,1.1440554857254028,545200,0.0,
1999-06-03 00:00:00+00:00,3.625,3.625,3.59375,1.1149688959121704,96000,0.0,
1999-06-04 00:00:00+00:00,3.59375,3.6875,3.53125,1.1343599557876587,801400,0.0,
1999-06-07 00:00:00+00:00,3.71875,3.75,3.625,1.163446307182312,151600,0.0,
1999-06-08 00:00:00+00:00,3.75,3.75,3.65625,1.1343599557876587,305400,0.0,
1999-06-09 00:00:00+00:00,3.65625,3.71875,3.625,1.1343599557876587,902400,0.0,
1999-06-10 00:00:00+00:00,3.625,3.8125,3.59375,1.161022424697876,1141400,0.0,
1999-06-11 00:00:00+00:00,3.84375,3.84375,3.75,1.163446307182312,366000,0.0,
1999-06-14 00:00:00+00:00,3.78125,3.9375,3.78125,1.2022279500961304,1217600,0.0,
1999-06-15 00:00:00+00:00,3.875,3.9375,3.84375,1.1925324201583862,79600,0.0,
1999-06-16 00:00:00+00:00,3.90625,3.96875,3.875,1.2313138246536257,764600,0.0,
1999-06-17 00:00:00+00:00,4.0,4.0,3.8125,1.2216182947158811,115000,0.0,
1999-06-18 00:00:00+00:00,3.875,4.0,3.875,1.2313138246536257,637400,0.0,
1999-06-21 00:00:00+00:00,3.96875,3.96875,3.9375,1.2313138246536257,87600,0.0,
1999-06-22 00:00:00+00:00,3.96875,4.0,3.90625,1.2313138246536257,1760800,0.0,
1999-06-23 00:00:00+00:00,4.0,4.0,3.875,1.2022279500961304,2522800,0.0,
1999-06-24 00:00:00+00:00,3.90625,3.96875,3.8125,1.2216182947158811,3566800,0.0,
1999-06-25 00:00:00+00:00,3.96875,3.96875,3.8125,1.2022279500961304,1015400,0.0,
1999-06-28 00:00:00+00:00,3.84375,3.96875,3.84375,1.2216182947158811,881800,0.0,
1999-06-29 00:00:00+00:00,3.9375,4.0625,3.9375,1.2507044076919556,1724000,0.0,
1999-06-30 00:00:00+00:00,4.0625,4.25,3.96875,1.2991816997528076,1093800,0.0,
1999-07-01 00:00:00+00:00,4.375,4.375,4.1875,1.3185720443725586,715000,0.0,
1999-07-02 00:00:00+00:00,4.1875,4.25,4.125,1.3185720443725586,271600,0.0,
1999-07-06 00:00:00+00:00,4.125,4.34375,4.125,1.3185720443725586,992000,0.0,
1999-07-07 00:00:00+00:00,4.3125,4.375,4.1875,1.2991816997528076,584800,0.0,
1999-07-08 00:00:00+00:00,4.1875,4.25,4.0625,1.2604001760482788,867600,0.0,
1999-07-09 00:00:00+00:00,4.09375,4.15625,4.0,1.2604001760482788,247200,0.0,
1999-07-12 00:00:00+00:00,4.0,4.0,3.65625,1.1537506580352783,402200,0.0,
1999-07-13 00:00:00+00:00,3.65625,3.75,3.5,1.1440554857254028,407800,0.0,
1999-07-14 00:00:00+00:00,3.75,3.90625,3.75,1.1828372478485107,216200,0.0,
1999-07-15 00:00:00+00:00,3.75,3.75,3.6875,1.163446307182312,1009400,0.0,
1999-07-16 00:00:00+00:00,3.8125,3.8125,3.65625,1.1537506580352783,204200,0.0,
1999-07-19 00:00:00+00:00,3.6875,3.6875,3.625,1.1343599557876587,118200,0.0,
1999-07-20 00:00:00+00:00,3.5,3.65625,3.5,1.1343599557876587,53400,0.0,
1999-07-21 00:00:00+00:00,3.625,3.65625,3.5625,1.1246646642684937,541800,0.0,
1999-07-22 00:00:00+00:00,3.65625,3.6875,3.59375,1.1246646642684937,106800,0.0,
1999-07-23 00:00:00+00:00,3.5625,3.625,3.5,1.1052736043930054,72800,0.0,
