date,VLO_Open,VLO_High,VLO_Low,VLO_Close,VLO_Volume,VLO_Dividends,VLO_Stock Splits
1982-01-04 00:00:00+00:00,5.484460830688477,5.541590213775635,5.398766040802002,1.622024655342102,321198,0.0,
1982-01-05 00:00:00+00:00,5.398766040802002,5.513026237487793,5.255940914154053,1.5968120098114014,442414,0.0,
1982-01-06 00:00:00+00:00,5.170247077941895,5.3416361808776855,4.970293045043945,1.5043649673461914,565817,0.0,
1982-01-07 00:00:00+00:00,5.027421951293945,5.113117218017578,4.913163185119629,1.4707484245300293,508929,0.0,
1982-01-08 00:00:00+00:00,5.027421951293945,5.084551811218262,4.970293045043945,1.479151964187622,340453,0.0,
1982-01-11 00:00:00+00:00,4.856032848358154,5.084551811218262,4.627513885498047,1.386704444885254,521182,0.0,
1982-01-12 00:00:00+00:00,4.7417731285095215,4.827467918395996,4.656078815460205,1.420322060585022,473483,0.0,
1982-01-13 00:00:00+00:00,4.713208198547363,4.856032848358154,4.5703840255737305,1.3614922761917114,313322,0.0,
1982-01-14 00:00:00+00:00,4.713208198547363,4.856032848358154,4.5703840255737305,1.40351402759552,260810,0.0,
1982-01-15 00:00:00+00:00,4.856032848358154,4.913163185119629,4.798902988433838,1.445534586906433,185980,0.0,
1982-01-18 00:00:00+00:00,4.856032848358154,4.913163185119629,4.798902988433838,1.437130570411682,208735,0.0,
1982-01-19 00:00:00+00:00,4.627513885498047,4.856032848358154,4.39899492263794,1.319470763206482,1352184,0.0,
1982-01-20 00:00:00+00:00,4.541819095611572,4.627513885498047,4.45612382888794,1.3614922761917114,477422,0.0,
1982-01-21 00:00:00+00:00,4.627513885498047,4.656078815460205,4.5703840255737305,1.3530882596969604,393402,0.0,
1982-01-22 00:00:00+00:00,4.598948955535889,4.656078815460205,4.541819095611572,1.3530882596969604,238054,0.0,
1982-01-25 00:00:00+00:00,4.598948955535889,4.656078815460205,4.541819095611572,1.3446836471557615,223614,0.0,
1982-01-26 00:00:00+00:00,4.513254165649414,4.627513885498047,4.39899492263794,1.3110662698745728,329513,0.0,
1982-01-27 00:00:00+00:00,4.541819095611572,4.627513885498047,4.45612382888794,1.3614922761917114,160162,0.0,
1982-01-28 00:00:00+00:00,4.7417731285095215,4.798902988433838,4.656078815460205,1.395108938217163,301944,0.0,
1982-01-29 00:00:00+00:00,4.856032848358154,4.913163185119629,4.798902988433838,1.4119174480438232,326012,0.0,
1982-02-01 00:00:00+00:00,4.6846442222595215,4.7417731285095215,4.627513885498047,1.3698961734771729,123841,0.0,
1982-02-02 00:00:00+00:00,4.627513885498047,4.656078815460205,4.5703840255737305,1.3446836471557615,227990,0.0,
