date,BC_Open,BC_High,BC_Low,BC_Close,BC_Volume,BC_Dividends,BC_Stock Splits
1981-12-31 00:00:00+00:00,2.289062976837158,2.328125,2.25,1.022396683692932,167200,0.0,
1982-01-04 00:00:00+00:00,2.296875,2.3125,2.28125,1.0018110275268557,69600,0.0,
1982-01-05 00:00:00+00:00,2.265625,2.28125,2.234375,0.988088071346283,282400,0.0,
1982-01-06 00:00:00+00:00,2.25,2.25,2.234375,0.9812256693840028,746400,0.0,
1982-01-07 00:00:00+00:00,2.25,2.265625,2.21875,0.988088071346283,1056800,0.0,
1982-01-08 00:00:00+00:00,2.25,2.25,2.234375,0.9812256693840028,403200,0.0,
1982-01-11 00:00:00+00:00,2.234375,2.25,2.21875,0.9743638038635254,502400,0.0,
1982-01-12 00:00:00+00:00,2.234375,2.25,2.203125,0.9812256693840028,344800,0.0,
1982-01-13 00:00:00+00:00,2.234375,2.25,2.203125,0.9743638038635254,237600,0.0,
1982-01-14 00:00:00+00:00,2.21875,2.25,2.1875,0.988088071346283,252000,0.0,
1982-01-15 00:00:00+00:00,2.234375,2.25,2.21875,0.9743638038635254,523200,0.0,
1982-01-18 00:00:00+00:00,2.234375,2.265625,2.203125,0.988088071346283,1033600,0.0,
1982-01-19 00:00:00+00:00,2.203125,2.234375,2.15625,0.9602535963058472,94400,0.03125,
1982-01-20 00:00:00+00:00,2.15625,2.171875,2.140625,0.9672126173973083,110400,0.0,
1982-01-21 00:00:00+00:00,2.171875,2.1875,2.140625,0.9672126173973083,288000,0.0,
1982-01-22 00:00:00+00:00,2.296875,2.421875,2.15625,1.0646299123764038,1112000,0.0,
1982-01-25 00:00:00+00:00,3.078125,3.125,3.03125,1.34992253780365,6201600,0.0,
1982-01-26 00:00:00+00:00,3.28125,3.421875,3.125,1.4960482120513916,10124000,0.0,
1982-01-27 00:00:00+00:00,3.328125,3.40625,3.25,1.5169233083724976,7451200,0.0,
1982-01-28 00:00:00+00:00,3.4375,3.5,3.375,1.530839443206787,6950400,0.0,
1982-01-29 00:00:00+00:00,3.359375,3.453125,3.265625,1.503007173538208,12292800,0.0,
1982-02-01 00:00:00+00:00,3.375,3.421875,3.3125,1.4890904426574707,8064800,0.0,
1982-02-02 00:00:00+00:00,3.328125,3.328125,3.3125,1.4751732349395752,3766400,0.0,
1982-02-03 00:00:00+00:00,3.375,3.421875,3.3125,1.4890904426574707,8153600,0.0,
1982-02-04 00:00:00+00:00,3.3125,3.359375,3.265625,1.4612555503845217,5224000,0.0,
1982-02-05 00:00:00+00:00,3.1875,3.28125,3.09375,1.4403811693191528,2205600,0.0,
1982-02-08 00:00:00+00:00,3.09375,3.15625,3.03125,1.39167320728302,1417600,0.0,
1982-02-09 00:00:00+00:00,3.15625,3.28125,3.03125,1.4612555503845217,1716800,0.0,
1982-02-10 00:00:00+00:00,3.109375,3.125,3.078125,1.3777564764022827,677600,0.0,
1982-02-11 00:00:00+00:00,3.09375,3.09375,3.09375,1.3777564764022827,0,0.0,
1982-02-12 00:00:00+00:00,3.296875,3.3125,3.265625,1.4612555503845217,3533600,0.0,
1982-02-16 00:00:00+00:00,3.1875,3.21875,3.140625,1.3986313343048096,2309600,0.0,
1982-02-17 00:00:00+00:00,3.125,3.15625,3.078125,1.39167320728302,1630400,0.0,
1982-02-18 00:00:00+00:00,3.125,3.15625,3.078125,1.3777564764022827,947200,0.0,
1982-02-19 00:00:00+00:00,3.078125,3.09375,3.0625,1.3638393878936768,783200,0.0,
1982-02-22 00:00:00+00:00,3.046875,3.078125,3.015625,1.3429642915725708,1411200,0.0,
1982-02-23 00:00:00+00:00,3.03125,3.0625,3.0,1.3638393878936768,1359200,0.0,
1982-02-24 00:00:00+00:00,3.0625,3.078125,3.03125,1.35688054561615,1899200,0.0,
1982-02-25 00:00:00+00:00,3.078125,3.109375,3.03125,1.3638393878936768,1720000,0.0,
1982-02-26 00:00:00+00:00,2.734375,2.875,2.59375,1.1829217672348022,1608800,0.0,
1982-03-01 00:00:00+00:00,2.734375,2.84375,2.609375,1.2664222717285156,2062400,0.0,
1982-03-02 00:00:00+00:00,2.71875,2.796875,2.640625,1.1829217672348022,1734400,0.0,
1982-03-03 00:00:00+00:00,2.546875,2.65625,2.421875,1.1550878286361694,1052000,0.0,
1982-03-04 00:00:00+00:00,2.5625,2.59375,2.53125,1.148130178451538,495200,0.0,
1982-03-05 00:00:00+00:00,2.453125,2.5625,2.328125,1.057671308517456,628000,0.0,
1982-03-08 00:00:00+00:00,2.125,2.34375,1.890625,0.855878472328186,1677600,0.0,
1982-03-09 00:00:00+00:00,1.890625,2.0,1.765625,0.8837120532989502,1064000,0.0,
1982-03-10 00:00:00+00:00,1.9375,1.96875,1.90625,0.8628367781639099,419200,0.0,
1982-03-11 00:00:00+00:00,1.953125,2.0,1.90625,0.8837120532989502,381600,0.0,
1982-03-12 00:00:00+00:00,1.921875,1.984375,1.84375,0.8489205241203308,462400,0.0,
1982-03-15 00:00:00+00:00,1.84375,1.875,1.8125,0.8350030779838562,899200,0.0,
1982-03-16 00:00:00+00:00,1.890625,1.90625,1.859375,0.8419620394706726,771200,0.0,
1982-03-17 00:00:00+00:00,1.875,1.890625,1.859375,0.8350030779838562,410400,0.0,
1982-03-18 00:00:00+00:00,1.90625,1.9375,1.875,0.8628367781639099,1063200,0.0,
